gene_symbol	status	source_set	reason	note_path	dossier_path	section_path	deep_research_file_count
AKT1	written	phase1_dossier		genes/human/AKT1/AKT1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/AKT1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/AKT1.md	1
AMBRA1	written	phase1_dossier		genes/human/AMBRA1/AMBRA1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/AMBRA1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/AMBRA1.md	1
ANAPC2	written	phase1_dossier		genes/human/ANAPC2/ANAPC2-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/ANAPC2.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/ANAPC2.md	1
ANKFY1	written	phase1_dossier		genes/human/ANKFY1/ANKFY1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/ANKFY1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/ANKFY1.md	1
ANKZF1	written	phase1_dossier		genes/human/ANKZF1/ANKZF1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/ANKZF1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/ANKZF1.md	1
ARF1	written	phase1_dossier		genes/human/ARF1/ARF1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/ARF1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/ARF1.md	1
ARL8A	written	phase1_dossier		genes/human/ARL8A/ARL8A-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/ARL8A.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/ARL8A.md	1
ARL8B	written	phase1_dossier		genes/human/ARL8B/ARL8B-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/ARL8B.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/ARL8B.md	1
ARNT	written	phase1_dossier		genes/human/ARNT/ARNT-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/ARNT.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/ARNT.md	1
ASCC1	written	phase1_dossier		genes/human/ASCC1/ASCC1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/ASCC1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/ASCC1.md	1
ASCC2	written	phase1_dossier		genes/human/ASCC2/ASCC2-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/ASCC2.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/ASCC2.md	1
ASCC3	written	phase1_dossier		genes/human/ASCC3/ASCC3-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/ASCC3.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/ASCC3.md	1
ATAD1	written	phase1_dossier		genes/human/ATAD1/ATAD1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/ATAD1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/ATAD1.md	1
ATAD3A	written	phase1_dossier		genes/human/ATAD3A/ATAD3A-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/ATAD3A.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/ATAD3A.md	1
ATG14	written	phase1_dossier		genes/human/ATG14/ATG14-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/ATG14.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/ATG14.md	1
ATG2A	written	phase1_dossier		genes/human/ATG2A/ATG2A-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/ATG2A.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/ATG2A.md	1
ATG2B	written	phase1_dossier		genes/human/ATG2B/ATG2B-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/ATG2B.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/ATG2B.md	1
ATL3	written	phase1_dossier		genes/human/ATL3/ATL3-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/ATL3.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/ATL3.md	1
ATP13A1	written	phase1_dossier		genes/human/ATP13A1/ATP13A1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/ATP13A1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/ATP13A1.md	1
ATP23	written	phase1_dossier		genes/human/ATP23/ATP23-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/ATP23.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/ATP23.md	1
ATP6AP1	written	phase1_dossier		genes/human/ATP6AP1/ATP6AP1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/ATP6AP1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/ATP6AP1.md	0
ATP6AP2	written	phase1_dossier		genes/human/ATP6AP2/ATP6AP2-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/ATP6AP2.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/ATP6AP2.md	0
ATP6V0A1	written	phase1_dossier		genes/human/ATP6V0A1/ATP6V0A1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/ATP6V0A1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/ATP6V0A1.md	0
ATP6V0A2	written	phase1_dossier		genes/human/ATP6V0A2/ATP6V0A2-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/ATP6V0A2.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/ATP6V0A2.md	1
ATP6V0A4	written	phase1_dossier		genes/human/ATP6V0A4/ATP6V0A4-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/ATP6V0A4.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/ATP6V0A4.md	0
ATP6V0B	written	phase1_dossier		genes/human/ATP6V0B/ATP6V0B-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/ATP6V0B.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/ATP6V0B.md	3
ATP6V0C	written	phase1_dossier		genes/human/ATP6V0C/ATP6V0C-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/ATP6V0C.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/ATP6V0C.md	4
ATP6V0D1	written	phase1_dossier		genes/human/ATP6V0D1/ATP6V0D1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/ATP6V0D1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/ATP6V0D1.md	1
ATP6V0D2	written	phase1_dossier		genes/human/ATP6V0D2/ATP6V0D2-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/ATP6V0D2.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/ATP6V0D2.md	1
ATP6V0E1	written	phase1_dossier		genes/human/ATP6V0E1/ATP6V0E1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/ATP6V0E1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/ATP6V0E1.md	0
ATP6V0E2	written	phase1_dossier		genes/human/ATP6V0E2/ATP6V0E2-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/ATP6V0E2.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/ATP6V0E2.md	0
ATP6V1A	written	phase1_dossier		genes/human/ATP6V1A/ATP6V1A-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/ATP6V1A.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/ATP6V1A.md	0
ATP6V1B1	written	phase1_dossier		genes/human/ATP6V1B1/ATP6V1B1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/ATP6V1B1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/ATP6V1B1.md	0
ATP6V1B2	written	phase1_dossier		genes/human/ATP6V1B2/ATP6V1B2-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/ATP6V1B2.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/ATP6V1B2.md	0
ATP6V1C1	written	phase1_dossier		genes/human/ATP6V1C1/ATP6V1C1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/ATP6V1C1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/ATP6V1C1.md	0
ATP6V1C2	written	phase1_dossier		genes/human/ATP6V1C2/ATP6V1C2-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/ATP6V1C2.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/ATP6V1C2.md	0
ATP6V1D	written	phase1_dossier		genes/human/ATP6V1D/ATP6V1D-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/ATP6V1D.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/ATP6V1D.md	0
ATP6V1E1	written	phase1_dossier		genes/human/ATP6V1E1/ATP6V1E1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/ATP6V1E1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/ATP6V1E1.md	0
ATP6V1E2	written	phase1_dossier		genes/human/ATP6V1E2/ATP6V1E2-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/ATP6V1E2.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/ATP6V1E2.md	0
ATP6V1F	written	phase1_dossier		genes/human/ATP6V1F/ATP6V1F-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/ATP6V1F.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/ATP6V1F.md	0
ATP6V1G1	written	phase1_dossier		genes/human/ATP6V1G1/ATP6V1G1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/ATP6V1G1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/ATP6V1G1.md	0
ATP6V1G2	written	phase1_dossier		genes/human/ATP6V1G2/ATP6V1G2-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/ATP6V1G2.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/ATP6V1G2.md	0
ATP6V1G3	written	phase1_dossier		genes/human/ATP6V1G3/ATP6V1G3-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/ATP6V1G3.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/ATP6V1G3.md	0
ATP6V1H	written	phase1_dossier		genes/human/ATP6V1H/ATP6V1H-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/ATP6V1H.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/ATP6V1H.md	0
AUP1	written	phase1_dossier		genes/human/AUP1/AUP1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/AUP1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/AUP1.md	1
AZI2	written	phase1_dossier		genes/human/AZI2/AZI2-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/AZI2.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/AZI2.md	0
BAG2	written	phase1_dossier		genes/human/BAG2/BAG2-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/BAG2.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/BAG2.md	1
BAG6	written	priority_only		genes/human/BAG6/BAG6-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/BAG6.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/BAG6.md	1
BCL2L13	written	phase1_dossier		genes/human/BCL2L13/BCL2L13-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/BCL2L13.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/BCL2L13.md	1
BECN2	written	phase1_dossier		genes/human/BECN2/BECN2-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/BECN2.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/BECN2.md	1
BIRC6	written	priority_only		genes/human/BIRC6/BIRC6-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/BIRC6.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/BIRC6.md	1
BNIP3L	written	phase1_dossier		genes/human/BNIP3L/BNIP3L-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/BNIP3L.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/BNIP3L.md	1
BTF3	written	priority_only		genes/human/BTF3/BTF3-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/BTF3.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/BTF3.md	1
CACUL1	written	phase1_dossier		genes/human/CACUL1/CACUL1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/CACUL1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/CACUL1.md	0
CACYBP	written	phase1_dossier		genes/human/CACYBP/CACYBP-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/CACYBP.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/CACYBP.md	1
CALCOCO1	written	phase1_dossier		genes/human/CALCOCO1/CALCOCO1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/CALCOCO1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/CALCOCO1.md	1
CALR	written	phase1_dossier		genes/human/CALR/CALR-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/CALR.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/CALR.md	1
CALR3	written	phase1_dossier		genes/human/CALR3/CALR3-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/CALR3.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/CALR3.md	0
CAMLG	written	phase1_dossier		genes/human/CAMLG/CAMLG-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/CAMLG.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/CAMLG.md	0
CAND1	written	phase1_dossier		genes/human/CAND1/CAND1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/CAND1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/CAND1.md	0
CAND2	written	phase1_dossier		genes/human/CAND2/CAND2-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/CAND2.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/CAND2.md	1
CANX	written	phase1_dossier		genes/human/CANX/CANX-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/CANX.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/CANX.md	0
CCDC47	written	phase1_dossier		genes/human/CCDC47/CCDC47-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/CCDC47.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/CCDC47.md	0
CCDC50	written	phase1_dossier		genes/human/CCDC50/CCDC50-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/CCDC50.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/CCDC50.md	0
CDC37L1	written	phase1_dossier		genes/human/CDC37L1/CDC37L1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/CDC37L1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/CDC37L1.md	0
CDK5	written	phase1_dossier		genes/human/CDK5/CDK5-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/CDK5.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/CDK5.md	0
CDK5R1	written	phase1_dossier		genes/human/CDK5R1/CDK5R1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/CDK5R1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/CDK5R1.md	0
CDK5RAP3	written	phase1_dossier		genes/human/CDK5RAP3/CDK5RAP3-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/CDK5RAP3.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/CDK5RAP3.md	0
CGRRF1	written	phase1_dossier		genes/human/CGRRF1/CGRRF1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/CGRRF1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/CGRRF1.md	0
CHAF1A	written	phase1_dossier		genes/human/CHAF1A/CHAF1A-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/CHAF1A.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/CHAF1A.md	0
CHAF1B	written	phase1_dossier		genes/human/CHAF1B/CHAF1B-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/CHAF1B.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/CHAF1B.md	0
CHIC2	written	phase1_dossier		genes/human/CHIC2/CHIC2-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/CHIC2.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/CHIC2.md	0
CHMP4A	written	phase1_dossier		genes/human/CHMP4A/CHMP4A-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/CHMP4A.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/CHMP4A.md	0
CHMP4B	written	phase1_dossier		genes/human/CHMP4B/CHMP4B-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/CHMP4B.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/CHMP4B.md	1
CHMP4C	written	phase1_dossier		genes/human/CHMP4C/CHMP4C-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/CHMP4C.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/CHMP4C.md	0
CHMP5	written	phase1_dossier		genes/human/CHMP5/CHMP5-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/CHMP5.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/CHMP5.md	0
CHMP6	written	phase1_dossier		genes/human/CHMP6/CHMP6-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/CHMP6.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/CHMP6.md	0
CHMP7	written	phase1_dossier		genes/human/CHMP7/CHMP7-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/CHMP7.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/CHMP7.md	0
CLCN7	written	phase1_dossier		genes/human/CLCN7/CLCN7-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/CLCN7.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/CLCN7.md	0
CLGN	written	phase1_dossier		genes/human/CLGN/CLGN-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/CLGN.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/CLGN.md	0
CLPX	written	phase1_dossier		genes/human/CLPX/CLPX-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/CLPX.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/CLPX.md	0
CNOT4	written	phase1_dossier		genes/human/CNOT4/CNOT4-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/CNOT4.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/CNOT4.md	0
CNPY3	written	phase1_dossier		genes/human/CNPY3/CNPY3-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/CNPY3.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/CNPY3.md	0
COLGALT1	written	phase1_dossier		genes/human/COLGALT1/COLGALT1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/COLGALT1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/COLGALT1.md	0
COLGALT2	written	phase1_dossier		genes/human/COLGALT2/COLGALT2-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/COLGALT2.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/COLGALT2.md	0
COP1	written	phase1_dossier		genes/human/COP1/COP1-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/COP1.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/COP1.md	0
CRBN	written	phase1_dossier		genes/human/CRBN/CRBN-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/CRBN.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/CRBN.md	0
CRTAP	written	phase1_dossier		genes/human/CRTAP/CRTAP-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/CRTAP.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/CRTAP.md	0
CRYAA	written	priority_only		genes/human/CRYAA/CRYAA-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/CRYAA.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/CRYAA.md	1
CRYAB	written	priority_only		genes/human/CRYAB/CRYAB-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/CRYAB.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/CRYAB.md	1
CSNK1D	written	phase1_dossier		genes/human/CSNK1D/CSNK1D-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/CSNK1D.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/CSNK1D.md	0
CSNK2B	written	phase1_dossier		genes/human/CSNK2B/CSNK2B-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/CSNK2B.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/CSNK2B.md	0
CWC27	written	phase1_dossier		genes/human/CWC27/CWC27-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/CWC27.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/CWC27.md	0
CYB5R4	written	phase1_dossier		genes/human/CYB5R4/CYB5R4-pn-notes.md	projects/PROTEOSTASIS/reports/phase1_dossiers/CYB5R4.md	projects/PROTEOSTASIS/reports/phase1_dossiers/_sections/CYB5R4.md	0
