accession,rank,protrek_score,aspect,pred_label,pred_id,label_resolution,match_category,goa_match,goa_match_label,n_goa_terms
Q9KZ33,5,10.7636,P,response to water,GO:0009415,exact_label,NO_OVERLAP,,,2
G1TUN6,1,17.3713,F,ISG15 transferase activity,GO:0042296,exact_label,EXACT,GO:0042296,ISG15 transferase activity,7
G1TUN6,2,16.9655,C,ubiquitin conjugating enzyme complex,GO:0031371,exact_label,NO_OVERLAP,,,7
G1TUN6,3,16.6568,F,ubiquitin conjugating enzyme activity,GO:0061631,exact_label,EXACT,GO:0061631,ubiquitin conjugating enzyme activity,7
G1TUN6,4,16.403,P,ISG15-protein conjugation,GO:0032020,exact_label,EXACT,GO:0032020,ISG15-protein conjugation,7
G1TUN6,5,15.7715,P,protein K6-linked ubiquitination,GO:0085020,exact_label,NO_OVERLAP,,,7
E1BL04,1,12.9942,C,radial spoke,GO:0001534,exact_label,NO_OVERLAP,,,13
E1BL04,2,12.4086,C,cytoskeletal calyx,GO:0033150,exact_label,NO_OVERLAP,,,13
E1BL04,3,12.1798,F,structural molecule activity conferring elasticity,GO:0097493,exact_label,NO_OVERLAP,,,13
E1BL04,4,12.1426,P,contractile actin filament bundle assembly,GO:0030038,exact_label,MORE_SPECIFIC,GO:0007015,actin filament organization,13
E1BL04,5,12.0873,C,myosin filament,GO:0032982,exact_label,NO_OVERLAP,,,13
A0A8C9H4D2,1,12.132,P,sequestering of BMP in extracellular matrix,GO:0035582,obsolete_in_go,OBSOLETE_TERM,,,2
A0A8C9H4D2,2,11.7081,F,BMP binding,GO:0036122,exact_label,NO_OVERLAP,,,2
A0A8C9H4D2,3,11.2895,F,selenocysteine methyltransferase activity,GO:0016205,exact_label,NO_OVERLAP,,,2
A0A8C9H4D2,4,11.1982,P,sequestering of BMP from receptor via BMP binding,GO:0038098,obsolete_in_go,OBSOLETE_TERM,,,2
A0A8C9H4D2,5,11.0274,P,galactomannan metabolic process,GO:0051069,exact_label,NO_OVERLAP,,,2
A0A8I3PI07,1,16.3862,P,magnesium ion homeostasis,GO:0010960,exact_label,EXACT,GO:0010960,magnesium ion homeostasis,13
A0A8I3PI07,2,15.9016,P,manganese ion homeostasis,GO:0055071,exact_label,NO_OVERLAP,,,13
A0A8I3PI07,3,14.7023,P,intracellular magnesium ion homeostasis,GO:0010961,exact_label,MORE_SPECIFIC,GO:0010960,magnesium ion homeostasis,13
A0A8I3PI07,4,14.5843,P,intracellular cobalt ion homeostasis,GO:0006877,exact_label,MORE_SPECIFIC,GO:0030003,intracellular monoatomic cation homeostasis,13
A0A8I3PI07,5,14.5788,P,cobalt ion homeostasis,GO:0055068,obsolete_in_go,OBSOLETE_TERM,,,13
A0A2R9CAF4,1,17.7081,F,secondary active sulfate transmembrane transporter activity,GO:0008271,exact_label,EXACT,GO:0008271,secondary active sulfate transmembrane transporter activity,16
A0A2R9CAF4,2,16.6934,F,sulfate transmembrane transporter activity,GO:0015116,exact_label,LESS_SPECIFIC,GO:0008271,secondary active sulfate transmembrane transporter activity,16
A0A2R9CAF4,3,16.6482,P,inorganic anion import across plasma membrane,GO:0098658,exact_label,MORE_SPECIFIC,GO:0015698,inorganic anion transport,16
A0A2R9CAF4,4,16.4639,F,oxalate transmembrane transporter activity,GO:0019531,exact_label,NO_OVERLAP,,,16
A0A2R9CAF4,5,16.299,P,sulfate transmembrane transport,GO:1902358,exact_label,EXACT,GO:1902358,sulfate transmembrane transport,16
C6T1A2,1,17.6067,P,negative regulation of gibberellin biosynthetic process,GO:0010373,exact_label,NOT_IN_GOA,,,0
C6T1A2,2,17.4337,P,response to gibberellin,GO:0009739,exact_label,NOT_IN_GOA,,,0
C6T1A2,3,17.257,P,trichome papilla formation,GO:1905499,exact_label,NOT_IN_GOA,,,0
C6T1A2,4,17.2013,P,response to cytokinin,GO:0009735,exact_label,NOT_IN_GOA,,,0
C6T1A2,5,17.1136,P,gibberellic acid homeostasis,GO:0010336,exact_label,NOT_IN_GOA,,,0
A0A8B8L1Z3,1,9.7672,F,zinc chaperone activity,GO:0140827,exact_label,NOT_IN_GOA,,,0
A0A8B8L1Z3,2,8.9702,P,amyloplast organization,GO:0009660,exact_label,NOT_IN_GOA,,,0
A0A8B8L1Z3,3,8.9292,C,junctional membrane complex,GO:0030314,exact_label,NOT_IN_GOA,,,0
A0A8B8L1Z3,4,8.7968,P,positive regulation of seed maturation,GO:2000693,exact_label,NOT_IN_GOA,,,0
A0A8B8L1Z3,5,8.7254,F,zeinoxanthin epsilon hydroxylase activity,GO:0009974,obsolete_in_go,OBSOLETE_TERM,,,0
Q6YYC5,1,15.597,P,negative regulation of plant-type hypersensitive response,GO:0034051,exact_label,NO_OVERLAP,,,4
Q6YYC5,2,14.4445,P,positive regulation of salicylic acid mediated signaling pathway,GO:0080151,exact_label,NO_OVERLAP,,,4
Q6YYC5,3,14.4406,P,negative regulation of defense response,GO:0031348,exact_label,NO_OVERLAP,,,4
Q6YYC5,4,14.3769,P,positive regulation of abscisic acid-activated signaling pathway,GO:0009789,exact_label,NO_OVERLAP,,,4
Q6YYC5,5,14.2209,P,regulation of chlorophyll biosynthetic process,GO:0010380,exact_label,NO_OVERLAP,,,4
B8BAB0,1,13.5037,F,hydroxyproline O-galactosyltransferase activity,GO:1990714,exact_label,NOT_IN_GOA,,,0
B8BAB0,2,13.2925,C,exine,GO:0043668,exact_label,NOT_IN_GOA,,,0
B8BAB0,3,13.2388,F,4-phytase activity,GO:0008707,exact_label,NOT_IN_GOA,,,0
B8BAB0,4,13.0504,F,3-phytase activity,GO:0016158,exact_label,NOT_IN_GOA,,,0
B8BAB0,5,12.8438,F,polygalacturonase inhibitor activity,GO:0090353,exact_label,NOT_IN_GOA,,,0
A0A1S3Y076,1,17.8545,C,mitochondrial ribonuclease P complex,GO:0030678,exact_label,NO_OVERLAP,,,2
A0A1S3Y076,2,16.998,P,"mitochondrial tRNA 3'-trailer cleavage, endonucleolytic",GO:0072684,obsolete_in_go,OBSOLETE_TERM,,,2
A0A1S3Y076,3,15.9236,P,endonucleolytic cleavage involved in tRNA processing,GO:1905267,obsolete_in_go,OBSOLETE_TERM,,,2
A0A1S3Y076,4,15.7584,P,mitochondrial tRNA processing,GO:0090646,exact_label,NO_OVERLAP,,,2
A0A1S3Y076,5,15.6949,P,mitochondrial polycistronic RNA processing,GO:0140040,exact_label,NO_OVERLAP,,,2
Q9L243,1,14.9317,F,5-amino-6-(5-phosphoribitylamino)uracil phosphatase activity,GO:0043726,exact_label,NOT_IN_GOA,,,0
Q9L243,2,14.7338,F,5'-nucleotidase activity,GO:0008253,exact_label,NOT_IN_GOA,,,0
Q9L243,3,13.7832,F,pyrimidine-5'-nucleotide nucleosidase activity,GO:0047405,exact_label,NOT_IN_GOA,,,0
Q9L243,4,13.3565,F,pseudouridine 5'-phosphatase activity,GO:1990738,exact_label,NOT_IN_GOA,,,0
Q9L243,5,13.2763,F,acid phosphatase activity,GO:0003993,exact_label,NOT_IN_GOA,,,0
D3VIU4,1,14.6394,F,ligand-gated monoatomic ion channel activity,GO:0015276,exact_label,NO_OVERLAP,,,2
D3VIU4,2,13.8204,P,L-cystine transport,GO:0015811,exact_label,NO_OVERLAP,,,2
D3VIU4,3,13.5894,P,L-histidine transport,GO:1902024,exact_label,NO_OVERLAP,,,2
D3VIU4,4,13.4315,P,amino acid transport,GO:0006865,exact_label,NO_OVERLAP,,,2
D3VIU4,5,13.2366,P,L-histidine import across plasma membrane,GO:1903810,exact_label,NO_OVERLAP,,,2
Q9RSY6,1,12.575,F,misfolded RNA binding,GO:0034336,exact_label,MORE_SPECIFIC,GO:0003676,nucleic acid binding,6
Q9RSY6,2,12.4676,F,polysome binding,GO:1905538,obsolete_in_go,OBSOLETE_TERM,,,6
Q9RSY6,3,12.1405,F,poly(A) binding,GO:0008143,exact_label,MORE_SPECIFIC,GO:0003676,nucleic acid binding,6
Q9RSY6,4,11.7603,P,negative regulation of nuclear-transcribed mRNA poly(A) tail shortening,GO:0060212,exact_label,NO_OVERLAP,,,6
Q9RSY6,5,11.2104,P,IRES-dependent translational initiation of linear mRNA,GO:0002192,exact_label,MORE_SPECIFIC,GO:0006412,translation,6
Q8P365,1,19.5984,F,phospholipid-hydroperoxide glutathione peroxidase activity,GO:0047066,exact_label,MORE_SPECIFIC,GO:0004601,peroxidase activity,4
Q8P365,2,18.425,F,glutathione peroxidase activity,GO:0004602,exact_label,MORE_SPECIFIC,GO:0004601,peroxidase activity,4
Q8P365,3,15.8737,F,thioredoxin peroxidase activity,GO:0008379,exact_label,MORE_SPECIFIC,GO:0004601,peroxidase activity,4
Q8P365,4,15.6484,F,thioredoxin-dependent peroxiredoxin activity,GO:0140824,exact_label,MORE_SPECIFIC,GO:0004601,peroxidase activity,4
Q8P365,5,14.5441,F,cytochrome-c peroxidase activity,GO:0004130,exact_label,MORE_SPECIFIC,GO:0004601,peroxidase activity,4
A0A8C5FPT8,1,15.5868,P,recycling endosome to Golgi transport,GO:0071955,exact_label,MORE_SPECIFIC,GO:0016192,vesicle-mediated transport,6
A0A8C5FPT8,2,15.0651,P,vesicle tethering to Golgi,GO:0099041,exact_label,MORE_SPECIFIC,GO:0016192,vesicle-mediated transport,6
A0A8C5FPT8,3,14.9578,P,regulation of Rab protein signal transduction,GO:0032483,exact_label,NO_OVERLAP,,,6
A0A8C5FPT8,4,14.065,P,activation of GTPase activity,GO:0090630,exact_label,NO_OVERLAP,,,6
A0A8C5FPT8,5,14.006,P,receptor recycling,GO:0001881,exact_label,NO_OVERLAP,,,6
A0A674PKV4,1,15.1716,F,F-bar domain binding,GO:1990808,exact_label,NO_OVERLAP,,,7
A0A674PKV4,2,14.399,P,negative regulation of Rac protein signal transduction,GO:0035021,exact_label,NO_OVERLAP,,,7
A0A674PKV4,3,13.8167,P,endosome membrane tubulation,GO:0097750,exact_label,NO_OVERLAP,,,7
A0A674PKV4,4,13.3362,P,regulation of Rac protein signal transduction,GO:0035020,exact_label,NO_OVERLAP,,,7
A0A674PKV4,5,13.2329,P,regulation of Rho-dependent protein serine/threonine kinase activity,GO:2000298,obsolete_in_go,OBSOLETE_TERM,,,7
A0A8M9QG43,1,16.8695,F,"phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase activity",GO:0016314,exact_label,MORE_SPECIFIC,GO:0016787,hydrolase activity,6
A0A8M9QG43,2,16.2963,P,clathrin-dependent endocytosis involved in vitellogenesis,GO:0061883,exact_label,MORE_SPECIFIC,GO:0072583,clathrin-dependent endocytosis,6
A0A8M9QG43,3,15.6758,F,phosphatidylinositol phosphate phosphatase activity,GO:0052866,exact_label,MORE_SPECIFIC,GO:0016787,hydrolase activity,6
A0A8M9QG43,4,15.5922,C,extrinsic component of presynaptic endocytic zone membrane,GO:0098894,exact_label,NO_OVERLAP,,,6
A0A8M9QG43,5,15.5047,F,"phosphatidylinositol-3,4-bisphosphate 4-phosphatase activity",GO:0016316,exact_label,MORE_SPECIFIC,GO:0016787,hydrolase activity,6
A0A8C2TBA7,1,20.4261,F,peptidylglycine monooxygenase activity,GO:0004504,exact_label,EXACT,GO:0004504,peptidylglycine monooxygenase activity,11
A0A8C2TBA7,2,19.2027,P,fatty acid primary amide biosynthetic process,GO:0062112,exact_label,NO_OVERLAP,,,11
A0A8C2TBA7,3,17.8668,F,peptidylamidoglycolate lyase activity,GO:0004598,exact_label,EXACT,GO:0004598,peptidylamidoglycolate lyase activity,11
A0A8C2TBA7,4,16.581,P,protein amidation,GO:0018032,obsolete_in_go,OBSOLETE_TERM,,,11
A0A8C2TBA7,5,16.3973,P,peptide amidation,GO:0001519,exact_label,EXACT,GO:0001519,peptide amidation,11
A0A2I0M3K7,1,12.5114,F,RNA polymerase III activity,GO:0001056,obsolete_in_go,OBSOLETE_TERM,,,5
A0A2I0M3K7,2,11.9021,C,PTEX complex,GO:0097619,exact_label,NO_OVERLAP,,,5
A0A2I0M3K7,3,11.6731,F,box C/D snoRNP complex binding,,unresolved,UNRESOLVED,,,5
A0A2I0M3K7,4,11.3572,C,RNA polymerase III complex,GO:0005666,exact_label,NO_OVERLAP,,,5
A0A2I0M3K7,5,11.274,C,t-UTP complex,GO:0034455,exact_label,NO_OVERLAP,,,5
A0A6I8W8A2,1,8.9355,F,fucose binding,GO:0042806,exact_label,NOT_IN_GOA,,,0
A0A6I8W8A2,2,8.862,F,semaphorin receptor activity,GO:0017154,exact_label,NOT_IN_GOA,,,0
A0A6I8W8A2,3,8.7546,F,ubiquitin-like protein peptidase activity,GO:0019783,exact_label,NOT_IN_GOA,,,0
A0A6I8W8A2,4,8.5324,C,radial spoke head,GO:0001535,exact_label,NOT_IN_GOA,,,0
A0A6I8W8A2,5,8.2362,F,structural constituent of nuclear pore,GO:0017056,exact_label,NOT_IN_GOA,,,0
A0A6I8TLE4,1,15.4313,C,Ras guanyl-nucleotide exchange factor complex,GO:1905742,exact_label,NOT_IN_GOA,,,0
A0A6I8TLE4,2,15.3576,P,negative regulation of sevenless signaling pathway,GO:0045873,exact_label,NOT_IN_GOA,,,0
A0A6I8TLE4,3,15.3572,P,regulation of GTPase activity,GO:0043087,exact_label,NOT_IN_GOA,,,0
A0A6I8TLE4,4,15.2051,P,regulation of distal tip cell migration,GO:1903354,exact_label,NOT_IN_GOA,,,0
A0A6I8TLE4,5,15.1422,P,negative regulation of Ras protein signal transduction,GO:0046580,exact_label,NOT_IN_GOA,,,0
S0EDH7,1,14.8444,C,IRE1-TRAF2-ASK1 complex,GO:1990604,exact_label,NOT_IN_GOA,,,0
S0EDH7,2,13.0147,C,Dbf4-dependent protein kinase complex,GO:0031431,exact_label,NOT_IN_GOA,,,0
S0EDH7,3,12.4022,F,eukaryotic translation initiation factor 2alpha kinase activity,GO:0004694,exact_label,NOT_IN_GOA,,,0
S0EDH7,4,11.8133,P,osmosensory signaling pathway via Sho1 osmosensor,GO:0007232,exact_label,NOT_IN_GOA,,,0
S0EDH7,5,11.5222,C,Ire1 complex,GO:1990332,exact_label,NOT_IN_GOA,,,0
Q2U1U6,1,10.2607,F,type II site-specific deoxyribonuclease activity,GO:0009036,exact_label,NOT_IN_GOA,,,0
Q2U1U6,2,9.9665,F,acetone carboxylase activity,GO:0018710,exact_label,NOT_IN_GOA,,,0
Q2U1U6,3,9.9073,F,chitosanase activity,GO:0016977,exact_label,NOT_IN_GOA,,,0
Q2U1U6,4,9.0822,F,gellan lyase activity,GO:0052762,exact_label,NOT_IN_GOA,,,0
Q2U1U6,5,9.0312,F,transposase activity,GO:0004803,exact_label,NOT_IN_GOA,,,0
A0A8J0SCI2,1,11.4862,F,DNA binding,GO:0003677,exact_label,LESS_SPECIFIC,GO:0000978,RNA polymerase II cis-regulatory region sequence-specific DNA binding,4
A0A8J0SCI2,2,11.4177,F,chromatin insulator sequence binding,GO:0043035,exact_label,NO_OVERLAP,,,4
A0A8J0SCI2,3,11.3077,C,nucleus,GO:0005634,exact_label,EXACT,GO:0005634,nucleus,4
A0A8J0SCI2,4,11.0052,F,metal ion binding,GO:0046872,exact_label,NO_OVERLAP,,,4
A0A8J0SCI2,5,10.6514,P,shell calcification,GO:0031215,exact_label,NO_OVERLAP,,,4
A0A2G9RZF1,1,11.1432,F,netrin receptor activity,GO:0005042,exact_label,NOT_IN_GOA,,,0
A0A2G9RZF1,2,11.0512,P,Spemann organizer formation at the dorsal lip of the blastopore,GO:0060062,exact_label,NOT_IN_GOA,,,0
A0A2G9RZF1,3,11.0079,C,adhesive extracellular matrix,GO:0062130,obsolete_in_go,OBSOLETE_TERM,,,0
A0A2G9RZF1,4,10.926,P,dorsal convergence,GO:0060030,exact_label,NOT_IN_GOA,,,0
A0A2G9RZF1,5,10.8231,C,bursicon neuropeptide hormone complex,GO:0031395,exact_label,NOT_IN_GOA,,,0
A0A061AL94,1,11.39,P,methanogenesis,GO:0015948,exact_label,NOT_IN_GOA,,,0
A0A061AL94,2,10.7506,F,Methanosarcina-phenazine hydrogenase activity,GO:0051911,exact_label,NOT_IN_GOA,,,0
A0A061AL94,3,9.7012,F,CoB--CoM heterodisulfide reductase activity,GO:0051912,exact_label,NOT_IN_GOA,,,0
A0A061AL94,4,9.2629,C,archaeal-type flagellum,GO:0097589,exact_label,NOT_IN_GOA,,,0
A0A061AL94,5,8.7292,P,"methanogenesis, from carbon dioxide",GO:0019386,exact_label,NOT_IN_GOA,,,0
A0A8B6GS20,1,16.2598,F,phosphatidylinositol-3-phosphate phosphatase activity,GO:0004438,exact_label,NO_OVERLAP,,,4
A0A8B6GS20,2,13.6584,F,"phosphatidylinositol-3,5-bisphosphate 3-phosphatase activity",GO:0052629,exact_label,NO_OVERLAP,,,4
A0A8B6GS20,3,12.8005,F,"phosphatidylinositol-3,4-bisphosphate 3-phosphatase activity",GO:0051800,exact_label,NO_OVERLAP,,,4
A0A8B6GS20,4,12.5015,F,"phosphatidylinositol-3,5-bisphosphate phosphatase activity",GO:0106018,exact_label,NO_OVERLAP,,,4
A0A8B6GS20,5,12.3549,P,endoplasmic reticulum mannose trimming,GO:1904380,exact_label,NO_OVERLAP,,,4
A0BFB4,1,14.1693,C,IRE1-TRAF2-ASK1 complex,GO:1990604,exact_label,MORE_SPECIFIC,GO:0005737,cytoplasm,13
A0BFB4,2,12.6861,F,calcium-dependent protein serine/threonine kinase activity,GO:0009931,exact_label,MORE_SPECIFIC,GO:0004672,protein kinase activity,13
A0BFB4,3,12.5947,F,transmembrane receptor protein serine/threonine kinase activity,GO:0004675,exact_label,MORE_SPECIFIC,GO:0004672,protein kinase activity,13
A0BFB4,4,12.4917,F,eukaryotic translation initiation factor 2alpha kinase activity,GO:0004694,exact_label,MORE_SPECIFIC,GO:0004672,protein kinase activity,13
A0BFB4,5,12.124,C,Ire1 complex,GO:1990332,exact_label,MORE_SPECIFIC,GO:0005737,cytoplasm,13
B7FXQ8,1,14.9954,P,response to hydrogen peroxide,GO:0042542,exact_label,NOT_IN_GOA,,,0
B7FXQ8,2,14.433,P,response to salt stress,GO:0009651,exact_label,NOT_IN_GOA,,,0
B7FXQ8,3,14.3188,P,response to sodium arsenite,GO:1903935,exact_label,NOT_IN_GOA,,,0
B7FXQ8,4,14.3145,P,response to anoxia,GO:0034059,exact_label,NOT_IN_GOA,,,0
B7FXQ8,5,14.2191,P,response to heat,GO:0009408,exact_label,NOT_IN_GOA,,,0
A2FPI7,1,10.8608,P,plasmid maintenance,GO:0006276,exact_label,NOT_IN_GOA,,,0
A2FPI7,2,10.3265,C,extrachromosomal circular DNA,GO:0005727,exact_label,NOT_IN_GOA,,,0
A2FPI7,3,9.9474,P,stabilization of membrane potential,GO:0030322,exact_label,NOT_IN_GOA,,,0
A2FPI7,4,9.5335,F,potassium ion leak channel activity,GO:0022841,exact_label,NOT_IN_GOA,,,0
A2FPI7,5,8.9342,C,HICS complex,GO:0044697,exact_label,NOT_IN_GOA,,,0
A0A1S3BTE3,1,18.9185,F,MAP kinase activity,GO:0004707,exact_label,EXACT,GO:0004707,MAP kinase activity,6
A0A1S3BTE3,2,14.8683,F,JUN kinase activity,GO:0004705,exact_label,MORE_SPECIFIC,GO:0004707,MAP kinase activity,6
A0A1S3BTE3,3,13.9435,F,protein serine kinase activity,GO:0106310,exact_label,EXACT,GO:0106310,protein serine kinase activity,6
A0A1S3BTE3,4,13.8541,P,cellular response to salicylic acid stimulus,GO:0071446,exact_label,NO_OVERLAP,,,6
A0A1S3BTE3,5,13.7368,P,positive regulation of salicylic acid mediated signaling pathway,GO:0080151,exact_label,NO_OVERLAP,,,6
A0A804UIX9,1,10.1812,P,protein insertion into ER membrane by GPI attachment sequence,GO:0045052,obsolete_in_go,OBSOLETE_TERM,,,0
A0A804UIX9,2,8.9572,P,post-embryonic plant morphogenesis,GO:0090698,exact_label,NOT_IN_GOA,,,0
A0A804UIX9,3,8.8401,P,preassembly of GPI anchor in ER membrane,GO:0016254,obsolete_in_go,OBSOLETE_TERM,,,0
A0A804UIX9,4,8.7853,F,glycosylphosphatidylinositol diacylglycerol-lyase activity,GO:0047396,exact_label,NOT_IN_GOA,,,0
A0A804UIX9,5,8.6747,F,aluminum ion transmembrane transporter activity,GO:0015083,exact_label,NOT_IN_GOA,,,0
A0A2I4G8T1,1,17.3064,F,trans-zeatin O-beta-D-glucosyltransferase activity,GO:0050403,exact_label,MORE_SPECIFIC,GO:0008194,UDP-glycosyltransferase activity,3
A0A2I4G8T1,2,17.2901,F,cis-zeatin O-beta-D-glucosyltransferase activity,GO:0050502,exact_label,MORE_SPECIFIC,GO:0008194,UDP-glycosyltransferase activity,3
A0A2I4G8T1,3,16.7907,F,"2,4-dihydroxy-7-methoxy-2H-1,4-benzoxazin-3(4H)-one 2-D-glucosyltransferase activity",GO:0047254,exact_label,MORE_SPECIFIC,GO:0008194,UDP-glycosyltransferase activity,3
A0A2I4G8T1,4,16.7669,F,abscisic acid glucosyltransferase activity,GO:0010294,exact_label,MORE_SPECIFIC,GO:0008194,UDP-glycosyltransferase activity,3
A0A2I4G8T1,5,16.7026,F,7-deoxyloganetic acid glucosyltransferase activity,GO:0102970,exact_label,MORE_SPECIFIC,GO:0016757,glycosyltransferase activity,3
Q7NUH2,1,11.551,F,7-dehydrocholesterol reductase activity,GO:0047598,exact_label,NO_OVERLAP,,,5
Q7NUH2,2,11.2095,P,"cholesterol biosynthetic process via 24,25-dihydrolanosterol",GO:0033488,exact_label,NO_OVERLAP,,,5
Q7NUH2,3,10.8181,F,cholestenone 5-alpha-reductase activity,,unresolved,UNRESOLVED,,,5
Q7NUH2,4,10.4085,P,negative regulation of secondary metabolite biosynthetic process,GO:1900377,exact_label,NO_OVERLAP,,,5
Q7NUH2,5,10.3544,F,"4alpha-carboxy-5alpha-cholesta-7,24-dien-3beta-ol dehydrogenase/C4-decarboxylase activity",,unresolved,UNRESOLVED,,,5
Q7VZI5,1,19.6596,F,methylitaconate delta-isomerase activity,GO:0050100,exact_label,NOT_IN_GOA,,,0
Q7VZI5,2,16.4436,F,4-oxalmesaconate hydratase activity,GO:0047584,exact_label,NOT_IN_GOA,,,0
Q7VZI5,3,15.8564,F,aconitate decarboxylase activity,GO:0047613,exact_label,NOT_IN_GOA,,,0
Q7VZI5,4,15.8278,F,2-methylcitrate dehydratase activity,GO:0047547,exact_label,NOT_IN_GOA,,,0
Q7VZI5,5,15.6008,F,5-carboxymethyl-2-hydroxymuconate delta-isomerase activity,GO:0008704,exact_label,NOT_IN_GOA,,,0
A0A2K5UJ34,1,14.8089,P,cilium movement involved in otolith formation,GO:0003355,exact_label,MORE_SPECIFIC,GO:0032474,otolith morphogenesis,2
A0A2K5UJ34,2,14.4254,P,protein localization to cilium,GO:0061512,exact_label,NO_OVERLAP,,,2
A0A2K5UJ34,3,14.4102,C,MKS complex,GO:0036038,exact_label,NO_OVERLAP,,,2
A0A2K5UJ34,4,14.3405,P,regulation of cristae formation,GO:1903850,exact_label,NO_OVERLAP,,,2
A0A2K5UJ34,5,14.3332,P,mitochondrial respiratory chain complex assembly,GO:0033108,exact_label,NO_OVERLAP,,,2
A0A2U1PS28,1,18.1497,P,plastid translation,GO:0032544,exact_label,NO_OVERLAP,,,6
A0A2U1PS28,2,16.4605,C,chloroplast ribosome,GO:0043253,exact_label,NO_OVERLAP,,,6
A0A2U1PS28,3,16.2586,C,plastid ribosome,GO:0009547,exact_label,NO_OVERLAP,,,6
A0A2U1PS28,4,15.551,P,chloroplast organization,GO:0009658,exact_label,NO_OVERLAP,,,6
A0A2U1PS28,5,15.1182,P,plastid transcription,GO:0042793,exact_label,NO_OVERLAP,,,6
A0A3B6NKR6,1,16.3095,F,glucuronokinase activity,GO:0047940,exact_label,NO_OVERLAP,,,3
A0A3B6NKR6,2,15.2362,P,"isopentenyl diphosphate biosynthetic process, mevalonate pathway",GO:0019287,exact_label,EXACT,GO:0019287,"isopentenyl diphosphate biosynthetic process, mevalonate pathway",3
A0A3B6NKR6,3,15.0714,F,phosphomevalonate kinase activity,GO:0004631,exact_label,NO_OVERLAP,,,3
A0A3B6NKR6,4,14.7239,F,mevalonate kinase activity,GO:0004496,exact_label,NO_OVERLAP,,,3
A0A3B6NKR6,5,14.0208,F,erythritol kinase activity,GO:0047878,exact_label,NO_OVERLAP,,,3
A0A8B8WEG2,1,18.6507,C,cyclin K-CDK13 complex,GO:0002945,exact_label,NO_OVERLAP,,,13
A0A8B8WEG2,2,18.3337,C,cyclin K-CDK12 complex,GO:0002944,exact_label,NO_OVERLAP,,,13
A0A8B8WEG2,3,17.3962,C,cytoplasmic cyclin-dependent protein kinase holoenzyme complex,GO:0000308,exact_label,MORE_SPECIFIC,GO:0005737,cytoplasm,13
