accession	subsection	rank	protrek_score	cosine	text
A0A3B6RKV1	GO_annotation	16	14.3281	0.267602	The GO term for this protein involving biological process incorporates regulation of gibberellic acid mediated signaling pathway.
A0A3B6RKV1	GO_annotation	17	14.2792	0.266690	The GO term for this protein involving molecular function incorporates histone H4K20 demethylase activity.
A0A3B6RKV1	GO_annotation	18	14.1830	0.264893	The GO term for this protein involving molecular function incorporates 3-butenylglucosinolate 2-hydroxylase activity.
A0A3B6RKV1	GO_annotation	19	14.0857	0.263075	The GO term for this protein involving biological process incorporates regulation of photoperiodism, flowering.
A0A3B6RKV1	GO_annotation	20	14.0028	0.261527	The GO term for this protein involving molecular function incorporates gibberellin 2-beta-dioxygenase activity.
A0A3B6RKV1	GO_annotation	21	13.9225	0.260027	The GO term for this protein involving biological process incorporates gibberellin catabolic process.
A0A3B6RKV1	GO_annotation	22	13.9119	0.259829	The GO term for this protein involving biological process incorporates regulation of photomorphogenesis.
A0A3B6RKV1	GO_annotation	23	13.8512	0.258696	The GO term for this protein involving molecular function incorporates tRNAPhe (7-(3-amino-3-carboxypropyl)wyosine37-C2)-hydroxylase activity.
A0A3B6RKV1	GO_annotation	24	13.8297	0.258294	The GO term for this protein involving biological process incorporates histone H4-R3 demethylation.
A0A3B6RKV1	GO_annotation	25	13.7847	0.257454	The GO term for this protein involving biological process incorporates regulation of short-day photoperiodism, flowering.
F4JLB7	GO_annotation	1	15.6649	0.292570	The GO term for this protein involving biological process incorporates regulation of defense response to oomycetes.
F4JLB7	GO_annotation	2	15.5053	0.289588	The GO term for this protein involving biological process incorporates negative regulation of defense response to oomycetes.
F4JLB7	GO_annotation	3	15.1573	0.283089	The GO term for this protein involving biological process incorporates positive regulation of defense response to oomycetes.
F4JLB7	GO_annotation	4	14.9846	0.279865	The GO term for this protein involving biological process incorporates plasmodesmata-mediated intercellular transport.
F4JLB7	GO_annotation	5	14.9617	0.279436	The GO term for this protein involving biological process incorporates response to oomycetes.
F4JLB7	GO_annotation	6	14.6980	0.274511	The GO term for this protein involving biological process incorporates response to molecule of oomycetes origin.
F4JLB7	GO_annotation	7	14.4440	0.269767	The GO term for this protein involving biological process incorporates regulation of defense response to fungus.
F4JLB7	GO_annotation	8	14.4277	0.269463	The GO term for this protein involving biological process incorporates defense response to oomycetes.
F4JLB7	GO_annotation	9	14.3990	0.268927	The GO term for this protein involving biological process incorporates pathogen-associated molecular pattern receptor signaling pathway.
F4JLB7	GO_annotation	10	14.1849	0.264928	The GO term for this protein involving biological process incorporates detection of ethylene stimulus.
F4JLB7	GO_annotation	11	14.1268	0.263842	The GO term for this protein involving biological process incorporates response to molecule of bacterial origin.
F4JLB7	GO_annotation	12	14.0896	0.263148	The GO term for this protein involving biological process incorporates maintenance of root meristem identity.
F4JLB7	GO_annotation	13	14.0734	0.262846	The GO term for this protein involving biological process incorporates detection of molecule of bacterial origin.
F4JLB7	GO_annotation	14	14.0733	0.262843	The GO term for this protein involving biological process incorporates detection of fungus.
F4JLB7	GO_annotation	15	14.0723	0.262824	The GO term for this protein involving molecular function incorporates LRR domain binding.
F4JLB7	GO_annotation	16	14.0498	0.262404	The GO term for this protein involving biological process incorporates meristem maintenance.
F4JLB7	GO_annotation	17	13.8850	0.259326	The GO term for this protein involving biological process incorporates regulation of defense response to insect.
F4JLB7	GO_annotation	18	13.8617	0.258892	The GO term for this protein involving biological process incorporates cellular response to ethylene stimulus.
F4JLB7	GO_annotation	19	13.8063	0.257858	The GO term for this protein involving biological process incorporates phloem development.
F4JLB7	GO_annotation	20	13.7842	0.257445	The GO term for this protein involving biological process incorporates detection of molecule of fungal origin.
F4JLB7	GO_annotation	21	13.7358	0.256540	The GO term for this protein involving biological process incorporates response to nematode.
F4JLB7	GO_annotation	22	13.6300	0.254563	The GO term for this protein involving biological process incorporates plasmodesma organization.
F4JLB7	GO_annotation	23	13.5637	0.253327	The GO term for this protein involving biological process incorporates cellular response to molecule of bacterial origin.
F4JLB7	GO_annotation	24	13.4608	0.251404	The GO term for this protein involving biological process incorporates pollen tube reception.
F4JLB7	GO_annotation	25	13.4604	0.251397	The GO term for this protein involving cellular component incorporates secondary plasmodesma.
F6LAX4	GO_annotation	1	15.1043	0.282100	The GO term for this protein involving cellular component incorporates protein phosphatase type 2A complex.
F6LAX4	GO_annotation	2	14.5739	0.272194	The GO term for this protein involving biological process incorporates SCF complex assembly.
F6LAX4	GO_annotation	3	14.0068	0.261601	The GO term for this protein involving molecular function incorporates protein phosphatase regulator activity.
F6LAX4	GO_annotation	4	13.2422	0.247321	The GO term for this protein involving biological process incorporates Ran protein signal transduction.
F6LAX4	GO_annotation	5	13.1612	0.245809	The GO term for this protein involving cellular component incorporates protein serine/threonine phosphatase complex.
F6LAX4	GO_annotation	6	13.0242	0.243250	The GO term for this protein involving molecular function incorporates protein phosphatase activator activity.
F6LAX4	GO_annotation	7	12.8519	0.240032	The GO term for this protein involving biological process incorporates regulation of protein dephosphorylation.
F6LAX4	GO_annotation	8	12.7755	0.238604	The GO term for this protein involving molecular function incorporates nuclear import signal receptor activity.
F6LAX4	GO_annotation	9	12.7643	0.238397	The GO term for this protein involving molecular function incorporates RNA polymerase II general transcription initiation factor activity.
F6LAX4	GO_annotation	10	12.7267	0.237694	The GO term for this protein involving molecular function incorporates phosphatase regulator activity.
F6LAX4	GO_annotation	11	12.6695	0.236625	The GO term for this protein involving molecular function incorporates RNA polymerase II general transcription initiation factor binding.
F6LAX4	GO_annotation	12	12.4698	0.232896	The GO term for this protein involving cellular component incorporates protein phosphatase inhibitor complex.
F6LAX4	GO_annotation	13	12.4349	0.232244	The GO term for this protein involving cellular component incorporates TSC1-TSC2 complex.
F6LAX4	GO_annotation	14	12.4232	0.232024	The GO term for this protein involving molecular function incorporates nuclear export signal receptor activity.
F6LAX4	GO_annotation	15	12.3282	0.230251	The GO term for this protein involving molecular function incorporates protein phosphatase 2A binding.
F6LAX4	GO_annotation	16	12.1665	0.227230	The GO term for this protein involving biological process incorporates negative regulation of protein dephosphorylation.
F6LAX4	GO_annotation	17	12.0539	0.225128	The GO term for this protein involving biological process incorporates regulation of microtubule nucleation by Ran protein signal transduction.
F6LAX4	GO_annotation	18	11.9931	0.223991	The GO term for this protein involving biological process incorporates MAPK export from nucleus.
F6LAX4	GO_annotation	19	11.9512	0.223210	The GO term for this protein involving biological process incorporates regulation of phosphorylation.
F6LAX4	GO_annotation	20	11.9337	0.222883	The GO term for this protein involving molecular function incorporates RNA polymerase III general transcription initiation factor binding.
F6LAX4	GO_annotation	21	11.9310	0.222832	The GO term for this protein involving molecular function incorporates arsenate reductase (thioredoxin) activity.
F6LAX4	GO_annotation	22	11.8799	0.221879	The GO term for this protein involving biological process incorporates snRNA import into nucleus.
F6LAX4	GO_annotation	23	11.8651	0.221601	The GO term for this protein involving biological process incorporates proteasome storage granule assembly.
F6LAX4	GO_annotation	24	11.8553	0.221419	The GO term for this protein involving biological process incorporates TORC2 signaling.
F6LAX4	GO_annotation	25	11.8482	0.221287	The GO term for this protein involving molecular function incorporates peroxidase inhibitor activity.
Q9KZ33	GO_annotation	1	12.7550	0.238221	The GO term for this protein involving biological process incorporates DNA-templated transcription initiation.
Q9KZ33	GO_annotation	2	12.6864	0.236941	The GO term for this protein involving molecular function incorporates sigma factor activity.
Q9KZ33	GO_annotation	3	11.9865	0.223869	The GO term for this protein involving molecular function incorporates bacterial-type RNA polymerase core enzyme binding.
Q9KZ33	GO_annotation	4	10.7874	0.201474	The GO term for this protein involving cellular component incorporates sigma factor antagonist complex.
Q9KZ33	GO_annotation	5	10.7636	0.201029	The GO term for this protein involving biological process incorporates response to water.
Q9KZ33	GO_annotation	6	10.5504	0.197047	The GO term for this protein involving biological process incorporates response to abiotic stimulus.
Q9KZ33	GO_annotation	7	10.5133	0.196354	The GO term for this protein involving biological process incorporates response to host redox environment.
Q9KZ33	GO_annotation	8	10.4777	0.195689	The GO term for this protein involving biological process incorporates response to host.
Q9KZ33	GO_annotation	9	10.4463	0.195102	The GO term for this protein involving biological process incorporates photosystem II stabilization.
Q9KZ33	GO_annotation	10	10.1041	0.188712	The GO term for this protein involving biological process incorporates RNA polymerase III preinitiation complex assembly.
Q9KZ33	GO_annotation	11	10.0340	0.187403	The GO term for this protein involving biological process incorporates RNA polymerase III assembly.
Q9KZ33	GO_annotation	12	9.9803	0.186400	The GO term for this protein involving molecular function incorporates sigma factor antagonist activity.
Q9KZ33	GO_annotation	13	9.8685	0.184312	The GO term for this protein involving cellular component incorporates toxin-antitoxin complex.
Q9KZ33	GO_annotation	14	9.8122	0.183260	The GO term for this protein involving biological process incorporates transcription initiation at RNA polymerase III promoter.
Q9KZ33	GO_annotation	15	9.7311	0.181746	The GO term for this protein involving molecular function incorporates phosphorus-oxygen lyase activity.
Q9KZ33	GO_annotation	16	9.7124	0.181397	The GO term for this protein involving biological process incorporates modulation by symbiont of host transcription.
Q9KZ33	GO_annotation	17	9.6366	0.179981	The GO term for this protein involving biological process incorporates regulation of RNA biosynthetic process.
Q9KZ33	GO_annotation	18	9.5258	0.177911	The GO term for this protein involving molecular function incorporates RNA polymerase III type 3 promoter sequence-specific DNA binding.
Q9KZ33	GO_annotation	19	9.5104	0.177623	The GO term for this protein involving biological process incorporates regulation of asexual sporulation resulting in formation of a cellular spore.
Q9KZ33	GO_annotation	20	9.4062	0.175677	The GO term for this protein involving biological process incorporates cellular response to water stimulus.
Q9KZ33	GO_annotation	21	9.3642	0.174893	The GO term for this protein involving biological process incorporates regulation of DNA-templated transcription initiation.
Q9KZ33	GO_annotation	22	9.2181	0.172163	The GO term for this protein involving biological process incorporates bacterial-type flagellum-dependent swimming motility.
Q9KZ33	GO_annotation	23	9.1744	0.171349	The GO term for this protein involving molecular function incorporates bacterial-type RNA polymerase holo enzyme binding.
Q9KZ33	GO_annotation	24	9.1487	0.170867	The GO term for this protein involving cellular component incorporates envelope.
Q9KZ33	GO_annotation	25	9.1273	0.170468	The GO term for this protein involving biological process incorporates ribulose bisphosphate carboxylase complex assembly.
G1TUN6	GO_annotation	1	17.3713	0.324439	The GO term for this protein involving molecular function incorporates ISG15 transferase activity.
G1TUN6	GO_annotation	2	16.9655	0.316861	The GO term for this protein involving cellular component incorporates ubiquitin conjugating enzyme complex.
G1TUN6	GO_annotation	3	16.6568	0.311095	The GO term for this protein involving molecular function incorporates ubiquitin conjugating enzyme activity.
G1TUN6	GO_annotation	4	16.4030	0.306354	The GO term for this protein involving biological process incorporates ISG15-protein conjugation.
G1TUN6	GO_annotation	5	15.7715	0.294561	The GO term for this protein involving biological process incorporates protein K6-linked ubiquitination.
G1TUN6	GO_annotation	6	15.5835	0.291049	The GO term for this protein involving biological process incorporates protein K48-linked ubiquitination.
G1TUN6	GO_annotation	7	15.4526	0.288605	The GO term for this protein involving biological process incorporates protein K27-linked ubiquitination.
G1TUN6	GO_annotation	8	15.3975	0.287576	The GO term for this protein involving biological process incorporates protein K33-linked ubiquitination.
G1TUN6	GO_annotation	9	15.3698	0.287059	The GO term for this protein involving biological process incorporates protein K11-linked ubiquitination.
G1TUN6	GO_annotation	10	15.2475	0.284774	The GO term for this protein involving cellular component incorporates UBC13-UEV1A complex.
G1TUN6	GO_annotation	11	15.1254	0.282494	The GO term for this protein involving biological process incorporates protein K29-linked ubiquitination.
G1TUN6	GO_annotation	12	14.7279	0.275069	The GO term for this protein involving biological process incorporates protein polyubiquitination.
G1TUN6	GO_annotation	13	14.7245	0.275006	The GO term for this protein involving biological process incorporates protein K63-linked ubiquitination.
G1TUN6	GO_annotation	14	14.5845	0.272391	The GO term for this protein involving cellular component incorporates UBC13-MMS2 complex.
G1TUN6	GO_annotation	15	14.5285	0.271346	The GO term for this protein involving biological process incorporates protein autoubiquitination.
G1TUN6	GO_annotation	16	14.5220	0.271223	The GO term for this protein involving biological process incorporates ubiquitin recycling.
G1TUN6	GO_annotation	17	14.4275	0.269460	The GO term for this protein involving biological process incorporates protein polyubiquitination involved in nucleus-associated proteasomal ubiquitin-dependent protein catabolic process.
G1TUN6	GO_annotation	18	14.3084	0.267234	The GO term for this protein involving biological process incorporates free ubiquitin chain polymerization.
G1TUN6	GO_annotation	19	14.1189	0.263695	The GO term for this protein involving biological process incorporates protein linear polyubiquitination.
G1TUN6	GO_annotation	20	14.1086	0.263503	The GO term for this protein involving biological process incorporates positive regulation of protein linear polyubiquitination.
G1TUN6	GO_annotation	21	14.0741	0.262859	The GO term for this protein involving molecular function incorporates Atg12 conjugating enzyme activity.
G1TUN6	GO_annotation	22	14.0618	0.262629	The GO term for this protein involving molecular function incorporates ubiquitin-protein transferase activity.
G1TUN6	GO_annotation	23	14.0257	0.261954	The GO term for this protein involving biological process incorporates RIG-I signaling pathway.
G1TUN6	GO_annotation	24	14.0128	0.261714	The GO term for this protein involving molecular function incorporates NEDD8 conjugating enzyme activity.
G1TUN6	GO_annotation	25	14.0047	0.261563	The GO term for this protein involving biological process incorporates positive regulation of protein polyubiquitination.
E1BL04	GO_annotation	1	12.9942	0.242689	The GO term for this protein involving cellular component incorporates radial spoke.
E1BL04	GO_annotation	2	12.4086	0.231752	The GO term for this protein involving cellular component incorporates cytoskeletal calyx.
E1BL04	GO_annotation	3	12.1798	0.227479	The GO term for this protein involving molecular function incorporates structural molecule activity conferring elasticity.
E1BL04	GO_annotation	4	12.1426	0.226785	The GO term for this protein involving biological process incorporates contractile actin filament bundle assembly.
E1BL04	GO_annotation	5	12.0873	0.225752	The GO term for this protein involving cellular component incorporates myosin filament.
E1BL04	GO_annotation	6	11.9379	0.222960	The GO term for this protein involving biological process incorporates cell swimming.
E1BL04	GO_annotation	7	11.9196	0.222619	The GO term for this protein involving biological process incorporates myosin filament organization.
E1BL04	GO_annotation	8	11.8399	0.221131	The GO term for this protein involving cellular component incorporates muscle tendon junction.
E1BL04	GO_annotation	9	11.7797	0.220006	The GO term for this protein involving biological process incorporates radial spoke assembly.
E1BL04	GO_annotation	10	11.7437	0.219334	The GO term for this protein involving molecular function incorporates microfilament motor activity.
E1BL04	GO_annotation	11	11.7033	0.218579	The GO term for this protein involving biological process incorporates myosin filament assembly.
E1BL04	GO_annotation	12	11.5379	0.215490	The GO term for this protein involving cellular component incorporates myosin II filament.
E1BL04	GO_annotation	13	11.5141	0.215046	The GO term for this protein involving cellular component incorporates cytoskeleton.
E1BL04	GO_annotation	14	11.5121	0.215008	The GO term for this protein involving cellular component incorporates radial spoke head.
E1BL04	GO_annotation	15	11.5086	0.214943	The GO term for this protein involving cellular component incorporates actin cytoskeleton.
E1BL04	GO_annotation	16	11.4668	0.214163	The GO term for this protein involving molecular function incorporates actin binding.
E1BL04	GO_annotation	17	11.4385	0.213634	The GO term for this protein involving biological process incorporates actin filament capping.
E1BL04	GO_annotation	18	11.4273	0.213424	The GO term for this protein involving biological process incorporates response to water.
E1BL04	GO_annotation	19	11.3477	0.211939	The GO term for this protein involving cellular component incorporates actomyosin.
E1BL04	GO_annotation	20	11.3035	0.211112	The GO term for this protein involving cellular component incorporates microfibril.
E1BL04	GO_annotation	21	11.2599	0.210298	The GO term for this protein involving molecular function incorporates myosin tail binding.
E1BL04	GO_annotation	22	11.2512	0.210136	The GO term for this protein involving biological process incorporates cellular component organization.
E1BL04	GO_annotation	23	11.2075	0.209319	The GO term for this protein involving molecular function incorporates myosin II tail binding.
E1BL04	GO_annotation	24	11.2053	0.209279	The GO term for this protein involving molecular function incorporates actin filament debranching activity.
E1BL04	GO_annotation	25	11.1971	0.209126	The GO term for this protein involving molecular function incorporates myosin head/neck binding.
A0A8C9H4D2	GO_annotation	1	12.1320	0.226587	The GO term for this protein involving biological process incorporates sequestering of BMP in extracellular matrix.
A0A8C9H4D2	GO_annotation	2	11.7081	0.218669	The GO term for this protein involving molecular function incorporates BMP binding.
A0A8C9H4D2	GO_annotation	3	11.2895	0.210851	The GO term for this protein involving molecular function incorporates selenocysteine methyltransferase activity.
A0A8C9H4D2	GO_annotation	4	11.1982	0.209146	The GO term for this protein involving biological process incorporates sequestering of BMP from receptor via BMP binding.
A0A8C9H4D2	GO_annotation	5	11.0274	0.205956	The GO term for this protein involving biological process incorporates galactomannan metabolic process.
A0A8C9H4D2	GO_annotation	6	10.7060	0.199953	The GO term for this protein involving cellular component incorporates methyltransferase complex.
A0A8C9H4D2	GO_annotation	7	10.3514	0.193330	The GO term for this protein involving biological process incorporates clustering of voltage-gated sodium channels.
A0A8C9H4D2	GO_annotation	8	10.3438	0.193188	The GO term for this protein involving molecular function incorporates mechanoreceptor activity.
A0A8C9H4D2	GO_annotation	9	9.8502	0.183970	The GO term for this protein involving molecular function incorporates morphogen activity.
A0A8C9H4D2	GO_annotation	10	9.8333	0.183655	The GO term for this protein involving biological process incorporates selenocysteine metabolic process.
A0A8C9H4D2	GO_annotation	11	9.7877	0.182802	The GO term for this protein involving molecular function incorporates extracellular matrix constituent, lubricant activity.
A0A8C9H4D2	GO_annotation	12	9.7868	0.182786	The GO term for this protein involving cellular component incorporates G protein-coupled receptor homodimeric complex.
A0A8C9H4D2	GO_annotation	13	9.6674	0.180556	The GO term for this protein involving molecular function incorporates extracellular matrix binding.
A0A8C9H4D2	GO_annotation	14	9.4506	0.176506	The GO term for this protein involving biological process incorporates selenocysteine catabolic process.
A0A8C9H4D2	GO_annotation	15	9.4284	0.176091	The GO term for this protein involving cellular component incorporates perineuronal net.
A0A8C9H4D2	GO_annotation	16	9.3947	0.175462	The GO term for this protein involving biological process incorporates methionine import across plasma membrane.
A0A8C9H4D2	GO_annotation	17	9.2829	0.173374	The GO term for this protein involving molecular function incorporates serine binding.
A0A8C9H4D2	GO_annotation	18	9.2416	0.172603	The GO term for this protein involving cellular component incorporates sweet taste receptor complex.
A0A8C9H4D2	GO_annotation	19	9.2288	0.172365	The GO term for this protein involving molecular function incorporates netrin receptor binding.
A0A8C9H4D2	GO_annotation	20	9.2287	0.172362	The GO term for this protein involving molecular function incorporates growth factor activity.
A0A8C9H4D2	GO_annotation	21	9.2258	0.172308	The GO term for this protein involving biological process incorporates netrin-activated signaling pathway.
A0A8C9H4D2	GO_annotation	22	9.2244	0.172282	The GO term for this protein involving biological process incorporates octopamine catabolic process.
A0A8C9H4D2	GO_annotation	23	9.1964	0.171759	The GO term for this protein involving biological process incorporates negative regulation of neuronal signal transduction.
A0A8C9H4D2	GO_annotation	24	9.1683	0.171233	The GO term for this protein involving biological process incorporates neurotransmitter biosynthetic process.
A0A8C9H4D2	GO_annotation	25	9.1633	0.171140	The GO term for this protein involving cellular component incorporates collagen type IX trimer.
A0A8I3PI07	GO_annotation	1	16.3862	0.306041	The GO term for this protein involving biological process incorporates magnesium ion homeostasis.
A0A8I3PI07	GO_annotation	2	15.9016	0.296990	The GO term for this protein involving biological process incorporates manganese ion homeostasis.
A0A8I3PI07	GO_annotation	3	14.7023	0.274591	The GO term for this protein involving biological process incorporates intracellular magnesium ion homeostasis.
A0A8I3PI07	GO_annotation	4	14.5843	0.272387	The GO term for this protein involving biological process incorporates intracellular cobalt ion homeostasis.
A0A8I3PI07	GO_annotation	5	14.5788	0.272284	The GO term for this protein involving biological process incorporates cobalt ion homeostasis.
A0A8I3PI07	GO_annotation	6	14.5443	0.271640	The GO term for this protein involving molecular function incorporates active monoatomic ion transmembrane transporter activity.
A0A8I3PI07	GO_annotation	7	14.4271	0.269451	The GO term for this protein involving biological process incorporates magnesium ion transport.
A0A8I3PI07	GO_annotation	8	14.3903	0.268765	The GO term for this protein involving biological process incorporates regulation of zinc ion transport.
A0A8I3PI07	GO_annotation	9	14.1585	0.264435	The GO term for this protein involving biological process incorporates cadmium ion transport.
A0A8I3PI07	GO_annotation	10	14.1136	0.263596	The GO term for this protein involving biological process incorporates cobalt ion transport.
A0A8I3PI07	GO_annotation	11	14.1088	0.263507	The GO term for this protein involving biological process incorporates cadmium ion transmembrane transport.
A0A8I3PI07	GO_annotation	12	13.9959	0.261398	The GO term for this protein involving biological process incorporates detoxification of zinc ion.
A0A8I3PI07	GO_annotation	13	13.9457	0.260461	The GO term for this protein involving molecular function incorporates uniporter activity.
A0A8I3PI07	GO_annotation	14	13.8235	0.258178	The GO term for this protein involving biological process incorporates cellular response to magnesium starvation.
A0A8I3PI07	GO_annotation	15	13.7765	0.257301	The GO term for this protein involving biological process incorporates ethanolamine transport.
A0A8I3PI07	GO_annotation	16	13.7142	0.256137	The GO term for this protein involving biological process incorporates mitochondrial manganese ion transmembrane transport.
A0A8I3PI07	GO_annotation	17	13.5719	0.253478	The GO term for this protein involving biological process incorporates plasma membrane selenite transport.
A0A8I3PI07	GO_annotation	18	13.4886	0.251924	The GO term for this protein involving biological process incorporates cadmium ion import into vacuole.
A0A8I3PI07	GO_annotation	19	13.4386	0.250989	The GO term for this protein involving biological process incorporates intracellular monoatomic ion homeostasis.
A0A8I3PI07	GO_annotation	20	13.3928	0.250134	The GO term for this protein involving cellular component incorporates magnetosome membrane.
A0A8I3PI07	GO_annotation	21	13.3576	0.249476	The GO term for this protein involving biological process incorporates lead ion transport.
A0A8I3PI07	GO_annotation	22	13.3540	0.249410	The GO term for this protein involving biological process incorporates inorganic cation import across plasma membrane.
A0A8I3PI07	GO_annotation	23	13.3391	0.249131	The GO term for this protein involving biological process incorporates intracellular manganese ion homeostasis.
A0A8I3PI07	GO_annotation	24	13.3207	0.248787	The GO term for this protein involving biological process incorporates magnesium ion transmembrane transport.
A0A8I3PI07	GO_annotation	25	13.3187	0.248751	The GO term for this protein involving biological process incorporates iron ion import across plasma membrane.
A0A2R9CAF4	GO_annotation	1	17.7081	0.330730	The GO term for this protein involving molecular function incorporates secondary active sulfate transmembrane transporter activity.
A0A2R9CAF4	GO_annotation	2	16.6934	0.311778	The GO term for this protein involving molecular function incorporates sulfate transmembrane transporter activity.
A0A2R9CAF4	GO_annotation	3	16.6482	0.310935	The GO term for this protein involving biological process incorporates inorganic anion import across plasma membrane.
A0A2R9CAF4	GO_annotation	4	16.4639	0.307493	The GO term for this protein involving molecular function incorporates oxalate transmembrane transporter activity.
A0A2R9CAF4	GO_annotation	5	16.2990	0.304412	The GO term for this protein involving biological process incorporates sulfate transmembrane transport.
A0A2R9CAF4	GO_annotation	6	16.2889	0.304224	The GO term for this protein involving biological process incorporates sulfate transport.
A0A2R9CAF4	GO_annotation	7	16.1830	0.302246	The GO term for this protein involving biological process incorporates inorganic anion transmembrane transport.
A0A2R9CAF4	GO_annotation	8	16.1825	0.302237	The GO term for this protein involving biological process incorporates cysteine transmembrane transport.
A0A2R9CAF4	GO_annotation	9	16.0727	0.300186	The GO term for this protein involving molecular function incorporates sulfite transmembrane transporter activity.
A0A2R9CAF4	GO_annotation	10	16.0697	0.300131	The GO term for this protein involving biological process incorporates oxalate transport.
