gene	evidence	evidence_class	action
ATG7	IEA	computational	ACCEPT
ATG7	IEA	computational	ACCEPT
ATG7	IEA	computational	ACCEPT
ATG7	IEA	computational	ACCEPT
ATG7	IEA	computational	REMOVE
ATG7	IEA	computational	MARK_AS_OVER_ANNOTATED
ATG7	IPI	experimental	MODIFY
ATG7	IPI	experimental	MODIFY
ATG7	IPI	experimental	MODIFY
ATG7	IPI	experimental	MODIFY
ATG7	IPI	experimental	MODIFY
ATG7	IPI	experimental	MODIFY
ATG7	IPI	experimental	MODIFY
ATG7	IPI	experimental	ACCEPT
ATG7	IPI	experimental	ACCEPT
ATG7	IMP	experimental	ACCEPT
ATG7	RCA	computational	KEEP_AS_NON_CORE
ATG7	HDA	experimental	ACCEPT
ATG7	HDA	experimental	REMOVE
ATG7	HDA	experimental	REMOVE
ATG7	IDA	experimental	MODIFY
ATG7	IDA	experimental	ACCEPT
ATG7	IDA	experimental	ACCEPT
ATG7	IMP	experimental	ACCEPT
ATG7	IDA	experimental	ACCEPT
ATG7	IMP	experimental	MODIFY
ATG7	IMP	experimental	MODIFY
ATG7	IMP	experimental	MODIFY
ATG7	IDA	experimental	MODIFY
ATG7	IMP	experimental	MODIFY
ATG7	IMP	experimental	ACCEPT
ATG7	IDA	experimental	ACCEPT
ATG7	IMP	experimental	ACCEPT
ATG7	IMP	experimental	ACCEPT
ATG7	IMP	experimental	ACCEPT
ATG7	IMP	experimental	ACCEPT
ATG7	IMP	experimental	ACCEPT
ATG7	IMP	experimental	ACCEPT
ATG7	IMP	experimental	ACCEPT
ATG7	IMP	experimental	ACCEPT
ATP10	IBA	computational	ACCEPT
ATP10	IBA	computational	ACCEPT
ATP10	IEA	computational	ACCEPT
ATP10	IPI	experimental	MARK_AS_OVER_ANNOTATED
ATP10	IDA	experimental	ACCEPT
ATP10	HDA	experimental	KEEP_AS_NON_CORE
ATP10	HDA	experimental	ACCEPT
ATP10	HDA	experimental	ACCEPT
ATP10	HDA	experimental	ACCEPT
ATP10	IPI	experimental	ACCEPT
ATP10	IMP	experimental	ACCEPT
ATP10	IPI	experimental	ACCEPT
ATP10	IPI	experimental	MARK_AS_OVER_ANNOTATED
ATP10	IPI	experimental	NEW
ATP11	IBA	computational	ACCEPT
ATP11	IBA	computational	ACCEPT
ATP11	IBA	computational	ACCEPT
ATP11	IEA	computational	ACCEPT
ATP11	IEA	computational	MODIFY
ATP11	IPI	experimental	REMOVE
ATP11	IDA	experimental	ACCEPT
ATP11	IMP	experimental	ACCEPT
ATP11	HDA	experimental	ACCEPT
ATP11	HDA	experimental	ACCEPT
ATP11	IDA	experimental	MODIFY
ATP11	IPI	experimental	ACCEPT
ATP11	IDA	experimental	ACCEPT
ATP11	IMP	experimental	MODIFY
ATP11	IMP	experimental	ACCEPT
ATP11	IDA	experimental	MODIFY
BTT1	IBA	computational	ACCEPT
BTT1	IBA	computational	ACCEPT
BTT1	IEA	computational	KEEP_AS_NON_CORE
BTT1	IEA	computational	ACCEPT
BTT1	IEA	computational	ACCEPT
BTT1	IEA	computational	ACCEPT
BTT1	IEA	computational	MODIFY
BTT1	IPI	experimental	MARK_AS_OVER_ANNOTATED
BTT1	IPI	experimental	MARK_AS_OVER_ANNOTATED
BTT1	IPI	experimental	MARK_AS_OVER_ANNOTATED
BTT1	NAS	author	ACCEPT
BTT1	IGI	experimental	ACCEPT
BTT1	IPI	experimental	KEEP_AS_NON_CORE
BTT1	IDA	experimental	ACCEPT
BTT1	IMP	experimental	MODIFY
CAF1	IBA	computational	ACCEPT
CAF1	IBA	computational	ACCEPT
CAF1	IBA	computational	ACCEPT
CAF1	IBA	computational	ACCEPT
CAF1	IEA	computational	MARK_AS_OVER_ANNOTATED
CAF1	IEA	computational	ACCEPT
CAF1	IEA	computational	MODIFY
CAF1	IEA	computational	MODIFY
CAF1	IEA	computational	ACCEPT
CAF1	IEA	computational	ACCEPT
CAF1	IEA	computational	ACCEPT
CAF1	IEA	computational	MODIFY
CAF1	IEA	computational	MODIFY
CAF1	IEA	computational	ACCEPT
CAF1	IEA	computational	MARK_AS_OVER_ANNOTATED
CAF1	IPI	experimental	REMOVE
CAF1	IPI	experimental	REMOVE
CAF1	IPI	experimental	REMOVE
CAF1	IPI	experimental	REMOVE
CAF1	IPI	experimental	REMOVE
CAF1	IPI	experimental	REMOVE
CAF1	IPI	experimental	REMOVE
CAF1	IPI	experimental	REMOVE
CAF1	IPI	experimental	REMOVE
CAF1	IPI	experimental	REMOVE
CAF1	IPI	experimental	REMOVE
CAF1	IPI	experimental	REMOVE
CAF1	IPI	experimental	REMOVE
CAF1	IPI	experimental	REMOVE
CAF1	IPI	experimental	REMOVE
CAF1	IPI	experimental	REMOVE
CAF1	NAS	author	ACCEPT
CAF1	IDA	experimental	KEEP_AS_NON_CORE
CAF1	HDA	experimental	ACCEPT
CAF1	IDA	experimental	ACCEPT
CAF1	IDA	experimental	ACCEPT
CAF1	IDA	experimental	ACCEPT
CAF1	IMP	experimental	ACCEPT
CAF1	IDA	experimental	ACCEPT
CAF1	IDA	experimental	ACCEPT
CAF1	IDA	experimental	ACCEPT
CAF1	IMP	experimental	KEEP_AS_NON_CORE
CAT2	IBA	computational	ACCEPT
CAT2	IBA	computational	ACCEPT
CAT2	IBA	computational	ACCEPT
CAT2	IBA	computational	ACCEPT
CAT2	IEA	computational	ACCEPT
CAT2	IEA	computational	ACCEPT
CAT2	IEA	computational	ACCEPT
CAT2	IEA	computational	KEEP_AS_NON_CORE
CAT2	IEA	computational	ACCEPT
CAT2	IEA	computational	KEEP_AS_NON_CORE
CAT2	IEA	computational	ACCEPT
CAT2	IPI	experimental	MARK_AS_OVER_ANNOTATED
CAT2	IDA	experimental	ACCEPT
CAT2	HDA	experimental	ACCEPT
CAT2	HDA	experimental	ACCEPT
CAT2	HDA	experimental	ACCEPT
CAT2	IMP	experimental	ACCEPT
CAT2	IDA	experimental	ACCEPT
CAT2	IDA	experimental	ACCEPT
CAT2	IMP	experimental	ACCEPT
CCT2	IBA	computational	ACCEPT
CCT2	IBA	computational	ACCEPT
CCT2	IBA	computational	MODIFY
CCT2	IEA	computational	MODIFY
CCT2	IEA	computational	ACCEPT
CCT2	IEA	computational	ACCEPT
CCT2	IEA	computational	ACCEPT
CCT2	IEA	computational	ACCEPT
CCT2	IEA	computational	ACCEPT
CCT2	IEA	computational	ACCEPT
CCT2	IEA	computational	MODIFY
CCT2	IEA	computational	ACCEPT
CCT2	IPI	experimental	MARK_AS_OVER_ANNOTATED
CCT2	IPI	experimental	MARK_AS_OVER_ANNOTATED
CCT2	IPI	experimental	MARK_AS_OVER_ANNOTATED
CCT2	IDA	experimental	ACCEPT
CCT2	IPI	experimental	MARK_AS_OVER_ANNOTATED
CCT2	HDA	experimental	ACCEPT
CCT2	IPI	experimental	ACCEPT
CCT2	IDA	experimental	ACCEPT
CCT2	IDA	experimental	MODIFY
CCT3	IBA	computational	ACCEPT
CCT3	IBA	computational	ACCEPT
CCT3	IBA	computational	MODIFY
CCT3	IEA	computational	MARK_AS_OVER_ANNOTATED
CCT3	IEA	computational	KEEP_AS_NON_CORE
CCT3	IEA	computational	ACCEPT
CCT3	IEA	computational	ACCEPT
CCT3	IEA	computational	ACCEPT
CCT3	IEA	computational	ACCEPT
CCT3	IEA	computational	MODIFY
CCT3	IEA	computational	ACCEPT
CCT3	IPI	experimental	MARK_AS_OVER_ANNOTATED
CCT3	IPI	experimental	MARK_AS_OVER_ANNOTATED
CCT3	IDA	experimental	ACCEPT
CCT3	IPI	experimental	ACCEPT
CCT3	IDA	experimental	ACCEPT
CCT3	IDA	experimental	MODIFY
CCT4	IBA	computational	ACCEPT
CCT4	IBA	computational	ACCEPT
CCT4	IBA	computational	MODIFY
CCT4	IEA	computational	ACCEPT
CCT4	IEA	computational	ACCEPT
CCT4	IEA	computational	ACCEPT
CCT4	IEA	computational	ACCEPT
CCT4	IEA	computational	ACCEPT
CCT4	IEA	computational	ACCEPT
CCT4	IEA	computational	MODIFY
CCT4	IEA	computational	ACCEPT
CCT4	IPI	experimental	MARK_AS_OVER_ANNOTATED
CCT4	IPI	experimental	MARK_AS_OVER_ANNOTATED
CCT4	IPI	experimental	MARK_AS_OVER_ANNOTATED
CCT4	IPI	experimental	MARK_AS_OVER_ANNOTATED
CCT4	IDA	experimental	ACCEPT
CCT4	IPI	experimental	ACCEPT
CCT4	IDA	experimental	ACCEPT
CCT4	IDA	experimental	MODIFY
CCT5	IBA	computational	ACCEPT
CCT5	IBA	computational	ACCEPT
CCT5	IBA	computational	MODIFY
CCT5	IEA	computational	MARK_AS_OVER_ANNOTATED
CCT5	IEA	computational	KEEP_AS_NON_CORE
CCT5	IEA	computational	ACCEPT
CCT5	IEA	computational	ACCEPT
CCT5	IEA	computational	ACCEPT
CCT5	IEA	computational	ACCEPT
CCT5	IEA	computational	MODIFY
CCT5	IEA	computational	ACCEPT
CCT5	IPI	experimental	MARK_AS_OVER_ANNOTATED
CCT5	IPI	experimental	MARK_AS_OVER_ANNOTATED
CCT5	IDA	experimental	ACCEPT
CCT5	IPI	experimental	ACCEPT
CCT5	IDA	experimental	ACCEPT
CCT5	IDA	experimental	MODIFY
CCT6	IBA	computational	ACCEPT
CCT6	IBA	computational	ACCEPT
CCT6	IBA	computational	MODIFY
CCT6	IEA	computational	MARK_AS_OVER_ANNOTATED
CCT6	IEA	computational	KEEP_AS_NON_CORE
CCT6	IEA	computational	ACCEPT
CCT6	IEA	computational	ACCEPT
CCT6	IEA	computational	ACCEPT
CCT6	IEA	computational	ACCEPT
CCT6	IEA	computational	MODIFY
CCT6	IEA	computational	ACCEPT
CCT6	IPI	experimental	MARK_AS_OVER_ANNOTATED
CCT6	IPI	experimental	MARK_AS_OVER_ANNOTATED
CCT6	IPI	experimental	MARK_AS_OVER_ANNOTATED
CCT6	IDA	experimental	ACCEPT
CCT6	IDA	experimental	ACCEPT
CCT6	IDA	experimental	MODIFY
CCT7	IBA	computational	ACCEPT
CCT7	IBA	computational	ACCEPT
CCT7	IBA	computational	MODIFY
CCT7	IEA	computational	MODIFY
CCT7	IEA	computational	ACCEPT
CCT7	IEA	computational	ACCEPT
CCT7	IEA	computational	ACCEPT
CCT7	IEA	computational	ACCEPT
CCT7	IEA	computational	ACCEPT
CCT7	IEA	computational	MODIFY
CCT7	IEA	computational	ACCEPT
CCT7	IDA	experimental	ACCEPT
CCT7	HDA	experimental	ACCEPT
CCT7	IPI	experimental	ACCEPT
CCT7	IDA	experimental	ACCEPT
CCT7	IDA	experimental	MODIFY
CCT8	IBA	computational	ACCEPT
CCT8	IBA	computational	ACCEPT
CCT8	IBA	computational	MODIFY
CCT8	IEA	computational	ACCEPT
CCT8	IEA	computational	ACCEPT
CCT8	IEA	computational	ACCEPT
CCT8	IEA	computational	ACCEPT
CCT8	IEA	computational	ACCEPT
CCT8	IEA	computational	ACCEPT
CCT8	IEA	computational	MODIFY
CCT8	IEA	computational	ACCEPT
CCT8	IPI	experimental	MARK_AS_OVER_ANNOTATED
CCT8	IPI	experimental	MARK_AS_OVER_ANNOTATED
CCT8	IPI	experimental	MARK_AS_OVER_ANNOTATED
CCT8	IPI	experimental	MARK_AS_OVER_ANNOTATED
CCT8	IDA	experimental	ACCEPT
CCT8	HDA	experimental	ACCEPT
CCT8	IPI	experimental	ACCEPT
CCT8	IDA	experimental	ACCEPT
CCT8	IDA	experimental	MODIFY
CDC37	IBA	computational	ACCEPT
CDC37	IBA	computational	ACCEPT
CDC37	IBA	computational	ACCEPT
CDC37	IBA	computational	ACCEPT
CDC37	IBA	computational	MODIFY
CDC37	IBA	computational	ACCEPT
CDC37	IEA	computational	ACCEPT
CDC37	IEA	computational	ACCEPT
CDC37	IEA	computational	KEEP_AS_NON_CORE
CDC37	IPI	experimental	MARK_AS_OVER_ANNOTATED
CDC37	IPI	experimental	MARK_AS_OVER_ANNOTATED
CDC37	IPI	experimental	MARK_AS_OVER_ANNOTATED
CDC37	IPI	experimental	MARK_AS_OVER_ANNOTATED
CDC37	HDA	experimental	ACCEPT
CDC37	IMP	experimental	KEEP_AS_NON_CORE
CDC37	IMP	experimental	KEEP_AS_NON_CORE
CDC37	IMP	experimental	KEEP_AS_NON_CORE
CDC37	IPI	experimental	KEEP_AS_NON_CORE
CDC37	IPI	experimental	KEEP_AS_NON_CORE
CDC37	IMP	experimental	KEEP_AS_NON_CORE
CDC37	IMP	experimental	ACCEPT
CDC37	IDA	experimental	MODIFY
CDC37	IMP	experimental	KEEP_AS_NON_CORE
CHD1	IBA	computational	ACCEPT
CHD1	IBA	computational	KEEP_AS_NON_CORE
CHD1	IBA	computational	ACCEPT
CHD1	IBA	computational	ACCEPT
CHD1	IBA	computational	ACCEPT
CHD1	IBA	computational	ACCEPT
CHD1	IBA	computational	ACCEPT
CHD1	IBA	computational	ACCEPT
CHD1	IEA	computational	ACCEPT
CHD1	IEA	computational	ACCEPT
CHD1	IEA	computational	ACCEPT
CHD1	IEA	computational	ACCEPT
CHD1	IEA	computational	ACCEPT
CHD1	IEA	computational	ACCEPT
CHD1	IEA	computational	ACCEPT
CHD1	IEA	computational	ACCEPT
CHD1	IEA	computational	ACCEPT
CHD1	IEA	computational	ACCEPT
CHD1	IEA	computational	ACCEPT
CHD1	IEA	computational	ACCEPT
CHD1	IEA	computational	ACCEPT
CHD1	IPI	experimental	KEEP_AS_NON_CORE
CHD1	IPI	experimental	KEEP_AS_NON_CORE
CHD1	IPI	experimental	KEEP_AS_NON_CORE
CHD1	IPI	experimental	KEEP_AS_NON_CORE
CHD1	IPI	experimental	KEEP_AS_NON_CORE
CHD1	IPI	experimental	KEEP_AS_NON_CORE
CHD1	IPI	experimental	KEEP_AS_NON_CORE
CHD1	IPI	experimental	KEEP_AS_NON_CORE
CHD1	IGI	experimental	ACCEPT
CHD1	IMP	experimental	ACCEPT
CHD1	IGI	experimental	ACCEPT
CHD1	NAS	author	ACCEPT
CHD1	NAS	author	ACCEPT
CHD1	IDA	experimental	ACCEPT
CHD1	IMP	experimental	ACCEPT
CHD1	IMP	experimental	ACCEPT
CHD1	IDA	experimental	ACCEPT
CHD1	IDA	experimental	ACCEPT
CHD1	IDA	experimental	ACCEPT
CHD1	IDA	experimental	ACCEPT
CHD1	IDA	experimental	ACCEPT
CHD1	IDA	experimental	ACCEPT
CHD1	IDA	experimental	ACCEPT
CHD1	IDA	experimental	ACCEPT
CHD1	IMP	experimental	KEEP_AS_NON_CORE
CHD1	HDA	experimental	REMOVE
CHD1	HDA	experimental	REMOVE
CHD1	IPI	experimental	ACCEPT
CHD1	IMP	experimental	ACCEPT
CHD1	IMP	experimental	ACCEPT
CHD1	IDA	experimental	ACCEPT
CHD1	IDA	experimental	ACCEPT
CHD1	IGI	experimental	ACCEPT
CHD1	IDA	experimental	ACCEPT
CHD1	IGI	experimental	ACCEPT
CHD1	IGI	experimental	ACCEPT
CHD1	IMP	experimental	ACCEPT
CHD1	IGI	experimental	ACCEPT
CHD1	IDA	experimental	ACCEPT
CHD1	IDA	experimental	ACCEPT
CHD1	IDA	experimental	ACCEPT
CHD1	IDA	experimental	ACCEPT
CHD1	IDA	experimental	UNDECIDED
CHD1	IGI	experimental	KEEP_AS_NON_CORE
CHS7	IBA	computational	ACCEPT
CHS7	IBA	computational	ACCEPT
CHS7	IBA	computational	ACCEPT
CHS7	IBA	computational	MODIFY
CHS7	IEA	computational	ACCEPT
CHS7	IEA	computational	MODIFY
CHS7	IEA	computational	KEEP_AS_NON_CORE
CHS7	IPI	experimental	MARK_AS_OVER_ANNOTATED
CHS7	IPI	experimental	MARK_AS_OVER_ANNOTATED
CHS7	HDA	experimental	ACCEPT
CHS7	HDA	experimental	ACCEPT
CHS7	HDA	experimental	KEEP_AS_NON_CORE
CHS7	HDA	experimental	KEEP_AS_NON_CORE
CHS7	HDA	experimental	KEEP_AS_NON_CORE
CHS7	IDA	experimental	KEEP_AS_NON_CORE
CHS7	IDA	experimental	ACCEPT
CHS7	IMP	experimental	ACCEPT
CHS7	IMP	experimental	ACCEPT
CHS7	IDA	experimental	ACCEPT
CHS7	IMP	experimental	MODIFY
CNE1	IBA	computational	ACCEPT
CNE1	IBA	computational	ACCEPT
CNE1	IBA	computational	REMOVE
CNE1	IBA	computational	ACCEPT
CNE1	IEA	computational	REMOVE
CNE1	IEA	computational	ACCEPT
CNE1	IEA	computational	ACCEPT
CNE1	IEA	computational	ACCEPT
CNE1	IEA	computational	MODIFY
CNE1	IEA	computational	MODIFY
CNE1	IMP	experimental	ACCEPT
CNE1	IDA	experimental	ACCEPT
CNE1	HDA	experimental	ACCEPT
CNE1	IPI	experimental	MARK_AS_OVER_ANNOTATED
CNE1	IPI	experimental	MARK_AS_OVER_ANNOTATED
CNE1	IDA	experimental	MODIFY
CNE1	IMP	experimental	ACCEPT
CNE1	IMP	experimental	MODIFY
COX20	IBA	computational	ACCEPT
COX20	IBA	computational	ACCEPT
COX20	IEA	computational	ACCEPT
COX20	IEA	computational	ACCEPT
COX20	IPI	experimental	MODIFY
COX20	IDA	experimental	KEEP_AS_NON_CORE
COX20	IMP	experimental	KEEP_AS_NON_CORE
COX20	HDA	experimental	ACCEPT
COX20	HDA	experimental	ACCEPT
COX20	IDA	experimental	ACCEPT
COX20	IMP	experimental	ACCEPT
COX20	IDA	experimental	MODIFY
CPR6	IBA	computational	ACCEPT
CPR6	IBA	computational	ACCEPT
CPR6	IBA	computational	ACCEPT
CPR6	IBA	computational	ACCEPT
CPR6	IEA	computational	ACCEPT
CPR6	IEA	computational	ACCEPT
CPR6	IEA	computational	ACCEPT
CPR6	IEA	computational	ACCEPT
CPR6	IEA	computational	ACCEPT
CPR6	IEA	computational	MARK_AS_OVER_ANNOTATED
CPR6	IPI	experimental	MARK_AS_OVER_ANNOTATED
CPR6	IPI	experimental	MARK_AS_OVER_ANNOTATED
CPR6	IPI	experimental	MARK_AS_OVER_ANNOTATED
CPR6	IPI	experimental	MARK_AS_OVER_ANNOTATED
CPR6	IPI	experimental	MARK_AS_OVER_ANNOTATED
CPR6	IPI	experimental	MARK_AS_OVER_ANNOTATED
CPR6	IPI	experimental	MARK_AS_OVER_ANNOTATED
CPR6	IPI	experimental	MARK_AS_OVER_ANNOTATED
CPR6	HDA	experimental	ACCEPT
CPR6	HDA	experimental	ACCEPT
CPR6	IPI	experimental	ACCEPT
CPR6	IDA	experimental	KEEP_AS_NON_CORE
CPR6	IDA	experimental	ACCEPT
CPR6	IDA	experimental	ACCEPT
CPR6	IDA	experimental	ACCEPT
CPR6	IDA	experimental	ACCEPT
CPR6	IDA	experimental	ACCEPT
CPR6	IDA	experimental	MARK_AS_OVER_ANNOTATED
CPR7	IBA	computational	ACCEPT
CPR7	IBA	computational	ACCEPT
CPR7	IBA	computational	ACCEPT
CPR7	IBA	computational	KEEP_AS_NON_CORE
CPR7	IBA	computational	ACCEPT
CPR7	IEA	computational	ACCEPT
CPR7	IEA	computational	ACCEPT
CPR7	IEA	computational	MODIFY
CPR7	IEA	computational	ACCEPT
CPR7	IEA	computational	MODIFY
CPR7	IPI	experimental	MODIFY
CPR7	IPI	experimental	MARK_AS_OVER_ANNOTATED
CPR7	IPI	experimental	MARK_AS_OVER_ANNOTATED
CPR7	IPI	experimental	MODIFY
CPR7	IPI	experimental	MARK_AS_OVER_ANNOTATED
CPR7	IPI	experimental	MODIFY
CPR7	IPI	experimental	MODIFY
CPR7	IPI	experimental	ACCEPT
CPR7	IDA	experimental	ACCEPT
CPR7	IDA	experimental	ACCEPT
CPR7	IDA	experimental	MODIFY
CPS1	IBA	computational	ACCEPT
CPS1	IBA	computational	MODIFY
CPS1	IBA	computational	MODIFY
CPS1	IEA	computational	MODIFY
CPS1	IEA	computational	ACCEPT
CPS1	IEA	computational	KEEP_AS_NON_CORE
CPS1	IEA	computational	MODIFY
CPS1	IEA	computational	MODIFY
CPS1	IEA	computational	MODIFY
CPS1	IEA	computational	MODIFY
CPS1	RCA	computational	ACCEPT
CPS1	HDA	experimental	KEEP_AS_NON_CORE
CPS1	IDA	experimental	UNDECIDED
CPS1	IDA	experimental	ACCEPT
CPS1	IMP	experimental	MODIFY
CPS1	IMP	experimental	MODIFY
CRH1	IBA	computational	KEEP_AS_NON_CORE
CRH1	IBA	computational	ACCEPT
CRH1	IBA	computational	ACCEPT
CRH1	IBA	computational	ACCEPT
CRH1	IBA	computational	ACCEPT
CRH1	IEA	computational	KEEP_AS_NON_CORE
CRH1	IEA	computational	KEEP_AS_NON_CORE
CRH1	IEA	computational	KEEP_AS_NON_CORE
CRH1	IEA	computational	ACCEPT
CRH1	IEA	computational	KEEP_AS_NON_CORE
CRH1	IEA	computational	KEEP_AS_NON_CORE
CRH1	IEA	computational	ACCEPT
CRH1	IEA	computational	KEEP_AS_NON_CORE
CRH1	HDA	experimental	KEEP_AS_NON_CORE
CRH1	IDA	experimental	ACCEPT
CRH1	IDA	experimental	ACCEPT
CRH1	IMP	experimental	ACCEPT
CRH1	IGI	experimental	ACCEPT
CRH1	IDA	experimental	ACCEPT
CRH1	IDA	experimental	ACCEPT
CRH1	IMP	experimental	ACCEPT
CRH1	IGI	experimental	ACCEPT
CRH1	IMP	experimental	ACCEPT
CRH1	IGI	experimental	ACCEPT
CYC1	IBA	computational	ACCEPT
CYC1	IBA	computational	ACCEPT
CYC1	IBA	computational	ACCEPT
CYC1	IBA	computational	ACCEPT
CYC1	IEA	computational	ACCEPT
CYC1	IEA	computational	ACCEPT
CYC1	IEA	computational	ACCEPT
CYC1	IEA	computational	ACCEPT
CYC1	IEA	computational	ACCEPT
CYC1	IEA	computational	ACCEPT
CYC1	IEA	computational	ACCEPT
CYC1	IPI	experimental	MARK_AS_OVER_ANNOTATED
CYC1	IPI	experimental	MARK_AS_OVER_ANNOTATED
CYC1	IPI	experimental	MARK_AS_OVER_ANNOTATED
CYC1	IPI	experimental	MARK_AS_OVER_ANNOTATED
CYC1	IDA	experimental	KEEP_AS_NON_CORE
CYC1	HDA	experimental	ACCEPT
CYC1	IDA	experimental	ACCEPT
CYC1	IDA	experimental	ACCEPT
CYC1	IDA	experimental	ACCEPT
CYC1	IDA	experimental	ACCEPT
CYC1	IDA	experimental	ACCEPT
DBP5	IBA	computational	ACCEPT
DBP5	IBA	computational	KEEP_AS_NON_CORE
DBP5	IBA	computational	ACCEPT
DBP5	IBA	computational	KEEP_AS_NON_CORE
DBP5	IBA	computational	ACCEPT
DBP5	IEA	computational	KEEP_AS_NON_CORE
DBP5	IEA	computational	KEEP_AS_NON_CORE
DBP5	IEA	computational	KEEP_AS_NON_CORE
DBP5	IEA	computational	ACCEPT
DBP5	IEA	computational	ACCEPT
DBP5	IEA	computational	ACCEPT
DBP5	IEA	computational	ACCEPT
DBP5	IEA	computational	ACCEPT
DBP5	IEA	computational	MARK_AS_OVER_ANNOTATED
DBP5	IEA	computational	REMOVE
DBP5	IEA	computational	ACCEPT
DBP5	IEA	computational	ACCEPT
DBP5	IEA	computational	ACCEPT
DBP5	IEA	computational	ACCEPT
DBP5	IPI	experimental	REMOVE
DBP5	IPI	experimental	REMOVE
DBP5	IPI	experimental	REMOVE
DBP5	IPI	experimental	REMOVE
DBP5	IDA	experimental	KEEP_AS_NON_CORE
DBP5	IDA	experimental	ACCEPT
DBP5	IDA	experimental	KEEP_AS_NON_CORE
DBP5	IMP	experimental	ACCEPT
DBP5	IDA	experimental	ACCEPT
