protein_id,gene_symbol,taxon_id,taxon_label,uniprot_link,pathway_link,term_id,term_label,term_description,term_ontology,evidence_type,negated,method,original_reference_id,original_reference_title,supporting_entities,extensions,review_summary,review_action,review_reason,review_supporting_text,review_supporting_reference_ids,review_proposed_replacement_terms,review_additional_reference_ids
P28891,fibrolase,NCBITaxon:8713,Agkistrodon contortrix contortrix,https://www.uniprot.org/uniprotkb/P28891,../genes/AGKCO/fibrolase/fibrolase-pathway.html,GO:0090729,toxin activity,,,IEA,,UniProtKB-KW,GO_REF:0000043,Gene Ontology annotation based on UniProtKB/Swiss-Prot keyword mapping,,,"Correct annotation. Fibrolase is a venom toxin that disrupts hemostasis in envenomated organisms through its fibrinolytic activity, representing a key component of copperhead venom's toxic effects.",ACCEPT,"Fibrolase is indeed a toxin - it's a venom component that causes pathological effects in envenomated organisms by disrupting normal hemostasis through direct fibrinolysis. This is a core function as it represents the protein's primary biological role in the context of envenomation [PMID:1304358, PMID:1898066].","fibrolase, a fibrinolytic enzyme from southern copperhead (Agkistrodon contortrix contortrix) venom | A fibrinolytic enzyme present in Agkistrodon contortrix contortrix (southern copperhead) venom",PMID:1304358; PMID:1898066,,
Q9XIR4,APO1,NCBITaxon:3702,Arabidopsis thaliana,https://www.uniprot.org/uniprotkb/Q9XIR4,../genes/ARATH/APO1/APO1-pathway.html,GO:0003723,RNA binding,,,IBA,,IBA,GO_REF:0000033,Annotation inferences using phylogenetic trees,,,This IBA annotation is well-supported. APO1 contains the DUF794 domain which has been experimentally demonstrated to be an RNA-binding domain with high affinity for RNA in vitro (PMID:21421812). The phylogenetic inference is consistent with the experimental evidence from both Arabidopsis and maize homologs.,ACCEPT,Core molecular function confirmed by direct experimental evidence showing high-affinity RNA binding through the DUF794 domain. This is the primary molecular function enabling its role in chloroplast intron splicing.,,,,
Q9XIR4,APO1,NCBITaxon:3702,Arabidopsis thaliana,https://www.uniprot.org/uniprotkb/Q9XIR4,../genes/ARATH/APO1/APO1-pathway.html,GO:0003723,RNA binding,,,IEA,,InterPro2GO,GO_REF:0000002,Gene Ontology annotation through association of InterPro records with GO terms.,,,This automated annotation based on InterPro domain analysis is consistent with the experimental evidence (IDA) and phylogenetic inference (IBA) for the same term.,ACCEPT,Consistent with higher-quality evidence (IDA and IBA) for the same function. The automated prediction correctly identified this core molecular function.,,,,
Q9XIR4,APO1,NCBITaxon:3702,Arabidopsis thaliana,https://www.uniprot.org/uniprotkb/Q9XIR4,../genes/ARATH/APO1/APO1-pathway.html,GO:0009507,chloroplast,,,IEA,,Combined-IEA,GO_REF:0000120,Combined Automated Annotation using Multiple IEA Methods.,,,This automated annotation is consistent with experimental evidence (IDA) showing chloroplast localization.,ACCEPT,Consistent with IDA evidence from PMID:15494558 showing chloroplast localization. The automated prediction correctly identified the subcellular localization.,,,,
Q9XIR4,APO1,NCBITaxon:3702,Arabidopsis thaliana,https://www.uniprot.org/uniprotkb/Q9XIR4,../genes/ARATH/APO1/APO1-pathway.html,GO:0009536,plastid,,,IEA,,UniProtKB-KW,GO_REF:0000043,Gene Ontology annotation based on UniProtKB/Swiss-Prot keyword mapping,,,"This annotation to the general term 'plastid' is less specific than the experimentally validated 'chloroplast' localization. Chloroplast is a type of plastid, making this annotation both redundant and less informative.",REMOVE,"Redundant and less specific than the chloroplast annotation. APO1 specifically localizes to chloroplasts, not other plastid types. The more specific chloroplast annotation with experimental evidence should be retained.",,,,
Q9XIR4,APO1,NCBITaxon:3702,Arabidopsis thaliana,https://www.uniprot.org/uniprotkb/Q9XIR4,../genes/ARATH/APO1/APO1-pathway.html,GO:0000373,Group II intron splicing,,,IMP,,Experimental,PMID:21421812,APO1 promotes the splicing of chloroplast group II introns and harbors a plant-specific zinc-dependent RNA binding domain.,,,"Excellent annotation strongly supported by mutant phenotype analysis. In apo1 mutants, ycf3-intron 2 remains completely unspliced and petD intron splicing is strongly reduced, with several other introns also compromised. This is the core biological process function of APO1.",ACCEPT,Direct experimental evidence from mutant analysis showing specific defects in chloroplast group II intron splicing. This represents the primary biological function through which APO1 affects photosystem assembly.,"APO1 promotes the splicing of several chloroplast group II introns: in Arabidopsis apo1 mutants, ycf3-intron 2 remains completely unspliced, petD intron splicing is strongly reduced, and the splicing of several other introns is compromised",PMID:21421812,,
Q9XIR4,APO1,NCBITaxon:3702,Arabidopsis thaliana,https://www.uniprot.org/uniprotkb/Q9XIR4,../genes/ARATH/APO1/APO1-pathway.html,GO:0003723,RNA binding,,,IDA,,Experimental,PMID:21421812,APO1 promotes the splicing of chloroplast group II introns and harbors a plant-specific zinc-dependent RNA binding domain.,,,Strong direct experimental evidence showing that recombinant APO1 from both Arabidopsis and maize binds RNA with high affinity in vitro. This confirms the molecular function predicted by the DUF794 domain.,ACCEPT,"Core molecular function with direct experimental validation. The study demonstrated high-affinity RNA binding in vitro, establishing this as the primary molecular function of APO1.","Recombinant APO1 from both maize and Arabidopsis binds RNA with high affinity in vitro, demonstrating that DUF794, the domain of unknown function that makes up almost the entirety of APO1, is an RNA binding domain",PMID:21421812,,
Q9XIR4,APO1,NCBITaxon:3702,Arabidopsis thaliana,https://www.uniprot.org/uniprotkb/Q9XIR4,../genes/ARATH/APO1/APO1-pathway.html,GO:0008270,zinc ion binding,,,IDA,,Experimental,PMID:21421812,APO1 promotes the splicing of chloroplast group II introns and harbors a plant-specific zinc-dependent RNA binding domain.,,,"Well-supported annotation. The DUF794 domain contains zinc finger-like motifs that bind zinc ions, and these are essential for APO1 function. The zinc binding is required for the RNA-binding activity of the protein.",ACCEPT,Direct experimental evidence shows DUF794 harbors zinc-binding motifs essential for APO1 function. This represents a core molecular function that enables RNA binding activity.,"DUF794 harbors two motifs that resemble zinc fingers, that these bind zinc, and that they are essential for APO1 function",PMID:21421812,,
Q9XIR4,APO1,NCBITaxon:3702,Arabidopsis thaliana,https://www.uniprot.org/uniprotkb/Q9XIR4,../genes/ARATH/APO1/APO1-pathway.html,GO:0009507,chloroplast,,,IDA,,Experimental,PMID:15494558,"ACCUMULATION OF PHOTOSYSTEM ONE1, a member of a novel gene family, is required for accumulation of [4Fe-4S] cluster-containing chloroplast complexes and antenna proteins.",,,"Experimentally validated chloroplast localization. APO1 contains a transit peptide and was shown to localize to chloroplasts, where it performs its RNA splicing function.",ACCEPT,"Direct experimental evidence for chloroplast localization, consistent with the presence of a transit peptide and the protein's function in chloroplast RNA metabolism.",Members of the APO gene family are only found in vascular plants so far and are predicted to be localized in chloroplasts and mitochondria,PMID:15494558,,
Q9XIR4,APO1,NCBITaxon:3702,Arabidopsis thaliana,https://www.uniprot.org/uniprotkb/Q9XIR4,../genes/ARATH/APO1/APO1-pathway.html,GO:0009658,chloroplast organization,,,IMP,,Experimental,PMID:15494558,"ACCUMULATION OF PHOTOSYSTEM ONE1, a member of a novel gene family, is required for accumulation of [4Fe-4S] cluster-containing chloroplast complexes and antenna proteins.",,,"While apo1 mutants do show defective chloroplast organization (failure to form grana stacks), this is an indirect consequence of the splicing defects rather than a direct function of APO1. The primary defect is in RNA splicing, which then leads to loss of photosynthetic complexes and consequently abnormal chloroplast structure.",KEEP_AS_NON_CORE,"The chloroplast organization defects are a downstream consequence of impaired group II intron splicing. While the phenotype is real, it represents an indirect effect rather than a core function of APO1.",,,,
Q9XIR4,APO1,NCBITaxon:3702,Arabidopsis thaliana,https://www.uniprot.org/uniprotkb/Q9XIR4,../genes/ARATH/APO1/APO1-pathway.html,GO:0010468,regulation of gene expression,,,IMP,,Experimental,PMID:21421812,APO1 promotes the splicing of chloroplast group II introns and harbors a plant-specific zinc-dependent RNA binding domain.,,,"This term is too broad and vague. APO1 specifically promotes chloroplast group II intron splicing, which is already captured by GO:0000373. While RNA splicing is technically a form of gene expression regulation, the more specific term 'Group II intron splicing' better describes the actual function.",REMOVE,Overly broad term that adds no value beyond the specific 'Group II intron splicing' annotation. The specific splicing function is already well-annotated and this general term obscures the precise molecular mechanism.,,,,
Q9XIR4,APO1,NCBITaxon:3702,Arabidopsis thaliana,https://www.uniprot.org/uniprotkb/Q9XIR4,../genes/ARATH/APO1/APO1-pathway.html,GO:0015979,photosynthesis,,,IMP,,Experimental,PMID:15494558,"ACCUMULATION OF PHOTOSYSTEM ONE1, a member of a novel gene family, is required for accumulation of [4Fe-4S] cluster-containing chloroplast complexes and antenna proteins.",,,"While apo1 mutants cannot perform photosynthesis, this is an indirect effect of the RNA splicing defects. The loss of photosynthesis results from failure to properly splice chloroplast transcripts encoding photosystem components. APO1 does not directly participate in photosynthesis.",MARK_AS_OVER_ANNOTATED,"Photosynthesis defects are a tertiary consequence - RNA splicing defects lead to loss of photosystem proteins which then impairs photosynthesis. This represents an over-annotation as APO1's direct function is RNA splicing, not photosynthesis itself.",,,,
P15802,aatA,NCBITaxon:5076,Penicillium chrysogenum,https://www.uniprot.org/uniprotkb/P15802,../genes/PENCH/aatA/aatA-pathway.html,GO:0005777,peroxisome,,,IEA,,UniProtKB-KW,GO_REF:0000043,Gene Ontology annotation based on UniProtKB/Swiss-Prot keyword mapping,,,Correct subcellular location annotation. UniProt confirms peroxisomal localization with IDA evidence.,ACCEPT,,SUBCELLULAR LOCATION: Peroxisome matrix ... acyltransferase aatA to yield penicillin in the peroxisomal matrix,UniProt:P15802,,
P15802,aatA,NCBITaxon:5076,Penicillium chrysogenum,https://www.uniprot.org/uniprotkb/P15802,../genes/PENCH/aatA/aatA-pathway.html,GO:0005782,peroxisomal matrix,,,IEA,,UniProtKB-SubCell,GO_REF:0000044,"Gene Ontology annotation based on UniProtKB/Swiss-Prot Subcellular Location vocabulary mapping, accompanied by conservative changes to GO terms applied by UniProt.",,,Correct specific subcellular location annotation. UniProt confirms peroxisomal matrix localization with IDA evidence.,ACCEPT,,The unprocessed preprotein form IATC103S of the isopenicillin N acyltransferase is transported inside peroxisomes,PMID:18439860,,
P15802,aatA,NCBITaxon:5076,Penicillium chrysogenum,https://www.uniprot.org/uniprotkb/P15802,../genes/PENCH/aatA/aatA-pathway.html,GO:0016740,transferase activity,,,IEA,,UniProtKB-KW,GO_REF:0000043,Gene Ontology annotation based on UniProtKB/Swiss-Prot keyword mapping,,,Too general but correct. The enzyme has specific acyltransferase activity.,KEEP_AS_NON_CORE,,Isopenicillin-N N-acyltransferase; part of the gene cluster that mediates the biosynthesis of penicillin,UniProt:P15802,,
P15802,aatA,NCBITaxon:5076,Penicillium chrysogenum,https://www.uniprot.org/uniprotkb/P15802,../genes/PENCH/aatA/aatA-pathway.html,GO:0016746,acyltransferase activity,,,IEA,,UniProtKB-KW,GO_REF:0000043,Gene Ontology annotation based on UniProtKB/Swiss-Prot keyword mapping,,,Correct but not specific enough. The enzyme has specific isopenicillin-N N-acyltransferase activity.,MODIFY,,removal of the L-alpha-aminoadipyl side chain from isopenicillin N (IPN) and exchange with a nonpolar side chain,PMID:2120195,GO:0050640:isopenicillin-N N-acyltransferase activity,
P15802,aatA,NCBITaxon:5076,Penicillium chrysogenum,https://www.uniprot.org/uniprotkb/P15802,../genes/PENCH/aatA/aatA-pathway.html,GO:0017000,antibiotic biosynthetic process,,,IEA,,UniProtKB-KW,GO_REF:0000043,Gene Ontology annotation based on UniProtKB/Swiss-Prot keyword mapping,,,Correct but not specific enough. The enzyme is involved in penicillin biosynthesis specifically.,MODIFY,,Heterologous expression of the penicillin biosynthetic gene cluster from P. chrysogenum,PMID:1368505,GO:0042318:penicillin biosynthetic process,
P15802,aatA,NCBITaxon:5076,Penicillium chrysogenum,https://www.uniprot.org/uniprotkb/P15802,../genes/PENCH/aatA/aatA-pathway.html,GO:0042318,penicillin biosynthetic process,,,IEA,,ARBA,GO_REF:0000117,Electronic Gene Ontology annotations created by ARBA machine learning models,,,Correct annotation representing the core function of this enzyme.,ACCEPT,,The final step in the biosynthesis of beta-lactam antibiotics in Penicillium chrysogenum and Aspergillus nidulans involves removal of the L-alpha-aminoadipyl side chain from isopenicillin N,PMID:2120195,,
P15802,aatA,NCBITaxon:5076,Penicillium chrysogenum,https://www.uniprot.org/uniprotkb/P15802,../genes/PENCH/aatA/aatA-pathway.html,GO:0050640,isopenicillin-N N-acyltransferase activity,,,IEA,,Combined-IEA,GO_REF:0000120,Combined Automated Annotation using Multiple IEA Methods.,,,Correct and specific molecular function annotation representing the core enzymatic activity.,ACCEPT,,AatA catalyzes the exchange of the alpha-aminoadipyl side chain of isopenicillin N for phenylacetic acid to yield penicillin,UniProt:P15802,,
P15802,aatA,NCBITaxon:5076,Penicillium chrysogenum,https://www.uniprot.org/uniprotkb/P15802,../genes/PENCH/aatA/aatA-pathway.html,GO:0042318,penicillin biosynthetic process,,,IDA,,Experimental,PMID:2120195,Molecular characterization of the acyl-coenzyme A:isopenicillin N acyltransferase gene (penDE) from Penicillium chrysogenum and Aspergillus nidulans and activity of recombinant enzyme in Escherichia coli.,,,Correct annotation with strong experimental evidence (IDA).,ACCEPT,,Acyltransferase activity from Escherichia coli producing the 40-kDa protein,PMID:2120195,,
P15802,aatA,NCBITaxon:5076,Penicillium chrysogenum,https://www.uniprot.org/uniprotkb/P15802,../genes/PENCH/aatA/aatA-pathway.html,GO:0005782,peroxisomal matrix,,,IDA,,Experimental,PMID:18439860,The unprocessed preprotein form IATC103S of the isopenicillin N acyltransferase is transported inside peroxisomes and regulates its self-processing.,,,Correct subcellular location with strong experimental evidence (IDA).,ACCEPT,,Unprocessed preprotein form IATC103S of the isopenicillin N acyltransferase is transported inside peroxisomes,PMID:18439860,,
P15802,aatA,NCBITaxon:5076,Penicillium chrysogenum,https://www.uniprot.org/uniprotkb/P15802,../genes/PENCH/aatA/aatA-pathway.html,GO:0042318,penicillin biosynthetic process,,,IDA,,Experimental,PMID:1368505,Cloning and heterologous expression of the penicillin biosynthetic gene cluster from penicillum chrysogenum.,,,Correct annotation with strong experimental evidence showing functional penicillin biosynthesis.,ACCEPT,,Both of the transformed hosts contained intact P. chrysogenum DNA derived from the cosmid clone and produced authentic penicillin V,PMID:1368505,,
P15802,aatA,NCBITaxon:5076,Penicillium chrysogenum,https://www.uniprot.org/uniprotkb/P15802,../genes/PENCH/aatA/aatA-pathway.html,GO:0050640,isopenicillin-N N-acyltransferase activity,,,IDA,,Experimental,PMID:2120195,Molecular characterization of the acyl-coenzyme A:isopenicillin N acyltransferase gene (penDE) from Penicillium chrysogenum and Aspergillus nidulans and activity of recombinant enzyme in Escherichia coli.,,,Correct and specific molecular function with strong experimental evidence (IDA).,ACCEPT,,"The enzyme catalyzing this reaction, acyl-coenzyme A:isopenicillin N acyltransferase, was purified from P. chrysogenum",PMID:2120195,,
I7J3R9,I7J3R9,NCBITaxon:10663,Tequatrovirus,https://www.uniprot.org/uniprotkb/I7J3R9,,GO:0003677,DNA binding,,,IEA,,InterPro2GO,GO_REF:0000002,Gene Ontology annotation through association of InterPro records with GO terms.,,,"While DNA polymerases do bind DNA, this term is too general and does not capture the specific catalytic function. The more specific term DNA-directed DNA polymerase activity (GO:0003887) already implies DNA binding and better represents the molecular function.",REMOVE,,,,,
I7J3R9,I7J3R9,NCBITaxon:10663,Tequatrovirus,https://www.uniprot.org/uniprotkb/I7J3R9,,GO:0003887,DNA-directed DNA polymerase activity,,,IEA,,Combined-IEA,GO_REF:0000120,Combined Automated Annotation using Multiple IEA Methods.,,,"This is the core molecular function of the protein, directly supported by the EC number 2.7.7.7 and UniProt annotation as ""DNA polymerase I, phage-associated"". The InterPro domains confirm DNA polymerase family A membership.",ACCEPT,,,,,
I7J3R9,I7J3R9,NCBITaxon:10663,Tequatrovirus,https://www.uniprot.org/uniprotkb/I7J3R9,,GO:0006259,DNA metabolic process,,,IEA,,ARBA,GO_REF:0000117,Electronic Gene Ontology annotations created by ARBA machine learning models,,,"This term is too broad and non-specific. The more specific terms ""DNA-templated DNA replication"" (GO:0006261) and ""viral DNA genome replication"" (GO:0039693) better describe the biological process.",REMOVE,,,,,
