level	code	branch	class	group	type	subtype	status	mapping_scopes	curation_files	curation_subjects	curation_statuses
group	Autophagy-Lysosome Pathway|Autophagosome closure maturation and lysosome fusion|Autophagosome-endosome docking	Autophagy-Lysosome Pathway	Autophagosome closure maturation and lysosome fusion	Autophagosome-endosome docking	Lysosome-endosome SNARE complex		context_only	too_broad_to_propagate	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagosome closure maturation and lysosome fusion|Autophagosome-endosome docking	context_only
group	Autophagy-Lysosome Pathway|Autophagosome closure maturation and lysosome fusion|Autophagosome-lysosome docking	Autophagy-Lysosome Pathway	Autophagosome closure maturation and lysosome fusion	Autophagosome-lysosome docking	Tethering factor recruitment		context_only	too_broad_to_propagate	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagosome closure maturation and lysosome fusion|Autophagosome-lysosome docking	context_only
group	Autophagy-Lysosome Pathway|Autophagosome closure maturation and lysosome fusion|Ca2+ efflux	Autophagy-Lysosome Pathway	Autophagosome closure maturation and lysosome fusion	Ca2+ efflux			context_only	too_broad_to_propagate	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagosome closure maturation and lysosome fusion|Ca2+ efflux	context_only
group	Autophagy-Lysosome Pathway|Autophagosome closure maturation and lysosome fusion|Class 3 PI3K complex 2, direct	Autophagy-Lysosome Pathway	Autophagosome closure maturation and lysosome fusion	Class 3 PI3K complex 2, direct	Class 3 PI3K complex 2 component		context_only	too_broad_to_propagate	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagosome closure maturation and lysosome fusion|Class 3 PI3K complex 2, direct	context_only
group	Autophagy-Lysosome Pathway|Autophagosome closure maturation and lysosome fusion|Localization of the autophagosome	Autophagy-Lysosome Pathway	Autophagosome closure maturation and lysosome fusion	Localization of the autophagosome	Movement of autophagosomes along microtubules	ATG8 homolog	mapped	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagosome closure maturation and lysosome fusion|Localization of the autophagosome	mapped
group	Autophagy-Lysosome Pathway|Autophagosome closure maturation and lysosome fusion|Localization of the lysosome	Autophagy-Lysosome Pathway	Autophagosome closure maturation and lysosome fusion	Localization of the lysosome			mapped	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagosome closure maturation and lysosome fusion|Localization of the lysosome	mapped
group	Autophagy-Lysosome Pathway|Autophagosome closure maturation and lysosome fusion|Regulation of autophagosome membrane composition	Autophagy-Lysosome Pathway	Autophagosome closure maturation and lysosome fusion	Regulation of autophagosome membrane composition	ATG8 homolog de-lipidation	Releases ATG8 homologs from maturing autophagosome	context_only	too_broad_to_propagate	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagosome closure maturation and lysosome fusion|Regulation of autophagosome membrane composition	context_only
group	Autophagy-Lysosome Pathway|Autophagosome closure maturation and lysosome fusion|Sealing of autophagophore membrane	Autophagy-Lysosome Pathway	Autophagosome closure maturation and lysosome fusion	Sealing of autophagophore membrane	ESCRT-I complex component		mapped	ok_for_propagation_to_go	autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagosome closure maturation and lysosome fusion|Sealing of autophagophore membrane	mapped
group	Autophagy-Lysosome Pathway|Autophagosome closure maturation and lysosome fusion|Specific function in autophagosome maturation and lysosome fusion unknown	Autophagy-Lysosome Pathway	Autophagosome closure maturation and lysosome fusion	Specific function in autophagosome maturation and lysosome fusion unknown			no_mapping		autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagosome closure maturation and lysosome fusion|Specific function in autophagosome maturation and lysosome fusion unknown	no_mapping
group	Autophagy-Lysosome Pathway|Autophagy gene expression|AP-1 transcriptional program	Autophagy-Lysosome Pathway	Autophagy gene expression	AP-1 transcriptional program	Component of AP-1 transcription factor		no_mapping		autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagy gene expression|AP-1 transcriptional program	no_mapping
group	Autophagy-Lysosome Pathway|Autophagy gene expression|ATF4 transcriptional program	Autophagy-Lysosome Pathway	Autophagy gene expression	ATF4 transcriptional program	Transcription factor		no_mapping		autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagy gene expression|ATF4 transcriptional program	no_mapping
group	Autophagy-Lysosome Pathway|Autophagy gene expression|ATF5 transcriptional program	Autophagy-Lysosome Pathway	Autophagy gene expression	ATF5 transcriptional program	Transcription factor		no_mapping		autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagy gene expression|ATF5 transcriptional program	no_mapping
group	Autophagy-Lysosome Pathway|Autophagy gene expression|ATF6/CEBPB transcriptional program	Autophagy-Lysosome Pathway	Autophagy gene expression	ATF6/CEBPB transcriptional program	Promotes interaction of CEBPB and ATF6		no_mapping		autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagy gene expression|ATF6/CEBPB transcriptional program	no_mapping
group	Autophagy-Lysosome Pathway|Autophagy gene expression|DDIT3 transcriptional program	Autophagy-Lysosome Pathway	Autophagy gene expression	DDIT3 transcriptional program	Transcription factor		no_mapping		autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagy gene expression|DDIT3 transcriptional program	no_mapping
group	Autophagy-Lysosome Pathway|Autophagy gene expression|E2F1 transcriptional program	Autophagy-Lysosome Pathway	Autophagy gene expression	E2F1 transcriptional program	Transcription factor		no_mapping		autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagy gene expression|E2F1 transcriptional program	no_mapping
group	Autophagy-Lysosome Pathway|Autophagy gene expression|Epigenetic autophagy regulation	Autophagy-Lysosome Pathway	Autophagy gene expression	Epigenetic autophagy regulation	Suppressor of autophagy gene transcription		no_mapping		autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagy gene expression|Epigenetic autophagy regulation	no_mapping
group	Autophagy-Lysosome Pathway|Autophagy gene expression|FOXO transcriptional program	Autophagy-Lysosome Pathway	Autophagy gene expression	FOXO transcriptional program	Transcription factor		no_mapping		autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagy gene expression|FOXO transcriptional program	no_mapping
group	Autophagy-Lysosome Pathway|Autophagy gene expression|GATA1 transcriptional program	Autophagy-Lysosome Pathway	Autophagy gene expression	GATA1 transcriptional program	Transcription factor		no_mapping		autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagy gene expression|GATA1 transcriptional program	no_mapping
group	Autophagy-Lysosome Pathway|Autophagy gene expression|GATA4 transcriptional program	Autophagy-Lysosome Pathway	Autophagy gene expression	GATA4 transcriptional program	Transcription factor		no_mapping		autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagy gene expression|GATA4 transcriptional program	no_mapping
group	Autophagy-Lysosome Pathway|Autophagy gene expression|HIF1A transcriptional program	Autophagy-Lysosome Pathway	Autophagy gene expression	HIF1A transcriptional program	Transcription factor		no_mapping		autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagy gene expression|HIF1A transcriptional program	no_mapping
group	Autophagy-Lysosome Pathway|Autophagy gene expression|IRF8 transcriptional program	Autophagy-Lysosome Pathway	Autophagy gene expression	IRF8 transcriptional program	Transcription factor		no_mapping		autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagy gene expression|IRF8 transcriptional program	no_mapping
group	Autophagy-Lysosome Pathway|Autophagy gene expression|NFE2L2 transcriptional program	Autophagy-Lysosome Pathway	Autophagy gene expression	NFE2L2 transcriptional program	Transcription factor		no_mapping		autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagy gene expression|NFE2L2 transcriptional program	no_mapping
group	Autophagy-Lysosome Pathway|Autophagy gene expression|NFkB transcriptional program	Autophagy-Lysosome Pathway	Autophagy gene expression	NFkB transcriptional program	Component of NFkB transcription factor		no_mapping		autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagy gene expression|NFkB transcriptional program	no_mapping
group	Autophagy-Lysosome Pathway|Autophagy gene expression|SOX2 transcriptional program	Autophagy-Lysosome Pathway	Autophagy gene expression	SOX2 transcriptional program	Transcription factor		no_mapping		autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagy gene expression|SOX2 transcriptional program	no_mapping
group	Autophagy-Lysosome Pathway|Autophagy gene expression|SREBF2 transcriptional program	Autophagy-Lysosome Pathway	Autophagy gene expression	SREBF2 transcriptional program	Transcription factor		no_mapping		autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagy gene expression|SREBF2 transcriptional program	no_mapping
group	Autophagy-Lysosome Pathway|Autophagy gene expression|STAT3 transcriptional program	Autophagy-Lysosome Pathway	Autophagy gene expression	STAT3 transcriptional program	Transcription factor		no_mapping		autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagy gene expression|STAT3 transcriptional program	no_mapping
group	Autophagy-Lysosome Pathway|Autophagy gene expression|STAT6 transcriptional program	Autophagy-Lysosome Pathway	Autophagy gene expression	STAT6 transcriptional program	Transcription factor		no_mapping		autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagy gene expression|STAT6 transcriptional program	no_mapping
group	Autophagy-Lysosome Pathway|Autophagy gene expression|TCF7L2 transcriptional program	Autophagy-Lysosome Pathway	Autophagy gene expression	TCF7L2 transcriptional program	Repressor of TCF7L2 activity		no_mapping		autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagy gene expression|TCF7L2 transcriptional program	no_mapping
group	Autophagy-Lysosome Pathway|Autophagy gene expression|TFE3 transcriptional program	Autophagy-Lysosome Pathway	Autophagy gene expression	TFE3 transcriptional program	Transcription factor		no_mapping		autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagy gene expression|TFE3 transcriptional program	no_mapping
group	Autophagy-Lysosome Pathway|Autophagy gene expression|TFEB transcriptional program	Autophagy-Lysosome Pathway	Autophagy gene expression	TFEB transcriptional program	Transcription factor		no_mapping		autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagy gene expression|TFEB transcriptional program	no_mapping
group	Autophagy-Lysosome Pathway|Autophagy gene expression|TP53 transcriptional program	Autophagy-Lysosome Pathway	Autophagy gene expression	TP53 transcriptional program	Transcription factor		no_mapping		autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagy gene expression|TP53 transcriptional program	no_mapping
