accession	subsection	rank	protrek_score	cosine	text
P28891	GO_annotation	10	13.4047	0.250357	The GO term for this protein involving biological process incorporates envenomation resulting in positive regulation of blood coagulation in another organism.
P28891	GO_annotation	11	13.3337	0.249031	The GO term for this protein involving biological process incorporates envenomation resulting in negative regulation of blood coagulation in another organism.
P28891	GO_annotation	12	13.0115	0.243012	The GO term for this protein involving biological process incorporates positive regulation of peptidase activity.
P28891	GO_annotation	13	12.8302	0.239626	The GO term for this protein involving biological process incorporates envenomation resulting in modulation of process in another organism.
P28891	GO_annotation	14	12.7321	0.237794	The GO term for this protein involving biological process incorporates negative regulation of blood coagulation in another organism.
P28891	GO_annotation	15	12.6477	0.236218	The GO term for this protein involving biological process incorporates positive regulation of blood coagulation in another organism.
P28891	GO_annotation	16	12.6363	0.236004	The GO term for this protein involving biological process incorporates proteolysis.
P28891	GO_annotation	17	12.5181	0.233797	The GO term for this protein involving biological process incorporates envenomation resulting in modulation of apoptotic process in another organism.
P28891	GO_annotation	18	12.3698	0.231027	The GO term for this protein involving biological process incorporates modulation of blood coagulation in another organism.
P28891	GO_annotation	19	12.3130	0.229966	The GO term for this protein involving biological process incorporates envenomation resulting in blood agglutination in another organism.
P28891	GO_annotation	20	12.2691	0.229146	The GO term for this protein involving biological process incorporates hemoglobin catabolic process.
P28891	GO_annotation	21	12.2127	0.228094	The GO term for this protein involving molecular function incorporates fibrinogen binding.
P28891	GO_annotation	22	12.1601	0.227111	The GO term for this protein involving biological process incorporates negative regulation of hemostasis.
P28891	GO_annotation	23	11.9608	0.223388	The GO term for this protein involving biological process incorporates fibrinolysis.
P28891	GO_annotation	24	11.9088	0.222418	The GO term for this protein involving biological process incorporates envenomation resulting in muscle damage in another organism.
P28891	GO_annotation	25	11.8513	0.221344	The GO term for this protein involving biological process incorporates negative regulation of plasminogen activation.
F5HMW5	GO_annotation	1	19.4480	0.363225	The GO term for this protein involving molecular function incorporates peptidoglycan immune receptor activity.
F5HMW5	GO_annotation	2	16.8877	0.315407	The GO term for this protein involving biological process incorporates negative regulation of peptidoglycan recognition protein signaling pathway.
F5HMW5	GO_annotation	3	16.6545	0.311052	The GO term for this protein involving biological process incorporates positive regulation of peptidoglycan recognition protein signaling pathway.
F5HMW5	GO_annotation	4	16.5383	0.308882	The GO term for this protein involving biological process incorporates detection of peptidoglycan.
F5HMW5	GO_annotation	5	16.2564	0.303617	The GO term for this protein involving biological process incorporates peptidoglycan recognition protein signaling pathway.
F5HMW5	GO_annotation	6	14.9453	0.279129	The GO term for this protein involving biological process incorporates Toll receptor ligand protein activation cascade.
F5HMW5	GO_annotation	7	14.7176	0.274876	The GO term for this protein involving biological process incorporates peptidoglycan catabolic process.
F5HMW5	GO_annotation	8	14.5740	0.272195	The GO term for this protein involving biological process incorporates negative regulation of Toll receptor ligand protein activation cascade.
F5HMW5	GO_annotation	9	14.4375	0.269646	The GO term for this protein involving molecular function incorporates N-acetyl-anhydromuramoyl-L-alanine amidase activity.
F5HMW5	GO_annotation	10	14.3910	0.268778	The GO term for this protein involving biological process incorporates negative regulation of biosynthetic process of antibacterial peptides active against Gram-negative bacteria.
F5HMW5	GO_annotation	11	14.2138	0.265468	The GO term for this protein involving molecular function incorporates muramoyltetrapeptide carboxypeptidase activity.
F5HMW5	GO_annotation	12	14.2105	0.265406	The GO term for this protein involving molecular function incorporates peptidoglycan binding.
F5HMW5	GO_annotation	13	14.1924	0.265067	The GO term for this protein involving biological process incorporates cellular response to peptidoglycan.
F5HMW5	GO_annotation	14	14.1860	0.264949	The GO term for this protein involving biological process incorporates positive regulation of melanization defense response.
F5HMW5	GO_annotation	15	14.1595	0.264453	The GO term for this protein involving molecular function incorporates N-acetylmuramoyl-L-alanine amidase activity.
F5HMW5	GO_annotation	16	14.0636	0.262662	The GO term for this protein involving biological process incorporates negative regulation of antifungal peptide production.
F5HMW5	GO_annotation	17	13.7981	0.257704	The GO term for this protein involving biological process incorporates negative regulation of antibacterial peptide production.
F5HMW5	GO_annotation	18	13.7778	0.257324	The GO term for this protein involving biological process incorporates response to peptidoglycan.
F5HMW5	GO_annotation	19	13.6189	0.254357	The GO term for this protein involving biological process incorporates negative regulation of antibacterial peptide biosynthetic process.
F5HMW5	GO_annotation	20	13.5369	0.252825	The GO term for this protein involving biological process incorporates detection of bacterium.
F5HMW5	GO_annotation	21	13.5159	0.252434	The GO term for this protein involving biological process incorporates negative regulation of melanization defense response.
F5HMW5	GO_annotation	22	13.5118	0.252357	The GO term for this protein involving molecular function incorporates Toll binding.
F5HMW5	GO_annotation	23	13.4295	0.250819	The GO term for this protein involving biological process incorporates negative regulation of Toll signaling pathway.
F5HMW5	GO_annotation	24	13.3791	0.249878	The GO term for this protein involving molecular function incorporates murein tripeptide carboxypeptidase activity.
F5HMW5	GO_annotation	25	13.3784	0.249865	The GO term for this protein involving biological process incorporates biosynthetic process of antibacterial peptides active against Gram-positive bacteria.
O22476	GO_annotation	1	17.3679	0.324376	The GO term for this protein involving biological process incorporates detection of brassinosteroid stimulus.
O22476	GO_annotation	2	16.5949	0.309939	The GO term for this protein involving biological process incorporates maintenance of meristem identity.
O22476	GO_annotation	3	16.5731	0.309532	The GO term for this protein involving biological process incorporates negative regulation of defense response to oomycetes.
O22476	GO_annotation	4	16.5278	0.308686	The GO term for this protein involving biological process incorporates brassinosteroid mediated signaling pathway.
O22476	GO_annotation	5	16.5236	0.308607	The GO term for this protein involving biological process incorporates regulation of plant organ morphogenesis.
O22476	GO_annotation	6	16.5020	0.308204	The GO term for this protein involving biological process incorporates positive regulation of defense response to oomycetes.
O22476	GO_annotation	7	16.4642	0.307497	The GO term for this protein involving biological process incorporates regulation of brassinosteroid mediated signaling pathway.
O22476	GO_annotation	8	16.4562	0.307349	The GO term for this protein involving biological process incorporates regulation of defense response to oomycetes.
O22476	GO_annotation	9	16.3569	0.305494	The GO term for this protein involving biological process incorporates cellular response to brassinosteroid stimulus.
O22476	GO_annotation	10	16.2636	0.303751	The GO term for this protein involving biological process incorporates meristem maintenance.
O22476	GO_annotation	11	16.2325	0.303171	The GO term for this protein involving biological process incorporates positive regulation of brassinosteroid mediated signaling pathway.
O22476	GO_annotation	12	16.1954	0.302478	The GO term for this protein involving biological process incorporates pathogen-associated molecular pattern receptor signaling pathway.
O22476	GO_annotation	13	16.1636	0.301883	The GO term for this protein involving biological process incorporates maintenance of root meristem identity.
O22476	GO_annotation	14	16.1060	0.300807	The GO term for this protein involving biological process incorporates detection of sucrose stimulus.
O22476	GO_annotation	15	16.1030	0.300752	The GO term for this protein involving biological process incorporates regulation of plant organ formation.
O22476	GO_annotation	16	16.0376	0.299530	The GO term for this protein involving biological process incorporates response to brassinosteroid.
O22476	GO_annotation	17	16.0220	0.299239	The GO term for this protein involving biological process incorporates plant epidermis morphogenesis.
O22476	GO_annotation	18	16.0191	0.299185	The GO term for this protein involving biological process incorporates plant epidermal cell differentiation.
O22476	GO_annotation	19	15.9872	0.298589	The GO term for this protein involving biological process incorporates regulation of meristem structural organization.
O22476	GO_annotation	20	15.9549	0.297986	The GO term for this protein involving cellular component incorporates ER body.
O22476	GO_annotation	21	15.8854	0.296688	The GO term for this protein involving molecular function incorporates receptor serine/threonine kinase binding.
O22476	GO_annotation	22	15.8730	0.296456	The GO term for this protein involving biological process incorporates regulation of brassinosteroid biosynthetic process.
O22476	GO_annotation	23	15.8587	0.296188	The GO term for this protein involving biological process incorporates negative regulation of brassinosteroid biosynthetic process.
O22476	GO_annotation	24	15.8074	0.295230	The GO term for this protein involving biological process incorporates innate immune response-activating signaling pathway.
O22476	GO_annotation	25	15.7370	0.293916	The GO term for this protein involving biological process incorporates cellular response to ethylene stimulus.
P43254	GO_annotation	1	16.0667	0.300074	The GO term for this protein involving biological process incorporates positive regulation of photomorphogenesis.
P43254	GO_annotation	2	15.9842	0.298534	The GO term for this protein involving biological process incorporates photomorphogenesis.
P43254	GO_annotation	3	15.7521	0.294198	The GO term for this protein involving cellular component incorporates Cul4B-RING E3 ubiquitin ligase complex.
P43254	GO_annotation	4	15.6448	0.292194	The GO term for this protein involving biological process incorporates anthocyanin accumulation in tissues in response to UV light.
P43254	GO_annotation	5	15.5994	0.291346	The GO term for this protein involving biological process incorporates negative regulation of photomorphogenesis.
P43254	GO_annotation	6	15.4288	0.288160	The GO term for this protein involving cellular component incorporates histone pre-mRNA 3'end processing complex.
P43254	GO_annotation	7	15.2724	0.285239	The GO term for this protein involving cellular component incorporates Cul4-RING E3 ubiquitin ligase complex.
P43254	GO_annotation	8	15.1133	0.282268	The GO term for this protein involving cellular component incorporates Cul4A-RING E3 ubiquitin ligase complex.
P43254	GO_annotation	9	15.0453	0.280998	The GO term for this protein involving biological process incorporates regulation of photomorphogenesis.
P43254	GO_annotation	10	15.0217	0.280557	The GO term for this protein involving biological process incorporates transcription-coupled nucleotide-excision repair.
P43254	GO_annotation	11	14.9842	0.279856	The GO term for this protein involving biological process incorporates shade avoidance.
P43254	GO_annotation	12	14.9082	0.278437	The GO term for this protein involving biological process incorporates primary shoot apical meristem specification.
P43254	GO_annotation	13	14.8263	0.276908	The GO term for this protein involving biological process incorporates red, far-red light phototransduction.
P43254	GO_annotation	14	14.7240	0.274997	The GO term for this protein involving biological process incorporates vegetative to reproductive phase transition of meristem.
P43254	GO_annotation	15	14.7162	0.274852	The GO term for this protein involving biological process incorporates regulation of adaxial/abaxial pattern formation.
P43254	GO_annotation	16	14.6608	0.273816	The GO term for this protein involving cellular component incorporates Ddb1-Ckn1 complex.
P43254	GO_annotation	17	14.6131	0.272925	The GO term for this protein involving molecular function incorporates ubiquitin-ubiquitin ligase activity.
P43254	GO_annotation	18	14.6006	0.272692	The GO term for this protein involving biological process incorporates far-red light signaling pathway.
P43254	GO_annotation	19	14.5989	0.272659	The GO term for this protein involving biological process incorporates response to continuous far red light stimulus by the high-irradiance response system.
P43254	GO_annotation	20	14.5517	0.271778	The GO term for this protein involving biological process incorporates negative regulation of flower development.
P43254	GO_annotation	21	14.5484	0.271716	The GO term for this protein involving biological process incorporates regulation of anthocyanin catabolic process.
P43254	GO_annotation	22	14.5201	0.271188	The GO term for this protein involving biological process incorporates red or far-red light signaling pathway.
P43254	GO_annotation	23	14.5166	0.271123	The GO term for this protein involving biological process incorporates negative regulation of anthocyanin metabolic process.
P43254	GO_annotation	24	14.4543	0.269959	The GO term for this protein involving biological process incorporates embryonic meristem development.
P43254	GO_annotation	25	14.4531	0.269937	The GO term for this protein involving biological process incorporates cytosolic pattern recognition receptor signaling pathway.
P49333	GO_annotation	1	19.5852	0.365789	The GO term for this protein involving molecular function incorporates ethylene receptor activity.
P49333	GO_annotation	2	19.5605	0.365326	The GO term for this protein involving molecular function incorporates ethylene binding.
P49333	GO_annotation	3	18.6310	0.347967	The GO term for this protein involving biological process incorporates detection of ethylene stimulus.
P49333	GO_annotation	4	18.4838	0.345218	The GO term for this protein involving biological process incorporates negative regulation of ethylene-activated signaling pathway.
P49333	GO_annotation	5	18.2898	0.341594	The GO term for this protein involving biological process incorporates regulation of ethylene-activated signaling pathway.
P49333	GO_annotation	6	17.2481	0.322139	The GO term for this protein involving biological process incorporates negative regulation of ethylene biosynthetic process.
P49333	GO_annotation	7	17.1577	0.320449	The GO term for this protein involving biological process incorporates cellular response to ethylene stimulus.
P49333	GO_annotation	8	17.0476	0.318394	The GO term for this protein involving biological process incorporates induced systemic resistance, ethylene mediated signaling pathway.
P49333	GO_annotation	9	16.6126	0.310270	The GO term for this protein involving biological process incorporates detection of sucrose stimulus.
P49333	GO_annotation	10	16.5641	0.309364	The GO term for this protein involving biological process incorporates regulation of ethylene biosynthetic process.
P49333	GO_annotation	11	16.3285	0.304963	The GO term for this protein involving biological process incorporates ethylene-activated signaling pathway.
P49333	GO_annotation	12	15.9073	0.297096	The GO term for this protein involving biological process incorporates sieve element differentiation.
P49333	GO_annotation	13	15.6881	0.293003	The GO term for this protein involving biological process incorporates sucrose mediated signaling.
P49333	GO_annotation	14	15.5720	0.290835	The GO term for this protein involving biological process incorporates hydrogen peroxide mediated signaling pathway involved in stomatal movement.
P49333	GO_annotation	15	15.5120	0.289715	The GO term for this protein involving biological process incorporates sugar mediated signaling pathway.
P49333	GO_annotation	16	15.4987	0.289465	The GO term for this protein involving biological process incorporates regulation of nitric oxide metabolic process.
P49333	GO_annotation	17	15.3958	0.287543	The GO term for this protein involving molecular function incorporates small molecule sensor activity.
P49333	GO_annotation	18	15.2082	0.284040	The GO term for this protein involving biological process incorporates detection of hypoxia.
P49333	GO_annotation	19	15.1008	0.282034	The GO term for this protein involving biological process incorporates defense response by callose deposition.
P49333	GO_annotation	20	15.0993	0.282007	The GO term for this protein involving biological process incorporates regulation of defense response by callose deposition.
P49333	GO_annotation	21	15.0966	0.281955	The GO term for this protein involving biological process incorporates defense response by callose deposition in cell wall.
P49333	GO_annotation	22	15.0005	0.280161	The GO term for this protein involving biological process incorporates regulation of stomatal movement.
P49333	GO_annotation	23	14.9700	0.279592	The GO term for this protein involving biological process incorporates jasmonic acid and ethylene-dependent systemic resistance, ethylene mediated signaling pathway.
P49333	GO_annotation	24	14.9372	0.278978	The GO term for this protein involving biological process incorporates positive regulation of ethylene biosynthetic process.
P49333	GO_annotation	25	14.9371	0.278976	The GO term for this protein involving cellular component incorporates ER body.
P00691	GO_annotation	1	18.3166	0.342094	The GO term for this protein involving molecular function incorporates alpha-amylase activity.
P00691	GO_annotation	2	17.7155	0.330868	The GO term for this protein involving molecular function incorporates glucan 1,4-alpha-maltotriohydrolase activity.
P00691	GO_annotation	3	17.6136	0.328965	The GO term for this protein involving molecular function incorporates neopullulanase activity.
P00691	GO_annotation	4	17.5052	0.326941	The GO term for this protein involving molecular function incorporates amylase activity.
P00691	GO_annotation	5	17.4807	0.326482	The GO term for this protein involving molecular function incorporates glucan 1,4-alpha-maltotetraohydrolase activity.
P00691	GO_annotation	6	17.1404	0.320127	The GO term for this protein involving molecular function incorporates glucan 1,4-alpha-maltohydrolase activity.
P00691	GO_annotation	7	17.0800	0.318998	The GO term for this protein involving molecular function incorporates glucan 1,4-alpha-maltohexaosidase activity.
P00691	GO_annotation	8	16.9816	0.317160	The GO term for this protein involving molecular function incorporates amylosucrase activity.
P00691	GO_annotation	9	16.9815	0.317159	The GO term for this protein involving molecular function incorporates cyclomaltodextrin glucanotransferase activity.
P00691	GO_annotation	10	16.5540	0.309176	The GO term for this protein involving molecular function incorporates cyclomaltodextrinase activity.
P00691	GO_annotation	11	16.0673	0.300085	The GO term for this protein involving molecular function incorporates 4-alpha-D-(1->4)-alpha-D-glucanotrehalose trehalohydrolase activity.
P00691	GO_annotation	12	16.0418	0.299609	The GO term for this protein involving molecular function incorporates licheninase activity.
P00691	GO_annotation	13	15.9946	0.298727	The GO term for this protein involving biological process incorporates pullulan catabolic process.
P00691	GO_annotation	14	15.9618	0.298115	The GO term for this protein involving molecular function incorporates isopullulanase activity.
P00691	GO_annotation	15	14.9523	0.279261	The GO term for this protein involving molecular function incorporates alpha,alpha-phosphotrehalase activity.
P00691	GO_annotation	16	14.9432	0.279091	The GO term for this protein involving biological process incorporates alpha-glucan catabolic process.
P00691	GO_annotation	17	14.8565	0.277470	The GO term for this protein involving molecular function incorporates pullulan binding.
P00691	GO_annotation	18	14.8045	0.276501	The GO term for this protein involving molecular function incorporates amylopectin maltohydrolase activity.
P00691	GO_annotation	19	14.6097	0.272862	The GO term for this protein involving biological process incorporates carbohydrate catabolic process.
P00691	GO_annotation	20	14.3721	0.268425	The GO term for this protein involving molecular function incorporates dextransucrase activity.
P00691	GO_annotation	21	14.2986	0.267051	The GO term for this protein involving molecular function incorporates pullulanase activity.
P00691	GO_annotation	22	14.0780	0.262932	The GO term for this protein involving biological process incorporates carbohydrate metabolic process.
P00691	GO_annotation	23	13.9189	0.259959	The GO term for this protein involving biological process incorporates symbiotic process benefiting host.
P00691	GO_annotation	24	13.6559	0.255048	The GO term for this protein involving molecular function incorporates neo-lambda-carrahexaose hydrolase activity.
P00691	GO_annotation	25	13.6485	0.254909	The GO term for this protein involving molecular function incorporates beta-amylase activity.
P04189	GO_annotation	1	13.3714	0.249735	The GO term for this protein involving molecular function incorporates fibrinogen binding.
P04189	GO_annotation	2	13.2900	0.248214	The GO term for this protein involving biological process incorporates envenomation resulting in fibrinogenolysis in another organism.
P04189	GO_annotation	3	13.1204	0.245046	The GO term for this protein involving biological process incorporates envenomation resulting in blood vessel extracellular matrix damage, causing hemorrhagic damage in another organism.
P04189	GO_annotation	4	12.9743	0.242318	The GO term for this protein involving biological process incorporates zymogen inhibition.
P04189	GO_annotation	5	12.9627	0.242100	The GO term for this protein involving cellular component incorporates serine-type endopeptidase complex.
P04189	GO_annotation	6	12.9469	0.241806	The GO term for this protein involving biological process incorporates fibrinolysis.
P04189	GO_annotation	7	12.9433	0.241739	The GO term for this protein involving biological process incorporates envenomation resulting in fibrinolysis in another organism.
P04189	GO_annotation	8	12.8136	0.239317	The GO term for this protein involving biological process incorporates arg-arg specific dibasic protein processing.
P04189	GO_annotation	9	12.7596	0.238307	The GO term for this protein involving cellular component incorporates intracellular immature spore.
P04189	GO_annotation	10	12.7034	0.237259	The GO term for this protein involving molecular function incorporates zymogen binding.
P04189	GO_annotation	11	12.6565	0.236383	The GO term for this protein involving molecular function incorporates calcium ion binding.
P04189	GO_annotation	12	12.3417	0.230503	The GO term for this protein involving biological process incorporates dibasic protein processing.
P04189	GO_annotation	13	12.3285	0.230257	The GO term for this protein involving cellular component incorporates extracellular region.
P04189	GO_annotation	14	12.3236	0.230164	The GO term for this protein involving biological process incorporates extracellular matrix disassembly.
P04189	GO_annotation	15	12.2650	0.229071	The GO term for this protein involving biological process incorporates positive regulation of plasminogen activation.
P04189	GO_annotation	16	12.2254	0.228330	The GO term for this protein involving biological process incorporates proteolysis.
P04189	GO_annotation	17	12.2207	0.228242	The GO term for this protein involving biological process incorporates positive regulation of fibrinolysis.
P04189	GO_annotation	18	12.1766	0.227420	The GO term for this protein involving biological process incorporates autolysis.
P04189	GO_annotation	19	12.1740	0.227372	The GO term for this protein involving molecular function incorporates serine-type endopeptidase activity.
P04189	GO_annotation	20	12.1193	0.226350	The GO term for this protein involving biological process incorporates calcium-dependent self proteolysis.
P04189	GO_annotation	21	12.0275	0.224635	The GO term for this protein involving molecular function incorporates amylase activity.
P04189	GO_annotation	22	12.0117	0.224339	The GO term for this protein involving biological process incorporates elastin catabolic process.
P04189	GO_annotation	23	11.9931	0.223993	The GO term for this protein involving biological process incorporates envenomation resulting in hemorrhagic damage in another organism.
P04189	GO_annotation	24	11.8863	0.221997	The GO term for this protein involving molecular function incorporates calcium oxalate binding.
P04189	GO_annotation	25	11.8651	0.221601	The GO term for this protein involving biological process incorporates positive regulation of peptidase activity.
P40396	GO_annotation	1	19.9546	0.372687	The GO term for this protein involving biological process incorporates positive regulation of establishment of competence for transformation.
P40396	GO_annotation	2	19.3829	0.362010	The GO term for this protein involving biological process incorporates negative regulation of establishment of competence for transformation.
P40396	GO_annotation	3	18.8382	0.351836	The GO term for this protein involving biological process incorporates establishment of competence for transformation.
P40396	GO_annotation	4	15.9406	0.297719	The GO term for this protein involving biological process incorporates DNA import into cell involved in transformation.
P40396	GO_annotation	5	15.2736	0.285262	The GO term for this protein involving biological process incorporates bacteriocin biosynthetic process.
P40396	GO_annotation	6	14.1384	0.264060	The GO term for this protein involving biological process incorporates positive regulation of sporulation resulting in formation of a cellular spore.
P40396	GO_annotation	7	14.0969	0.263284	The GO term for this protein involving biological process incorporates negative regulation of sporulation resulting in formation of a cellular spore.
P40396	GO_annotation	8	13.8424	0.258530	The GO term for this protein involving biological process incorporates endospore formation.
P40396	GO_annotation	9	13.7160	0.256171	The GO term for this protein involving biological process incorporates sporulation resulting in formation of a cellular spore.
P40396	GO_annotation	10	13.3695	0.249698	The GO term for this protein involving biological process incorporates negative regulation of spore germination.
P40396	GO_annotation	11	13.2100	0.246719	The GO term for this protein involving biological process incorporates sporulation.
P40396	GO_annotation	12	13.1006	0.244677	The GO term for this protein involving cellular component incorporates endospore-forming forespore.
P40396	GO_annotation	13	12.9489	0.241843	The GO term for this protein involving biological process incorporates regulation of sporulation resulting in formation of a cellular spore.
P40396	GO_annotation	14	12.9318	0.241525	The GO term for this protein involving cellular component incorporates intracellular immature spore.
P40396	GO_annotation	15	12.8100	0.239248	The GO term for this protein involving cellular component incorporates endospore cortex.
P40396	GO_annotation	16	12.7722	0.238544	The GO term for this protein involving biological process incorporates plasmid partitioning.
P40396	GO_annotation	17	12.7232	0.237628	The GO term for this protein involving biological process incorporates negative regulation of cell killing.
P40396	GO_annotation	18	12.6089	0.235494	The GO term for this protein involving biological process incorporates positive regulation of cytolysis.
P40396	GO_annotation	19	12.6051	0.235423	The GO term for this protein involving biological process incorporates positive regulation of penicillin metabolic process.
P40396	GO_annotation	20	12.3010	0.229742	The GO term for this protein involving biological process incorporates positive regulation of sporulation.
P40396	GO_annotation	21	12.2895	0.229529	The GO term for this protein involving biological process incorporates single-species submerged biofilm formation.
P40396	GO_annotation	22	12.2500	0.228790	The GO term for this protein involving biological process incorporates microcin transport.
P40396	GO_annotation	23	12.2044	0.227939	The GO term for this protein involving cellular component incorporates outer endospore membrane.
P40396	GO_annotation	24	12.1594	0.227098	The GO term for this protein involving cellular component incorporates endospore coat.
P40396	GO_annotation	25	12.0925	0.225849	The GO term for this protein involving molecular function incorporates antisigma factor binding.
P71021	GO_annotation	1	16.2929	0.304299	The GO term for this protein involving cellular component incorporates polarisome.
P71021	GO_annotation	2	15.8512	0.296049	The GO term for this protein involving cellular component incorporates divisome complex.
P71021	GO_annotation	3	15.5811	0.291004	The GO term for this protein involving molecular function incorporates antisigma factor binding.
P71021	GO_annotation	4	15.4179	0.287956	The GO term for this protein involving biological process incorporates negative regulation of FtsZ-dependent cytokinesis.
P71021	GO_annotation	5	15.3709	0.287079	The GO term for this protein involving biological process incorporates contractile ring localization.
P71021	GO_annotation	6	15.3466	0.286624	The GO term for this protein involving biological process incorporates protein localization to septin ring.
P71021	GO_annotation	7	15.2782	0.285348	The GO term for this protein involving cellular component incorporates split septin rings.
P71021	GO_annotation	8	15.1566	0.283076	The GO term for this protein involving biological process incorporates positive regulation of FtsZ-dependent cytokinesis.
P71021	GO_annotation	9	15.1455	0.282868	The GO term for this protein involving biological process incorporates protein localization to cell division site after cytokinesis.
P71021	GO_annotation	10	14.9830	0.279834	The GO term for this protein involving biological process incorporates protein localization to cell division site.
P71021	GO_annotation	11	14.6620	0.273839	The GO term for this protein involving biological process incorporates regulation of protein localization to cell division site.
P71021	GO_annotation	12	14.4981	0.270777	The GO term for this protein involving biological process incorporates pseudocleavage.
P71021	GO_annotation	13	14.4903	0.270632	The GO term for this protein involving biological process incorporates aerial mycelium formation.
P71021	GO_annotation	14	14.4017	0.268977	The GO term for this protein involving biological process incorporates cytokinesis, division site positioning.
P71021	GO_annotation	15	14.2637	0.266400	The GO term for this protein involving biological process incorporates contractile ring maintenance.
P71021	GO_annotation	16	14.2537	0.266212	The GO term for this protein involving cellular component incorporates cell pole.
P71021	GO_annotation	17	14.2074	0.265348	The GO term for this protein involving biological process incorporates entry into dormancy.
P71021	GO_annotation	18	14.1861	0.264950	The GO term for this protein involving biological process incorporates septation initiation signaling.
P71021	GO_annotation	19	14.1025	0.263388	The GO term for this protein involving biological process incorporates protein localization to lateral cortical node.
P71021	GO_annotation	20	14.0105	0.261672	The GO term for this protein involving biological process incorporates establishment of actomyosin contractile ring localization.
P71021	GO_annotation	21	13.9525	0.260588	The GO term for this protein involving biological process incorporates actomyosin contractile ring localization.
