accession,rank,protrek_score,aspect,pred_label,pred_id,label_resolution,match_category,goa_match,goa_match_label,n_goa_terms
P40396,2,19.3829,P,negative regulation of establishment of competence for transformation,GO:0045808,exact_label,NO_OVERLAP,,,3
P40396,3,18.8382,P,establishment of competence for transformation,GO:0030420,exact_label,EXACT,GO:0030420,establishment of competence for transformation,3
P40396,4,15.9406,P,DNA import into cell involved in transformation,GO:0009290,exact_label,NO_OVERLAP,,,3
P40396,5,15.2736,P,bacteriocin biosynthetic process,GO:0030152,exact_label,NO_OVERLAP,,,3
P71021,1,16.2929,C,polarisome,GO:0000133,exact_label,MORE_SPECIFIC,GO:0005737,cytoplasm,7
P71021,2,15.8512,C,divisome complex,GO:1990586,exact_label,NO_OVERLAP,,,7
P71021,3,15.5811,F,antisigma factor binding,GO:0045152,exact_label,MORE_SPECIFIC,GO:0005515,protein binding,7
P71021,4,15.4179,P,negative regulation of FtsZ-dependent cytokinesis,GO:2000245,exact_label,NO_OVERLAP,,,7
P71021,5,15.3709,P,contractile ring localization,GO:0036214,obsolete_in_go,OBSOLETE_TERM,,,7
P24073,1,15.2383,C,"bacterial-type flagellum basal body, C ring",GO:0009433,exact_label,MORE_SPECIFIC,GO:0009288,bacterial-type flagellum,14
P24073,2,15.0704,P,chemotaxis,GO:0006935,exact_label,EXACT,GO:0006935,chemotaxis,14
P24073,3,14.6272,P,bacterial-type flagellum-dependent swimming motility,GO:0071977,exact_label,MORE_SPECIFIC,GO:0071973,bacterial-type flagellum-dependent cell motility,14
P24073,4,14.5948,P,regulation of bacterial-type flagellum-dependent cell motility by regulation of motor speed,GO:0071945,exact_label,MORE_SPECIFIC,GO:1902021,regulation of bacterial-type flagellum-dependent cell motility,14
P24073,5,14.33,P,positive aerotaxis,GO:0052131,exact_label,MORE_SPECIFIC,GO:0006935,chemotaxis,14
P17865,1,16.1192,P,protein polymerization,GO:0051258,exact_label,EXACT,GO:0051258,protein polymerization,13
P17865,2,15.3541,P,FtsZ-dependent cytokinesis,GO:0043093,exact_label,EXACT,GO:0043093,FtsZ-dependent cytokinesis,13
P17865,3,15.1297,P,division septum assembly,GO:0000917,exact_label,EXACT,GO:0000917,division septum assembly,13
P17865,4,14.631,C,divisome complex,GO:1990586,exact_label,MORE_SPECIFIC,GO:0030428,cell septum,13
P17865,5,14.5185,C,cell division site,GO:0032153,exact_label,EXACT,GO:0032153,cell division site,13
P28366,1,16.3556,F,protein-exporting ATPase activity,GO:0008564,exact_label,EXACT,GO:0008564,protein-exporting ATPase activity,15
P28366,2,15.9634,P,protein import,GO:0017038,exact_label,EXACT,GO:0017038,protein import,15
P28366,3,15.1883,C,cell envelope Sec protein transport complex,GO:0031522,exact_label,EXACT,GO:0031522,cell envelope Sec protein transport complex,15
P28366,4,15.0088,P,protein targeting,GO:0006605,exact_label,EXACT,GO:0006605,protein targeting,15
P28366,5,14.7031,P,intracellular protein transmembrane transport,GO:0065002,exact_label,EXACT,GO:0065002,intracellular protein transmembrane transport,15
P07860,1,14.7542,C,intracellular immature spore,GO:0042763,exact_label,NO_OVERLAP,,,11
P07860,2,14.6239,P,sporulation,GO:0043934,exact_label,LESS_SPECIFIC,GO:0030435,sporulation resulting in formation of a cellular spore,11
P07860,3,14.3062,P,positive regulation of sporulation resulting in formation of a cellular spore,GO:0045881,exact_label,NO_OVERLAP,,,11
P07860,4,13.7307,P,detection of stimulus,GO:0051606,exact_label,NO_OVERLAP,,,11
P07860,5,13.7019,P,sporulation resulting in formation of a cellular spore,GO:0030435,exact_label,EXACT,GO:0030435,sporulation resulting in formation of a cellular spore,11
P19940,1,15.8861,C,intracellular immature spore,GO:0042763,exact_label,NO_OVERLAP,,,11
P19940,2,15.4512,P,sporulation,GO:0043934,exact_label,LESS_SPECIFIC,GO:0030435,sporulation resulting in formation of a cellular spore,11
P19940,3,15.3544,P,positive regulation of sporulation resulting in formation of a cellular spore,GO:0045881,exact_label,NO_OVERLAP,,,11
P19940,4,14.97,P,sporulation resulting in formation of a cellular spore,GO:0030435,exact_label,EXACT,GO:0030435,sporulation resulting in formation of a cellular spore,11
P19940,5,14.6564,P,endospore formation,GO:0034301,exact_label,MORE_SPECIFIC,GO:0030435,sporulation resulting in formation of a cellular spore,11
P12254,1,14.7701,C,intracellular immature spore,GO:0042763,exact_label,NO_OVERLAP,,,12
P12254,2,14.7685,P,sporulation,GO:0043934,exact_label,LESS_SPECIFIC,GO:0030435,sporulation resulting in formation of a cellular spore,12
P12254,3,14.4898,P,endospore formation,GO:0034301,exact_label,MORE_SPECIFIC,GO:0030435,sporulation resulting in formation of a cellular spore,12
P12254,4,14.3852,F,antisigma factor binding,GO:0045152,exact_label,MORE_SPECIFIC,GO:0005515,protein binding,12
P12254,5,14.0467,P,sporulation resulting in formation of a cellular spore,GO:0030435,exact_label,EXACT,GO:0030435,sporulation resulting in formation of a cellular spore,12
P06534,1,19.935,P,detection of stimulus,GO:0051606,exact_label,EXACT,GO:0051606,detection of stimulus,17
P06534,2,16.6016,P,positive regulation of sporulation resulting in formation of a cellular spore,GO:0045881,exact_label,EXACT,GO:0045881,positive regulation of sporulation resulting in formation of a cellular spore,17
P06534,3,16.3832,P,regulation of sporulation resulting in formation of a cellular spore,GO:0042173,exact_label,EXACT,GO:0042173,regulation of sporulation resulting in formation of a cellular spore,17
P06534,4,14.0457,P,positive regulation of sporulation,GO:0043938,exact_label,LESS_SPECIFIC,GO:0045881,positive regulation of sporulation resulting in formation of a cellular spore,17
P06534,5,14.0266,P,sporulation,GO:0043934,exact_label,LESS_SPECIFIC,GO:0030435,sporulation resulting in formation of a cellular spore,17
P37475,1,17.1061,C,endospore cortex,GO:0043595,exact_label,NO_OVERLAP,,,8
P37475,2,16.7072,P,sporulation,GO:0043934,exact_label,LESS_SPECIFIC,GO:0030435,sporulation resulting in formation of a cellular spore,8
P37475,3,16.1636,P,endospore formation,GO:0034301,exact_label,MORE_SPECIFIC,GO:0030435,sporulation resulting in formation of a cellular spore,8
P37475,4,16.1228,C,intracellular immature spore,GO:0042763,exact_label,LESS_SPECIFIC,GO:0042601,endospore-forming forespore,8
P37475,5,15.9804,P,negative regulation of spore germination,GO:1904360,exact_label,NO_OVERLAP,,,8
P13801,1,15.7161,P,sporulation,GO:0043934,exact_label,LESS_SPECIFIC,GO:0030435,sporulation resulting in formation of a cellular spore,8
P13801,2,13.7068,C,intracellular immature spore,GO:0042763,exact_label,NO_OVERLAP,,,8
P13801,3,13.6336,P,sporulation resulting in formation of a cellular spore,GO:0030435,exact_label,EXACT,GO:0030435,sporulation resulting in formation of a cellular spore,8
P13801,4,13.5916,P,endospore formation,GO:0034301,exact_label,MORE_SPECIFIC,GO:0030435,sporulation resulting in formation of a cellular spore,8
P13801,5,13.4564,C,endospore cortex,GO:0043595,exact_label,NO_OVERLAP,,,8
Q8INB9,1,16.4581,P,torso signaling pathway,GO:0008293,exact_label,NO_OVERLAP,,,50
Q8INB9,2,16.4469,F,torso binding,GO:0005122,exact_label,MORE_SPECIFIC,GO:0005515,protein binding,50
Q8INB9,3,16.3735,C,subrhabdomeral cisterna,GO:0016029,exact_label,NO_OVERLAP,,,50
Q8INB9,4,16.3719,P,positive regulation of torso signaling pathway,GO:0120176,exact_label,NO_OVERLAP,,,50
Q8INB9,5,15.8637,P,negative regulation of torso signaling pathway,GO:0120177,exact_label,NO_OVERLAP,,,50
Q8T8Y5,1,17.0982,F,BH2 domain binding,GO:0051433,exact_label,NO_OVERLAP,,,14
Q8T8Y5,2,17.0089,C,Bcl-2 family protein complex,GO:0097136,exact_label,EXACT,GO:0097136,Bcl-2 family protein complex,14
Q8T8Y5,3,16.9675,C,BIM-BCL-2 complex,GO:0097141,exact_label,MORE_SPECIFIC,GO:0097136,Bcl-2 family protein complex,14
Q8T8Y5,4,16.6212,P,execution phase of apoptosis,GO:0097194,exact_label,MORE_SPECIFIC,GO:0006915,apoptotic process,14
Q8T8Y5,5,16.6104,C,BIM-BCL-xl complex,GO:0097140,exact_label,MORE_SPECIFIC,GO:0097136,Bcl-2 family protein complex,14
O77059,1,17.9485,P,detection of light stimulus involved in magnetoreception,GO:0050980,exact_label,EXACT,GO:0050980,detection of light stimulus involved in magnetoreception,32
O77059,2,17.757,P,"UV-A, blue light phototransduction",GO:0009588,exact_label,EXACT,GO:0009588,"UV-A, blue light phototransduction",32
O77059,3,17.69,P,eclosion rhythm,GO:0008062,exact_label,MORE_SPECIFIC,GO:0007623,circadian rhythm,32
O77059,4,17.4598,P,"phototransduction, UV",GO:0007604,exact_label,MORE_SPECIFIC,GO:0007602,phototransduction,32
O77059,5,17.2087,F,blue light photoreceptor activity,GO:0009882,exact_label,EXACT,GO:0009882,blue light photoreceptor activity,32
Q0E9H9,1,17.1658,F,cell-cell adhesion mediator activity,GO:0098632,exact_label,NO_OVERLAP,,,29
Q0E9H9,2,16.5649,F,cell adhesion mediator activity,GO:0098631,exact_label,NO_OVERLAP,,,29
Q0E9H9,3,16.1837,P,dendrite self-avoidance,GO:0070593,exact_label,EXACT,GO:0070593,dendrite self-avoidance,29
Q0E9H9,4,15.6896,C,septate junction,GO:0005918,exact_label,NO_OVERLAP,,,29
Q0E9H9,5,14.971,F,axon guidance receptor activity,GO:0008046,exact_label,EXACT,GO:0008046,axon guidance receptor activity,29
P02828,1,16.3998,F,TPR domain binding,GO:0030911,exact_label,EXACT,GO:0030911,TPR domain binding,34
P02828,2,14.9713,C,HSP90-CDC37 chaperone complex,GO:1990565,exact_label,MORE_SPECIFIC,GO:0005737,cytoplasm,34
P02828,3,14.6568,P,flight,GO:0060361,exact_label,NO_OVERLAP,,,34
P02828,4,14.6422,P,oocyte growth in germarium-derived egg chamber,GO:0030715,exact_label,MORE_SPECIFIC,GO:0048477,oogenesis,34
P02828,5,14.6299,P,growth of a germarium-derived egg chamber,GO:0007295,exact_label,MORE_SPECIFIC,GO:0048477,oogenesis,34
Q08694,1,15.3027,P,digestion,GO:0007586,exact_label,NO_OVERLAP,,,8
Q08694,2,14.6315,F,lysozyme activity,GO:0003796,exact_label,EXACT,GO:0003796,lysozyme activity,8
Q08694,3,14.4079,P,metabolic process,GO:0008152,exact_label,NO_OVERLAP,,,8
Q08694,4,14.0012,P,salivary gland histolysis,GO:0035070,exact_label,NO_OVERLAP,,,8
Q08694,5,13.9349,C,yolk plasma,GO:0060418,exact_label,NO_OVERLAP,,,8
Q9VC03,1,16.6768,F,nicotinamide-nucleotide adenylyltransferase activity,GO:0000309,exact_label,EXACT,GO:0000309,nicotinamide-nucleotide adenylyltransferase activity,22
Q9VC03,2,14.1041,P,nicotinamide riboside biosynthetic process,GO:0071590,exact_label,NO_OVERLAP,,,22
Q9VC03,3,13.8608,F,protein ADP-ribosyltransferase-substrate adaptor activity,GO:0140768,exact_label,NO_OVERLAP,,,22
Q9VC03,4,13.5675,F,adenylyltransferase activity,GO:0070566,exact_label,EXACT,GO:0070566,adenylyltransferase activity,22
Q9VC03,5,12.7561,C,adenylyltransferase complex,GO:1902503,exact_label,NO_OVERLAP,,,22
Q95RG8,1,17.9791,P,positive regulation of ARF protein signal transduction,GO:0032014,exact_label,MORE_SPECIFIC,GO:0032012,regulation of ARF protein signal transduction,25
Q95RG8,2,17.6849,P,negative regulation of ARF protein signal transduction,GO:0032013,exact_label,MORE_SPECIFIC,GO:0032012,regulation of ARF protein signal transduction,25
Q95RG8,3,17.1589,P,regulation of ARF protein signal transduction,GO:0032012,exact_label,EXACT,GO:0032012,regulation of ARF protein signal transduction,25
Q95RG8,4,17.0495,P,ARF protein signal transduction,GO:0032011,exact_label,NO_OVERLAP,,,25
Q95RG8,5,16.0805,P,positive regulation of sevenless signaling pathway,GO:0045874,exact_label,NO_OVERLAP,,,25
P77395,1,15.6977,F,disulfide oxidoreductase activity,GO:0015036,exact_label,NO_OVERLAP,,,8
P77395,2,15.3926,F,protein carrier chaperone,GO:0140597,exact_label,NO_OVERLAP,,,8
P77395,3,15.2156,F,peroxide sensor activity,GO:0140442,exact_label,NO_OVERLAP,,,8
P77395,4,15.1826,P,cell redox homeostasis,GO:0045454,exact_label,EXACT,GO:0045454,cell redox homeostasis,8
P77395,5,15.0928,P,peptidyl-cysteine oxidation,GO:0018171,exact_label,NO_OVERLAP,,,8
P0AE85,1,13.3261,P,cellular response to cell envelope stress,GO:0036460,exact_label,MORE_SPECIFIC,GO:0006950,response to stress,7
P0AE85,2,13.1235,P,pyocyanine biosynthetic process,GO:0106220,exact_label,NO_OVERLAP,,,7
P0AE85,3,13.0908,P,single-species biofilm formation,GO:0044010,exact_label,NO_OVERLAP,,,7
P0AE85,4,13.0481,P,dormancy process,GO:0022611,exact_label,NO_OVERLAP,,,7
P0AE85,5,12.9303,C,cell pole,GO:0060187,exact_label,NO_OVERLAP,,,7
P08622,1,14.0367,F,heat shock protein binding,GO:0031072,exact_label,EXACT,GO:0031072,heat shock protein binding,23
P08622,2,13.321,P,response to heat,GO:0009408,exact_label,EXACT,GO:0009408,response to heat,23
P08622,3,13.0035,P,protein folding,GO:0006457,exact_label,EXACT,GO:0006457,protein folding,23
P08622,4,12.9077,P,DNA replication,GO:0006260,exact_label,EXACT,GO:0006260,DNA replication,23
P08622,5,12.8564,F,tripeptide aminopeptidase activity,GO:0045148,exact_label,NO_OVERLAP,,,23
P0A6Y8,1,11.944,F,ATP-dependent protein folding chaperone,GO:0140662,exact_label,EXACT,GO:0140662,ATP-dependent protein folding chaperone,27
P0A6Y8,2,11.4421,F,unfolded protein binding,GO:0051082,exact_label,EXACT,GO:0051082,unfolded protein binding,27
P0A6Y8,3,10.7289,F,heat shock protein binding,GO:0031072,exact_label,EXACT,GO:0031072,heat shock protein binding,27
P0A6Y8,4,10.568,F,protein folding chaperone,GO:0044183,exact_label,EXACT,GO:0044183,protein folding chaperone,27
P0A6Y8,5,10.5406,C,efflux pump complex,GO:1990281,exact_label,MORE_SPECIFIC,GO:0016020,membrane,27
P0A6F5,1,14.8611,C,GroEL-GroES complex,GO:1990220,exact_label,EXACT,GO:1990220,GroEL-GroES complex,18
P0A6F5,2,12.9667,P,protein refolding,GO:0042026,exact_label,EXACT,GO:0042026,protein refolding,18
P0A6F5,3,12.5207,F,ATP-dependent protein folding chaperone,GO:0140662,exact_label,EXACT,GO:0140662,ATP-dependent protein folding chaperone,18
P0A6F5,4,12.2613,F,isomerase activity,GO:0016853,exact_label,EXACT,GO:0016853,isomerase activity,18
P0A6F5,5,12.0634,F,unfolded protein binding,GO:0051082,exact_label,EXACT,GO:0051082,unfolded protein binding,18
P0AF93,1,19.268,F,2-iminopropanoate deaminase activity,GO:0120243,exact_label,EXACT,GO:0120243,2-iminopropanoate deaminase activity,16
P0AF93,2,18.7278,P,organonitrogen compound catabolic process,GO:1901565,obsolete_in_go,OBSOLETE_TERM,,,16
P0AF93,3,18.4574,F,2-iminobutanoate deaminase activity,GO:0120242,exact_label,EXACT,GO:0120242,2-iminobutanoate deaminase activity,16
P0AF93,4,16.6015,F,deaminase activity,GO:0019239,exact_label,EXACT,GO:0019239,deaminase activity,16
P0AF93,5,16.1543,P,threonine metabolic process,,unresolved,UNRESOLVED,,,16
P0AG86,1,15.2308,P,protein tetramerization,GO:0051262,exact_label,EXACT,GO:0051262,protein tetramerization,12
P0AG86,2,13.7283,P,protein transport,GO:0015031,exact_label,EXACT,GO:0015031,protein transport,12
P0AG86,3,13.1813,P,protein folding,GO:0006457,exact_label,EXACT,GO:0006457,protein folding,12
P0AG86,4,12.7157,F,unfolded protein binding,GO:0051082,exact_label,EXACT,GO:0051082,unfolded protein binding,12
P0AG86,5,12.4359,P,transport,GO:0006810,exact_label,LESS_SPECIFIC,GO:0015031,protein transport,12
P0AEU7,1,15.2213,P,protein localization to outer membrane,GO:0089705,exact_label,NO_OVERLAP,,,11
P0AEU7,2,15.0998,P,protein insertion into membrane from inner side,GO:0032978,obsolete_in_go,OBSOLETE_TERM,,,11
P0AEU7,3,13.203,P,pore complex assembly,GO:0046931,exact_label,NO_OVERLAP,,,11
P0AEU7,4,13.1491,C,plasma membrane protein complex,GO:0098797,exact_label,NO_OVERLAP,,,11
P0AEU7,5,13.1006,P,protein maturation by protein folding,GO:0022417,obsolete_in_go,OBSOLETE_TERM,,,11
P0A9K9,1,13.8694,P,protein complex oligomerization,GO:0051259,exact_label,NO_OVERLAP,,,16
P0A9K9,2,13.622,P,response to nickel cation,GO:0010045,exact_label,NO_OVERLAP,,,16
P0A9K9,3,13.4697,F,metallochaperone activity,GO:0016530,exact_label,NO_OVERLAP,,,16
P0A9K9,4,13.2833,P,stress response to nickel ion,GO:1990532,exact_label,NO_OVERLAP,,,16
P0A9K9,5,13.1606,P,nickel cation transport,GO:0015675,exact_label,NO_OVERLAP,,,16
P77754,1,14.2289,P,dormancy process,GO:0022611,exact_label,NO_OVERLAP,,,7
P77754,2,13.9409,P,cellular response to cell envelope stress,GO:0036460,exact_label,NO_OVERLAP,,,7
P77754,3,13.9227,P,entry into dormancy,GO:0097436,exact_label,NO_OVERLAP,,,7
P77754,4,13.702,P,single-species submerged biofilm formation,GO:0090609,exact_label,NO_OVERLAP,,,7
P77754,5,13.681,P,single-species biofilm formation,GO:0044010,exact_label,NO_OVERLAP,,,7
P0AD68,1,15.5456,P,peptidoglycan-protein cross-linking,GO:0018104,exact_label,MORE_SPECIFIC,GO:0009252,peptidoglycan biosynthetic process,17
P0AD68,2,15.253,P,negative regulation of FtsZ-dependent cytokinesis,GO:2000245,exact_label,NO_OVERLAP,,,17
P0AD68,3,14.9626,C,divisome complex,GO:1990586,exact_label,NO_OVERLAP,,,17
P0AD68,4,14.7749,C,FtsQBL complex,GO:1990587,exact_label,NO_OVERLAP,,,17
P0AD68,5,14.6678,P,peptidoglycan-based cell wall biogenesis,GO:0009273,exact_label,LESS_SPECIFIC,GO:0009252,peptidoglycan biosynthetic process,17
P0AD65,1,13.4163,P,penicillin metabolic process,GO:0042316,exact_label,NO_OVERLAP,,,15
P0AD65,2,13.2988,F,serine-type D-Ala-D-Ala carboxypeptidase activity,GO:0009002,exact_label,EXACT,GO:0009002,serine-type D-Ala-D-Ala carboxypeptidase activity,15
P0AD65,3,12.7539,P,peptidoglycan-protein cross-linking,GO:0018104,exact_label,MORE_SPECIFIC,GO:0009252,peptidoglycan biosynthetic process,15
P0AD65,4,12.3432,C,efflux pump complex,GO:1990281,exact_label,MORE_SPECIFIC,GO:0016020,membrane,15
P0AD65,5,12.2674,P,peptidoglycan biosynthetic process,GO:0009252,exact_label,EXACT,GO:0009252,peptidoglycan biosynthetic process,15
P0ABZ6,1,15.4254,P,protein localization to outer membrane,GO:0089705,exact_label,NO_OVERLAP,,,11
P0ABZ6,2,14.4002,P,protein stabilization,GO:0050821,exact_label,EXACT,GO:0050821,protein stabilization,11
P0ABZ6,3,13.523,C,outer membrane-bounded periplasmic space,GO:0030288,exact_label,EXACT,GO:0030288,outer membrane-bounded periplasmic space,11
P0ABZ6,4,13.3777,P,Gram-negative-bacterium-type cell outer membrane assembly,GO:0043165,exact_label,EXACT,GO:0043165,Gram-negative-bacterium-type cell outer membrane assembly,11
P0ABZ6,5,13.068,P,protein folding,GO:0006457,exact_label,EXACT,GO:0006457,protein folding,11
Q88I42,1,17.0126,P,phthalate catabolic process,GO:0046239,exact_label,NO_OVERLAP,,,6
Q88I42,2,16.5974,P,toluene catabolic process,GO:0042203,exact_label,NO_OVERLAP,,,6
Q88I42,3,15.5132,P,toluene metabolic process,GO:0018970,exact_label,NO_OVERLAP,,,6
Q88I42,4,15.2586,P,carbazole catabolic process,GO:0046232,exact_label,NO_OVERLAP,,,6
Q88I42,5,14.8541,P,benzoate catabolic process,GO:0043639,exact_label,NO_OVERLAP,,,6
Q88GK8,1,22.4587,F,"catechol 1,2-dioxygenase activity",GO:0018576,exact_label,EXACT,GO:0018576,"catechol 1,2-dioxygenase activity",8
Q88GK8,2,22.1152,F,"catechol 2,3-dioxygenase activity",GO:0018577,exact_label,MORE_SPECIFIC,GO:0003824,catalytic activity,8
Q88GK8,3,21.7006,F,"chlorocatechol 1,2-dioxygenase activity",GO:0018575,obsolete_in_go,OBSOLETE_TERM,,,8
Q88GK8,4,21.0571,P,"catechol catabolic process, ortho-cleavage",GO:0019615,exact_label,MORE_SPECIFIC,GO:0009712,catechol-containing compound metabolic process,8
Q88GK8,5,20.9959,P,catechol-containing compound metabolic process,GO:0009712,exact_label,EXACT,GO:0009712,catechol-containing compound metabolic process,8
Q88CR9,1,14.7286,P,SRP-dependent cotranslational protein targeting to membrane,GO:0006614,exact_label,EXACT,GO:0006614,SRP-dependent cotranslational protein targeting to membrane,11
Q88CR9,2,12.6073,P,"SRP-dependent cotranslational protein targeting to membrane, signal sequence recognition",GO:0006617,exact_label,MORE_SPECIFIC,GO:0006605,protein targeting,11
Q88CR9,3,12.3066,F,signal recognition particle binding,GO:0005047,exact_label,EXACT,GO:0005047,signal recognition particle binding,11
Q88CR9,4,11.129,C,signal recognition particle receptor complex,GO:0005785,exact_label,MORE_SPECIFIC,GO:0005737,cytoplasm,11
Q88CR9,5,10.9775,F,GTPase motor activity,GO:0061791,exact_label,MORE_SPECIFIC,GO:0003924,GTPase activity,11
Q88CU6,1,14.0854,P,penicillin metabolic process,GO:0042316,exact_label,NO_OVERLAP,,,16
Q88CU6,2,14.0556,F,penicillin binding,GO:0008658,exact_label,EXACT,GO:0008658,penicillin binding,16
Q88CU6,3,13.8977,F,serine-type D-Ala-D-Ala carboxypeptidase activity,GO:0009002,exact_label,EXACT,GO:0009002,serine-type D-Ala-D-Ala carboxypeptidase activity,16
Q88CU6,4,13.0109,P,response to antibiotic,GO:0046677,exact_label,EXACT,GO:0046677,response to antibiotic,16
Q88CU6,5,12.9626,F,peptidoglycan glycosyltransferase activity,GO:0008955,exact_label,EXACT,GO:0008955,peptidoglycan glycosyltransferase activity,16
Q88JH0,1,19.7079,F,alcohol dehydrogenase (cytochrome c(L)) activity,GO:0052933,exact_label,MORE_SPECIFIC,GO:0016491,oxidoreductase activity,10
Q88JH0,2,18.4906,F,alcohol dehydrogenase (cytochrome c) activity,GO:0052934,exact_label,EXACT,GO:0052934,alcohol dehydrogenase (cytochrome c) activity,10
Q88JH0,3,17.3641,F,pyrroloquinoline quinone binding,GO:0070968,exact_label,EXACT,GO:0070968,pyrroloquinoline quinone binding,10
