propagated_term	propagated_name	donor_token	donor_acc	donor_gene	donor_organism	donor_term	donor_term_name	donor_evidence	donor_reference	experimental
GO:0005634	nucleus	UniProtKB:Q9BXM0	Q9BXM0	PRX	Homo sapiens	GO:0005634		IDA	PMID:24633211	yes
GO:0005737	cytoplasm	MGI:MGI:108176	O55103	Prx	Mus musculus	GO:0005737		IBA	GO_REF:0000033	no
GO:0005737	cytoplasm	MGI:MGI:108176	O55103	Prx	Mus musculus	GO:0005737		ISS	GO_REF:0000024	no
GO:0005737	cytoplasm	MGI:MGI:108176	O55103	Prx	Mus musculus	GO:0005737		ISO	GO_REF:0000096	no
GO:0005737	cytoplasm	MGI:MGI:108176	O55103	Prx	Mus musculus	GO:0005737		ISO	GO_REF:0000119	no
GO:0005737	cytoplasm	MGI:MGI:108176	O55103	Prx	Mus musculus	GO:0005737		IEA	GO_REF:0000120	no
GO:0005737	cytoplasm	MGI:MGI:108176	O55103	Prx	Mus musculus	GO:0005737		EXP	PMID:10671475	yes
GO:0005737	cytoplasm	MGI:MGI:108176	O55103	Prx	Mus musculus	GO:0005737		IDA	PMID:15282162	yes
GO:0005737	cytoplasm	MGI:MGI:108176	O55103	Prx	Mus musculus	GO:0005737		EXP	PMID:9488714	yes
GO:0005737	cytoplasm	MGI:MGI:1316648	E9Q616	Ahnak	Mus musculus	GO:0005737		IBA	GO_REF:0000033	no
GO:0005737	cytoplasm	MGI:MGI:1316648	E9Q616	Ahnak	Mus musculus	GO:0005737		ISO	GO_REF:0000119	no
GO:0005737	cytoplasm	MGI:MGI:1316648	E9Q616	Ahnak	Mus musculus	GO:0005737		IEA	GO_REF:0000120	no
GO:0005737	cytoplasm	MGI:MGI:1316648	E9Q616	Ahnak	Mus musculus	GO:0005829		IEA	GO_REF:0000107	no
GO:0005737	cytoplasm	MGI:MGI:1316648	E9Q616	Ahnak	Mus musculus	GO:0005829		ISO	GO_REF:0000119	no
GO:0005737	cytoplasm	MGI:MGI:1316648	E9Q616	Ahnak	Mus musculus	GO:0005829		IDA	PMID:21940993	yes
GO:0005737	cytoplasm	MGI:MGI:1316648	E9Q616	Ahnak	Mus musculus	GO:0043034		IDA	PMID:20833135	yes
GO:0005737	cytoplasm	MGI:MGI:2144831	A0A7N9VR94	Ahnak2	Mus musculus	GO:0005737		IBA	GO_REF:0000033	no
GO:0005737	cytoplasm	MGI:MGI:2144831	A0A7N9VR94	Ahnak2	Mus musculus	GO:0005737		IEA	GO_REF:0000117	no
GO:0005737	cytoplasm	MGI:MGI:2144831	A0A7N9VR94	Ahnak2	Mus musculus	GO:0005829		ISO	GO_REF:0000119	no
GO:0005737	cytoplasm	MGI:MGI:2144831	A0A7N9VR94	Ahnak2	Mus musculus	GO:0030018		IDA	PMID:15007166	yes
GO:0005737	cytoplasm	MGI:MGI:2144831	A0A7N9VR94	Ahnak2	Mus musculus	GO:0030659		IDA	PMID:15007166	yes
GO:0005737	cytoplasm	MGI:MGI:2144831	A0A7N9VR94	Ahnak2	Mus musculus	GO:0043034		IDA	PMID:20833135	yes
GO:0005737	cytoplasm	RGD:619960	Q63425	Prx	Rattus norvegicus	GO:0005737		IBA	GO_REF:0000033	no
GO:0005737	cytoplasm	RGD:619960	Q63425	Prx	Rattus norvegicus	GO:0005737		IEA	GO_REF:0000120	no
GO:0005737	cytoplasm	RGD:619960	Q63425	Prx	Rattus norvegicus	GO:0005737		ISO	GO_REF:0000121	no
GO:0005737	cytoplasm	RGD:619960	Q63425	Prx	Rattus norvegicus	GO:0005737		ISO	GO_REF:0000121	no
GO:0005737	cytoplasm	RGD:619960	Q63425	Prx	Rattus norvegicus	GO:0005737		EXP	PMID:10671475	yes
GO:0005737	cytoplasm	RGD:619960	Q63425	Prx	Rattus norvegicus	GO:0005737		EXP	PMID:8155317	yes
GO:0005737	cytoplasm	RGD:619960	Q63425	Prx	Rattus norvegicus	GO:0005829		ISO	GO_REF:0000121	no
GO:0005737	cytoplasm	UniProtKB:Q09666	Q09666	AHNAK	Homo sapiens	GO:0005737		IBA	GO_REF:0000033	no
GO:0005737	cytoplasm	UniProtKB:Q09666	Q09666	AHNAK	Homo sapiens	GO:0005737		IEA	GO_REF:0000117	no
GO:0005737	cytoplasm	UniProtKB:Q09666	Q09666	AHNAK	Homo sapiens	GO:0005737		IDA	PMID:22057634	yes
GO:0005737	cytoplasm	UniProtKB:Q09666	Q09666	AHNAK	Homo sapiens	GO:0005765		HDA	PMID:17897319	yes
GO:0005737	cytoplasm	UniProtKB:Q09666	Q09666	AHNAK	Homo sapiens	GO:0005829		IDA	GO_REF:0000052	yes
GO:0005737	cytoplasm	UniProtKB:Q09666	Q09666	AHNAK	Homo sapiens	GO:0005829		IEA	GO_REF:0000107	no
GO:0005737	cytoplasm	UniProtKB:Q09666	Q09666	AHNAK	Homo sapiens	GO:0005829		ISS	PMID:21940993	no
GO:0005737	cytoplasm	UniProtKB:Q09666	Q09666	AHNAK	Homo sapiens	GO:0043034		IEA	GO_REF:0000107	no
GO:0005737	cytoplasm	UniProtKB:Q09666	Q09666	AHNAK	Homo sapiens	GO:0043034		ISS	PMID:21940993	no
GO:0005737	cytoplasm	UniProtKB:Q8IVF2	Q8IVF2	AHNAK2	Homo sapiens	GO:0005737		IBA	GO_REF:0000033	no
GO:0005737	cytoplasm	UniProtKB:Q8IVF2	Q8IVF2	AHNAK2	Homo sapiens	GO:0005737		IEA	GO_REF:0000117	no
GO:0005737	cytoplasm	UniProtKB:Q8IVF2	Q8IVF2	AHNAK2	Homo sapiens	GO:0005737		NAS	PMID:17185750	no
GO:0005737	cytoplasm	UniProtKB:Q8IVF2	Q8IVF2	AHNAK2	Homo sapiens	GO:0005829		IDA	GO_REF:0000052	yes
GO:0005737	cytoplasm	UniProtKB:Q9BXM0	Q9BXM0	PRX	Homo sapiens	GO:0005737		IBA	GO_REF:0000033	no
GO:0005737	cytoplasm	UniProtKB:Q9BXM0	Q9BXM0	PRX	Homo sapiens	GO:0005737		IEA	GO_REF:0000120	no
GO:0005737	cytoplasm	UniProtKB:Q9BXM0	Q9BXM0	PRX	Homo sapiens	GO:0005737		IDA	PMID:24633211	yes
GO:0043484	regulation of RNA splicing	MGI:MGI:108176	O55103	Prx	Mus musculus	GO:0043484		IBA	GO_REF:0000033	no
GO:0043484	regulation of RNA splicing	MGI:MGI:1316648	E9Q616	Ahnak	Mus musculus	GO:0043484		IBA	GO_REF:0000033	no
GO:0043484	regulation of RNA splicing	MGI:MGI:1316648	E9Q616	Ahnak	Mus musculus	GO:0043484		IDA	PMID:21940993	yes
