term_id	label	is_obsolete	fetched_date
GO:0001817	regulation of cytokine production	false	2026-02-10T14:41:12.512321
GO:0001819	positive regulation of cytokine production	false	2026-02-10T14:41:12.512411
GO:0001820	serotonin secretion	false	2026-02-10T14:41:12.512488
GO:0001821	histamine secretion	false	2026-02-10T14:41:12.512570
GO:0001822	kidney development	false	2026-02-10T14:41:12.512647
GO:0001823	mesonephros development	false	2026-02-10T14:41:12.512722
GO:0001833	inner cell mass cell proliferation	false	2026-02-10T14:41:12.512802
GO:0001836	release of cytochrome c from mitochondria	false	2026-02-10T14:41:12.512877
GO:0001837	epithelial to mesenchymal transition	false	2026-02-10T14:41:12.512950
GO:0001840	neural plate development	false	2026-02-10T14:41:12.513023
GO:0001843	neural tube closure	false	2026-02-10T14:41:12.513097
GO:0001849	complement component C1q complex binding	false	2026-02-10T14:41:12.513174
GO:0001865	NK T cell differentiation	false	2026-02-10T14:41:12.513249
GO:0001866	NK T cell proliferation	false	2026-02-10T14:41:12.513322
GO:0001878	response to yeast	false	2026-02-10T14:41:12.513405
GO:0001881	receptor recycling	false	2026-02-10T14:41:12.513479
GO:0001886	endothelial cell morphogenesis	false	2026-02-10T14:41:12.513556
GO:0001889	liver development	false	2026-02-10T14:41:12.513632
GO:0001890	placenta development	false	2026-02-10T14:41:12.513717
GO:0001892	embryonic placenta development	false	2026-02-10T14:41:12.513795
GO:0001894	tissue homeostasis	false	2026-02-10T14:41:12.513896
GO:0001917	photoreceptor inner segment	false	2026-02-10T14:41:12.513977
GO:0001921	positive regulation of receptor recycling	false	2026-02-10T14:41:12.514053
GO:0001932	regulation of protein phosphorylation	false	2026-02-10T14:41:12.514292
GO:0001933	negative regulation of protein phosphorylation	false	2026-02-10T14:41:12.514375
GO:0001934	positive regulation of protein phosphorylation	false	2026-02-10T14:41:12.514455
GO:0001935	endothelial cell proliferation	false	2026-02-10T14:41:12.514532
GO:0001937	negative regulation of endothelial cell proliferation	false	2026-02-10T14:41:12.514609
GO:0001938	positive regulation of endothelial cell proliferation	false	2026-02-10T14:41:12.514686
GO:0001942	hair follicle development	false	2026-02-10T14:41:12.514764
GO:0001944	vasculature development	false	2026-02-10T14:41:12.514841
GO:0001945	lymph vessel development	false	2026-02-10T14:41:12.514916
GO:0001947	heart looping	false	2026-02-10T14:41:12.514989
GO:0001951	intestinal D-glucose absorption	false	2026-02-10T14:41:12.515221
GO:0001952	regulation of cell-matrix adhesion	false	2026-02-10T14:41:12.515302
GO:0001953	negative regulation of cell-matrix adhesion	false	2026-02-10T14:41:12.515379
GO:0001960	negative regulation of cytokine-mediated signaling pathway	false	2026-02-10T14:41:12.515464
GO:0001961	positive regulation of cytokine-mediated signaling pathway	false	2026-02-10T14:41:12.515541
GO:0001963	synaptic transmission, dopaminergic	false	2026-02-10T14:41:12.515620
GO:0001965	G-protein alpha-subunit binding	false	2026-02-10T14:41:12.515716
GO:0001966	thigmotaxis	false	2026-02-10T14:41:12.515792
GO:0001967	suckling behavior	false	2026-02-10T14:41:12.515868
GO:0001968	fibronectin binding	false	2026-02-10T14:41:12.515943
GO:0001971	negative regulation of activation of membrane attack complex	false	2026-02-10T14:41:12.516021
GO:0001972	retinoic acid binding	false	2026-02-10T14:41:12.516097
GO:0001974	blood vessel remodeling	false	2026-02-10T14:41:12.516173
GO:0001975	response to amphetamine	false	2026-02-10T14:41:12.516248
GO:0001991	regulation of systemic arterial blood pressure by circulatory renin-angiotensin	false	2026-02-10T14:41:12.516371
GO:0002001	renin secretion into blood stream	false	2026-02-10T14:41:12.516453
GO:0002009	morphogenesis of an epithelium	false	2026-02-10T14:41:12.516576
GO:0002018	renin-angiotensin regulation of aldosterone production	false	2026-02-10T14:41:12.516660
GO:0002019	regulation of renal output by angiotensin	false	2026-02-10T14:41:12.516748
GO:0002020	protease binding	false	2026-02-10T14:41:12.516824
GO:0002021	response to dietary excess	false	2026-02-10T14:41:12.516901
GO:0002026	regulation of the force of heart contraction	false	2026-02-10T14:41:12.517285
GO:0002027	regulation of heart rate	false	2026-02-10T14:41:12.517530
GO:0002029	desensitization of G protein-coupled receptor signaling pathway	false	2026-02-10T14:41:12.517690
GO:0002034	maintenance of blood vessel diameter homeostasis by renin-angiotensin	false	2026-02-10T14:41:12.517785
GO:0002035	brain renin-angiotensin system	false	2026-02-10T14:41:12.517869
GO:0002038	positive regulation of L-glutamate import across plasma membrane	false	2026-02-10T14:41:12.518001
GO:0002039	p53 binding	false	2026-02-10T14:41:12.518083
GO:0002040	sprouting angiogenesis	false	2026-02-10T14:41:12.518163
GO:0002042	cell migration involved in sprouting angiogenesis	false	2026-02-10T14:41:12.518242
GO:0002052	positive regulation of neuroblast proliferation	false	2026-02-10T14:41:12.518395
GO:0002053	positive regulation of mesenchymal cell proliferation	false	2026-02-10T14:41:12.518569
GO:0002062	chondrocyte differentiation	false	2026-02-10T14:41:12.518673
GO:0002063	chondrocyte development	false	2026-02-10T14:41:12.518755
GO:0002064	epithelial cell development	false	2026-02-10T14:41:12.518868
GO:0002076	osteoblast development	false	2026-02-10T14:41:12.518952
GO:0002084	protein depalmitoylation	false	2026-02-10T14:41:12.519038
GO:0002088	lens development in camera-type eye	false	2026-02-10T14:41:12.519941
GO:0002089	lens morphogenesis in camera-type eye	false	2026-02-10T14:41:12.520057
GO:0002092	positive regulation of receptor internalization	false	2026-02-10T14:41:12.520244
GO:0002102	podosome	false	2026-02-10T14:41:12.520386
GO:0002119	nematode larval development	false	2026-02-10T14:41:12.520472
GO:0002129	wobble position guanine ribose methylation	false	2026-02-10T14:41:12.520552
GO:0002130	wobble position ribose methylation	false	2026-02-10T14:41:12.520630
GO:0002135	CTP binding	false	2026-02-10T14:41:12.520710
GO:0002138	retinoic acid biosynthetic process	false	2026-02-10T14:41:12.520786
GO:0002162	dystroglycan binding	false	2026-02-10T14:41:12.520919
GO:0002181	cytoplasmic translation	false	2026-02-10T14:41:12.521065
GO:0002183	cytoplasmic translational initiation	false	2026-02-10T14:41:12.521624
GO:0002193	MAML1-RBP-Jkappa- ICN1 complex	false	2026-02-10T14:41:12.521737
GO:0002199	zona pellucida receptor complex	false	2026-02-10T14:41:12.521826
GO:0002208	somatic diversification of immunoglobulins involved in immune response	false	2026-02-10T14:41:12.522086
GO:0002215	defense response to nematode	false	2026-02-10T14:41:12.522176
GO:0002218	activation of innate immune response	false	2026-02-10T14:41:12.522258
GO:0002223	stimulatory C-type lectin receptor signaling pathway	false	2026-02-10T14:41:12.522341
GO:0002225	positive regulation of antimicrobial peptide production	false	2026-02-10T14:41:12.522421
GO:0002227	innate immune response in mucosa	false	2026-02-10T14:41:12.522499
GO:0002230	positive regulation of defense response to virus by host	false	2026-02-10T14:41:12.522628
GO:0002237	response to molecule of bacterial origin	false	2026-02-10T14:41:12.522786
GO:0002244	hematopoietic progenitor cell differentiation	false	2026-02-10T14:41:12.522901
GO:0002250	adaptive immune response	false	2026-02-10T14:41:12.523025
GO:0002252	immune effector process	false	2026-02-10T14:41:12.523113
GO:0002260	lymphocyte homeostasis	false	2026-02-10T14:41:12.523198
GO:0002265	astrocyte activation involved in immune response	false	2026-02-10T14:41:12.523280
GO:0002270	plasmacytoid dendritic cell activation	false	2026-02-10T14:41:12.523363
GO:0002273	plasmacytoid dendritic cell differentiation	false	2026-02-10T14:41:12.523444
GO:0002281	macrophage activation involved in immune response	false	2026-02-10T14:41:12.523686
GO:0002283	neutrophil activation involved in immune response	false	2026-02-10T14:41:12.523775
GO:0002309	T cell proliferation involved in immune response	false	2026-02-10T14:41:12.524098
GO:0002314	germinal center B cell differentiation	false	2026-02-10T14:41:12.524231
GO:0002316	follicular B cell differentiation	false	2026-02-10T14:41:12.524337
GO:0002317	plasma cell differentiation	false	2026-02-10T14:41:12.524490
GO:0002320	lymphoid progenitor cell differentiation	false	2026-02-10T14:41:12.524583
GO:0002326	B cell lineage commitment	false	2026-02-10T14:41:12.524714
GO:0002327	immature B cell differentiation	false	2026-02-10T14:41:12.524798
GO:0002357	defense response to tumor cell	false	2026-02-10T14:41:12.524908
GO:0002360	T cell lineage commitment	false	2026-02-10T14:41:12.525004
GO:0002366	leukocyte activation involved in immune response	false	2026-02-10T14:41:12.525118
GO:0002376	immune system process	false	2026-02-10T14:41:12.525204
GO:0002407	dendritic cell chemotaxis	false	2026-02-10T14:41:12.525323
GO:0002429	immune response-activating cell surface receptor signaling pathway	false	2026-02-10T14:41:12.525434
GO:0002434	immune complex clearance	false	2026-02-10T14:41:12.525517
GO:0002437	inflammatory response to antigenic stimulus	false	2026-02-10T14:41:12.525602
GO:0002443	leukocyte mediated immunity	false	2026-02-10T14:41:12.525796
GO:0002456	T cell mediated immunity	false	2026-02-10T14:41:12.525886
GO:0002514	B cell tolerance induction	false	2026-02-10T14:41:12.526134
GO:0002520	immune system development	false	2026-02-10T14:41:12.526251
GO:0002544	chronic inflammatory response	false	2026-02-10T14:41:12.526358
GO:0002548	monocyte chemotaxis	false	2026-02-10T14:41:12.526437
GO:0002551	mast cell chemotaxis	false	2026-02-10T14:41:12.526514
GO:0002553	histamine secretion by mast cell	false	2026-02-10T14:41:12.526593
GO:0002554	serotonin secretion by platelet	false	2026-02-10T14:41:12.526669
GO:0002572	pro-T cell differentiation	false	2026-02-10T14:41:12.526782
GO:0002581	negative regulation of antigen processing and presentation of peptide or polysaccharide antigen via MHC class II	false	2026-02-10T14:41:12.526873
GO:0002590	negative regulation of antigen processing and presentation of peptide antigen via MHC class I	false	2026-02-10T14:41:12.526990
GO:0002605	negative regulation of dendritic cell antigen processing and presentation	false	2026-02-10T14:41:12.527388
GO:0002637	regulation of immunoglobulin production	false	2026-02-10T14:41:12.529123
GO:0002639	positive regulation of immunoglobulin production	false	2026-02-10T14:41:12.529357
GO:0002643	regulation of tolerance induction	false	2026-02-10T14:41:12.529461
GO:0002674	negative regulation of acute inflammatory response	false	2026-02-10T14:41:12.529701
GO:0002679	respiratory burst involved in defense response	false	2026-02-10T14:41:12.529939
GO:0002682	regulation of immune system process	false	2026-02-10T14:41:12.530033
GO:0002683	negative regulation of immune system process	false	2026-02-10T14:41:12.530112
GO:0002684	positive regulation of immune system process	false	2026-02-10T14:41:12.530191
GO:0002687	positive regulation of leukocyte migration	false	2026-02-10T14:41:12.530270
GO:0002726	positive regulation of T cell cytokine production	false	2026-02-10T14:41:12.530539
GO:0002752	cell surface pattern recognition receptor signaling pathway	false	2026-02-10T14:41:12.530777
GO:0002753	cytoplasmic pattern recognition receptor signaling pathway	false	2026-02-10T14:41:12.530860
GO:0002755	MyD88-dependent toll-like receptor signaling pathway	false	2026-02-10T14:41:12.530938
GO:0002804	positive regulation of antifungal peptide production	false	2026-02-10T14:41:12.531389
GO:0002819	regulation of adaptive immune response	false	2026-02-10T14:41:12.531677
GO:0002820	negative regulation of adaptive immune response	false	2026-02-10T14:41:12.531769
GO:0002821	positive regulation of adaptive immune response	false	2026-02-10T14:41:12.531850
