"accession_a"	"accession_b"	"gene_a"	"gene_b"	"detection_method"	"publication_ids"	"interaction_type"	"interaction_ids"	"confidence"	"expansion_method"	"experimental_role_a"	"experimental_role_b"	"interaction_annotation"	"host_organism"	"features_a"	"features_b"
"A1A4G5"	"Q04917"	"LNP1"	"YWHAH"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	"pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011"	"psi-mi:""MI:0914""(association)"	"intact:EBI-54755854|imex:IM-29278-11851"	"intact-miscore:0.35"	"psi-mi:""MI:1060""(spoke expansion)"	"psi-mi:""MI:0496""(bait)"	"psi-mi:""MI:0498""(prey)"	"figure legend:Supplementary Table 1|curation depth:imex curation|full coverage:Only protein-protein interactions"	"taxid:9606(human-293t)|taxid:9606(Homo sapiens HEK293T embryonic kidney cell)"	"tandem tag:c-c"	"-"
"A1A4G5"	"Q5JRX3"	"LNP1"	"PITRM1"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	"pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011"	"psi-mi:""MI:0914""(association)"	"intact:EBI-54755854|imex:IM-29278-11851"	"intact-miscore:0.35"	"psi-mi:""MI:1060""(spoke expansion)"	"psi-mi:""MI:0496""(bait)"	"psi-mi:""MI:0498""(prey)"	"figure legend:Supplementary Table 1|curation depth:imex curation|full coverage:Only protein-protein interactions"	"taxid:9606(human-293t)|taxid:9606(Homo sapiens HEK293T embryonic kidney cell)"	"tandem tag:c-c"	"-"
"A1A4G5"	"Q5TEU4"	"LNP1"	"NDUFAF5"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	"pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011"	"psi-mi:""MI:0914""(association)"	"intact:EBI-54755854|imex:IM-29278-11851"	"intact-miscore:0.35"	"psi-mi:""MI:1060""(spoke expansion)"	"psi-mi:""MI:0496""(bait)"	"psi-mi:""MI:0498""(prey)"	"figure legend:Supplementary Table 1|curation depth:imex curation|full coverage:Only protein-protein interactions"	"taxid:9606(human-293t)|taxid:9606(Homo sapiens HEK293T embryonic kidney cell)"	"tandem tag:c-c"	"-"
"A1A4G5"	"Q8IYS1"	"LNP1"	"PM20D2"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	"pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011"	"psi-mi:""MI:0914""(association)"	"intact:EBI-54755854|imex:IM-29278-11851"	"intact-miscore:0.35"	"psi-mi:""MI:1060""(spoke expansion)"	"psi-mi:""MI:0496""(bait)"	"psi-mi:""MI:0498""(prey)"	"figure legend:Supplementary Table 1|curation depth:imex curation|full coverage:Only protein-protein interactions"	"taxid:9606(human-293t)|taxid:9606(Homo sapiens HEK293T embryonic kidney cell)"	"tandem tag:c-c"	"-"
"A1A4G5"	"Q8TEL6"	"LNP1"	"TRPC4AP"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	"pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011"	"psi-mi:""MI:0914""(association)"	"intact:EBI-54755854|imex:IM-29278-11851"	"intact-miscore:0.35"	"psi-mi:""MI:1060""(spoke expansion)"	"psi-mi:""MI:0496""(bait)"	"psi-mi:""MI:0498""(prey)"	"figure legend:Supplementary Table 1|curation depth:imex curation|full coverage:Only protein-protein interactions"	"taxid:9606(human-293t)|taxid:9606(Homo sapiens HEK293T embryonic kidney cell)"	"tandem tag:c-c"	"-"
"A1A4G5"	"Q96HN2"	"LNP1"	"AHCYL2"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	"pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011"	"psi-mi:""MI:0914""(association)"	"intact:EBI-54755854|imex:IM-29278-11851"	"intact-miscore:0.35"	"psi-mi:""MI:1060""(spoke expansion)"	"psi-mi:""MI:0496""(bait)"	"psi-mi:""MI:0498""(prey)"	"figure legend:Supplementary Table 1|curation depth:imex curation|full coverage:Only protein-protein interactions"	"taxid:9606(human-293t)|taxid:9606(Homo sapiens HEK293T embryonic kidney cell)"	"tandem tag:c-c"	"-"
"A1A4G5"	"Q9BQG2"	"LNP1"	"NUDT12"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	"pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011"	"psi-mi:""MI:0914""(association)"	"intact:EBI-54755854|imex:IM-29278-11851"	"intact-miscore:0.35"	"psi-mi:""MI:1060""(spoke expansion)"	"psi-mi:""MI:0496""(bait)"	"psi-mi:""MI:0498""(prey)"	"figure legend:Supplementary Table 1|curation depth:imex curation|full coverage:Only protein-protein interactions"	"taxid:9606(human-293t)|taxid:9606(Homo sapiens HEK293T embryonic kidney cell)"	"tandem tag:c-c"	"-"
"A1A4G5"	"P15104"	"LNP1"	"GLUL"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	"pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011"	"psi-mi:""MI:0914""(association)"	"intact:EBI-54949365|imex:IM-29278-23403"	"intact-miscore:0.35"	"psi-mi:""MI:1060""(spoke expansion)"	"psi-mi:""MI:0496""(bait)"	"psi-mi:""MI:0498""(prey)"	"figure legend:Supplementary Table 1|curation depth:imex curation|full coverage:Only protein-protein interactions"	"taxid:9606(human-hct116)|taxid:9606(Homo sapiens HCT116 colon carcinoma cell)"	"tandem tag:c-c"	"-"
"A1A4G5"	"P27348"	"LNP1"	"YWHAQ"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	"pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011"	"psi-mi:""MI:0914""(association)"	"intact:EBI-54949365|imex:IM-29278-23403"	"intact-miscore:0.35"	"psi-mi:""MI:1060""(spoke expansion)"	"psi-mi:""MI:0496""(bait)"	"psi-mi:""MI:0498""(prey)"	"figure legend:Supplementary Table 1|curation depth:imex curation|full coverage:Only protein-protein interactions"	"taxid:9606(human-hct116)|taxid:9606(Homo sapiens HCT116 colon carcinoma cell)"	"tandem tag:c-c"	"-"
"A1A4G5"	"P31946"	"LNP1"	"YWHAB"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	"pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011"	"psi-mi:""MI:0914""(association)"	"intact:EBI-54949365|imex:IM-29278-23403"	"intact-miscore:0.35"	"psi-mi:""MI:1060""(spoke expansion)"	"psi-mi:""MI:0496""(bait)"	"psi-mi:""MI:0498""(prey)"	"figure legend:Supplementary Table 1|curation depth:imex curation|full coverage:Only protein-protein interactions"	"taxid:9606(human-hct116)|taxid:9606(Homo sapiens HCT116 colon carcinoma cell)"	"tandem tag:c-c"	"-"
"A1A4G5"	"P61981"	"LNP1"	"YWHAG"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	"pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011"	"psi-mi:""MI:0914""(association)"	"intact:EBI-54949365|imex:IM-29278-23403"	"intact-miscore:0.35"	"psi-mi:""MI:1060""(spoke expansion)"	"psi-mi:""MI:0496""(bait)"	"psi-mi:""MI:0498""(prey)"	"figure legend:Supplementary Table 1|curation depth:imex curation|full coverage:Only protein-protein interactions"	"taxid:9606(human-hct116)|taxid:9606(Homo sapiens HCT116 colon carcinoma cell)"	"tandem tag:c-c"	"-"
"A1A4G5"	"P62258"	"LNP1"	"YWHAE"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	"pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011"	"psi-mi:""MI:0914""(association)"	"intact:EBI-54949365|imex:IM-29278-23403"	"intact-miscore:0.35"	"psi-mi:""MI:1060""(spoke expansion)"	"psi-mi:""MI:0496""(bait)"	"psi-mi:""MI:0498""(prey)"	"figure legend:Supplementary Table 1|curation depth:imex curation|full coverage:Only protein-protein interactions"	"taxid:9606(human-hct116)|taxid:9606(Homo sapiens HCT116 colon carcinoma cell)"	"tandem tag:c-c"	"-"
"A1A4G5"	"P63104"	"LNP1"	"YWHAZ"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	"pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011"	"psi-mi:""MI:0914""(association)"	"intact:EBI-54949365|imex:IM-29278-23403"	"intact-miscore:0.35"	"psi-mi:""MI:1060""(spoke expansion)"	"psi-mi:""MI:0496""(bait)"	"psi-mi:""MI:0498""(prey)"	"figure legend:Supplementary Table 1|curation depth:imex curation|full coverage:Only protein-protein interactions"	"taxid:9606(human-hct116)|taxid:9606(Homo sapiens HCT116 colon carcinoma cell)"	"tandem tag:c-c"	"-"
"A1A4G5"	"Q04917"	"LNP1"	"YWHAH"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	"pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011"	"psi-mi:""MI:0914""(association)"	"intact:EBI-54949365|imex:IM-29278-23403"	"intact-miscore:0.35"	"psi-mi:""MI:1060""(spoke expansion)"	"psi-mi:""MI:0496""(bait)"	"psi-mi:""MI:0498""(prey)"	"figure legend:Supplementary Table 1|curation depth:imex curation|full coverage:Only protein-protein interactions"	"taxid:9606(human-hct116)|taxid:9606(Homo sapiens HCT116 colon carcinoma cell)"	"tandem tag:c-c"	"-"
"A1A4G5"	"Q9H2C0"	"LNP1"	"GAN"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	"pubmed:33961781|imex:IM-29278|doi:10.1016/j.cell.2021.04.011"	"psi-mi:""MI:0914""(association)"	"intact:EBI-54949365|imex:IM-29278-23403"	"intact-miscore:0.35"	"psi-mi:""MI:1060""(spoke expansion)"	"psi-mi:""MI:0496""(bait)"	"psi-mi:""MI:0498""(prey)"	"figure legend:Supplementary Table 1|curation depth:imex curation|full coverage:Only protein-protein interactions"	"taxid:9606(human-hct116)|taxid:9606(Homo sapiens HCT116 colon carcinoma cell)"	"tandem tag:c-c"	"-"
