family_id,review_status,term_scopes,unresolved_terms,family_wide_terms
PTHR18901,COMPLETE,No term grants asserted,0,0
PTHR18934,COMPLETE,No term grants asserted,0,0
PTHR19143,COMPLETE,No term grants asserted,0,0
PTHR19303,COMPLETE,No term grants asserted,0,0
PTHR19847,COMPLETE,UNRESOLVED: 2,2,0
PTHR19861,COMPLETE,No term grants asserted,0,0
PTHR19876,COMPLETE,No term grants asserted,0,0
PTHR19970,COMPLETE,No term grants asserted,0,0
PTHR20837,COMPLETE,No term grants asserted,0,0
PTHR20898,COMPLETE,No term grants asserted,0,0
PTHR21255,COMPLETE,No term grants asserted,0,0
PTHR21467,COMPLETE,No term grants asserted,0,0
PTHR21575,COMPLETE,No term grants asserted,0,0
PTHR21600,COMPLETE,No term grants asserted,0,0
PTHR21646,COMPLETE,UNRESOLVED: 1,1,0
PTHR21738,COMPLETE,No term grants asserted,0,0
PTHR22591,COMPLETE,UNRESOLVED: 3,3,0
PTHR22594,COMPLETE,No term grants asserted,0,0
PTHR22726,COMPLETE,No term grants asserted,0,0
PTHR22808,COMPLETE,UNRESOLVED: 2,2,0
PTHR22872,COMPLETE,UNRESOLVED: 1,1,0
PTHR22883,COMPLETE,No term grants asserted,0,0
PTHR22896,COMPLETE,UNRESOLVED: 2,2,0
PTHR22969,COMPLETE,No term grants asserted,0,0
PTHR23023,COMPLETE,No term grants asserted,0,0
PTHR23031,COMPLETE,No term grants asserted,0,0
PTHR23049,COMPLETE,No term grants asserted,0,0
PTHR23065,COMPLETE,UNRESOLVED: 1,1,0
PTHR23068,COMPLETE,UNRESOLVED: 2,2,0
PTHR23122,COMPLETE,No term grants asserted,0,0
PTHR23172,COMPLETE,UNRESOLVED: 1,1,0
PTHR23192,COMPLETE,UNRESOLVED: 4,4,0
PTHR23211,COMPLETE,No term grants asserted,0,0
PTHR23415,COMPLETE,UNRESOLVED: 1,1,0
PTHR23423,COMPLETE,No term grants asserted,0,0
PTHR24055,COMPLETE,UNRESOLVED: 1,1,0
PTHR24056,COMPLETE,UNRESOLVED: 2,2,0
PTHR24061,COMPLETE,UNRESOLVED: 1,1,0
PTHR24067,COMPLETE,UNRESOLVED: 1,1,0
PTHR24072,COMPLETE,UNRESOLVED: 1,1,0
PTHR24086,COMPLETE,FAMILY_WIDE: 1,0,1
PTHR24177,COMPLETE,UNRESOLVED: 1,1,0
PTHR24198,COMPLETE,UNRESOLVED: 1,1,0
PTHR24221,COMPLETE,FAMILY_WIDE: 1,0,1
PTHR24243,COMPLETE,UNRESOLVED: 1,1,0
PTHR24250,COMPLETE,UNRESOLVED: 1,1,0
PTHR24251,COMPLETE,UNRESOLVED: 2,2,0
PTHR24256,COMPLETE,UNRESOLVED: 1,1,0
PTHR24324,COMPLETE,UNRESOLVED: 1,1,0
PTHR24351,COMPLETE,UNRESOLVED: 1,1,0
PTHR24381,COMPLETE,UNRESOLVED: 4,4,0
PTHR24419,COMPLETE,UNRESOLVED: 1,1,0
PTHR28518,COMPLETE,FAMILY_WIDE: 1,0,1
PTHR30173,COMPLETE,FAMILY_WIDE: 1,0,1
PTHR31193,COMPLETE,No term grants asserted,0,0
PTHR31458,COMPLETE,UNRESOLVED: 1,1,0
PTHR31716,COMPLETE,No term grants asserted,0,0
PTHR31859,COMPLETE,UNRESOLVED: 1,1,0
PTHR32176,COMPLETE,UNRESOLVED: 2,2,0
PTHR33050,COMPLETE,UNRESOLVED: 3,3,0
PTHR33164,COMPLETE,UNRESOLVED: 1,1,0
PTHR34524,COMPLETE,UNRESOLVED: 1,1,0
PTHR35936,COMPLETE,UNRESOLVED: 1,1,0
PTHR36695,COMPLETE,UNRESOLVED: 1,1,0
PTHR38710,COMPLETE,FAMILY_WIDE: 1,0,1
PTHR40621,COMPLETE,FAMILY_WIDE: 1,0,1
PTHR42686,COMPLETE,UNRESOLVED: 1,1,0
PTHR42884,COMPLETE,UNRESOLVED: 1,1,0
PTHR43398,COMPLETE,UNRESOLVED: 1,1,0
PTHR43512,COMPLETE,UNRESOLVED: 1,1,0
PTHR43521,COMPLETE,UNRESOLVED: 1,1,0
PTHR43655,COMPLETE,UNRESOLVED: 2,2,0
PTHR43709,COMPLETE,UNRESOLVED: 1,1,0
PTHR43802,COMPLETE,UNRESOLVED: 1,1,0
PTHR43884,COMPLETE,UNRESOLVED: 1,1,0
PTHR44140,COMPLETE,No term grants asserted,0,0
PTHR44167,COMPLETE,UNRESOLVED: 1,1,0
PTHR44252,COMPLETE,UNRESOLVED: 2,2,0
PTHR44942,COMPLETE,UNRESOLVED: 1,1,0
PTHR45080,COMPLETE,UNRESOLVED: 2,2,0
PTHR45496,COMPLETE,UNRESOLVED: 1,1,0
PTHR45618,COMPLETE,UNRESOLVED: 1,1,0
PTHR45633,COMPLETE,UNRESOLVED: 1,1,0
PTHR45639,COMPLETE,UNRESOLVED: 1,1,0
PTHR45688,COMPLETE,UNRESOLVED: 1,1,0
PTHR45751,COMPLETE,UNRESOLVED: 2,2,0
PTHR45755,COMPLETE,UNRESOLVED: 1,1,0
PTHR46106,COMPLETE,UNRESOLVED: 1,1,0
PTHR46140,COMPLETE,UNRESOLVED: 1,1,0
PTHR46205,COMPLETE,UNRESOLVED: 1,1,0
PTHR46362,COMPLETE,FAMILY_WIDE: 1,0,1
PTHR46432,COMPLETE,UNRESOLVED: 1,1,0
PTHR46622,COMPLETE,UNRESOLVED: 1,1,0
PTHR46721,COMPLETE,FAMILY_WIDE: 1,0,1
PTHR46896,COMPLETE,UNRESOLVED: 1,1,0
PTHR47174,COMPLETE,UNRESOLVED: 1,1,0
PTHR47219,COMPLETE,UNRESOLVED: 1,1,0
PTHR47448,COMPLETE,FAMILY_WIDE: 1,0,1
PTHR47593,COMPLETE,UNRESOLVED: 2,2,0
PTHR47821,COMPLETE,UNRESOLVED: 1,1,0
PTHR48004,COMPLETE,UNRESOLVED: 2,2,0
PTHR48022,COMPLETE,UNRESOLVED: 1,1,0
PTHR48047,COMPLETE,UNRESOLVED: 1,1,0
PTHR48162,COMPLETE,No term grants asserted,0,0
PTHR48169,COMPLETE,UNRESOLVED: 1,1,0
PTHR48261,COMPLETE,UNRESOLVED: 1,1,0
