cohort,role,accession,species,gene_symbol,gene_review,cohort_source
ARGO50,prediction_target,A0A674PKV4,TAKRU,A0A674PKV4,genes/TAKRU/A0A674PKV4/A0A674PKV4-ai-review.yaml,projects/PROTNLM_EVALUATION/argo_protnlm_50.csv
ARGO50,prediction_target,A0A8M9QG43,DANRE,A0A8M9QG43,genes/DANRE/A0A8M9QG43/A0A8M9QG43-ai-review.yaml,projects/PROTNLM_EVALUATION/argo_protnlm_50.csv
ARGO50,prediction_target,A0A8C2TBA7,COTJA,A0A8C2TBA7,genes/COTJA/A0A8C2TBA7/A0A8C2TBA7-ai-review.yaml,projects/PROTNLM_EVALUATION/argo_protnlm_50.csv
ARGO50,prediction_target,A0A2I0M3K7,COLLI,A0A2I0M3K7,genes/COLLI/A0A2I0M3K7/A0A2I0M3K7-ai-review.yaml,projects/PROTNLM_EVALUATION/argo_protnlm_50.csv
ARGO50,prediction_target,A0A6I8W8A2,DROPS,A0A6I8W8A2,genes/DROPS/A0A6I8W8A2/A0A6I8W8A2-ai-review.yaml,projects/PROTNLM_EVALUATION/argo_protnlm_50.csv
ARGO50,prediction_target,A0A6I8TLE4,AEDAE,A0A6I8TLE4,genes/AEDAE/A0A6I8TLE4/A0A6I8TLE4-ai-review.yaml,projects/PROTNLM_EVALUATION/argo_protnlm_50.csv
ARGO50,prediction_target,S0EDH7,GIBF5,S0EDH7,genes/GIBF5/S0EDH7/S0EDH7-ai-review.yaml,projects/PROTNLM_EVALUATION/argo_protnlm_50.csv
ARGO50,prediction_target,Q2U1U6,ASPOR,Q2U1U6,genes/ASPOR/Q2U1U6/Q2U1U6-ai-review.yaml,projects/PROTNLM_EVALUATION/argo_protnlm_50.csv
ARGO50,prediction_target,A0A8J0SCI2,XENTR,A0A8J0SCI2,genes/XENTR/A0A8J0SCI2/A0A8J0SCI2-ai-review.yaml,projects/PROTNLM_EVALUATION/argo_protnlm_50.csv
ARGO50,prediction_target,A0A2G9RZF1,AQUCT,A0A2G9RZF1,genes/AQUCT/A0A2G9RZF1/A0A2G9RZF1-ai-review.yaml,projects/PROTNLM_EVALUATION/argo_protnlm_50.csv
ARGO50,prediction_target,A0A061AL94,CAEEL,A0A061AL94,genes/CAEEL/A0A061AL94/A0A061AL94-ai-review.yaml,projects/PROTNLM_EVALUATION/argo_protnlm_50.csv
ARGO50,prediction_target,A0A8B6GS20,MYTGA,A0A8B6GS20,genes/MYTGA/A0A8B6GS20/A0A8B6GS20-ai-review.yaml,projects/PROTNLM_EVALUATION/argo_protnlm_50.csv
ARGO50,prediction_target,A0BFB4,PARTE,A0BFB4,genes/PARTE/A0BFB4/A0BFB4-ai-review.yaml,projects/PROTNLM_EVALUATION/argo_protnlm_50.csv
ARGO50,prediction_target,B7FXQ8,PHATC,B7FXQ8,genes/PHATC/B7FXQ8/B7FXQ8-ai-review.yaml,projects/PROTNLM_EVALUATION/argo_protnlm_50.csv
ARGO50,prediction_target,A2FPI7,TRIV3,A2FPI7,genes/TRIV3/A2FPI7/A2FPI7-ai-review.yaml,projects/PROTNLM_EVALUATION/argo_protnlm_50.csv
ARGO50,prediction_target,A0A1S3BTE3,CUCME,A0A1S3BTE3,genes/CUCME/A0A1S3BTE3/A0A1S3BTE3-ai-review.yaml,projects/PROTNLM_EVALUATION/argo_protnlm_50.csv
ARGO50,prediction_target,A0A804UIX9,MAIZE,A0A804UIX9,genes/MAIZE/A0A804UIX9/A0A804UIX9-ai-review.yaml,projects/PROTNLM_EVALUATION/argo_protnlm_50.csv
ARGO50,prediction_target,A0A2I4G8T1,JUGRE,A0A2I4G8T1,genes/JUGRE/A0A2I4G8T1/A0A2I4G8T1-ai-review.yaml,projects/PROTNLM_EVALUATION/argo_protnlm_50.csv
ARGO50,prediction_target,Q7NUH2,CHRVO,Q7NUH2,genes/CHRVO/Q7NUH2/Q7NUH2-ai-review.yaml,projects/PROTNLM_EVALUATION/argo_protnlm_50.csv
ARGO50,prediction_target,Q7VZI5,BORPE,Q7VZI5,genes/BORPE/Q7VZI5/Q7VZI5-ai-review.yaml,projects/PROTNLM_EVALUATION/argo_protnlm_50.csv
ARGO50,prediction_target,A0A2K5UJ34,MACFA,A0A2K5UJ34,genes/MACFA/A0A2K5UJ34/A0A2K5UJ34-ai-review.yaml,projects/PROTNLM_EVALUATION/argo_protnlm_50.csv
ARGO50,prediction_target,A0A2U1PS28,ARTAN,A0A2U1PS28,genes/ARTAN/A0A2U1PS28/A0A2U1PS28-ai-review.yaml,projects/PROTNLM_EVALUATION/argo_protnlm_50.csv
ARGO50,prediction_target,A0A3B6NKR6,WHEAT,A0A3B6NKR6,genes/WHEAT/A0A3B6NKR6/A0A3B6NKR6-ai-review.yaml,projects/PROTNLM_EVALUATION/argo_protnlm_50.csv
ARGO50,prediction_target,A0A8B8WEG2,BALMU,A0A8B8WEG2,genes/BALMU/A0A8B8WEG2/A0A8B8WEG2-ai-review.yaml,projects/PROTNLM_EVALUATION/argo_protnlm_50.csv
ARGO50,prediction_target,B4MAQ2,DROVI,B4MAQ2,genes/DROVI/B4MAQ2/B4MAQ2-ai-review.yaml,projects/PROTNLM_EVALUATION/argo_protnlm_50.csv
ARGO50,prediction_target,A0A8B6BFL6,MYTGA,A0A8B6BFL6,genes/MYTGA/A0A8B6BFL6/A0A8B6BFL6-ai-review.yaml,projects/PROTNLM_EVALUATION/argo_protnlm_50.csv
ARGO50,prediction_target,A0A8J1IYX6,XENTR,A0A8J1IYX6,genes/XENTR/A0A8J1IYX6/A0A8J1IYX6-ai-review.yaml,projects/PROTNLM_EVALUATION/argo_protnlm_50.csv
ARGO50,prediction_target,A0A444Z7V7,ARAHY,A0A444Z7V7,genes/ARAHY/A0A444Z7V7/A0A444Z7V7-ai-review.yaml,projects/PROTNLM_EVALUATION/argo_protnlm_50.csv
ARGO50,prediction_target,F6WPT1,XENTR,F6WPT1,genes/XENTR/F6WPT1/F6WPT1-ai-review.yaml,projects/PROTNLM_EVALUATION/argo_protnlm_50.csv
ARGO50,prediction_target,A0A4W3GVU1,CALMI,A0A4W3GVU1,genes/CALMI/A0A4W3GVU1/A0A4W3GVU1-ai-review.yaml,projects/PROTNLM_EVALUATION/argo_protnlm_50.csv
HORSE40,prediction_target,A0A3Q2H1L9,HORSE,VAPA,genes/HORSE/VAPA/VAPA-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv
HORSE40,prediction_target,A0A3Q2I3U9,HORSE,CAPSL,genes/HORSE/CAPSL/CAPSL-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv
HORSE40,prediction_target,A0A9L0TJE1,HORSE,MYL10,genes/HORSE/MYL10/MYL10-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv
HORSE40,prediction_target,A0A9L0SR44,HORSE,KRIT1,genes/HORSE/KRIT1/KRIT1-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv
HORSE40,prediction_target,F7A4N8,HORSE,CTDSP2,genes/HORSE/CTDSP2/CTDSP2-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv
HORSE40,prediction_target,A0A9L0RWM8,HORSE,PEA15,genes/HORSE/PEA15/PEA15-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv
HORSE40,prediction_target,A0A9L0RRL6,HORSE,ALDH7A1,genes/HORSE/ALDH7A1/ALDH7A1-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv
HORSE40,prediction_target,F6QF00,HORSE,GHSR,genes/HORSE/GHSR/GHSR-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv
HORSE40,prediction_target,A0A5F5PM72,HORSE,ALG5,genes/HORSE/ALG5/ALG5-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv
HORSE40,prediction_target,F6Z587,HORSE,HSPD1,genes/HORSE/HSPD1/HSPD1-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv
HORSE40,prediction_target,A0A9L0T1D1,HORSE,CXCR3,genes/HORSE/CXCR3/CXCR3-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv
HORSE40,prediction_target,A0A9L0SB67,HORSE,DARS2,genes/HORSE/DARS2/DARS2-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv
HORSE40,prediction_target,A0A9L0TTC1,HORSE,GPAM,genes/HORSE/GPAM/GPAM-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv
HORSE40,prediction_target,A0A9L0S5Z5,HORSE,HSPA4,genes/HORSE/HSPA4/HSPA4-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv
HORSE40,prediction_target,A0A9L0SQG9,HORSE,DUOX1,genes/HORSE/DUOX1/DUOX1-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv
HORSE40,prediction_target,A0A9L0T3C1,HORSE,MTMR9,genes/HORSE/MTMR9/MTMR9-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv
HORSE40,prediction_target,A0A9L0T4W6,HORSE,PTPRN2,genes/HORSE/PTPRN2/PTPRN2-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv
HORSE40,prediction_target,A0A9L0T837,HORSE,DNMT3L,genes/HORSE/DNMT3L/DNMT3L-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv
HORSE40,prediction_target,A0A3Q2HDT6,HORSE,IRAK3,genes/HORSE/IRAK3/IRAK3-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv
HORSE40,prediction_target,A0A9L0S961,HORSE,PPP4R4,genes/HORSE/PPP4R4/PPP4R4-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv
HORSE40,prediction_target,A0A9L0R074,HORSE,CDK7,genes/HORSE/CDK7/CDK7-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv
HORSE40,prediction_target,A0A9L0SHX8,HORSE,MAP2K2,genes/HORSE/MAP2K2/MAP2K2-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv
HORSE40,prediction_target,A0A9L0T4E4,HORSE,ZDHHC23,genes/HORSE/ZDHHC23/ZDHHC23-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv
HORSE40,prediction_target,F6T000,HORSE,CH25H,genes/HORSE/CH25H/CH25H-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv
HORSE40,prediction_target,A0A9L0TSN4,HORSE,BCAT2,genes/HORSE/BCAT2/BCAT2-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv
HORSE40,prediction_target,F6S899,HORSE,SIRT5,genes/HORSE/SIRT5/SIRT5-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv
HORSE40,prediction_target,A0A9L0T7K6,HORSE,USP8,genes/HORSE/USP8/USP8-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv
HORSE40,prediction_target,A0A9L0R9P8,HORSE,OMA1,genes/HORSE/OMA1/OMA1-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv
HORSE40,prediction_target,A0A9L0S4L8,HORSE,EFR3A,genes/HORSE/EFR3A/EFR3A-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv
HORSE40,prediction_target,A0A5F5PZM5,HORSE,CACNB3,genes/HORSE/CACNB3/CACNB3-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv
HORSE40,prediction_target,A0A9L0RGD6,HORSE,SHLD2,genes/HORSE/SHLD2/SHLD2-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv
HORSE40,prediction_target,A0A9L0R5P7,HORSE,GEMIN5,genes/HORSE/GEMIN5/GEMIN5-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv
HORSE40,prediction_target,A0A9L0RQI4,HORSE,AFAP1L2,genes/HORSE/AFAP1L2/AFAP1L2-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv
HORSE40,prediction_target,A0A9L0SKW1,HORSE,OLFML2A,genes/HORSE/OLFML2A/OLFML2A-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv
HORSE40,prediction_target,A0A5F5PJ44,HORSE,CC2D2A,genes/HORSE/CC2D2A/CC2D2A-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv
HORSE40,prediction_target,A0A3Q2KRK8,HORSE,WDPCP,genes/HORSE/WDPCP/WDPCP-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv
HORSE40,prediction_target,F7BIV4,HORSE,TRAF2,genes/HORSE/TRAF2/TRAF2-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv
HORSE40,prediction_target,F6TY09,HORSE,WEE1,genes/HORSE/WEE1/WEE1-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv
HORSE40,prediction_target,A0A9L0SWY1,HORSE,DYNLT2B,genes/HORSE/DYNLT2B/DYNLT2B-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv
HORSE40,prediction_target,A0A9L0TK01,HORSE,DNMT3A,genes/HORSE/DNMT3A/DNMT3A-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv
HORSE40_HUMAN_PAIR,paired_reference,Q9P0L0,human,VAPA,genes/human/VAPA/VAPA-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv
HORSE40_HUMAN_PAIR,paired_reference,Q8WWF8,human,CAPSL,genes/human/CAPSL/CAPSL-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv
HORSE40_HUMAN_PAIR,paired_reference,Q9BUA6,human,MYL10,genes/human/MYL10/MYL10-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv
HORSE40_HUMAN_PAIR,paired_reference,O00522,human,KRIT1,genes/human/KRIT1/KRIT1-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv
HORSE40_HUMAN_PAIR,paired_reference,O14595,human,CTDSP2,genes/human/CTDSP2/CTDSP2-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv
HORSE40_HUMAN_PAIR,paired_reference,Q15121,human,PEA15,genes/human/PEA15/PEA15-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv
HORSE40_HUMAN_PAIR,paired_reference,P49419,human,ALDH7A1,genes/human/ALDH7A1/ALDH7A1-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv
HORSE40_HUMAN_PAIR,paired_reference,Q92847,human,GHSR,genes/human/GHSR/GHSR-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv
HORSE40_HUMAN_PAIR,paired_reference,Q9Y673,human,ALG5,genes/human/ALG5/ALG5-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv
HORSE40_HUMAN_PAIR,paired_reference,P10809,human,HSPD1,genes/human/HSPD1/HSPD1-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv
HORSE40_HUMAN_PAIR,paired_reference,P49682,human,CXCR3,genes/human/CXCR3/CXCR3-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv
HORSE40_HUMAN_PAIR,paired_reference,Q6PI48,human,DARS2,genes/human/DARS2/DARS2-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv
HORSE40_HUMAN_PAIR,paired_reference,Q9HCL2,human,GPAM,genes/human/GPAM/GPAM-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv
HORSE40_HUMAN_PAIR,paired_reference,P34932,human,HSPA4,genes/human/HSPA4/HSPA4-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv
HORSE40_HUMAN_PAIR,paired_reference,Q9NRD9,human,DUOX1,genes/human/DUOX1/DUOX1-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv
HORSE40_HUMAN_PAIR,paired_reference,Q96QG7,human,MTMR9,genes/human/MTMR9/MTMR9-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv
HORSE40_HUMAN_PAIR,paired_reference,Q92932,human,PTPRN2,genes/human/PTPRN2/PTPRN2-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv
HORSE40_HUMAN_PAIR,paired_reference,Q9UJW3,human,DNMT3L,genes/human/DNMT3L/DNMT3L-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv
HORSE40_HUMAN_PAIR,paired_reference,Q9Y616,human,IRAK3,genes/human/IRAK3/IRAK3-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv
HORSE40_HUMAN_PAIR,paired_reference,Q6NUP7,human,PPP4R4,genes/human/PPP4R4/PPP4R4-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv
HORSE40_HUMAN_PAIR,paired_reference,P50613,human,CDK7,genes/human/CDK7/CDK7-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv
HORSE40_HUMAN_PAIR,paired_reference,P36507,human,MAP2K2,genes/human/MAP2K2/MAP2K2-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv
HORSE40_HUMAN_PAIR,paired_reference,Q8IYP9,human,ZDHHC23,genes/human/ZDHHC23/ZDHHC23-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv
HORSE40_HUMAN_PAIR,paired_reference,O95992,human,CH25H,genes/human/CH25H/CH25H-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv
HORSE40_HUMAN_PAIR,paired_reference,O15382,human,BCAT2,genes/human/BCAT2/BCAT2-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv
HORSE40_HUMAN_PAIR,paired_reference,Q9NXA8,human,SIRT5,genes/human/SIRT5/SIRT5-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv
HORSE40_HUMAN_PAIR,paired_reference,P40818,human,USP8,genes/human/USP8/USP8-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv
HORSE40_HUMAN_PAIR,paired_reference,Q96E52,human,OMA1,genes/human/OMA1/OMA1-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv
HORSE40_HUMAN_PAIR,paired_reference,Q14156,human,EFR3A,genes/human/EFR3A/EFR3A-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv
HORSE40_HUMAN_PAIR,paired_reference,P54284,human,CACNB3,genes/human/CACNB3/CACNB3-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv
HORSE40_HUMAN_PAIR,paired_reference,Q86V20,human,SHLD2,genes/human/SHLD2/SHLD2-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv
HORSE40_HUMAN_PAIR,paired_reference,Q8TEQ6,human,GEMIN5,genes/human/GEMIN5/GEMIN5-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv
HORSE40_HUMAN_PAIR,paired_reference,Q8N4X5,human,AFAP1L2,genes/human/AFAP1L2/AFAP1L2-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv
HORSE40_HUMAN_PAIR,paired_reference,Q68BL7,human,OLFML2A,genes/human/OLFML2A/OLFML2A-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv
HORSE40_HUMAN_PAIR,paired_reference,Q9P2K1,human,CC2D2A,genes/human/CC2D2A/CC2D2A-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv
HORSE40_HUMAN_PAIR,paired_reference,O95876,human,WDPCP,genes/human/WDPCP/WDPCP-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv
HORSE40_HUMAN_PAIR,paired_reference,Q12933,human,TRAF2,genes/human/TRAF2/TRAF2-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv
HORSE40_HUMAN_PAIR,paired_reference,P30291,human,WEE1,genes/human/WEE1/WEE1-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv
HORSE40_HUMAN_PAIR,paired_reference,Q8WW35,human,DYNLT2B,genes/human/DYNLT2B/DYNLT2B-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv
HORSE40_HUMAN_PAIR,paired_reference,Q9Y6K1,human,DNMT3A,genes/human/DNMT3A/DNMT3A-ai-review.yaml,projects/PROTNLM_EVALUATION/mammal-benchmark/horse40.csv
FLY41,prediction_target,A0A0B4K7P3,DROME,CG43124,genes/DROME/CG43124/CG43124-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv
FLY41,prediction_target,A0A0B4KEF3,DROME,Lcp3,genes/DROME/Lcp3/Lcp3-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv
FLY41,prediction_target,A0A0B4KHM2,DROME,CSN5,genes/DROME/CSN5/CSN5-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv
FLY41,prediction_target,A0A0B4LFV5,DROME,CG33453,genes/DROME/CG33453/CG33453-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv
FLY41,prediction_target,A0A0B4LHX6,DROME,awd,genes/DROME/awd/awd-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv
FLY41,prediction_target,A1Z8G0,DROME,metro,genes/DROME/metro/metro-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv
FLY41,prediction_target,A4UZ54,DROME,Pld,genes/DROME/Pld/Pld-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv
FLY41,prediction_target,A8Y5A1,DROME,Gfat1,genes/DROME/Gfat1/Gfat1-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv
FLY41,prediction_target,D5SHU8,DROME,ttv,genes/DROME/ttv/ttv-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv
FLY41,prediction_target,E8NH57,DROME,Hn,genes/DROME/Hn/Hn-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv
FLY41,prediction_target,M9NFK2,DROME,ftz-f1,genes/DROME/ftz-f1/ftz-f1-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv
FLY41,prediction_target,M9NFR3,DROME,CycA,genes/DROME/CycA/CycA-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv
FLY41,prediction_target,Q0E9F2,DROME,sns,genes/DROME/sns/sns-ai-review.yaml,projects/PROTNLM_EVALUATION/fly-benchmark/functional-cohort.csv
