EntryID	ECNumber	Organism	UniprotID	Substrate	parameter.name	parameter.type	parameter.associatedSpecies	parameter.startValue	parameter.endValue	parameter.standardDeviation	parameter.unit	PubMedID
2929	2.7.1.1	Homo sapiens	P35557	ATP;2-Deoxy-D-glucose	Vmax	Vmax		6.83347E-5		-	katal*g^(-1)	7730377
2929	2.7.1.1	Homo sapiens	P35557	ATP;2-Deoxy-D-glucose	S	concentration	2-Deoxy-D-glucose	5.0E-5	0.6	-	M	7730377
2930	2.7.1.1	Homo sapiens	P35557	ATP;D-Fructose	S	concentration	D-Fructose	5.0E-5	0.6	-	M	7730377
2930	2.7.1.1	Homo sapiens	P35557	ATP;D-Fructose	Km	Km	D-Fructose	0.24		2.9E-2	M	7730377
2930	2.7.1.1	Homo sapiens	P35557	ATP;D-Fructose	Vmax	Vmax		0.002033374		-	katal*g^(-1)	7730377
2931	2.7.1.1	Homo sapiens	P35557	D-Fructose;ATP	Km	Km	D-Fructose	0.24		7E-2	M	7730377
2931	2.7.1.1	Homo sapiens	P35557	D-Fructose;ATP	S	concentration	D-Fructose	5.0E-5	0.6	-	M	7730377
2931	2.7.1.1	Homo sapiens	P35557	D-Fructose;ATP	Vmax	Vmax		1.52003E-4		-	katal*g^(-1)	7730377
2932	2.7.1.1	Homo sapiens	P35557	ATP;D-Fructose	Km	Km	D-Fructose	0.0573		4.5E-3	M	7730377
2932	2.7.1.1	Homo sapiens	P35557	ATP;D-Fructose	S	concentration	D-Fructose	5.0E-5	0.6	-	M	7730377
2932	2.7.1.1	Homo sapiens	P35557	ATP;D-Fructose	Vmax	Vmax		3.966746E-4		-	katal*g^(-1)	7730377
2933	2.7.1.1	Homo sapiens	P35557	ATP;D-Fructose	Vmax	Vmax		5.300106E-5		-	katal*g^(-1)	7730377
2933	2.7.1.1	Homo sapiens	P35557	ATP;D-Fructose	Km	Km	D-Fructose	0.0077		2E-4	M	7730377
2933	2.7.1.1	Homo sapiens	P35557	ATP;D-Fructose	S	concentration	D-Fructose	5.0E-5	0.6	-	M	7730377
2934	2.7.1.1	Homo sapiens	P35557	D-Fructose;ATP	Vmax	Vmax		0.00516677		-	katal*g^(-1)	7730377
2934	2.7.1.1	Homo sapiens	P35557	D-Fructose;ATP	Km	Km	D-Fructose	0.077		1.1E-2	M	7730377
2934	2.7.1.1	Homo sapiens	P35557	D-Fructose;ATP	S	concentration	D-Fructose	5.0E-5	0.6	-	M	7730377
2935	2.7.1.1	Homo sapiens	P35557	ATP;D-Fructose	S	concentration	D-Fructose	5.0E-5	0.6	-	M	7730377
2935	2.7.1.1	Homo sapiens	P35557	ATP;D-Fructose	Vmax	Vmax		2.416715E-4		-	katal*g^(-1)	7730377
2935	2.7.1.1	Homo sapiens	P35557	ATP;D-Fructose	Km	Km	D-Fructose	0.0047		5E-4	M	7730377
2936	2.7.1.1	Homo sapiens	P35557	ATP;D-Glucose	Ki	Ki	N-Acetylglucosamine	2.0E-4		-	M	7730377
2936	2.7.1.1	Homo sapiens	P35557	ATP;D-Glucose	Km	Km	D-Glucose	0.006		4E-4	M	7730377
2936	2.7.1.1	Homo sapiens	P35557	ATP;D-Glucose	Ki/Km	unknown	D-Glucose	0.033		-	-	7730377
2937	2.7.1.1	Homo sapiens	P35557	ATP;D-Glucose	Ki	Ki	N-Acetylglucosamine	2.8E-4		-	M	7730377
2937	2.7.1.1	Homo sapiens	P35557	ATP;D-Glucose	Km	Km	D-Glucose	0.0021		1.1E-4	M	7730377
2937	2.7.1.1	Homo sapiens	P35557	ATP;D-Glucose	Ki/Km	unknown	D-Glucose	0.13		-	-	7730377
2938	2.7.1.1	Homo sapiens	P35557	ATP;D-Glucose	km	Km	D-Glucose	3.4E-4		5E-5	M	7730377
2938	2.7.1.1	Homo sapiens	P35557	ATP;D-Glucose	Ki	Ki	N-Acetylglucosamine	2.1E-4		-	M	7730377
2938	2.7.1.1	Homo sapiens	P35557	ATP;D-Glucose	Ki/Km	unknown	D-Glucose	0.62		-	-	7730377
2939	2.7.1.1	Homo sapiens	P35557	ATP;D-Glucose	Ki/Km	unknown	D-Glucose	1.9		-	-	7730377
2939	2.7.1.1	Homo sapiens	P35557	ATP;D-Glucose	Km	Km	D-Glucose	1.5E-4		4E-5	M	7730377
2939	2.7.1.1	Homo sapiens	P35557	ATP;D-Glucose	Ki	Ki	N-Acetylglucosamine	2.8E-4		-	M	7730377
2940	2.7.1.1	Homo sapiens	P35557	ATP;D-Glucose	Ki/Km	unknown	D-Glucose	0.062		-	-	7730377
2940	2.7.1.1	Homo sapiens	P35557	ATP;D-Glucose	Ki	Ki	N-Acetylglucosamine	1.3E-4		-	M	7730377
2940	2.7.1.1	Homo sapiens	P35557	ATP;D-Glucose	Km	Km	D-Glucose	0.0021		1.9E-4	M	7730377
2941	2.7.1.1	Homo sapiens	P35557	ATP;D-Glucose	Ki/Km	unknown	D-Glucose	0.46		-	-	7730377
2941	2.7.1.1	Homo sapiens	P35557	ATP;D-Glucose	Ki	Ki	N-Acetylglucosamine	7.0E-5		-	M	7730377
2941	2.7.1.1	Homo sapiens	P35557	ATP;D-Glucose	Km	Km	D-Glucose	1.5E-4		1E-5	M	7730377
2942	2.7.1.1	Homo sapiens	P35557	D-Glucose;ATP	Ki	Ki	D-Glucose 6-phosphate	0.012		-	M	7730377
2943	2.7.1.1	Homo sapiens	P35557	ATP;D-Glucose	Ki	Ki	D-Glucose 6-phosphate	0.004		-	M	7730377
2944	2.7.1.1	Homo sapiens	P35557	ATP;D-Glucose	Ki	Ki	D-Glucose 6-phosphate	0.0082		-	M	7730377
2945	2.7.1.1	Homo sapiens	P35557	D-Glucose;ATP	Ki	Ki	D-Glucose 6-phosphate	0.015		-	M	7730377
2946	2.7.1.1	Homo sapiens	P35557	D-Glucose;ATP	Ki	Ki	D-Glucose 6-phosphate	0.012		-	M	7730377
2947	2.7.1.1	Homo sapiens	P35557	ATP;D-Glucose	Ki	Ki	D-Glucose 6-phosphate	0.012		-	M	7730377
2948	2.7.1.1	Homo sapiens	P35557	ATP;D-Glucose	B	concentration	ATP	0.005		-	M	7730377
2948	2.7.1.1	Homo sapiens	P35557	ATP;D-Glucose	S	concentration	D-Glucose	1.0E-5	0.001	-	M	7730377
2948	2.7.1.1	Homo sapiens	P35557	ATP;D-Glucose	Km	Km	D-Glucose	2.5E-5		-	M	7730377
2948	2.7.1.1	Homo sapiens	P35557	ATP;D-Glucose	Vmax	Vmax		6.6668E-4		-	katal*g^(-1)	7730377
2949	2.7.1.1	Homo sapiens	P35557	ATP;D-Glucose	Km	Km	D-Glucose	3.0E-5		-	M	7730377
2949	2.7.1.1	Homo sapiens	P35557	ATP;D-Glucose	S	concentration	D-Glucose	1.0E-5	0.001	-	M	7730377
2949	2.7.1.1	Homo sapiens	P35557	ATP;D-Glucose	B	concentration	ATP	0.005		-	M	7730377
2949	2.7.1.1	Homo sapiens	P35557	ATP;D-Glucose	Vmax	Vmax		6.6668E-4		-	katal*g^(-1)	7730377
2950	2.7.1.1	Homo sapiens	P35557	D-Glucose;ATP	S	concentration	ATP	1.0E-4	0.01	-	M	7730377
2950	2.7.1.1	Homo sapiens	P35557	D-Glucose;ATP	Vmax	Vmax		0.00133336		8.3335E-5	katal*g^(-1)	7730377
2950	2.7.1.1	Homo sapiens	P35557	D-Glucose;ATP	B	concentration	D-Glucose	0.1		-	M	7730377
2950	2.7.1.1	Homo sapiens	P35557	D-Glucose;ATP	Km	Km	ATP	6.3E-4		9E-5	M	7730377
2951	2.7.1.1	Homo sapiens	P35557	ATP;D-Glucose	B	concentration	D-Glucose	0.1		-	M	7730377
2951	2.7.1.1	Homo sapiens	P35557	ATP;D-Glucose	Vmax	Vmax		1.00002E-4		3.3334E-6	katal*g^(-1)	7730377
2951	2.7.1.1	Homo sapiens	P35557	ATP;D-Glucose	S	concentration	ATP	1.0E-4	0.01	-	M	7730377
2951	2.7.1.1	Homo sapiens	P35557	ATP;D-Glucose	Km	Km	ATP	0.0026		1.1E-4	M	7730377
2952	2.7.1.1	Homo sapiens	P35557	ATP;D-Glucose	Vmax	Vmax		1.00002E-5		3.3334E-6	katal*g^(-1)	7730377
2952	2.7.1.1	Homo sapiens	P35557	ATP;D-Glucose	B	concentration	D-Glucose	0.1		-	M	7730377
2952	2.7.1.1	Homo sapiens	P35557	ATP;D-Glucose	S	concentration	ATP	1.0E-4	0.01	-	M	7730377
2952	2.7.1.1	Homo sapiens	P35557	ATP;D-Glucose	Km	Km	ATP	0.00226		2.3E-4	M	7730377
2953	2.7.1.1	Homo sapiens	P35557	D-Glucose;ATP	B	concentration	D-Glucose	0.1		-	M	7730377
2953	2.7.1.1	Homo sapiens	P35557	D-Glucose;ATP	Km	Km	ATP	2.7E-4		3E-5	M	7730377
2953	2.7.1.1	Homo sapiens	P35557	D-Glucose;ATP	Vmax	Vmax		0.00133336		1.83337E-4	katal*g^(-1)	7730377
2953	2.7.1.1	Homo sapiens	P35557	D-Glucose;ATP	S	concentration	ATP	1.0E-4	0.01	-	M	7730377
2954	2.7.1.1	Homo sapiens	P35557	ATP;D-Glucose	B	concentration	D-Glucose	0.1		-	M	7730377
2954	2.7.1.1	Homo sapiens	P35557	ATP;D-Glucose	Km	Km	ATP	0.00221		2.1E-4	M	7730377
2954	2.7.1.1	Homo sapiens	P35557	ATP;D-Glucose	Vmax	Vmax		1.100022E-4		3.3334E-6	katal*g^(-1)	7730377
2954	2.7.1.1	Homo sapiens	P35557	ATP;D-Glucose	S	concentration	ATP	1.0E-4	0.01	-	M	7730377
2955	2.7.1.1	Homo sapiens	P35557	D-Glucose;ATP	B	concentration	D-Glucose	0.1		-	M	7730377
2955	2.7.1.1	Homo sapiens	P35557	D-Glucose;ATP	Vmax	Vmax		3.3334E-5		5.0001E-6	katal*g^(-1)	7730377
2955	2.7.1.1	Homo sapiens	P35557	D-Glucose;ATP	Km	Km	ATP	0.00152		1.9E-4	M	7730377
2955	2.7.1.1	Homo sapiens	P35557	D-Glucose;ATP	S	concentration	ATP	1.0E-4	0.01	-	M	7730377
2956	2.7.1.1	Homo sapiens	P35557	D-Glucose;ATP	B	concentration	D-Glucose	0.1		-	M	7730377
2956	2.7.1.1	Homo sapiens	P35557	D-Glucose;ATP	Vmax	Vmax		6.6668E-4		-	katal*g^(-1)	7730377
2956	2.7.1.1	Homo sapiens	P35557	D-Glucose;ATP	S	concentration	ATP	1.0E-4	0.01	-	M	7730377
2956	2.7.1.1	Homo sapiens	P35557	D-Glucose;ATP	Km	Km	ATP	1.0E-6		-	M	7730377
2957	2.7.1.1	Homo sapiens	P35557	D-Glucose;ATP	Ki	Ki	D-Glucose 6-phosphate	4.0E-5		-	M	7730377
2958	2.7.1.1	Homo sapiens	P35557	D-Glucose;ATP	Ki	Ki	D-Glucose 6-phosphate	7.0E-5		-	M	7730377
2959	2.7.1.1	Homo sapiens	P35557	ATP;D-Glucose	Km	Km	ATP	8.0E-7		-	M	7730377
2959	2.7.1.1	Homo sapiens	P35557	ATP;D-Glucose	S	concentration	ATP	1.0E-4	0.01	-	M	7730377
2959	2.7.1.1	Homo sapiens	P35557	ATP;D-Glucose	B	concentration	D-Glucose	0.1		-	M	7730377
2959	2.7.1.1	Homo sapiens	P35557	ATP;D-Glucose	Vmax	Vmax		6.6668E-4		-	katal*g^(-1)	7730377
2960	2.7.1.1	Homo sapiens	P35557	ATP;D-Glucose	S	concentration	D-Glucose	1.0E-5	0.001	-	M	7730377
2960	2.7.1.1	Homo sapiens	P35557	ATP;D-Glucose	B	concentration	ATP	0.005		-	M	7730377
2960	2.7.1.1	Homo sapiens	P35557	ATP;D-Glucose	Vmax	Vmax		6.6668E-4		-	katal*g^(-1)	7730377
2960	2.7.1.1	Homo sapiens	P35557	ATP;D-Glucose	Km	Km	D-Glucose	2.9E-5		-	M	7730377
2961	2.7.1.1	Homo sapiens	P35557	ATP;D-Glucose	S	concentration	ATP	1.0E-4	0.01	-	M	7730377
2961	2.7.1.1	Homo sapiens	P35557	ATP;D-Glucose	Km	Km	ATP	5.0E-7		-	M	7730377
2961	2.7.1.1	Homo sapiens	P35557	ATP;D-Glucose	B	concentration	D-Glucose	0.1		-	M	7730377
2961	2.7.1.1	Homo sapiens	P35557	ATP;D-Glucose	Vmax	Vmax		6.6668E-4		-	katal*g^(-1)	7730377
2962	2.7.1.1	Homo sapiens	P35557	ATP;D-Glucose	Ki	Ki	D-Glucose 6-phosphate	7.0E-5		-	M	7730377
