action	gene	taxon	propagated_term_id	propagated_term_label	graft_node	panther_family	panther_family_name	panther_subfamily	panther_subfamily_name
MARK_AS_OVER_ANNOTATED	amaC	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0042802	identical protein binding	PTN001725705	PTHR11879	ASPARTATE AMINOTRANSFERASE	PTHR11879:SF37	AROMATIC-AMINO-ACID AMINOTRANSFERASE
MARK_AS_OVER_ANNOTATED	aprA	Nitratidesulfovibrio vulgaris (Desulfovibrio vulgaris) Hildenborough	GO:0009055	electron transfer activity	PTN000908678	PTHR11632	SUCCINATE DEHYDROGENASE 2 FLAVOPROTEIN SUBUNIT	PTHR11632:SF51	SUCCINATE DEHYDROGENASE [UBIQUINONE] FLAVOPROTEIN SUBUNIT, MITOCHONDRIAL
MARK_AS_OVER_ANNOTATED	argD	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0042802	identical protein binding	PTN002279553	PTHR11986	AMINOTRANSFERASE CLASS III	PTHR11986:SF113	SUCCINYLORNITHINE TRANSAMINASE
MARK_AS_OVER_ANNOTATED	aroQ	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0019631	quinate catabolic process	PTN000479790	PTHR21272	CATABOLIC 3-DEHYDROQUINASE	PTHR21272:SF3	CATABOLIC 3-DEHYDROQUINASE
MARK_AS_OVER_ANNOTATED	aroQ-III	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0019631	quinate catabolic process	PTN000479790	PTHR21272	CATABOLIC 3-DEHYDROQUINASE	PTHR21272:SF3	CATABOLIC 3-DEHYDROQUINASE
MARK_AS_OVER_ANNOTATED	aroQ1	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0019631	quinate catabolic process	PTN002327525	PTHR21272	CATABOLIC 3-DEHYDROQUINASE	PTHR21272:SF3	CATABOLIC 3-DEHYDROQUINASE
MARK_AS_OVER_ANNOTATED	aroQ2	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0019631	quinate catabolic process	PTN002327524	PTHR21272	CATABOLIC 3-DEHYDROQUINASE	PTHR21272:SF3	CATABOLIC 3-DEHYDROQUINASE
MARK_AS_OVER_ANNOTATED	aruC	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0042802	identical protein binding	PTN002279542	PTHR11986	AMINOTRANSFERASE CLASS III	PTHR11986:SF79	ACETYLORNITHINE AMINOTRANSFERASE, MITOCHONDRIAL
MARK_AS_OVER_ANNOTATED	bioD	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0005829	cytosol	PTN002456225	PTHR43210	DETHIOBIOTIN SYNTHETASE	PTHR43210:SF5	DETHIOBIOTIN SYNTHETASE
MARK_AS_OVER_ANNOTATED	cpx	Doryteuthis pealeii	GO:0031201	SNARE complex	PTN002703616	PTHR16705	COMPLEXIN	PTHR16705:SF4	COMPLEXIN
MARK_AS_OVER_ANNOTATED	dapA	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0005829	cytosol	PTN002281418	PTHR12128	DIHYDRODIPICOLINATE SYNTHASE	PTHR12128:SF66	4-HYDROXY-2-OXOGLUTARATE ALDOLASE, MITOCHONDRIAL
MARK_AS_OVER_ANNOTATED	dapB	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0005829	cytosol	PTN002324624	PTHR20836	DIHYDRODIPICOLINATE REDUCTASE	PTHR20836:SF0	4-HYDROXY-TETRAHYDRODIPICOLINATE REDUCTASE 1, CHLOROPLASTIC-RELATED
MARK_AS_OVER_ANNOTATED	dapF	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0005829	cytosol	PTN002420849	PTHR31689	DIAMINOPIMELATE EPIMERASE, CHLOROPLASTIC	PTHR31689:SF0	DIAMINOPIMELATE EPIMERASE
MARK_AS_OVER_ANNOTATED	dapF	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0005829	cytosol	PTN001271294	PTHR31689	DIAMINOPIMELATE EPIMERASE, CHLOROPLASTIC	PTHR31689:SF0	DIAMINOPIMELATE EPIMERASE
MARK_AS_OVER_ANNOTATED	davT	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0042802	identical protein binding	PTN002633741	PTHR11986	AMINOTRANSFERASE CLASS III	PTHR11986:SF58	LEUCINE_METHIONINE RACEMASE
MARK_AS_OVER_ANNOTATED	ddlA	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0005829	cytosol	PTN000566195	PTHR23132	D-ALANINE--D-ALANINE LIGASE	PTHR23132:SF25	D-ALANINE--D-ALANINE LIGASE A
MARK_AS_OVER_ANNOTATED	dinB	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0005829	cytosol	PTN002253950	PTHR11076	DNA REPAIR POLYMERASE UMUC / TRANSFERASE FAMILY MEMBER	PTHR11076:SF33	DNA POLYMERASE KAPPA
MARK_AS_OVER_ANNOTATED	dxs	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0016744	transketolase or transaldolase activity	PTN002457875	PTHR43322	1-D-DEOXYXYLULOSE 5-PHOSPHATE SYNTHASE-RELATED	PTHR43322:SF5	1-DEOXY-D-XYLULOSE-5-PHOSPHATE SYNTHASE, CHLOROPLASTIC
MARK_AS_OVER_ANNOTATED	exbB	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0017038	protein import	PTN004746214	PTHR30625	PROTEIN TOLQ	PTHR30625:SF16	BIOPOLYMER TRANSPORT PROTEIN EXBB
MARK_AS_OVER_ANNOTATED	fabB	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0005829	cytosol	PTN002270989	PTHR11712	POLYKETIDE SYNTHASE-RELATED	PTHR11712:SF306	3-OXOACYL-[ACYL-CARRIER-PROTEIN] SYNTHASE 1
MARK_AS_OVER_ANNOTATED	fabV	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0050343	trans-2-enoyl-CoA reductase (NADH) activity	PTN002206130	PTHR37480	ENOYL-[ACYL-CARRIER-PROTEIN] REDUCTASE [NADH]	PTHR37480:SF1	ENOYL-[ACYL-CARRIER-PROTEIN] REDUCTASE [NADH]
MARK_AS_OVER_ANNOTATED	flgE	Pseudomonas putida KT2440	GO:0071978	bacterial-type flagellum-dependent swarming motility	PTN000764868	PTHR30435	FLAGELLAR PROTEIN	PTHR30435:SF1	FLAGELLAR HOOK PROTEIN FLGE
MARK_AS_OVER_ANNOTATED	gcvH1	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0005737	cytoplasm	PTN002271035	PTHR11715	GLYCINE CLEAVAGE SYSTEM H PROTEIN	PTHR11715:SF3	GLYCINE CLEAVAGE SYSTEM H PROTEIN-RELATED
MARK_AS_OVER_ANNOTATED	gcvH2	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0005737	cytoplasm	PTN002271036	PTHR11715	GLYCINE CLEAVAGE SYSTEM H PROTEIN	PTHR11715:SF3	GLYCINE CLEAVAGE SYSTEM H PROTEIN-RELATED
MARK_AS_OVER_ANNOTATED	glgB	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0005737	cytoplasm	PTN002462574	PTHR43651	1,4-ALPHA-GLUCAN-BRANCHING ENZYME	PTHR43651:SF3	1,4-ALPHA-GLUCAN-BRANCHING ENZYME
MARK_AS_OVER_ANNOTATED	gshB	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0016879	ligase activity, forming carbon-nitrogen bonds	PTN002330136	PTHR21621	RIBOSOMAL PROTEIN S6 MODIFICATION PROTEIN	PTHR21621:SF4	GLUTATHIONE SYNTHETASE
MARK_AS_OVER_ANNOTATED	hisD	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0005829	cytosol	PTN002327387	PTHR21256	HISTIDINOL DEHYDROGENASE HDH	PTHR21256:SF2	HISTIDINE BIOSYNTHESIS TRIFUNCTIONAL PROTEIN
MARK_AS_OVER_ANNOTATED	hmgC	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0004364	glutathione transferase activity	PTN002448156	PTHR42673	MALEYLACETOACETATE ISOMERASE	PTHR42673:SF21	GLUTATHIONE S-TRANSFERASE YFCF
MARK_AS_OVER_ANNOTATED	hmgC	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0006749	glutathione metabolic process	PTN002448156	PTHR42673	MALEYLACETOACETATE ISOMERASE	PTHR42673:SF21	GLUTATHIONE S-TRANSFERASE YFCF
MARK_AS_OVER_ANNOTATED	hutF	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0019239	deaminase activity	PTN002462020	PTHR11271	GUANINE DEAMINASE	PTHR11271:SF48	AMIDOHYDROLASE-RELATED DOMAIN-CONTAINING PROTEIN
MARK_AS_OVER_ANNOTATED	ilvA-I	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0003941	L-serine ammonia-lyase activity	PTN002463974	PTHR48078	THREONINE DEHYDRATASE, MITOCHONDRIAL-RELATED	PTHR48078:SF11	THREONINE DEHYDRATASE, MITOCHONDRIAL
MARK_AS_OVER_ANNOTATED	ilvA-I	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0006565	L-serine catabolic process	PTN002463974	PTHR48078	THREONINE DEHYDRATASE, MITOCHONDRIAL-RELATED	PTHR48078:SF11	THREONINE DEHYDRATASE, MITOCHONDRIAL
MARK_AS_OVER_ANNOTATED	ilvA-I	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0006567	L-threonine catabolic process	PTN002463974	PTHR48078	THREONINE DEHYDRATASE, MITOCHONDRIAL-RELATED	PTHR48078:SF11	THREONINE DEHYDRATASE, MITOCHONDRIAL
MARK_AS_OVER_ANNOTATED	ilvA-II	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0003941	L-serine ammonia-lyase activity	PTN002463976	PTHR48078	THREONINE DEHYDRATASE, MITOCHONDRIAL-RELATED	PTHR48078:SF11	THREONINE DEHYDRATASE, MITOCHONDRIAL
MARK_AS_OVER_ANNOTATED	ilvA-II	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0006565	L-serine catabolic process	PTN002463976	PTHR48078	THREONINE DEHYDRATASE, MITOCHONDRIAL-RELATED	PTHR48078:SF11	THREONINE DEHYDRATASE, MITOCHONDRIAL
MARK_AS_OVER_ANNOTATED	ilvA-II	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0006567	L-threonine catabolic process	PTN002463976	PTHR48078	THREONINE DEHYDRATASE, MITOCHONDRIAL-RELATED	PTHR48078:SF11	THREONINE DEHYDRATASE, MITOCHONDRIAL
MARK_AS_OVER_ANNOTATED	ilvH	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0005829	cytosol	PTN002410438	PTHR30239	ACETOLACTATE SYNTHASE SMALL SUBUNIT	PTHR30239:SF0	ACETOLACTATE SYNTHASE SMALL SUBUNIT 1, CHLOROPLASTIC
MARK_AS_OVER_ANNOTATED	leuB	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0005829	cytosol	PTN002452704	PTHR42979	3-ISOPROPYLMALATE DEHYDROGENASE	PTHR42979:SF1	3-ISOPROPYLMALATE DEHYDROGENASE
MARK_AS_OVER_ANNOTATED	mcr-1	Escherichia coli	GO:0009244	lipopolysaccharide core region biosynthetic process	PTN002019544	PTHR30443	INNER MEMBRANE PROTEIN	PTHR30443:SF0	PHOSPHOETHANOLAMINE TRANSFERASE EPTA
MARK_AS_OVER_ANNOTATED	mcr-3	Aeromonas media	GO:0009244	lipopolysaccharide core region biosynthetic process	PTN002019542	PTHR30443	INNER MEMBRANE PROTEIN	PTHR30443:SF0	PHOSPHOETHANOLAMINE TRANSFERASE EPTA
MARK_AS_OVER_ANNOTATED	mcr-4	Salmonella sp	GO:0009244	lipopolysaccharide core region biosynthetic process	PTN002019543	PTHR30443	INNER MEMBRANE PROTEIN	PTHR30443:SF0	PHOSPHOETHANOLAMINE TRANSFERASE EPTA
MARK_AS_OVER_ANNOTATED	mcr2	Escherichia coli	GO:0009244	lipopolysaccharide core region biosynthetic process	PTN002019544	PTHR30443	INNER MEMBRANE PROTEIN	PTHR30443:SF0	PHOSPHOETHANOLAMINE TRANSFERASE EPTA
MARK_AS_OVER_ANNOTATED	mobA	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:1902758	bis(molybdopterin guanine dinucleotide)molybdenum biosynthetic process	PTN002318022	PTHR19136	MOLYBDENUM COFACTOR GUANYLYLTRANSFERASE	PTHR19136:SF81	MOLYBDENUM COFACTOR GUANYLYLTRANSFERASE
MARK_AS_OVER_ANNOTATED	moeA	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0005737	cytoplasm	PTN002229918	PTHR10192	MOLYBDOPTERIN BIOSYNTHESIS PROTEIN	PTHR10192:SF5	GEPHYRIN
MARK_AS_OVER_ANNOTATED	moeB	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0005737	cytoplasm	PTN002250299	PTHR10953	UBIQUITIN-ACTIVATING ENZYME E1	PTHR10953:SF194	MOLYBDOPTERIN-SYNTHASE ADENYLYLTRANSFERASE
MARK_AS_OVER_ANNOTATED	mraY	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0044038	cell wall macromolecule biosynthetic process	PTN002341405	PTHR22926	PHOSPHO-N-ACETYLMURAMOYL-PENTAPEPTIDE-TRANSFERASE	PTHR22926:SF5	PHOSPHO-N-ACETYLMURAMOYL-PENTAPEPTIDE-TRANSFERASE HOMOLOG
MARK_AS_OVER_ANNOTATED	mraY	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0071555	cell wall organization	PTN002341405	PTHR22926	PHOSPHO-N-ACETYLMURAMOYL-PENTAPEPTIDE-TRANSFERASE	PTHR22926:SF5	PHOSPHO-N-ACETYLMURAMOYL-PENTAPEPTIDE-TRANSFERASE HOMOLOG
MARK_AS_OVER_ANNOTATED	mscL	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0006811	monoatomic ion transport	PTN002410587	PTHR30266	MECHANOSENSITIVE CHANNEL MSCL	PTHR30266:SF2	LARGE-CONDUCTANCE MECHANOSENSITIVE CHANNEL
MARK_AS_OVER_ANNOTATED	murB	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0005829	cytosol	PTN002326094	PTHR21071	UDP-N-ACETYLENOLPYRUVOYLGLUCOSAMINE REDUCTASE	PTHR21071:SF4	UDP-N-ACETYLENOLPYRUVOYLGLUCOSAMINE REDUCTASE
MARK_AS_OVER_ANNOTATED	murG	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0016757	glycosyltransferase activity	PTN002325814	PTHR21015	UDP-N-ACETYLGLUCOSAMINE--N-ACETYLMURAMYL-(PENTAPEPTIDE) PYROPHOSPHORYL-UNDECAPRENOL N-ACETYLGLUCOSAMINE TRANSFERASE 1	PTHR21015:SF22	GLYCOSYLTRANSFERASE
MARK_AS_OVER_ANNOTATED	murJ	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0034204	lipid translocation	PTN002257100	PTHR47019	LIPID II FLIPPASE MURJ	PTHR47019:SF1	LIPID II FLIPPASE MURJ
MARK_AS_OVER_ANNOTATED	mutS	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0003690	double-stranded DNA binding	PTN002260821	PTHR11361	DNA MISMATCH REPAIR PROTEIN MUTS FAMILY MEMBER	PTHR11361:SF34	DNA MISMATCH REPAIR PROTEIN MSH1, MITOCHONDRIAL
MARK_AS_OVER_ANNOTATED	mvaB	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0046951	ketone body biosynthetic process	PTN002448903	PTHR42738	HYDROXYMETHYLGLUTARYL-COA LYASE	PTHR42738:SF7	HYDROXYMETHYLGLUTARYL-COA LYASE
MARK_AS_OVER_ANNOTATED	nuoE	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0003954	NADH dehydrogenase activity	PTN002234036	PTHR10371	NADH DEHYDROGENASE UBIQUINONE FLAVOPROTEIN 2, MITOCHONDRIAL	PTHR10371:SF3	NADH DEHYDROGENASE [UBIQUINONE] FLAVOPROTEIN 2, MITOCHONDRIAL
MARK_AS_OVER_ANNOTATED	nuoG	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0003954	NADH dehydrogenase activity	PTN002267032	PTHR43105	RESPIRATORY NITRATE REDUCTASE	PTHR43105:SF10	NADH-QUINONE OXIDOREDUCTASE SUBUNIT G
MARK_AS_OVER_ANNOTATED	nuoH	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0003954	NADH dehydrogenase activity	PTN002262020	PTHR11432	NADH DEHYDROGENASE SUBUNIT 1	PTHR11432:SF3	NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 1
MARK_AS_OVER_ANNOTATED	nuoI	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0003954	NADH dehydrogenase activity	PTN000091339	PTHR10849	NADH DEHYDROGENASE UBIQUINONE IRON-SULFUR PROTEIN 8, MITOCHONDRIAL	PTHR10849:SF20	NADH DEHYDROGENASE [UBIQUINONE] IRON-SULFUR PROTEIN 8, MITOCHONDRIAL
MARK_AS_OVER_ANNOTATED	nuoL	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0003954	NADH dehydrogenase activity	PTN002450313	PTHR42829	NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5	PTHR42829:SF2	NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5
MARK_AS_OVER_ANNOTATED	nuoM	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0003954	NADH dehydrogenase activity	PTN002460631	PTHR43507	NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 4	PTHR43507:SF1	NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 4
MARK_AS_OVER_ANNOTATED	paaF	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0006635	fatty acid beta-oxidation	PTN000235251	PTHR11941	ENOYL-COA HYDRATASE-RELATED	PTHR11941:SF54	ENOYL-COA HYDRATASE, MITOCHONDRIAL
MARK_AS_OVER_ANNOTATED	paaH	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0006635	fatty acid beta-oxidation	PTN000592971	PTHR48075	3-HYDROXYACYL-COA DEHYDROGENASE FAMILY PROTEIN	PTHR48075:SF5	3-HYDROXYBUTYRYL-COA DEHYDROGENASE
