action	gene	taxon	propagated_term_id	propagated_term_label	graft_node	panther_family	panther_family_name	panther_subfamily	panther_subfamily_name	aspect	mode	mode_label	mode_source	mode_note	reviewer_reason
MARK_AS_OVER_ANNOTATED	NCGR_LOCUS1270	Miscanthus lutarioriparius	GO:0006000	fructose metabolic process	PTN004269459	PTHR11556	FRUCTOSE-1,6-BISPHOSPHATASE-RELATED	PTHR11556:SF1	FRUCTOSE-BISPHOSPHATASE	biological_process	1	GRANULARITY	heuristic	granularity keywords	Overly vague and misleading. The enzyme's biological role is in the Calvin cycle (GO:0019253), not in fructose metabolism per se. TreeGrafter annotation that fails to capture the specific biological context.
MARK_AS_OVER_ANNOTATED	NCGR_LOCUS1270	Miscanthus lutarioriparius	GO:0006002	fructose 6-phosphate metabolic process	PTN004269459	PTHR11556	FRUCTOSE-1,6-BISPHOSPHATASE-RELATED	PTHR11556:SF1	FRUCTOSE-BISPHOSPHATASE	biological_process	1	GRANULARITY	heuristic	granularity keywords	Technically true but uninformative without Calvin cycle context. The reductive pentose-phosphate cycle (GO:0019253) annotation captures the specific biological process. This TreeGrafter annotation adds no useful information beyond what GO:0019253 already conveys.
MARK_AS_OVER_ANNOTATED	OCTS1	Octopus vulgaris	GO:0004364	glutathione transferase activity	PTN007515140	PTHR11571	GLUTATHIONE S-TRANSFERASE	PTHR11571:SF150	GLUTATHIONE S-TRANSFERASE	molecular_function	2	PSEUDOENZYME	heuristic	pseudo-enzyme keywords	GO:0004364 implies functional GST catalytic activity, but OCTS1 has lost this function through evolutionary co-option. The residual activity (~1/700 to 1/6000 of authentic GST) is biologically negligible. The protein's actual molecular function is as a structural constituent of the eye lens. Four ke
MARK_AS_OVER_ANNOTATED	OCTS1	Octopus vulgaris	GO:0006749	glutathione metabolic process	PTN007515140	PTHR11571	GLUTATHIONE S-TRANSFERASE	PTHR11571:SF150	GLUTATHIONE S-TRANSFERASE	biological_process	2	PSEUDOENZYME	heuristic	pseudo-enzyme keywords	"The biological process ""glutathione metabolic process"" implies that OCTS1 functions in the metabolism of glutathione. In reality, OCTS1 binds GSH as a structural cofactor to prevent its own aggregation and maintain lens transparency, not to metabolize glutathione. The catalytic turnover is negligibl"
MARK_AS_OVER_ANNOTATED	OLFML2A	Piliocolobus tephrosceles	GO:0007165	signal transduction	PTN000573914	PTHR23192	OLFACTOMEDIN-RELATED	PTHR23192:SF29	OLFACTOMEDIN-LIKE PROTEIN 2A	biological_process	3	GENERIC_CONTEXT	curated	generic signalling process for an ECM glycoprotein	OLFML2A is primarily an extracellular matrix-associated glycoprotein. Its influence on signaling pathways is indirect, mediated through ECM interactions, and has been demonstrated mainly in cancer models via perturbation studies. Annotating it to the broad term signal transduction overstates its rol
MARK_AS_OVER_ANNOTATED	PP_3157	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0042578	phosphoric ester hydrolase activity	PTN005150789	PTHR43200	PHOSPHATASE	PTHR43200:SF6	3'(2'),5'-BISPHOSPHATE NUCLEOTIDASE	molecular_function	1	GRANULARITY	heuristic	granularity keywords	The TreeGrafter term is a generic ancestor of the specific histidinol-phosphatase activity and does not identify the biological substrate.
MARK_AS_OVER_ANNOTATED	PP_4379	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0044550	secondary metabolite biosynthetic process	PTN002147079	PTHR34069	3-OXOACYL-[ACYL-CARRIER-PROTEIN] SYNTHASE 3	PTHR34069:SF2	BETA-KETOACYL-[ACYL-CARRIER-PROTEIN] SYNTHASE III	biological_process	3	GENERIC_CONTEXT	curated	process over-reach from KAS-III family membership	The TreeGrafter term does not identify a specific secondary-metabolite pathway for PP_4379. Direct KT2440 evidence instead establishes a core fatty-acid chain-initiation role. Because its acyl products could feed specialized metabolites, the broad process is treated as over-annotated rather than def
MARK_AS_OVER_ANNOTATED	PP_4545	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0044550	secondary metabolite biosynthetic process	PTN002436757	PTHR34069	3-OXOACYL-[ACYL-CARRIER-PROTEIN] SYNTHASE 3	PTHR34069:SF2	BETA-KETOACYL-[ACYL-CARRIER-PROTEIN] SYNTHASE III	biological_process	3	GENERIC_CONTEXT	curated	process over-reach from KAS-III family membership	The direct KT2440 study establishes a core fatty-acid initiation role. It does not establish a specific physiological role in secondary-metabolite biosynthesis, so the broad TreeGrafter process assignment is likely over-propagated from KAS-III family membership.
MARK_AS_OVER_ANNOTATED	alg8	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0085029	extracellular matrix assembly	PTN002740694	PTHR22913	HYALURONAN SYNTHASE	PTHR22913:SF12	MANNURONAN SYNTHASE	biological_process	3	GENERIC_CONTEXT	curated	process over-reach; alginate biosynthesis is the defensible process	The term is conditionally compatible with the extracellular role of alginate, but PTN002740694 does not establish it for this target and the exact alginic acid biosynthetic process is the defensible core process.
MARK_AS_OVER_ANNOTATED	amaC	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0042802	identical protein binding	PTN001725705	PTHR11879	ASPARTATE AMINOTRANSFERASE	PTHR11879:SF37	AROMATIC-AMINO-ACID AMINOTRANSFERASE	molecular_function	3	GENERIC_CONTEXT	heuristic	uninformative binding term	Self-association is a structural property and the generic binding term adds little beyond the enzymatic activity; protein-binding-style terms are discouraged for core curation.
MARK_AS_OVER_ANNOTATED	aprA	Nitratidesulfovibrio vulgaris (Desulfovibrio vulgaris) Hildenborough	GO:0009055	electron transfer activity	PTN000908678	PTHR11632	SUCCINATE DEHYDROGENASE 2 FLAVOPROTEIN SUBUNIT	PTHR11632:SF51	SUCCINATE DEHYDROGENASE [UBIQUINONE] FLAVOPROTEIN SUBUNIT, MITOCHONDRIAL	molecular_function	4	MISPLACEMENT	curated	AprA cluster: APS reductase grafted onto SDH flavoprotein subfamily	While AprA participates in an electron-dependent reaction, the electron transfer activity per se is mediated by AprB (with its Fe-S clusters) and the QmoABC complex. AprA's role is catalytic reduction of APS using electrons delivered by AprB. This annotation conflates the catalytic function of AprA 
MARK_AS_OVER_ANNOTATED	argD	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0042802	identical protein binding	PTN002279553	PTHR11986	AMINOTRANSFERASE CLASS III	PTHR11986:SF113	SUCCINYLORNITHINE TRANSAMINASE	molecular_function	3	GENERIC_CONTEXT	heuristic	uninformative binding term	The TreeGrafter term does not identify a distinct binding role beyond oligomerization of the enzyme.
MARK_AS_OVER_ANNOTATED	aroQ	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0019631	quinate catabolic process	PTN000479790	PTHR21272	CATABOLIC 3-DEHYDROQUINASE	PTHR21272:SF3	CATABOLIC 3-DEHYDROQUINASE	biological_process	4	MISPLACEMENT	heuristic	mis-placement keywords	The catabolic process term is an over-propagation from a family-level phylogenetic grouping. The protein's verified role is biosynthetic (chorismate biosynthesis); there is no organism-specific evidence that PP_3003 functions in quinate catabolism, and that role is normally carried by a distinct enz
MARK_AS_OVER_ANNOTATED	aroQ-III	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0019631	quinate catabolic process	PTN000479790	PTHR21272	CATABOLIC 3-DEHYDROQUINASE	PTHR21272:SF3	CATABOLIC 3-DEHYDROQUINASE	biological_process	4	MISPLACEMENT	heuristic	mis-placement keywords	This TreeGrafter process propagation may be biologically plausible at the pathway-family level, but it is not paralog-specific. The core supported role of aroQ-III is the dehydroquinate dehydratase step feeding chorismate biosynthesis.
MARK_AS_OVER_ANNOTATED	aroQ1	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0019631	quinate catabolic process	PTN002327525	PTHR21272	CATABOLIC 3-DEHYDROQUINASE	PTHR21272:SF3	CATABOLIC 3-DEHYDROQUINASE	biological_process	4	MISPLACEMENT	heuristic	mis-placement keywords	This TreeGrafter process propagation may be biologically plausible at the pathway-family level, but it is not paralog-specific. The core supported role of aroQ1 is the dehydroquinate dehydratase step feeding chorismate biosynthesis.
MARK_AS_OVER_ANNOTATED	aroQ2	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0019631	quinate catabolic process	PTN002327524	PTHR21272	CATABOLIC 3-DEHYDROQUINASE	PTHR21272:SF3	CATABOLIC 3-DEHYDROQUINASE	biological_process	4	MISPLACEMENT	heuristic	mis-placement keywords	This TreeGrafter process propagation may be biologically plausible at the pathway-family level, but it is not paralog-specific. The core supported role of aroQ2 is the dehydroquinate dehydratase step feeding chorismate biosynthesis.
MARK_AS_OVER_ANNOTATED	aruC	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0042802	identical protein binding	PTN002279542	PTHR11986	AMINOTRANSFERASE CLASS III	PTHR11986:SF79	ACETYLORNITHINE AMINOTRANSFERASE, MITOCHONDRIAL	molecular_function	3	GENERIC_CONTEXT	heuristic	uninformative binding term	The TreeGrafter term is less informative than the enzyme reaction and lacks target-specific oligomer evidence.
MARK_AS_OVER_ANNOTATED	bioD	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0005829	cytosol	PTN002456225	PTHR43210	DETHIOBIOTIN SYNTHETASE	PTHR43210:SF5	DETHIOBIOTIN SYNTHETASE	cellular_component	3	GENERIC_CONTEXT	heuristic	CC term	The two terms do not describe distinct BioD pools in this bacterium, and the UniProt source explicitly uses cytoplasm.
MARK_AS_OVER_ANNOTATED	cpx	Doryteuthis pealeii	GO:0031201	SNARE complex	PTN002703616	PTHR16705	COMPLEXIN	PTHR16705:SF4	COMPLEXIN	cellular_component	3	GENERIC_CONTEXT	heuristic	CC term	Complexin is not a core subunit of the SNARE complex; it binds to the exterior surface of the assembled SNARE four-helix bundle as an accessory regulatory protein. The part_of qualifier used in the GOA annotation implies complexin is a structural component of the SNARE complex, which is inaccurate. 
MARK_AS_OVER_ANNOTATED	dapA	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0005829	cytosol	PTN002281418	PTHR12128	DIHYDRODIPICOLINATE SYNTHASE	PTHR12128:SF66	4-HYDROXY-2-OXOGLUTARATE ALDOLASE, MITOCHONDRIAL	cellular_component	3	GENERIC_CONTEXT	heuristic	CC term	No distinct DapA-I pool is established by the parent/child location pair.
MARK_AS_OVER_ANNOTATED	dapB	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0005829	cytosol	PTN002324624	PTHR20836	DIHYDRODIPICOLINATE REDUCTASE	PTHR20836:SF0	4-HYDROXY-TETRAHYDRODIPICOLINATE REDUCTASE 1, CHLOROPLASTIC-RELATED	cellular_component	3	GENERIC_CONTEXT	heuristic	CC term	No distinct DapB pool is established by the parent/child location pair.
MARK_AS_OVER_ANNOTATED	dapF	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0005829	cytosol	PTN002420849	PTHR31689	DIAMINOPIMELATE EPIMERASE, CHLOROPLASTIC	PTHR31689:SF0	DIAMINOPIMELATE EPIMERASE	cellular_component	3	GENERIC_CONTEXT	heuristic	CC term	No distinct DapF pool is established by the parent/child location pair.
MARK_AS_OVER_ANNOTATED	dapF	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0005829	cytosol	PTN001271294	PTHR31689	DIAMINOPIMELATE EPIMERASE, CHLOROPLASTIC	PTHR31689:SF0	DIAMINOPIMELATE EPIMERASE	cellular_component	3	GENERIC_CONTEXT	heuristic	CC term	No distinct DapF pool is established by the parent/child location pair.
MARK_AS_OVER_ANNOTATED	davT	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0042802	identical protein binding	PTN002633741	PTHR11986	AMINOTRANSFERASE CLASS III	PTHR11986:SF58	LEUCINE_METHIONINE RACEMASE	molecular_function	3	GENERIC_CONTEXT	heuristic	uninformative binding term	No mechanistic complex role is supplied, and the substrate-specific catalytic activity is the informative annotation.
MARK_AS_OVER_ANNOTATED	ddlA	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0005829	cytosol	PTN000566195	PTHR23132	D-ALANINE--D-ALANINE LIGASE	PTHR23132:SF25	D-ALANINE--D-ALANINE LIGASE A	cellular_component	3	GENERIC_CONTEXT	heuristic	CC term	Retain GO:0005737 as the single informative cellular-component annotation.
MARK_AS_OVER_ANNOTATED	dinB	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0005829	cytosol	PTN002253950	PTHR11076	DNA REPAIR POLYMERASE UMUC / TRANSFERASE FAMILY MEMBER	PTHR11076:SF33	DNA POLYMERASE KAPPA	cellular_component	3	GENERIC_CONTEXT	heuristic	CC term	Cytosol is consistent with the documented cytoplasmic location but is a more specific compartment term inferred electronically; it is redundant given the cytoplasm annotation and not independently supported for this protein.
MARK_AS_OVER_ANNOTATED	dxs	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0016744	transketolase or transaldolase activity	PTN002457875	PTHR43322	1-D-DEOXYXYLULOSE 5-PHOSPHATE SYNTHASE-RELATED	PTHR43322:SF5	1-DEOXY-D-XYLULOSE-5-PHOSPHATE SYNTHASE, CHLOROPLASTIC	molecular_function	1	GRANULARITY	curated	family-level transketolase term over the specific DXS reaction	Dxs belongs to the transketolase family, but GO:0008661 identifies its exact physiological condensation reaction and should carry the core call.
MARK_AS_OVER_ANNOTATED	exbB	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0017038	protein import	PTN004746214	PTHR30625	PROTEIN TOLQ	PTHR30625:SF16	BIOPOLYMER TRANSPORT PROTEIN EXBB	biological_process	3	GENERIC_CONTEXT	curated	process term does not describe PMF-coupled energization	The 'protein import' definition (targeting/directed movement of proteins into a cell or organelle) does not capture ExbB's PMF-coupled energization of small-nutrient uptake; this is an electronic over-propagation.
MARK_AS_OVER_ANNOTATED	fabB	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0005829	cytosol	PTN002270989	PTHR11712	POLYKETIDE SYNTHASE-RELATED	PTHR11712:SF306	3-OXOACYL-[ACYL-CARRIER-PROTEIN] SYNTHASE 1	cellular_component	3	GENERIC_CONTEXT	heuristic	CC term	Cytosol adds no useful distinction for this bacterial soluble enzyme.
MARK_AS_OVER_ANNOTATED	fabV	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0050343	trans-2-enoyl-CoA reductase (NADH) activity	PTN002206130	PTHR37480	ENOYL-[ACYL-CARRIER-PROTEIN] REDUCTASE [NADH]	PTHR37480:SF1	ENOYL-[ACYL-CARRIER-PROTEIN] REDUCTASE [NADH]	molecular_function	1	GRANULARITY	curated	sibling substrate term (CoA vs ACP); subfamily correct	Reviewed UniProt specifies an ACP-linked enoyl substrate for KT2440 FabV. A characterized FabV ortholog can also reduce a crotonyl-CoA model substrate, so CoA activity is not refuted, but it has not been demonstrated for Q88E33 or established as its physiological role.
MARK_AS_OVER_ANNOTATED	flgE	Pseudomonas putida KT2440	GO:0071978	bacterial-type flagellum-dependent swarming motility	PTN000764868	PTHR30435	FLAGELLAR PROTEIN	PTHR30435:SF1	FLAGELLAR HOOK PROTEIN FLGE	biological_process	3	GENERIC_CONTEXT	curated	specialised swarming process over-propagated to a structural hook protein	This term is likely over-annotated. FlgE is a core flagellar structural protein, so it may be required when a strain swarms, but swarming is a specialized surface-associated behavior with additional physiological determinants beyond simply encoding the hook subunit. There is no direct gene-specific 
MARK_AS_OVER_ANNOTATED	gcvH1	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0005737	cytoplasm	PTN002271035	PTHR11715	GLYCINE CLEAVAGE SYSTEM H PROTEIN	PTHR11715:SF3	GLYCINE CLEAVAGE SYSTEM H PROTEIN-RELATED	cellular_component	3	GENERIC_CONTEXT	heuristic	CC term	Retain GO:0005829 as non-core location context instead of duplicating it with its parent.
MARK_AS_OVER_ANNOTATED	gcvH2	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0005737	cytoplasm	PTN002271036	PTHR11715	GLYCINE CLEAVAGE SYSTEM H PROTEIN	PTHR11715:SF3	GLYCINE CLEAVAGE SYSTEM H PROTEIN-RELATED	cellular_component	3	GENERIC_CONTEXT	heuristic	CC term	Retain GO:0005829 as non-core location context instead of duplicating it with its parent.
MARK_AS_OVER_ANNOTATED	glgB	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0005737	cytoplasm	PTN002462574	PTHR43651	1,4-ALPHA-GLUCAN-BRANCHING ENZYME	PTHR43651:SF3	1,4-ALPHA-GLUCAN-BRANCHING ENZYME	cellular_component	3	GENERIC_CONTEXT	heuristic	CC term	The accepted cytosol child term is the more precise of the two TreeGrafter locations; the parent adds no independent localization information.
MARK_AS_OVER_ANNOTATED	gshB	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0016879	ligase activity, forming carbon-nitrogen bonds	PTN002330136	PTHR21621	RIBOSOMAL PROTEIN S6 MODIFICATION PROTEIN	PTHR21621:SF4	GLUTATHIONE SYNTHETASE	molecular_function	1	GRANULARITY	curated	broad ligase parent over glutathione synthase	GO:0004363 identifies the physiological substrates and should carry the core function.
MARK_AS_OVER_ANNOTATED	hisD	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0005829	cytosol	PTN002327387	PTHR21256	HISTIDINOL DEHYDROGENASE HDH	PTHR21256:SF2	HISTIDINE BIOSYNTHESIS TRIFUNCTIONAL PROTEIN	cellular_component	3	GENERIC_CONTEXT	heuristic	CC term	The term is not biologically contradictory, but retaining both cytoplasm and its soluble cytosol subcompartment adds unsupported precision and duplicates the useful bacterial localization statement.
MARK_AS_OVER_ANNOTATED	hmgC	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0004364	glutathione transferase activity	PTN002448156	PTHR42673	MALEYLACETOACETATE ISOMERASE	PTHR42673:SF21	GLUTATHIONE S-TRANSFERASE YFCF	molecular_function	1	GRANULARITY	heuristic	granularity keywords	GST-zeta family membership and use of glutathione as a regenerated catalytic cofactor do not establish a physiologically relevant net glutathione-transferase reaction for Q88E49. GO:0016034 captures the supported substrate-specific isomerase function.
MARK_AS_OVER_ANNOTATED	hmgC	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0006749	glutathione metabolic process	PTN002448156	PTHR42673	MALEYLACETOACETATE ISOMERASE	PTHR42673:SF21	GLUTATHIONE S-TRANSFERASE YFCF	biological_process	3	GENERIC_CONTEXT	heuristic	host lacks pathway/process	Glutathione is a catalytic cofactor for maleylacetoacetate isomerization; that cofactor requirement does not make HmgC part of glutathione biosynthesis, degradation, or homeostasis. Its established biological process is homogentisate catabolism.
MARK_AS_OVER_ANNOTATED	hutF	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0019239	deaminase activity	PTN002462020	PTHR11271	GUANINE DEAMINASE	PTHR11271:SF48	AMIDOHYDROLASE-RELATED DOMAIN-CONTAINING PROTEIN	molecular_function	1	GRANULARITY	heuristic	granularity keywords	GO:0050416 is the informative child activity; the broad TreeGrafter deaminase annotation should not be treated as an independent core function.
