source_group,reference_set,term_mode,organism,gene,aspect,n_pred_direct,n_ref_direct,n_pred_closure,n_ref_closure,exact_tp,exact_fp,exact_fn,exact_precision,exact_recall,exact_f1,closure_tp,closure_fp,closure_fn,closure_precision,closure_recall,closure_f1
hf_catalogue,goa_all,raw,BACSU,spoIIE,cellular_component,1,2,3,6,1,0,1,1.0,0.5,0.6666666666666666,3,0,3,1.0,0.5,0.6666666666666666
hf_catalogue,goa_all,raw,BACSU,spoIIGA,molecular_function,2,4,8,9,1,1,3,0.5,0.25,0.3333333333333333,7,1,2,0.875,0.7777777777777778,0.823529411764706
hf_catalogue,goa_all,raw,BACSU,spoIIGA,biological_process,1,3,6,16,1,0,2,1.0,0.3333333333333333,0.5,6,0,10,1.0,0.375,0.5454545454545454
hf_catalogue,goa_all,raw,BACSU,spoIIGA,cellular_component,1,1,4,4,1,0,0,1.0,1.0,1.0,4,0,0,1.0,1.0,1.0
hf_catalogue,goa_all,raw,DROME,CRY,molecular_function,3,7,13,16,3,0,4,1.0,0.42857142857142855,0.6,13,0,3,1.0,0.8125,0.896551724137931
hf_catalogue,goa_all,raw,DROME,CRY,biological_process,8,20,68,78,8,0,12,1.0,0.4,0.5714285714285715,68,0,10,1.0,0.8717948717948718,0.9315068493150686
hf_catalogue,goa_all,raw,DROME,CRY,cellular_component,2,5,14,15,2,0,3,1.0,0.4,0.5714285714285715,14,0,1,1.0,0.9333333333333333,0.9655172413793104
hf_catalogue,goa_all,raw,DROME,Hsp83,molecular_function,3,8,6,31,2,1,6,0.6666666666666666,0.25,0.36363636363636365,6,0,25,1.0,0.1935483870967742,0.3243243243243243
hf_catalogue,goa_all,raw,DROME,Hsp83,biological_process,8,16,102,169,8,0,8,1.0,0.5,0.6666666666666666,102,0,67,1.0,0.6035502958579881,0.7527675276752768
hf_catalogue,goa_all,raw,DROME,Hsp83,cellular_component,0,10,0,30,0,0,10,,0.0,,0,0,30,,0.0,
hf_catalogue,goa_all,raw,DROME,LysB,molecular_function,2,4,7,6,1,1,3,0.5,0.25,0.3333333333333333,6,1,0,0.8571428571428571,1.0,0.923076923076923
hf_catalogue,goa_all,raw,DROME,LysB,biological_process,2,3,29,16,1,1,2,0.5,0.3333333333333333,0.4,11,18,5,0.3793103448275862,0.6875,0.4888888888888889
hf_catalogue,goa_all,raw,DROME,LysB,cellular_component,1,1,1,1,1,0,0,1.0,1.0,1.0,1,0,0,1.0,1.0,1.0
hf_catalogue,goa_all,raw,DROME,Nmnat,molecular_function,2,9,9,24,2,0,7,1.0,0.2222222222222222,0.3636363636363636,9,0,15,1.0,0.375,0.5454545454545454
hf_catalogue,goa_all,raw,DROME,Nmnat,biological_process,3,7,31,60,2,1,5,0.6666666666666666,0.2857142857142857,0.4,27,4,33,0.8709677419354839,0.45,0.5934065934065934
hf_catalogue,goa_all,raw,DROME,Nmnat,cellular_component,4,6,11,17,4,0,2,1.0,0.6666666666666666,0.8,11,0,6,1.0,0.6470588235294118,0.7857142857142858
hf_catalogue,goa_all,raw,DROME,Git,molecular_function,2,6,3,19,2,0,4,1.0,0.3333333333333333,0.5,3,0,16,1.0,0.15789473684210525,0.2727272727272727
hf_catalogue,goa_all,raw,DROME,Git,biological_process,6,10,55,59,5,1,5,0.8333333333333334,0.5,0.625,55,0,4,1.0,0.9322033898305084,0.9649122807017544
hf_catalogue,goa_all,raw,DROME,Git,cellular_component,2,9,21,32,2,0,7,1.0,0.2222222222222222,0.3636363636363636,21,0,11,1.0,0.65625,0.7924528301886793
hf_catalogue,goa_all,raw,ECOLI,CnoX,molecular_function,1,2,3,3,1,0,1,1.0,0.5,0.6666666666666666,3,0,0,1.0,1.0,1.0
hf_catalogue,goa_all,raw,ECOLI,CnoX,biological_process,4,5,24,27,2,2,3,0.5,0.4,0.4444444444444445,23,1,4,0.9583333333333334,0.8518518518518519,0.9019607843137256
hf_catalogue,goa_all,raw,ECOLI,CnoX,cellular_component,1,1,4,4,1,0,0,1.0,1.0,1.0,4,0,0,1.0,1.0,1.0
hf_catalogue,goa_all,raw,ECOLI,CpxP,molecular_function,2,3,3,4,1,1,2,0.5,0.3333333333333333,0.4,2,1,2,0.6666666666666666,0.5,0.5714285714285715
hf_catalogue,goa_all,raw,ECOLI,CpxP,biological_process,2,2,2,10,0,2,2,0.0,0.0,,0,2,10,0.0,0.0,
hf_catalogue,goa_all,raw,ECOLI,CpxP,cellular_component,1,2,5,5,1,0,1,1.0,0.5,0.6666666666666666,5,0,0,1.0,1.0,1.0
hf_catalogue,goa_all,raw,ECOLI,DnaJ,molecular_function,6,11,24,40,6,0,5,1.0,0.5454545454545454,0.7058823529411764,24,0,16,1.0,0.6,0.7499999999999999
hf_catalogue,goa_all,raw,ECOLI,DnaJ,biological_process,4,8,31,51,2,2,6,0.5,0.25,0.3333333333333333,20,11,31,0.6451612903225806,0.39215686274509803,0.4878048780487804
hf_catalogue,goa_all,raw,ECOLI,DnaJ,cellular_component,3,4,6,6,3,0,1,1.0,0.75,0.8571428571428571,6,0,0,1.0,1.0,1.0
hf_catalogue,goa_all,raw,ECOLI,DnaK,molecular_function,7,12,28,38,7,0,5,1.0,0.5833333333333334,0.7368421052631579,28,0,10,1.0,0.7368421052631579,0.8484848484848484
hf_catalogue,goa_all,raw,ECOLI,DnaK,biological_process,5,9,17,61,2,3,7,0.4,0.2222222222222222,0.2857142857142857,12,5,49,0.7058823529411765,0.19672131147540983,0.30769230769230765
hf_catalogue,goa_all,raw,ECOLI,DnaK,cellular_component,4,6,7,9,3,1,3,0.75,0.5,0.6,6,1,3,0.8571428571428571,0.6666666666666666,0.75
hf_catalogue,goa_all,raw,ECOLI,RidA,molecular_function,2,7,7,11,2,0,5,1.0,0.2857142857142857,0.4444444444444445,7,0,4,1.0,0.6363636363636364,0.7777777777777778
hf_catalogue,goa_all,raw,ECOLI,RidA,biological_process,1,5,6,29,0,1,5,0.0,0.0,,3,3,26,0.5,0.10344827586206896,0.17142857142857143
hf_catalogue,goa_all,raw,ECOLI,RidA,cellular_component,3,4,6,6,3,0,1,1.0,0.75,0.8571428571428571,6,0,0,1.0,1.0,1.0
hf_catalogue,goa_all,raw,ECOLI,SecB,molecular_function,1,3,3,4,1,0,2,1.0,0.3333333333333333,0.5,3,0,1,1.0,0.75,0.8571428571428571
hf_catalogue,goa_all,raw,ECOLI,SecB,biological_process,2,7,14,33,1,1,6,0.5,0.14285714285714285,0.22222222222222224,14,0,19,1.0,0.42424242424242425,0.5957446808510638
hf_catalogue,goa_all,raw,ECOLI,SecB,cellular_component,1,2,4,4,1,0,1,1.0,0.5,0.6666666666666666,4,0,0,1.0,1.0,1.0
hf_catalogue,goa_all,raw,ECOLI,Skp,molecular_function,1,4,3,7,1,0,3,1.0,0.25,0.4,3,0,4,1.0,0.42857142857142855,0.6
hf_catalogue,goa_all,raw,ECOLI,Skp,biological_process,5,4,27,24,2,3,2,0.4,0.5,0.4444444444444445,15,12,9,0.5555555555555556,0.625,0.5882352941176471
hf_catalogue,goa_all,raw,ECOLI,Skp,cellular_component,1,3,5,8,1,0,2,1.0,0.3333333333333333,0.5,5,0,3,1.0,0.625,0.7692307692307693
hf_catalogue,goa_all,raw,ECOLI,SlyD,molecular_function,6,9,17,17,6,0,3,1.0,0.6666666666666666,0.8,17,0,0,1.0,1.0,1.0
hf_catalogue,goa_all,raw,ECOLI,SlyD,biological_process,6,5,27,25,4,2,1,0.6666666666666666,0.8,0.7272727272727272,25,2,0,0.9259259259259259,1.0,0.9615384615384615
hf_catalogue,goa_all,raw,ECOLI,SlyD,cellular_component,1,2,4,4,1,0,1,1.0,0.5,0.6666666666666666,4,0,0,1.0,1.0,1.0
hf_catalogue,goa_all,raw,ECOLI,Spy,molecular_function,2,4,4,7,2,0,2,1.0,0.5,0.6666666666666666,4,0,3,1.0,0.5714285714285714,0.7272727272727273
hf_catalogue,goa_all,raw,ECOLI,Spy,biological_process,2,1,2,10,0,2,1,0.0,0.0,,0,2,10,0.0,0.0,
hf_catalogue,goa_all,raw,ECOLI,Spy,cellular_component,1,2,5,5,1,0,1,1.0,0.5,0.6666666666666666,5,0,0,1.0,1.0,1.0
hf_catalogue,goa_all,raw,ECOLI,ftsI,molecular_function,3,7,22,26,3,0,4,1.0,0.42857142857142855,0.6,22,0,4,1.0,0.8461538461538461,0.9166666666666666
hf_catalogue,goa_all,raw,ECOLI,ftsI,biological_process,3,8,24,48,3,0,5,1.0,0.375,0.5454545454545454,24,0,24,1.0,0.5,0.6666666666666666
hf_catalogue,goa_all,raw,ECOLI,ftsI,cellular_component,2,2,5,5,2,0,0,1.0,1.0,1.0,5,0,0,1.0,1.0,1.0
hf_catalogue,goa_all,raw,ECOLI,mrdA,molecular_function,3,7,16,23,2,1,5,0.6666666666666666,0.2857142857142857,0.4,12,4,11,0.75,0.5217391304347826,0.6153846153846153
hf_catalogue,goa_all,raw,ECOLI,mrdA,biological_process,3,5,30,36,3,0,2,1.0,0.6,0.7499999999999999,30,0,6,1.0,0.8333333333333334,0.9090909090909091
hf_catalogue,goa_all,raw,ECOLI,mrdA,cellular_component,1,3,4,8,1,0,2,1.0,0.3333333333333333,0.5,4,0,4,1.0,0.5,0.6666666666666666
hf_catalogue,goa_all,raw,ECOLI,surA,molecular_function,2,5,7,9,2,0,3,1.0,0.4,0.5714285714285715,7,0,2,1.0,0.7777777777777778,0.8750000000000001
hf_catalogue,goa_all,raw,ECOLI,surA,biological_process,3,4,16,25,2,1,2,0.6666666666666666,0.5,0.5714285714285715,15,1,10,0.9375,0.6,0.7317073170731707
hf_catalogue,goa_all,raw,ECOLI,surA,cellular_component,1,2,5,5,1,0,1,1.0,0.5,0.6666666666666666,5,0,0,1.0,1.0,1.0
hf_catalogue,goa_all,raw,PSEPK,pedH,molecular_function,5,7,26,18,3,2,4,0.6,0.42857142857142855,0.5,16,10,2,0.6153846153846154,0.8888888888888888,0.7272727272727274
hf_catalogue,goa_all,raw,PSEPK,pedH,cellular_component,2,3,12,6,0,2,3,0.0,0.0,,4,8,2,0.3333333333333333,0.6666666666666666,0.4444444444444444
hf_catalogue,goa_all,raw,SCHPO,Epe1,molecular_function,4,8,14,22,1,3,7,0.25,0.125,0.16666666666666666,11,3,11,0.7857142857142857,0.5,0.6111111111111112
hf_catalogue,goa_all,raw,SCHPO,Epe1,biological_process,1,6,27,40,1,0,5,1.0,0.16666666666666666,0.2857142857142857,27,0,13,1.0,0.675,0.8059701492537313
hf_catalogue,goa_all,raw,SCHPO,Epe1,cellular_component,2,6,12,20,2,0,4,1.0,0.3333333333333333,0.5,12,0,8,1.0,0.6,0.7499999999999999
hf_catalogue,goa_all,raw,SCHPO,SPAC8E11.10,molecular_function,1,4,6,6,0,1,4,0.0,0.0,,4,2,2,0.6666666666666666,0.6666666666666666,0.6666666666666666
hf_catalogue,goa_all,raw,SCHPO,SPAC8E11.10,biological_process,1,2,26,5,0,1,2,0.0,0.0,,4,22,1,0.15384615384615385,0.8,0.25806451612903225
hf_catalogue,goa_all,raw,SCHPO,SPAC8E11.10,cellular_component,1,1,8,8,1,0,0,1.0,1.0,1.0,8,0,0,1.0,1.0,1.0
hf_catalogue,goa_all,raw,SCHPO,SPCC16C4.02c,molecular_function,1,1,2,0,0,1,1,0.0,0.0,,0,2,0,0.0,,
hf_catalogue,goa_all,raw,SCHPO,SPCC16C4.02c,biological_process,1,1,9,0,0,1,1,0.0,0.0,,0,9,0,0.0,,
hf_catalogue,goa_all,raw,SCHPO,SPCC16C4.02c,cellular_component,3,3,13,15,2,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,12,1,3,0.9230769230769231,0.8,0.8571428571428571
hf_catalogue,goa_all,raw,SCHPO,Shu1,molecular_function,1,2,2,5,0,1,2,0.0,0.0,,1,1,4,0.5,0.2,0.28571428571428575
hf_catalogue,goa_all,raw,SCHPO,Shu1,biological_process,1,4,6,36,0,1,4,0.0,0.0,,1,5,35,0.16666666666666666,0.027777777777777776,0.04761904761904762
hf_catalogue,goa_all,raw,SCHPO,Shu1,cellular_component,3,7,16,20,0,3,7,0.0,0.0,,9,7,11,0.5625,0.45,0.5
hf_catalogue,goa_all,raw,SCHPO,Tim10,molecular_function,1,3,2,9,0,1,3,0.0,0.0,,1,1,8,0.5,0.1111111111111111,0.1818181818181818
hf_catalogue,goa_all,raw,SCHPO,Tim10,biological_process,2,2,8,25,0,2,2,0.0,0.0,,8,0,17,1.0,0.32,0.48484848484848486
hf_catalogue,goa_all,raw,SCHPO,Tim10,cellular_component,1,2,8,20,0,1,2,0.0,0.0,,8,0,12,1.0,0.4,0.5714285714285715
hf_catalogue,goa_all,raw,SCHPO,alo1,molecular_function,1,5,5,14,0,1,5,0.0,0.0,,4,1,10,0.8,0.2857142857142857,0.4210526315789473
hf_catalogue,goa_all,raw,SCHPO,alo1,biological_process,1,1,22,6,0,1,1,0.0,0.0,,5,17,1,0.22727272727272727,0.8333333333333334,0.35714285714285715
hf_catalogue,goa_all,raw,SCHPO,alo1,cellular_component,1,4,8,17,1,0,3,1.0,0.25,0.4,8,0,9,1.0,0.47058823529411764,0.6399999999999999
hf_catalogue,goa_all,raw,SCHPO,atg101,molecular_function,1,2,2,5,1,0,1,1.0,0.5,0.6666666666666666,2,0,3,1.0,0.4,0.5714285714285715
hf_catalogue,goa_all,raw,SCHPO,atg101,biological_process,1,7,15,36,1,0,6,1.0,0.14285714285714285,0.25,15,0,21,1.0,0.4166666666666667,0.5882352941176471
hf_catalogue,goa_all,raw,SCHPO,atg101,cellular_component,4,6,17,19,4,0,2,1.0,0.6666666666666666,0.8,17,0,2,1.0,0.8947368421052632,0.9444444444444444
hf_catalogue,goa_all,raw,SCHPO,atg13,molecular_function,1,2,2,6,1,0,1,1.0,0.5,0.6666666666666666,2,0,4,1.0,0.3333333333333333,0.5
hf_catalogue,goa_all,raw,SCHPO,atg13,biological_process,2,11,7,42,2,0,9,1.0,0.18181818181818182,0.3076923076923077,7,0,35,1.0,0.16666666666666666,0.2857142857142857
hf_catalogue,goa_all,raw,SCHPO,atg13,cellular_component,3,5,12,18,3,0,2,1.0,0.6,0.7499999999999999,12,0,6,1.0,0.6666666666666666,0.8
hf_catalogue,goa_all,raw,SCHPO,atg16,molecular_function,1,1,2,8,0,1,1,0.0,0.0,,0,2,8,0.0,0.0,
hf_catalogue,goa_all,raw,SCHPO,atg16,biological_process,1,4,16,17,0,1,4,0.0,0.0,,2,14,15,0.125,0.11764705882352941,0.12121212121212122
hf_catalogue,goa_all,raw,SCHPO,atg16,cellular_component,4,4,17,7,1,3,3,0.25,0.25,0.25,4,13,3,0.23529411764705882,0.5714285714285714,0.3333333333333333
hf_catalogue,goa_all,raw,SCHPO,atg2,molecular_function,1,3,4,13,0,1,3,0.0,0.0,,4,0,9,1.0,0.3076923076923077,0.47058823529411764
hf_catalogue,goa_all,raw,SCHPO,atg2,biological_process,2,13,16,59,1,1,12,0.5,0.07692307692307693,0.13333333333333336,16,0,43,1.0,0.2711864406779661,0.4266666666666667
hf_catalogue,goa_all,raw,SCHPO,atg2,cellular_component,1,4,4,18,1,0,3,1.0,0.25,0.4,4,0,14,1.0,0.2222222222222222,0.3636363636363636
hf_catalogue,goa_all,raw,SCHPO,atg38,molecular_function,1,1,2,2,1,0,0,1.0,1.0,1.0,2,0,0,1.0,1.0,1.0
hf_catalogue,goa_all,raw,SCHPO,atg38,biological_process,1,3,6,10,1,0,2,1.0,0.3333333333333333,0.5,6,0,4,1.0,0.6,0.7499999999999999
hf_catalogue,goa_all,raw,SCHPO,atg38,cellular_component,4,4,20,16,2,2,2,0.5,0.5,0.5,14,6,2,0.7,0.875,0.7777777777777777
hf_catalogue,goa_all,raw,SCHPO,atg5,molecular_function,1,2,2,8,0,1,2,0.0,0.0,,0,2,8,0.0,0.0,
hf_catalogue,goa_all,raw,SCHPO,atg5,biological_process,3,10,9,43,3,0,7,1.0,0.3,0.4615384615384615,9,0,34,1.0,0.20930232558139536,0.3461538461538462
hf_catalogue,goa_all,raw,SCHPO,atg5,cellular_component,3,8,10,19,3,0,5,1.0,0.375,0.5454545454545454,10,0,9,1.0,0.5263157894736842,0.6896551724137931
hf_catalogue,goa_all,raw,SCHPO,bst1,molecular_function,1,3,5,4,0,1,3,0.0,0.0,,3,2,1,0.6,0.75,0.6666666666666665
hf_catalogue,goa_all,raw,SCHPO,bst1,biological_process,1,2,6,36,0,1,2,0.0,0.0,,4,2,32,0.6666666666666666,0.1111111111111111,0.1904761904761905
hf_catalogue,goa_all,raw,SCHPO,bst1,cellular_component,2,3,16,16,2,0,1,1.0,0.6666666666666666,0.8,16,0,0,1.0,1.0,1.0
hf_catalogue,goa_all,raw,SCHPO,cps1,molecular_function,1,6,6,15,1,0,5,1.0,0.16666666666666666,0.2857142857142857,6,0,9,1.0,0.4,0.5714285714285715
hf_catalogue,goa_all,raw,SCHPO,cps1,biological_process,1,8,1,20,1,0,7,1.0,0.125,0.2222222222222222,1,0,19,1.0,0.05,0.09523809523809523
hf_catalogue,goa_all,raw,SCHPO,cps1,cellular_component,3,4,13,21,1,2,3,0.3333333333333333,0.25,0.28571428571428575,11,2,10,0.8461538461538461,0.5238095238095238,0.6470588235294118
hf_catalogue,goa_all,raw,SCHPO,cts2,molecular_function,1,3,5,5,1,0,2,1.0,0.3333333333333333,0.5,5,0,0,1.0,1.0,1.0
hf_catalogue,goa_all,raw,SCHPO,cts2,biological_process,2,2,19,16,0,2,2,0.0,0.0,,5,14,11,0.2631578947368421,0.3125,0.2857142857142857
hf_catalogue,goa_all,raw,SCHPO,cts2,cellular_component,3,3,15,15,1,2,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,14,1,1,0.9333333333333333,0.9333333333333333,0.9333333333333333
hf_catalogue,goa_all,raw,SCHPO,gaa1,molecular_function,1,1,10,10,1,0,0,1.0,1.0,1.0,10,0,0,1.0,1.0,1.0
hf_catalogue,goa_all,raw,SCHPO,gaa1,biological_process,1,3,11,37,1,0,2,1.0,0.3333333333333333,0.5,11,0,26,1.0,0.2972972972972973,0.4583333333333333
hf_catalogue,goa_all,raw,SCHPO,gaa1,cellular_component,3,4,16,24,2,1,2,0.6666666666666666,0.5,0.5714285714285715,15,1,9,0.9375,0.625,0.75
hf_catalogue,goa_all,raw,SCHPO,pmp20,molecular_function,3,5,9,11,2,1,3,0.6666666666666666,0.4,0.5,9,0,2,1.0,0.8181818181818182,0.9
hf_catalogue,goa_all,raw,SCHPO,pmp20,biological_process,3,4,18,23,1,2,3,0.3333333333333333,0.25,0.28571428571428575,9,9,14,0.5,0.391304347826087,0.4390243902439025
hf_catalogue,goa_all,raw,SCHPO,pmp20,cellular_component,2,5,9,12,2,0,3,1.0,0.4,0.5714285714285715,9,0,3,1.0,0.75,0.8571428571428571
hf_catalogue,goa_all,raw,SCHPO,pol5,molecular_function,3,6,10,15,2,1,4,0.6666666666666666,0.3333333333333333,0.4444444444444444,10,0,5,1.0,0.6666666666666666,0.8
hf_catalogue,goa_all,raw,SCHPO,pol5,biological_process,1,3,16,35,1,0,2,1.0,0.3333333333333333,0.5,16,0,19,1.0,0.45714285714285713,0.6274509803921569
hf_catalogue,goa_all,raw,SCHPO,pol5,cellular_component,2,3,16,16,2,0,1,1.0,0.6666666666666666,0.8,16,0,0,1.0,1.0,1.0
hf_catalogue,goa_all,raw,SCHPO,ral2,molecular_function,1,2,2,5,0,1,2,0.0,0.0,,0,2,5,0.0,0.0,
hf_catalogue,goa_all,raw,SCHPO,ral2,biological_process,1,4,15,25,1,0,3,1.0,0.25,0.4,15,0,10,1.0,0.6,0.7499999999999999
hf_catalogue,goa_all,raw,SCHPO,ral2,cellular_component,3,2,15,10,1,2,1,0.3333333333333333,0.5,0.4,9,6,1,0.6,0.9,0.7200000000000001
hf_catalogue,goa_all,raw,SCHPO,snx41,molecular_function,2,4,6,10,2,0,2,1.0,0.5,0.6666666666666666,6,0,4,1.0,0.6,0.7499999999999999
hf_catalogue,goa_all,raw,SCHPO,snx41,biological_process,2,6,8,27,2,0,4,1.0,0.3333333333333333,0.5,8,0,19,1.0,0.2962962962962963,0.45714285714285713
hf_catalogue,goa_all,raw,SCHPO,snx41,cellular_component,3,6,23,20,2,1,4,0.6666666666666666,0.3333333333333333,0.4444444444444444,19,4,1,0.8260869565217391,0.95,0.8837209302325583
hf_catalogue,goa_all,raw,SCHPO,tam10,molecular_function,1,1,2,3,0,1,1,0.0,0.0,,1,1,2,0.5,0.3333333333333333,0.4
hf_catalogue,goa_all,raw,SCHPO,tam10,biological_process,1,1,21,0,0,1,1,0.0,0.0,,0,21,0,0.0,,
