source_group,reference_set,term_mode,aspect,n_gene_aspects,n_genes,n_pred_direct,n_ref_direct,n_pred_closure,n_ref_closure,exact_tp,exact_fp,exact_fn,exact_precision,exact_recall,exact_f1,exact_macro_f1,closure_tp,closure_fp,closure_fn,closure_precision,closure_recall,closure_f1,closure_macro_f1
hf_catalogue,goa_experimental,leaf_filtered,all_aspects,222,86,809,1196,5092,6242,587,222,609,0.7255871446229913,0.4908026755852843,0.5855361596009975,0.6932880448661596,4314,778,1928,0.8472113118617439,0.6911246395386095,0.7612493382742191,0.816911792683451
hf_catalogue,goa_experimental,leaf_filtered,biological_process,70,70,432,681,3326,4369,297,135,384,0.6875,0.43612334801762115,0.5336927223719676,0.6247618732482275,2833,493,1536,0.8517739025856885,0.6484321355001145,0.7363222871994802,0.7479511414872664
hf_catalogue,goa_experimental,leaf_filtered,cellular_component,81,81,189,240,976,1012,135,54,105,0.7142857142857143,0.5625,0.6293706293706294,0.7402670042375924,797,179,215,0.8165983606557377,0.7875494071146245,0.8018108651911469,0.869391150504999
hf_catalogue,goa_experimental,leaf_filtered,molecular_function,71,71,188,275,790,861,155,33,120,0.824468085106383,0.5636363636363636,0.6695464362850971,0.7051054496628657,684,106,177,0.8658227848101265,0.794425087108014,0.8285887341005452,0.8261142262110506
hf_catalogue,goa_experimental,raw,all_aspects,222,86,847,1196,5092,6242,607,240,589,0.7166469893742621,0.5075250836120402,0.594224180127264,0.6969754384395019,4314,778,1928,0.8472113118617439,0.6911246395386095,0.7612493382742191,0.816911792683451
hf_catalogue,goa_experimental,raw,biological_process,70,70,446,681,3326,4369,303,143,378,0.679372197309417,0.44493392070484583,0.5377107364685004,0.6302541030985508,2833,493,1536,0.8517739025856885,0.6484321355001145,0.7363222871994802,0.7479511414872664
hf_catalogue,goa_experimental,raw,cellular_component,81,81,204,240,976,1012,144,60,96,0.7058823529411765,0.6,0.6486486486486486,0.7402267573696144,797,179,215,0.8165983606557377,0.7875494071146245,0.8018108651911469,0.869391150504999
hf_catalogue,goa_experimental,raw,molecular_function,71,71,197,275,790,861,160,37,115,0.8121827411167513,0.5818181818181818,0.6779661016949152,0.7097367282071878,684,106,177,0.8658227848101265,0.794425087108014,0.8285887341005452,0.8261142262110506
web_export,goa_all,leaf_filtered,all_aspects,127,44,2851,3885,10561,15444,1156,1695,2729,0.40547176429323045,0.29755469755469754,0.34323040380047504,0.4146891862164015,8236,2325,7208,0.7798503929552125,0.5332815332815333,0.6334166506441068,0.6546512143930411
web_export,goa_all,leaf_filtered,biological_process,44,44,2299,2534,8466,12050,712,1587,1822,0.30969986950848194,0.2809786898184688,0.29464100972480856,0.2954745837446416,6248,2218,5802,0.7380108669974014,0.51850622406639,0.6090855917332814,0.599462888855098
web_export,goa_all,leaf_filtered,cellular_component,40,40,294,675,1202,1767,248,46,427,0.8435374149659864,0.3674074074074074,0.5118679050567595,0.5293463439794486,1157,45,610,0.9625623960066556,0.654782116581777,0.7793869989895587,0.7724360048345379
web_export,goa_all,leaf_filtered,molecular_function,43,43,258,676,893,1627,196,62,480,0.7596899224806202,0.28994082840236685,0.4197002141327623,0.42574306870941453,831,62,796,0.9305711086226204,0.5107559926244623,0.6595238095238096,0.6060767483515703
web_export,goa_all,raw,all_aspects,127,44,9730,3885,10561,15444,1805,7925,2080,0.1855087358684481,0.4646074646074646,0.2651487330150569,0.3702264993027721,8236,2325,7208,0.7798503929552125,0.5332815332815333,0.6334166506441068,0.6546512143930411
web_export,goa_all,raw,biological_process,44,44,7994,2534,8466,12050,1060,6934,1474,0.1325994495871904,0.4183109707971586,0.2013677811550152,0.18012926575824267,6248,2218,5802,0.7380108669974014,0.51850622406639,0.6090855917332814,0.599462888855098
web_export,goa_all,raw,cellular_component,40,40,916,675,1202,1767,397,519,278,0.4334061135371179,0.5881481481481482,0.4990571967316154,0.4934500778032713,1157,45,610,0.9625623960066556,0.654782116581777,0.7793869989895587,0.7724360048345379
web_export,goa_all,raw,molecular_function,43,43,820,676,893,1627,348,472,328,0.424390243902439,0.514792899408284,0.4652406417112299,0.45359072340180395,831,62,796,0.9305711086226204,0.5107559926244623,0.6595238095238096,0.6060767483515703
web_export,goa_experimental,leaf_filtered,all_aspects,98,34,2725,1940,10119,8853,1035,1690,905,0.3798165137614679,0.5335051546391752,0.44372990353697755,0.5629275148947258,7450,2669,1403,0.7362387587706295,0.8415226476900486,0.7853679106051022,0.8278978663995071
web_export,goa_experimental,leaf_filtered,biological_process,33,33,2208,1252,8151,6904,654,1554,598,0.296195652173913,0.5223642172523961,0.3780346820809248,0.39470175118475476,5739,2412,1165,0.7040853882959146,0.8312572421784473,0.7624045167718365,0.7584163843595548
web_export,goa_experimental,leaf_filtered,cellular_component,32,32,276,352,1145,1099,198,78,154,0.717391304347826,0.5625,0.6305732484076433,0.6383599906879488,982,163,117,0.8576419213973799,0.8935395814376706,0.875222816399287,0.8588361299689791
web_export,goa_experimental,leaf_filtered,molecular_function,33,33,241,336,823,850,183,58,153,0.7593360995850622,0.5446428571428571,0.6343154246100519,0.6633351227959488,729,94,121,0.8857837181044957,0.8576470588235294,0.8714883442916916,0.8673786080084562
web_export,goa_experimental,raw,all_aspects,98,34,9350,1940,10119,8853,1410,7940,530,0.15080213903743314,0.7268041237113402,0.24977856510186003,0.3923466602979019,7450,2669,1403,0.7362387587706295,0.8415226476900486,0.7853679106051022,0.8278978663995071
web_export,goa_experimental,raw,biological_process,33,33,7713,1252,8151,6904,845,6868,407,0.10955529625307922,0.6749201277955271,0.18851087562744004,0.18552148134737723,5739,2412,1165,0.7040853882959146,0.8312572421784473,0.7624045167718365,0.7584163843595548
web_export,goa_experimental,raw,cellular_component,32,32,878,352,1145,1099,293,585,59,0.3337129840546697,0.8323863636363636,0.4764227642276423,0.4776952211153803,982,163,117,0.8576419213973799,0.8935395814376706,0.875222816399287,0.8588361299689791
web_export,goa_experimental,raw,molecular_function,33,33,759,336,823,850,272,487,64,0.3583662714097497,0.8095238095238095,0.4968036529680366,0.5164095984557202,729,94,121,0.8857837181044957,0.8576470588235294,0.8714883442916916,0.8673786080084562
