row	go_id	evidence	token	kind	accession	entry_name	gene	organism	length	reviewed	own_terms_for_donated_go	has_own_experimental	note
1	GO:0015629	IBA	UniProtKB:P60709	protein	P60709	ACTB_HUMAN	ACTB	Homo sapiens	375	True	GO:0005884/IBA;GO:0015629/IBA;GO:0098871/IDA;GO:0098871/IMP;GO:0098871/IDA;GO:0015629/IDA	True	
1	GO:0015629	IBA	UniProtKB:P63261	protein	P63261	ACTG_HUMAN	ACTG1	Homo sapiens	375	True	GO:0005884/IBA;GO:0015629/IBA;GO:0005884/IDA	True	
1	GO:0015629	IBA	UniProtKB:P68032	protein	P68032	ACTC_HUMAN	ACTC1	Homo sapiens	377	True	GO:0005884/IBA;GO:0015629/IBA;GO:0005884/IDA;GO:0005884/IDA;GO:0030175/ISS	True	
1	GO:0015629	IBA	UniProtKB:P68133	protein	P68133	ACTS_HUMAN	ACTA1	Homo sapiens	377	True	GO:0001725/IBA;GO:0005865/IBA;GO:0005884/IBA;GO:0015629/IBA;GO:0001725/IDA;GO:0005865/IDA;GO:0005884/IDA;GO:0015629/IMP;GO:0030175/ISS	True	
1	GO:0015629	IBA	UniProtKB:Q6QAQ1	protein	Q6QAQ1	ACTB_PIG	ACTB	Sus scrofa	375	True	GO:0005884/IBA;GO:0015629/IBA;GO:0098871/IEA;GO:0015629/ISS;GO:0015629/IEA;GO:0005869/IPI	True	
1	GO:0015629	IBA	UniProtKB:Q8I4X0	protein	Q8I4X0	ACT1_PLAF7	ACT1	Plasmodium falciparum (isolate 3D7)	376	True	GO:0015629/IBA;GO:0005884/ISS;GO:0005884/ISS;GO:0015629/IEA;GO:0015629/IDA	True	
1	GO:0015629	IBA	WB:WBGene00000064	protein	P10984	ACT2_CAEEL	act-2	Caenorhabditis elegans	376	True	GO:0015629/IBA;GO:0005884/IDA	True	resolved by free-text fallback, not xref
1	GO:0015629	IBA	WB:WBGene00000065	protein	P0DM42	ACT3_CAEEL	act-3	Caenorhabditis elegans	376	True	GO:0015629/IBA;GO:0005865/IDA	True	resolved by free-text fallback, not xref
1	GO:0015629	IBA	WB:WBGene00000066	protein	P10986	ACT4_CAEEL	act-4	Caenorhabditis elegans	376	True	GO:0015629/IBA;GO:0005865/IDA	True	resolved by free-text fallback, not xref
1	GO:0015629	IBA	WB:WBGene00000067	protein	O45815	O45815_CAEEL	act-5	Caenorhabditis elegans	375	False	GO:0015629/IBA;GO:0097516/IDA;GO:1990357/IDA	True	resolved by free-text fallback, not xref; NO_REVIEWED_ENTRY: unreviewed (TrEMBL) fallback
1	GO:0015629	IBA	dictyBase:DDB_G0269234	protein	P07830	ACT1_DICDI	act1,act2,act4,act5,act6,act7,act8,act9,act11,act12,act13,act14,act15,act16,act19,act20,act21	Dictyostelium discoideum	376	True	GO:0005884/IDA;GO:0015629/IBA;GO:0015629/IDA;GO:0030864/IDA;GO:0030864/IEA	True	
1	GO:0015629	IBA	dictyBase:DDB_G0275023	protein	Q553U6	ACT22_DICDI	act22	Dictyostelium discoideum	376	True	GO:0015629/IBA;GO:0030864/IDA;GO:0015629/ISS;GO:0030864/IEA	True	
1	GO:0015629	IBA	dictyBase:DDB_G0289487	protein	P07829	ACT3_DICDI	act3	Dictyostelium discoideum	376	True	GO:0015629/IBA;GO:0015629/ISS;GO:0030864/IEA;GO:0030864/IDA	True	
1	GO:0015629	IBA	dictyBase:DDB_G0289811	protein	Q54GX7	ACT10_DICDI	act10	Dictyostelium discoideum	376	True	GO:0015629/IBA;GO:0015629/IDA;GO:0030864/IDA;GO:0005884/IDA;GO:0030864/IEA	True	
2	GO:0005200	IBA	MGI:MGI:87906	protein	P63260	ACTG_MOUSE	Actg1	Mus musculus	375	True	GO:0005200/IDA;GO:0098973/IBA;GO:0098973/ISO;GO:0098973/ISO	True	
2	GO:0005200	IBA	PANTHER:PTN000940351	panther_node									PANTHER internal tree node, not a protein
2	GO:0005200	IBA	RGD:1304556	protein	P63259	ACTG_RAT	Actg1	Rattus norvegicus	375	True	GO:0005200/ISO;GO:0098973/IBA;GO:0098973/IDA;GO:0098973/IDA	True	
2	GO:0005200	IBA	SGD:S000001171	protein	P38696	ARP1_YEAST	ARP1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	384	True	GO:0005200/IDA	True	
2	GO:0005200	IBA	SGD:S000001855	protein	P60010	ACT_YEAST	ACT1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	375	True	GO:0005200/IBA;GO:0005200/IDA	True	
2	GO:0005200	IBA	SGD:S000002513	protein	Q04549	ARP10_YEAST	ARP10	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	284	True	GO:0005200/IPI;GO:0005200/IPI;GO:0005200/IPI	True	
2	GO:0005200	IBA	UniProtKB:P60709	protein	P60709	ACTB_HUMAN	ACTB	Homo sapiens	375	True	GO:0005200/TAS;GO:0098973/IBA;GO:0098973/IDA;GO:0098973/IDA;GO:0098973/EXP;GO:0098973/IMP;GO:0098973/IDA	True	
2	GO:0005200	IBA	UniProtKB:P61158	protein	P61158	ARP3_HUMAN	ACTR3	Homo sapiens	418	True	GO:0005200/IDA	True	
2	GO:0005200	IBA	UniProtKB:P61160	protein	P61160	ARP2_HUMAN	ACTR2	Homo sapiens	394	True	GO:0005200/IDA	True	
2	GO:0005200	IBA	dictyBase:DDB_G0269234	protein	P07830	ACT1_DICDI	act1,act2,act4,act5,act6,act7,act8,act9,act11,act12,act13,act14,act15,act16,act19,act20,act21	Dictyostelium discoideum	376	True	GO:0005200/IBA;GO:0005200/IDA	True	
2	GO:0005200	IBA	dictyBase:DDB_G0289811	protein	Q54GX7	ACT10_DICDI	act10	Dictyostelium discoideum	376	True	GO:0005200/IBA;GO:0005200/IDA	True	
3	GO:0005634	IEA	UniProtKB-SubCell:SL-0191	unknown									unhandled db 'UniProtKB-SubCell'
4	GO:0005737	IEA	UniProtKB-SubCell:SL-0086	unknown									unhandled db 'UniProtKB-SubCell'
5	GO:0005856	IEA	UniProtKB-SubCell:SL-0090	unknown									unhandled db 'UniProtKB-SubCell'
6	GO:0007010	IEA	GO:0005200	unknown									unhandled db 'GO'
8	GO:0001673	IEA	UniProtKB:Q8BXF8	protein	Q8BXF8	ACTT3_MOUSE	Actrt3	Mus musculus	369	True	GO:0001673/IDA	True	
8	GO:0001673	IEA	ensembl:ENSMUSP00000048360	unknown									unhandled db 'ensembl'
9	GO:0033011	IEA	UniProtKB:Q8BXF8	protein	Q8BXF8	ACTT3_MOUSE	Actrt3	Mus musculus	369	True	GO:0033011/IDA	True	
9	GO:0033011	IEA	ensembl:ENSMUSP00000048360	unknown									unhandled db 'ensembl'
10	GO:0033011	ISS	UniProtKB:Q8BXF8	protein	Q8BXF8	ACTT3_MOUSE	Actrt3	Mus musculus	369	True	GO:0033011/IDA	True	
