organism	gene	pmid	year	n_structures	pdb_ids	category	cited_evidence_codes	latest_goa_year	latest_exp_goa_year	in_publications_cache	in_ai_review
BACSU	amyE	PMID:9514750	1998	1	1BAG	GAP_NO_EXP_CURATION		2025		True	False
BACSU	aprE	PMID:24279884	2013	1	3WHI	GAP_OPPORTUNITY		2025	2022	False	False
BACSU	aprE	PMID:30914195	2019	1	6O44	GAP_OPPORTUNITY		2025	2022	False	False
BACSU	aprE	PMID:31615894	2019	1	6PAK	GAP_OPPORTUNITY		2025	2022	False	False
BACSU	aprE	PMID:9811547	1998	1	1SCJ	GAP_OPPORTUNITY		2025	2022	True	True
BACSU	sacB	PMID:14517548	2003	2	1OYG;1PT2	GAP_NO_EXP_CURATION		2025		True	True
BACSU	sacB	PMID:18596022	2008	1	2VDT	GAP_NO_EXP_CURATION		2025		True	True
BACSU	sacB	PMID:32553967	2020	1	6PWQ	GAP_NO_EXP_CURATION		2025		True	True
BACSU	sacB	PMID:33303628	2020	1	6VHQ	GAP_NO_EXP_CURATION		2025		True	True
BACSU	secA	PMID:12242434	2002	2	1M6N;1M74	GAP_NO_EXP_CURATION		2025		True	True
BACSU	secA	PMID:15256599	2004	2	1TF2;1TF5	GAP_NO_EXP_CURATION		2025		False	False
BACSU	secA	PMID:16989859	2006	1	2IBM	GAP_NO_EXP_CURATION		2025		False	False
BACSU	secA	PMID:18923516	2008	1	3DL8	GAP_NO_EXP_CURATION		2025		False	False
BACSU	secA	PMID:19850053	2009	1	3JV2	GAP_NO_EXP_CURATION		2025		False	False
BACSU	secA	PMID:23167435	2013	2	3IQM;3IQY	GAP_NO_EXP_CURATION		2025		False	False
BACSU	secA	PMID:26950603	2016	1	5EUL	GAP_NO_EXP_CURATION		2025		False	False
BACSU	secA	PMID:31253804	2019	1	6ITC	GAP_NO_EXP_CURATION		2025		False	False
BACSU	secA	PMID:36598944	2023	2	7XHA;7XHB	GAP_NO_EXP_CURATION		2025		False	False
BACSU	secA	PMID:39978345	2025	2	8Y9Y;8Y9Z	GAP_NO_EXP_CURATION		2025		False	False
BACSU	sigE	PMID:37110501	2023	1	8B3Z	GAP_NO_EXP_CURATION		2025		False	False
BACSU	sigK	PMID:39419996	2024	2	8VJL;8VJM	GAP_OPPORTUNITY		2025	2025	False	False
BACSU	spo0A	PMID:12176382	2002	1	1LQ1	GAP_OPPORTUNITY		2025	2018	False	False
BACSU	spo0J	PMID:29244022	2017	1	5NOC	GAP_LAG		2025	2011	False	False
BACSU	spo0J	PMID:31649139	2019	1	6SDK	GAP_LAG		2025	2011	False	False
BACSU	spoIIAA	PMID:9560229	1998	2	1AUZ;1BUZ	GAP_NO_EXP_CURATION		2026		False	False
BACTN	BT_2157	PMID:38898276	2024	2	8TDA;8TDE	GAP_NO_EXP_CURATION		2025		False	False
BACTN	BT_2157	PMID:39041709	2024	1	8RR2	GAP_NO_EXP_CURATION		2025		False	False
BOVIN	CRYAA	PMID:20440841	2010	2	3L1E;3L1F	GAP_OPPORTUNITY		2026	2026	True	True
BPT4	10	PMID:16554069	2006	3	2FKK;2FL8;2FL9	GAP_OPPORTUNITY		2026	2016	False	False
BPT4	11	PMID:10966799	2000	1	1EL6	GAP_OPPORTUNITY		2026	2016	False	False
BPT4	11	PMID:12923574	2003	1	1PDF	GAP_OPPORTUNITY		2026	2016	False	False
BPT4	12	PMID:12888344	2003	1	1OCY	GAP_OPPORTUNITY		2026	2016	False	False
BPT4	12	PMID:12923574	2003	1	1PDI	GAP_OPPORTUNITY		2026	2016	False	False
BPT4	12	PMID:29405518	2018	1	5LYE	GAP_LAG		2026	2016	False	False
BPT4	18	PMID:19229296	2009	4	3FO8;3FOA;3FOH;3FOI	CITED	IDA	2026	2016	True	True
BPT4	18	PMID:23434847	2013	2	3J2M;3J2N	GAP_OPPORTUNITY		2026	2016	False	False
BPT4	19	PMID:28757144	2017	1	5W5F	GAP_LAG		2026	2016	False	False
BPT4	20	PMID:26144253	2015	1	3JA7	CITED	IDA	2026	2017	True	True
BPT4	25	PMID:27193680	2016	1	5IW9	CITED	IDA	2026	2016	True	True
BPT4	37	PMID:21041684	2010	1	2XGF	GAP_NO_EXP_CURATION		2026		False	False
BPT4	8	PMID:12729757	2003	3	1N7Z;1N80;1N8B	GAP_OPPORTUNITY		2026	2016	False	False
BPT4	8	PMID:12923574	2003	1	1PDM	GAP_OPPORTUNITY		2026	2016	False	False
BPT4	8	PMID:26929357	2016	1	5HX2	GAP_OPPORTUNITY		2026	2016	False	False
BPT4	9	PMID:10545330	1999	2	1QEX;1S2E	GAP_OPPORTUNITY		2026	2016	False	False
BPT4	9	PMID:12923574	2003	1	1PDP	GAP_OPPORTUNITY		2026	2016	False	False
BPT4	9	PMID:15315755	2004	1	1TJA	GAP_OPPORTUNITY		2026	2016	False	False
BPT4	9	PMID:16116440	2005	1	1ZKU	GAP_OPPORTUNITY		2026	2016	False	False
BPT4	9	PMID:27193680	2016	2	5IV5;5IV7	CITED	IDA	2026	2016	True	True
BPT4	arn	PMID:25118281	2014	1	3WX4	GAP_NO_EXP_CURATION		2026		False	False
BPT4	denA	PMID:20156453	2010	1	2WSH	GAP_NO_EXP_CURATION		2026		False	False
BPT4	gp23	PMID:32249784	2020	1	6UZC	GAP_LAG		2026	2013	False	False
BPT4	gp23	PMID:36161892	2022	1	7VRT	GAP_LAG		2026	2013	False	False
BPT4	gp23	PMID:37253769	2023	1	8GMO	GAP_LAG		2026	2013	False	False
BPT4	gp23	PMID:37515203	2023	2	8T1X;8T9R	GAP_LAG		2026	2013	False	False
BPT4	rI	PMID:32562709	2020	1	6PSH	GAP_OPPORTUNITY		2026	2024	False	False
BPT4	soc	PMID:28893988	2017	1	5VF3	CITED	IMP	2026	2018	True	True
BPT4	soc	PMID:36161892	2022	1	7VS5	GAP_LAG		2026	2018	False	False
BPT4	t	PMID:32562709	2020	3	6PSK;6PX4;6PXE	GAP_NO_EXP_CURATION		2026		False	False
BPT4	wac	PMID:15033360	2004	1	1RFO	GAP_NO_EXP_CURATION				False	False
BPT4	wac	PMID:15165860	2004	1	1OX3	GAP_NO_EXP_CURATION				False	False
BPT4	wac	PMID:15313619	2004	2	1V1H;1V1I	GAP_NO_EXP_CURATION				False	False
BPT4	wac	PMID:16116440	2005	1	2BSG	GAP_NO_EXP_CURATION				False	False
BPT4	wac	PMID:17222867	2007	1	2IBL	GAP_NO_EXP_CURATION				False	False
BPT4	wac	PMID:19361528	2009	1	2KBL	GAP_NO_EXP_CURATION				False	False
BPT4	wac	PMID:20661999	2010	1	3A1M	GAP_NO_EXP_CURATION				False	False
BPT4	wac	PMID:23434847	2013	1	3J2O	GAP_NO_EXP_CURATION				False	False
BPT4	wac	PMID:24179220	2013	4	4MMQ;4MMR;4MMS;4MMT	GAP_NO_EXP_CURATION				False	False
BPT4	wac	PMID:9261070	1997	1	1AA0	GAP_NO_EXP_CURATION				False	False
BPT4	wac	PMID:9757094	1998	1	1AVY	GAP_NO_EXP_CURATION				False	False
BPZF4	ACA2	PMID:34116143	2021	1	7B5J	GAP_NO_EXP_CURATION		2025		True	True
BPZF4	ACA2	PMID:34756887	2021	3	7VJO;7VJP;7VJQ	GAP_NO_EXP_CURATION		2025		True	True
BPZF4	ACA2	PMID:38987591	2024	1	8W35	GAP_NO_EXP_CURATION		2025		True	True
BPZF4	AcrF8	PMID:32170016	2020	1	6VQW	GAP_NO_EXP_CURATION		2025		True	True
CHLRE	LCI5	PMID:33230314	2020	1	7JFO	GAP_NO_EXP_CURATION				True	True
CHLRE	psaC	PMID:30850819	2019	2	6IJJ;6IJO	GAP_NO_EXP_CURATION		2026		True	True
CHLRE	psaC	PMID:31182847	2019	2	6JO5;6JO6	GAP_NO_EXP_CURATION		2026		True	True
CHLRE	psaC	PMID:33597543	2021	1	7D0J	GAP_NO_EXP_CURATION		2026		False	False
CHLRE	psaC	PMID:34239095	2021	2	7DZ7;7DZ8	GAP_NO_EXP_CURATION		2026		False	False
CHLRE	psaC	PMID:36229605	2022	2	7ZQ9;7ZQC	GAP_NO_EXP_CURATION		2026		False	False
CHLRE	psaC	PMID:36979472	2023	1	7R3K	GAP_NO_EXP_CURATION		2026		False	False
CHLRE	psaC	PMID:37270022	2023	2	7WYI;7WZN	GAP_NO_EXP_CURATION		2026		False	False
DANRE	cryaa	PMID:20669149	2010	1	3N3E	GAP_OPPORTUNITY		2026	2016	False	False
DANRE	glceb	PMID:25568314	2015	2	4PW2;4PXQ	CITED	IDA,IPI	2026	2019	True	True
DANRE	gnptab	PMID:35939698	2022	2	7S6N;7SJ2	GAP_OPPORTUNITY		2026	2024	False	False
DANRE	pcif1	PMID:30467178	2019	4	6IRX;6IRY;6IRZ;6IS0	CITED	IDA	2026	2024	True	True
DANRE	tdp2	PMID:23104058	2012	2	4F1H;4FPV	CITED	IDA	2026	2018	True	True
DANRE	tdp2	PMID:29574079	2018	1	6CA4	CITED	IDA	2026	2018	True	True
DANRE	urad	PMID:17428786	2007	3	2O70;2O73;2O74	GAP_OPPORTUNITY		2026	2018	True	True
DESVH	P07598	PMID:10368269	1999	1	1HFE	GAP_NO_EXP_CURATION		2026		True	True
DESVH	P07598	PMID:10748163	2000	1	1E08	GAP_NO_EXP_CURATION		2026		False	False
DESVH	P07598	PMID:12885397	2003	1	1GX7	GAP_NO_EXP_CURATION		2026		False	False
DESVH	P07598	PMID:36937599	2023	2	8BJ7;8BJ8	GAP_NO_EXP_CURATION		2026		False	False
DORPE	cpx	PMID:12004067	2002	1	1L4A	GAP_NO_EXP_CURATION		2026		True	True
ECOLI	ftsI	PMID:31301409	2019	2	6HZQ;6I1I	GAP_OPPORTUNITY		2025	2025	False	False
ECOLI	ftsI	PMID:34356681	2021	1	7ONW	GAP_OPPORTUNITY		2025	2025	False	False
ECOLI	ftsI	PMID:40437113	2025	1	8RTZ	GAP_OPPORTUNITY		2025	2025	False	False
ECOLI	glgX	PMID:20187119	2010	1	2WSK	GAP_NO_EXP_CURATION				False	False
ECOLI	lpd	PMID:23580650	2013	1	4JDR	GAP_NO_EXP_CURATION				False	False
ECOLI	manX	PMID:15788390	2005	1	1VRC	GAP_OPPORTUNITY		2026	2026	False	False
ECOLI	manX	PMID:18270202	2008	4	1VSQ;2JZH;2JZN;2JZO	GAP_OPPORTUNITY		2026	2026	False	False
ECOLI	manX	PMID:8676384	1996	1	1PDO	GAP_OPPORTUNITY		2026	2026	False	False
ECOLI	mrdA	PMID:30995398	2019	3	6G9F;6G9P;6G9S	CITED	IC,IDA	2025	2025	True	True
ECOLI	mrdA	PMID:37620344	2023	1	8TJ3	CITED	IDA,IMP,IPI	2025	2025	True	True
ECOLI	sucA	PMID:17367808	2007	1	2JGD	GAP_NO_EXP_CURATION				False	False
ECOLI	sucB	PMID:10739245	2000	1	1C4T	GAP_NO_EXP_CURATION				False	False
ECOLI	sucB	PMID:1554728	1992	2	1BAL;1BBL	GAP_NO_EXP_CURATION				False	False
ECOLI	sucB	PMID:16168437	2005	3	1W4H;2BTG;2BTH	GAP_NO_EXP_CURATION				False	False
ECOLI	sucB	PMID:19445954	2009	1	2WXC	GAP_NO_EXP_CURATION				False	False
ECOLI	sucB	PMID:31475929	2019	1	6PBR	GAP_NO_EXP_CURATION				False	False
ECOLI	sucB	PMID:39958810	2025	1	9DZ8	GAP_NO_EXP_CURATION				False	False
ECOLI	sucB	PMID:8950276	1996	1	1PMR	GAP_NO_EXP_CURATION				False	False
ECOLI	sucB	PMID:9677295	1998	1	1E2O	GAP_NO_EXP_CURATION				False	False
ECOLI	yciO	PMID:12211024	2002	1	1KK9	GAP_OPPORTUNITY		2026	2025	False	False
ECOLX	hph	PMID:21084294	2011	1	3TYK	GAP_NO_EXP_CURATION				False	False
ECOLX	hph	PMID:23747390	2013	7	3W0M;3W0N;3W0O;3W0P;3W0Q;3W0R;3W0S	GAP_NO_EXP_CURATION				False	False
ECOLX	mcr-1	PMID:27655155	2016	1	5K4P	CITED	EXP	2026	2025	True	True
ECOLX	mcr-1	PMID:27958270	2016	1	5GOV	GAP_OPPORTUNITY		2026	2025	False	False
ECOLX	mcr-1	PMID:28000749	2016	1	5GRR	GAP_OPPORTUNITY		2026	2025	False	False
ECOLX	mcr-1	PMID:28059088	2017	2	5LRM;5LRN	GAP_OPPORTUNITY		2026	2025	False	False
ECOLX	mcr-1	PMID:29079699	2018	3	5YLC;5YLE;5YLF	GAP_OPPORTUNITY		2026	2025	True	True
ECOLX	mcr-1	PMID:33067430	2020	3	6LI4;6LI5;6LI6	GAP_OPPORTUNITY		2026	2025	False	False
ECOLX	mcr-1	PMID:35263219	2022	1	7WAA	GAP_OPPORTUNITY		2026	2025	False	False
ECOLX	mcr-1	PMID:36662362	2023	2	7YJP;7YJQ	GAP_OPPORTUNITY		2026	2025	False	False
ECOLX	mcr2	PMID:28777086	2017	1	5MX9	GAP_NO_EXP_CURATION		2026		False	False
ECOLX	mcr2	PMID:30194678	2018	1	6A7W	GAP_NO_EXP_CURATION		2026		False	True
ECOLX	mcr2	PMID:32432618	2020	1	6SUT	GAP_NO_EXP_CURATION		2026		False	False
ECOLX	mphA	PMID:28416110	2017	7	5IGH;5IGI;5IGJ;5IGP;5IGR;5IGS;5IGT	GAP_NO_EXP_CURATION				True	True
HYPJE	cbh1	PMID:11114249	2001	1	1DY4	GAP_NO_EXP_CURATION		2025		False	False
HYPJE	cbh1	PMID:11336632	2001	1	1EGN	GAP_NO_EXP_CURATION		2025		False	False
HYPJE	cbh1	PMID:14568538	2003	2	1Q2B;1Q2E	GAP_NO_EXP_CURATION		2025		False	False
HYPJE	cbh1	PMID:2554967	1989	2	1CBH;2CBH	GAP_NO_EXP_CURATION		2025		True	True
HYPJE	cbh1	PMID:26307003	2015	2	2MWJ;2MWK	GAP_NO_EXP_CURATION		2025		False	False
HYPJE	cbh1	PMID:8036495	1994	1	1CEL	GAP_NO_EXP_CURATION		2025		True	True
HYPJE	cbh1	PMID:8951380	1996	1	2CEL	GAP_NO_EXP_CURATION		2025		False	False
HYPJE	cbh1	PMID:9041630	1997	4	1AZ6;1AZH;1AZJ;1AZK	GAP_NO_EXP_CURATION		2025		True	True
MAIZE	ABP1	PMID:12065401	2002	2	1LR5;1LRH	CITED	IDA	2026	2015	True	True
MEDTR	NFP	PMID:34716271	2021	1	7AU7	GAP_LAG		2026	2016	False	False
METAC	mcrA	PMID:35110733	2022	1	7QBS	GAP_NO_EXP_CURATION		2025		False	False
METAC	mcrA	PMID:37307484	2023	2	8GF5;8GF6	GAP_NO_EXP_CURATION		2025		False	False
METAC	mcrA	PMID:39772843	2025	1	9ECN	GAP_NO_EXP_CURATION		2025		False	False
METEA	fae	PMID:15632161	2005	2	1Y5Y;1Y60	GAP_NO_EXP_CURATION		2025		False	False
METEA	fae	PMID:39779855	2025	9	8UB7;8UB8;8UB9;8UBA;8UBB;8UBC;8UBD;8UBE;8UBF	GAP_NO_EXP_CURATION		2025		False	False
METEA	lanM	PMID:30352145	2019	1	6MI5	GAP_NO_EXP_CURATION		2025		True	True
METEA	lanM	PMID:37259003	2023	1	8FNS	GAP_NO_EXP_CURATION		2025		True	True
METEA	mdh	PMID:30279311	2018	2	5UJK;5ULV	GAP_NO_EXP_CURATION		2025		False	False
METEA	mtdA	PMID:12176390	2002	2	1LU9;1LUA	GAP_NO_EXP_CURATION		2025		False	False
METEA	mtdA	PMID:32061937	2020	3	6TGE;6TLK;6TM3	GAP_NO_EXP_CURATION		2025		False	False
METEA	mxaG	PMID:16414073	2006	1	2C8S	GAP_NO_EXP_CURATION		2025		False	False
METEA	mxaI	PMID:11502173	2001	1	1H4J	GAP_NO_EXP_CURATION		2025		False	False
METEA	mxaI	PMID:15608378	2005	1	1W6S	GAP_NO_EXP_CURATION		2025		False	False
METEA	mxaI	PMID:7735834	1995	1	1H4I	GAP_NO_EXP_CURATION		2025		False	False
METEA	pqqE	PMID:29405700	2018	1	6C8V	GAP_NO_EXP_CURATION		2025		False	False
METEA	xoxF1	PMID:32366463	2020	2	6OC5;6OC6	GAP_NO_EXP_CURATION		2025		True	True
METEA	xoxJ	PMID:31017712	2019	1	6ONP	GAP_NO_EXP_CURATION				True	True
OCTBM	OCBIM_22006518mg	PMID:37045920	2023	1	8EIS	GAP_NO_EXP_CURATION		2026		True	True
OCTBM	OCBIM_22006518mg	PMID:40532695	2025	3	9E6B;9E6C;9E6D	GAP_NO_EXP_CURATION		2026		True	True
ORYSJ	CPS4	PMID:37932442	2023	5	8I6P;8I6T;8I6U;8IH5;8KBW	GAP_OPPORTUNITY		2026	2024	False	False
ORYSJ	HD3A	PMID:21804566	2011	1	3AXY	GAP_LAG		2026	2010	False	False
PENCH	aatA	PMID:20223213	2010	3	2X1C;2X1D;2X1E	GAP_OPPORTUNITY		2025	2022	True	True
PICST	XYL1	PMID:30487522	2018	2	5Z6T;5Z6U	GAP_NO_EXP_CURATION		2025		True	True
POPTR	PRX2	PMID:15697201	2005	1	1TP9	GAP_NO_EXP_CURATION		2026		False	False
PSEAE	ftsI	PMID:21135211	2010	6	3PBN;3PBO;3PBQ;3PBR;3PBS;3PBT	GAP_NO_EXP_CURATION		2025		True	True
PSEAE	ftsI	PMID:23899657	2013	3	4KQO;4KQQ;4KQR	GAP_NO_EXP_CURATION		2025		False	False
PSEAE	ftsI	PMID:31301409	2019	3	6HZR;6I1E;6R3X	GAP_NO_EXP_CURATION		2025		False	False
PSEAE	rpsD	PMID:38443577	2024	1	8CD1	GAP_NO_EXP_CURATION		2026		False	False
PSEAI	merA	PMID:16114877	2005	2	1ZK7;1ZX9	GAP_NO_EXP_CURATION		2025		True	True
PSEAI	merA	PMID:20828160	2010	2	2KT2;2KT3	GAP_NO_EXP_CURATION		2025		False	False
PSEPK	algK	PMID:36494359	2022	1	7ULA	GAP_NO_EXP_CURATION		2026		False	False
PSEPK	aroE	PMID:21846128	2011	1	3PWZ	GAP_NO_EXP_CURATION		2026		True	True
PSEPK	galB	PMID:26867578	2016	1	5CGZ	GAP_LAG		2026	2012	False	False
PSEPK	mcpS	PMID:23112148	2012	2	2YFA;2YFB	GAP_NO_EXP_CURATION		2026		False	False
PSEPK	murU	PMID:25767118	2015	3	4Y7T;4Y7U;4Y7V	CITED	IDA	2026	2017	True	True
PSEPK	nicC	PMID:27218267	2016	1	5EOW	CITED	EXP	2026	2024	True	True
PSEPK	nicC	PMID:38104959	2024	2	8UIQ;8UIV	GAP_OPPORTUNITY		2026	2024	False	False
PSEPK	pcaB	PMID:15301541	2004	1	1RE5	GAP_NO_EXP_CURATION		2026		True	True
PSEPK	pcaF	PMID:32647822	2020	4	6PCA;6PCB;6PCC;6PCD	GAP_NO_EXP_CURATION		2026		True	True
PSEPK	pcaY	PMID:33021055	2021	6	6S18;6S1A;6S33;6S37;6S38;6S3B	GAP_NO_EXP_CURATION		2026		True	True
PSEPK	pobA	PMID:31282871	2019	1	6DLL	GAP_NO_EXP_CURATION		2026		False	False
PSEPK	pqqB	PMID:30811189	2019	1	6E13	GAP_NO_EXP_CURATION		2026		True	True
PSEPU	Q88CC1	PMID:32523014	2020	2	6W1G;6W1H	GAP_NO_EXP_CURATION		2025		True	True
RAMVA	RvY_13070	PMID:37358501	2023	2	7YPP;7YPR	CITED	IDA	2026	2024	True	True
RAMVA	SAHS1	PMID:28703282	2017	2	5XN9;5XNA	GAP_NO_EXP_CURATION		2026		True	True
SCHPO	atg2	PMID:30911189	2019	2	6A9E;6A9J	CITED	EXP	2026	2024	True	True
SCHPO	clr4	PMID:11273706	2001	1	1G6Z	GAP_OPPORTUNITY		2026	2026	False	False
SCHPO	clr4	PMID:12389037	2002	2	1MVH;1MVX	GAP_OPPORTUNITY		2026	2026	False	False
SCHPO	clr4	PMID:30051891	2018	2	6BOX;6BP4	CITED	EXP	2026	2026	True	True
SCHPO	clr4	PMID:40446033	2025	2	9ISZ;9IT4	GAP_OPPORTUNITY		2026	2026	False	False
SCHPO	dcr1	PMID:21847092	2011	1	2L6M	CITED	EXP,IDA	2026	2024	True	True
SOLLC	PR1B1	PMID:9067611	1997	1	1CFE	GAP_NO_EXP_CURATION		2026		True	True
THLAR	TFP	PMID:26260516	2015	2	5A10;5A11	CITED	IDA	2026	2023	True	True
human	ADM2	PMID:30139742	2018	1	6D1U	GAP_OPPORTUNITY		2026	2024	False	False
human	ADM2	PMID:32296767	2020	1	6UVA	CITED	IDA	2026	2024	True	True
human	AGK	PMID:32901109	2021	1	7CGP	CITED	IDA,IPI	2026	2026	True	True
human	AGO4	PMID:31324450	2019	1	6OON	GAP_OPPORTUNITY		2026	2026	False	False
human	AGRN	PMID:37252960	2023	1	8S9P	GAP_OPPORTUNITY		2025	2025	False	False
human	AHCTF1	PMID:35679397	2022	2	7R5J;7R5K	GAP_OPPORTUNITY		2026	2025	False	False
human	AIP	PMID:23300914	2012	1	4AIF	GAP_OPPORTUNITY		2026	2026	True	True
human	AIP	PMID:23418784	2013	1	2LKN	GAP_OPPORTUNITY		2026	2026	False	False
human	AIP	PMID:36385050	2022	1	7ZUB	GAP_OPPORTUNITY		2026	2026	False	False
human	AIP	PMID:38135181	2024	1	8QMO	GAP_OPPORTUNITY		2026	2026	False	False
human	AIPL1	PMID:28739921	2017	5	5U9A;5U9I;5U9J;5U9K;5V35	GAP_OPPORTUNITY		2026	2026	False	False
