suggested_review_name	ordered_locus	uniprot_accession	entry_name	primary_gene	all_gene_names	protein_name	reviewed	annotation_score	ec_numbers	go_ids	primary_bucket_id	primary_bucket_label	is_primary_for_pathway	membership_source	membership_pathway_id	membership_pathway_name	gene_dir	review_status	review_file	curation_status	openscientist_research_status	openscientist_research_file
gpx	PP_1874	Q88LQ5	Q88LQ5_PSEPK	gpx	gpx PP_1874	Glutathione peroxidase	unreviewed	1.0		GO:0004601; GO:0034599	kegg:ppu00480	Glutathione metabolism	true	KEGG	ppu00480	Glutathione metabolism	genes/PSEPK/gpx	MISSING		MISSING	MISSING	
gstB	PP_1894	Q88LN5	Q88LN5_PSEPK	gstB	gstB PP_1894	Glutathione S-transferase reducing arsenate to arsenite	unreviewed	1.0		GO:0016740	kegg:ppu00480	Glutathione metabolism	true	KEGG	ppu00480	Glutathione metabolism	genes/PSEPK/gstB	MISSING		MISSING	MISSING	
pepN	PP_2017	Q88LB8	Q88LB8_PSEPK	pepN	pepN PP_2017	Aminopeptidase N (EC 3.4.11.2)	unreviewed	2.0	3.4.11.2	GO:0006508; GO:0008237; GO:0008270; GO:0016285	kegg:ppu00480	Glutathione metabolism	true	KEGG	ppu00480	Glutathione metabolism	genes/PSEPK/pepN	MISSING		MISSING	MISSING	
PP_2474	PP_2474	Q88K19	Q88K19_PSEPK	PP_2474	PP_2474	Glutathione S-transferase family protein	unreviewed	1.0			kegg:ppu00480	Glutathione metabolism	true	KEGG	ppu00480	Glutathione metabolism	genes/PSEPK/PP_2474	MISSING		MISSING	MISSING	
PP_2536	PP_2536	Q88JW1	Q88JW1_PSEPK	PP_2536	PP_2536	Glutathione S-transferase family protein	unreviewed	1.0		GO:0016740	kegg:ppu00480	Glutathione metabolism	true	KEGG	ppu00480	Glutathione metabolism	genes/PSEPK/PP_2536	MISSING		MISSING	MISSING	
PP_2700	PP_2700	Q88JE9	Q88JE9_PSEPK	PP_2700	PP_2700	Glutathione-dependent peroxiredoxin (EC 1.11.1.27)	unreviewed	2.0	1.11.1.27	GO:0005737; GO:0008379; GO:0034599; GO:0042744; GO:0045454	kegg:ppu00480	Glutathione metabolism	true	KEGG	ppu00480	Glutathione metabolism	genes/PSEPK/PP_2700	MISSING		MISSING	MISSING	
pxpA1	PP_2920	Q88IS9	PXPA1_PSEPK	pxpA1	pxpA1 PP_2920	5-oxoprolinase subunit A 1 (5-OPase subunit A 1) (EC 3.5.2.9) (5-oxoprolinase (ATP-hydrolyzing) subunit A 1)	reviewed	2.0	3.5.2.9	GO:0005524; GO:0005975; GO:0017168	kegg:ppu00480	Glutathione metabolism	true	KEGG	ppu00480	Glutathione metabolism	genes/PSEPK/pxpA1	MISSING		MISSING	MISSING	
PP_3253	PP_3253	Q88HV0	GCS2_PSEPK	PP_3253	PP_3253	Putative glutamate--cysteine ligase 2 (EC 6.3.2.2) (Gamma-glutamylcysteine synthetase 2) (GCS 2) (Gamma-GCS 2)	reviewed	2.0	6.3.2.2	GO:0004357; GO:0005524; GO:0042398	kegg:ppu00480	Glutathione metabolism	true	KEGG	ppu00480	Glutathione metabolism	genes/PSEPK/PP_3253	PRESENT	genes/PSEPK/PP_3253/PP_3253-ai-review.yaml	CURATED	MISSING	
ptxD	PP_3376	Q88HI1	Q88HI1_PSEPK	ptxD	ptxD PP_3376	Phosphonate dehydrogenase (EC 1.20.1.1)	unreviewed	2.0	1.20.1.1	GO:0005829; GO:0016618; GO:0030267; GO:0050609; GO:0051287	kegg:ppu00480	Glutathione metabolism	true	KEGG	ppu00480	Glutathione metabolism	genes/PSEPK/ptxD	MISSING		MISSING	MISSING	
PP_3535	PP_3535	Q88H30	Q88H30_PSEPK	PP_3535	PP_3535	Glutathione hydrolase proenzyme (EC 2.3.2.2) (EC 3.4.19.13) [Cleaved into: Glutathione hydrolase large chain; Glutathione hydrolase small chain]	unreviewed	3.0	2.3.2.2; 3.4.19.13	GO:0006750; GO:0006751; GO:0036374; GO:0103068	kegg:ppu00430	Taurine and hypotaurine metabolism	false	KEGG	ppu00480	Glutathione metabolism	genes/PSEPK/PP_3535	MISSING		MISSING	MISSING	
gor	PP_3819	Q88GA5	Q88GA5_PSEPK	gor	gor PP_3819	Glutathione reductase (GRase) (EC 1.8.1.7)	unreviewed	3.0	1.8.1.7	GO:0004362; GO:0005829; GO:0006749; GO:0034599; GO:0045454; GO:0050660; GO:0050661	kegg:ppu00480	Glutathione metabolism	true	KEGG	ppu00480	Glutathione metabolism	genes/PSEPK/gor	MISSING		MISSING	MISSING	
icd	PP_4011	Q88FS2	Q88FS2_PSEPK	icd	icd PP_4011	Isocitrate dehydrogenase [NADP] (EC 1.1.1.42)	unreviewed	3.0	1.1.1.42	GO:0000287; GO:0004450; GO:0006097; GO:0006099; GO:0051287	kegg:ppu04146	Peroxisome	false	KEGG	ppu00480	Glutathione metabolism	genes/PSEPK/icd	PRESENT	genes/PSEPK/icd/icd-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/icd/icd-deep-research-openscientist.md
idh	PP_4012	Q88FS1	Q88FS1_PSEPK	idh	idh PP_4012	Isocitrate dehydrogenase [NADP] (EC 1.1.1.42) (Oxalosuccinate decarboxylase)	unreviewed	2.0	1.1.1.42	GO:0004450; GO:0006097; GO:0006099; GO:0046872	kegg:ppu04146	Peroxisome	false	KEGG	ppu00480	Glutathione metabolism	genes/PSEPK/idh	PRESENT	genes/PSEPK/idh/idh-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/idh/idh-deep-research-openscientist.md
zwfB	PP_4042	Q88FP7	Q88FP7_PSEPK	zwfB	zwfB zwf PP_4042	Glucose-6-phosphate 1-dehydrogenase (G6PD) (EC 1.1.1.49)	unreviewed	3.0	1.1.1.49	GO:0004345; GO:0005829; GO:0006006; GO:0009051; GO:0050661	kegg:ppu00480	Glutathione metabolism	true	KEGG	ppu00480	Glutathione metabolism	genes/PSEPK/zwfB	PRESENT	genes/PSEPK/zwfB/zwfB-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/zwfB/zwfB-deep-research-openscientist.md
gntZ	PP_4043	Q88FP6	Q88FP6_PSEPK	gntZ	gntZ PP_4043	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)	unreviewed	2.0	1.1.1.44	GO:0004616; GO:0006098; GO:0019521; GO:0050661	kegg:ppu00480	Glutathione metabolism	true	KEGG	ppu00480	Glutathione metabolism	genes/PSEPK/gntZ	PRESENT	genes/PSEPK/gntZ/gntZ-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/gntZ/gntZ-deep-research-openscientist.md
ybgJ	PP_4576	Q88E90	Q88E90_PSEPK	ybgJ	ybgJ PP_4576	Allophanate hydrolase subunit (EC 3.5.1.54)	unreviewed	1.0	3.5.1.54	GO:0004039; GO:0005524	kegg:ppu00480	Glutathione metabolism	true	KEGG	ppu00480	Glutathione metabolism	genes/PSEPK/ybgJ	MISSING		MISSING	MISSING	
pxpA2	PP_4577	Q88E89	PXPA2_PSEPK	pxpA2	pxpA2 PP_4577	5-oxoprolinase subunit A 2 (5-OPase subunit A 2) (EC 3.5.2.9) (5-oxoprolinase (ATP-hydrolyzing) subunit A 2)	reviewed	2.0	3.5.2.9	GO:0005524; GO:0005975; GO:0017168	kegg:ppu00480	Glutathione metabolism	true	KEGG	ppu00480	Glutathione metabolism	genes/PSEPK/pxpA2	MISSING		MISSING	MISSING	
ggt	PP_4659	Q88E09	Q88E09_PSEPK	ggt	ggt PP_4659	Glutathione hydrolase proenzyme (EC 2.3.2.2) (EC 3.4.19.13) [Cleaved into: Glutathione hydrolase large chain; Glutathione hydrolase small chain]	unreviewed	3.0	2.3.2.2; 3.4.19.13	GO:0006750; GO:0006751; GO:0036374; GO:0103068	kegg:ppu00430	Taurine and hypotaurine metabolism	false	KEGG	ppu00480	Glutathione metabolism	genes/PSEPK/ggt	MISSING		MISSING	MISSING	
gshB	PP_4993	Q88D35	GSHB_PSEPK	gshB	gshB PP_4993	Glutathione synthetase (EC 6.3.2.3) (GSH synthetase) (GSH-S) (GSHase) (Glutathione synthase)	reviewed	3.0	6.3.2.3	GO:0004363; GO:0005524; GO:0005737; GO:0046872	kegg:ppu00480	Glutathione metabolism	true	KEGG	ppu00480	Glutathione metabolism	genes/PSEPK/gshB	PRESENT	genes/PSEPK/gshB/gshB-ai-review.yaml	CURATED	MISSING	
PP_5211	PP_5211	Q88CH0	Q88CH0_PSEPK	PP_5211	PP_5211	glutathione-specific gamma-glutamylcyclotransferase (EC 4.3.2.7)	unreviewed	1.0	4.3.2.7	GO:0005737; GO:0006751; GO:0061928	kegg:ppu04156	Integrated stress response (ISR) signaling pathway	false	KEGG	ppu00480	Glutathione metabolism	genes/PSEPK/PP_5211	MISSING		MISSING	MISSING	
zwf	PP_5351	Q88C32	Q88C32_PSEPK	zwf	zwf PP_5351	Glucose-6-phosphate 1-dehydrogenase (G6PD) (EC 1.1.1.49)	unreviewed	3.0	1.1.1.49	GO:0004345; GO:0005829; GO:0006006; GO:0009051; GO:0050661	kegg:ppu00480	Glutathione metabolism	true	KEGG	ppu00480	Glutathione metabolism	genes/PSEPK/zwf	PRESENT	genes/PSEPK/zwf/zwf-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/zwf/zwf-deep-research-openscientist.md
