scope	accession	gene	organism	pos_term	pos_name	pos_evidence	neg_term	neg_name	neg_evidence	parent_support
net_new	A4ZYQ5	Slc2a7	Rattus norvegicus (Rat)	GO:0022857	transmembrane transporter activity	IEA	GO:0005353	fructose transmembrane transporter activity	ISS	supported
net_new	A4ZYQ5	Slc2a7	Rattus norvegicus (Rat)	GO:0022857	transmembrane transporter activity	IEA	GO:0055056	D-glucose transmembrane transporter activity	ISS	supported
net_new	A6NGE7	URAD	Homo sapiens (Human)	GO:0016831	carboxy-lyase activity	ISS	GO:0051997	2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase activity	IBA	supported
net_new	D4A693	Azin2	Rattus norvegicus (Rat)	GO:0003824	catalytic activity	IEA	GO:0004586	ornithine decarboxylase activity	IBA	UNSUPPORTED
net_new	F1LN46	Cpt1c	Rattus norvegicus (Rat)	GO:0016746	acyltransferase activity	IEA	GO:0004095	carnitine O-palmitoyltransferase activity	IDA	UNSUPPORTED
net_new	F1QCV2	hdac10	Danio rerio (Zebrafish) (Bra	GO:0019213	deacetylase activity	IBA	GO:0033558	protein lysine deacetylase activity	IDA	supported
net_new	G4VGH9	UPPB	Schistosoma mansoni (Blood f	GO:0003824	catalytic activity	IEA	GO:0004850	uridine phosphorylase activity	IDA	UNSUPPORTED
net_new	G5EGT9	lin-18	Caenorhabditis elegans	GO:0004672	protein kinase activity	IEA	GO:0004714	transmembrane receptor protein tyrosine kinase activity	IBA	UNSUPPORTED
net_new	L0T864	fpg2	Mycobacterium tuberculosis (	GO:0003676	nucleic acid binding	IEA	GO:0003677	DNA binding	IDA	UNSUPPORTED
net_new	L0T864	fpg2	Mycobacterium tuberculosis (	GO:0003824	catalytic activity	IEA	GO:0019104	DNA N-glycosylase activity	IDA	supported
net_new	L0T864	fpg2	Mycobacterium tuberculosis (	GO:0016799	hydrolase activity, hydrolyzing N-glycosyl compounds	IEA	GO:0019104	DNA N-glycosylase activity	IDA	UNSUPPORTED
net_new	O02675	DPYSL2	Bos taurus (Bovine)	GO:0016787	hydrolase activity	IEA	GO:0004157	dihydropyrimidinase activity	IBA	UNSUPPORTED
net_new	O02675	DPYSL2	Bos taurus (Bovine)	GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	IEA	GO:0004157	dihydropyrimidinase activity	IBA	UNSUPPORTED
net_new	O08553	Dpysl2	Mus musculus (Mouse)	GO:0016787	hydrolase activity	IEA	GO:0004157	dihydropyrimidinase activity	IBA	UNSUPPORTED
net_new	O08553	Dpysl2	Mus musculus (Mouse)	GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	IEA	GO:0004157	dihydropyrimidinase activity	IBA	UNSUPPORTED
net_new	O13022	dpysl3-a	Xenopus laevis (African claw	GO:0016787	hydrolase activity	IEA	GO:0004157	dihydropyrimidinase activity	IBA	UNSUPPORTED
net_new	O13022	dpysl3-a	Xenopus laevis (African claw	GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	IEA	GO:0004157	dihydropyrimidinase activity	IBA	UNSUPPORTED
net_new	O13022	dpysl3-a	Xenopus laevis (African claw	GO:0016812	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides	IEA	GO:0004157	dihydropyrimidinase activity	IBA	UNSUPPORTED
net_new	O14531	DPYSL4	Homo sapiens (Human)	GO:0016787	hydrolase activity	IEA	GO:0004157	dihydropyrimidinase activity	IBA	UNSUPPORTED
net_new	O14531	DPYSL4	Homo sapiens (Human)	GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	IEA	GO:0004157	dihydropyrimidinase activity	IBA	UNSUPPORTED
net_new	O32042	dtd	Bacillus subtilis (strain 16	GO:0002161	aminoacyl-tRNA deacylase activity	IEA	GO:0051499	D-aminoacyl-tRNA deacylase activity	IMP	UNSUPPORTED
net_new	O32042	dtd	Bacillus subtilis (strain 16	GO:0016788	hydrolase activity, acting on ester bonds	IEA	GO:0051499	D-aminoacyl-tRNA deacylase activity	IMP	UNSUPPORTED
net_new	O35098	Dpysl4	Mus musculus (Mouse)	GO:0016787	hydrolase activity	IEA	GO:0004157	dihydropyrimidinase activity	IBA	UNSUPPORTED
net_new	O35098	Dpysl4	Mus musculus (Mouse)	GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	IEA	GO:0004157	dihydropyrimidinase activity	IBA	UNSUPPORTED
net_new	O35405	Pld3	Mus musculus (Mouse)	GO:0003824	catalytic activity	IEA	GO:0004630	D-type glycerophospholipase activity	IDA	supported
net_new	O54902	Slc11a2	Rattus norvegicus (Rat)	GO:0022857	transmembrane transporter activity	ISO	GO:0005385	zinc ion transmembrane transporter activity	ISO	supported
net_new	O54902	Slc11a2	Rattus norvegicus (Rat)	GO:0022857	transmembrane transporter activity	ISO	GO:0015085	calcium ion transmembrane transporter activity	ISO	supported
net_new	O54902	Slc11a2	Rattus norvegicus (Rat)	GO:0022857	transmembrane transporter activity	ISO	GO:0070835	chromium ion transmembrane transporter activity	ISO	supported
net_new	O54902	Slc11a2	Rattus norvegicus (Rat)	GO:0046873	metal ion transmembrane transporter activity	IEA	GO:0005385	zinc ion transmembrane transporter activity	ISO	supported
net_new	O54902	Slc11a2	Rattus norvegicus (Rat)	GO:0046873	metal ion transmembrane transporter activity	IEA	GO:0015085	calcium ion transmembrane transporter activity	ISO	supported
net_new	O54902	Slc11a2	Rattus norvegicus (Rat)	GO:0046915	transition metal ion transmembrane transporter activity	ISO	GO:0005385	zinc ion transmembrane transporter activity	ISO	supported
net_new	O55222	Ilk	Mus musculus (Mouse)	GO:0004672	protein kinase activity	IEA	GO:0004674	protein serine/threonine kinase activity	ISS	supported
net_new	O59858	gpx1	Schizosaccharomyces pombe (s	GO:0004601	peroxidase activity	IEA	GO:0004602	glutathione peroxidase activity	IDA	supported
net_new	O60883	GPR37L1	Homo sapiens (Human)	GO:0004930	G protein-coupled receptor activity	IEA	GO:0036505	prosaposin receptor activity	IDA	supported
net_new	O70230	Znf143	Mus musculus (Mouse)	GO:0003682	chromatin binding	ISO	GO:0140587	chromatin loop anchoring activity	IDA	supported
net_new	O75601	CASP13	Bos taurus (Bovine)	GO:0008234	cysteine-type peptidase activity	IEA	GO:0004197	cysteine-type endopeptidase activity	IBA	UNSUPPORTED
net_new	O94468	mag2	Schizosaccharomyces pombe (s	GO:0003824	catalytic activity	IEA	GO:0003905	alkylbase DNA N-glycosylase activity	IDA	UNSUPPORTED
net_new	O95455	TGDS	Homo sapiens (Human)	GO:0016836	hydro-lyase activity	IEA	GO:0008460	dTDP-glucose 4,6-dehydratase activity	IDA	supported
net_new	O95970	LGI1	Homo sapiens (Human)	GO:0005515	protein binding	IPI	GO:0005102	signaling receptor binding	IPI	supported
net_new	P04156	PRNP	Homo sapiens (Human)	GO:0005515	protein binding	IPI	GO:0031805	type 8 metabotropic glutamate receptor binding	IDA	supported
net_new	P0C6A1	Slc2a7	Mus musculus (Mouse)	GO:0022857	transmembrane transporter activity	IEA	GO:0005353	fructose transmembrane transporter activity	ISS	supported
net_new	P0C6A1	Slc2a7	Mus musculus (Mouse)	GO:0022857	transmembrane transporter activity	IEA	GO:0055056	D-glucose transmembrane transporter activity	ISS	supported
net_new	P25722	Hs2st	Drosophila melanogaster (Fru	GO:0008146	sulfotransferase activity	IEA	GO:0034482	chondroitin 2-sulfotransferase activity	TAS	supported
net_new	P27144	AK4	Homo sapiens (Human)	GO:0016776	phosphotransferase activity, phosphate group as acceptor	IEA	GO:0004017	AMP kinase activity	IDA	supported
net_new	P27144	AK4	Homo sapiens (Human)	GO:0016776	phosphotransferase activity, phosphate group as acceptor	IEA	GO:0046899	nucleoside triphosphate adenylate kinase activity	IDA	supported
net_new	P27144	AK4	Homo sapiens (Human)	GO:0019205	nucleobase-containing compound kinase activity	IEA	GO:0004017	AMP kinase activity	IDA	supported
net_new	P27144	AK4	Homo sapiens (Human)	GO:0019205	nucleobase-containing compound kinase activity	IEA	GO:0046899	nucleoside triphosphate adenylate kinase activity	IDA	supported
net_new	P27144	AK4	Homo sapiens (Human)	GO:0050145	nucleoside monophosphate kinase activity	IEA	GO:0004017	AMP kinase activity	IDA	supported
net_new	P27697	COQ8	Saccharomyces cerevisiae (st	GO:0016301	kinase activity	IDA	GO:0004672	protein kinase activity	IDA	supported
net_new	P31450	glvG	Escherichia coli (strain K12	GO:0003824	catalytic activity	IEA	GO:0008706	6-phospho-beta-glucosidase activity	IDA	UNSUPPORTED
net_new	P31450	glvG	Escherichia coli (strain K12	GO:0003824	catalytic activity	IEA	GO:0050081	maltose-6'-phosphate glucosidase activity	IDA	UNSUPPORTED
net_new	P31450	glvG	Escherichia coli (strain K12	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	IEA	GO:0008706	6-phospho-beta-glucosidase activity	IDA	UNSUPPORTED
net_new	P31450	glvG	Escherichia coli (strain K12	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	IEA	GO:0050081	maltose-6'-phosphate glucosidase activity	IDA	UNSUPPORTED
net_new	P34925	RYK	Homo sapiens (Human)	GO:0004888	transmembrane signaling receptor activity	IEA	GO:0004714	transmembrane receptor protein tyrosine kinase activity	IBA	supported
net_new	P36639	NUDT1	Homo sapiens (Human)	GO:0016787	hydrolase activity	IEA	GO:0140933	5'-(N(7)-methylguanosine 5'-triphospho)-[mRNA] hydrolase activity	ISS	supported
net_new	P36639	NUDT1	Homo sapiens (Human)	GO:0016818	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	IDA	GO:0140933	5'-(N(7)-methylguanosine 5'-triphospho)-[mRNA] hydrolase activity	ISS	supported
net_new	P40999	pmt1	Schizosaccharomyces pombe (s	GO:0008168	methyltransferase activity	IEA	GO:0009008	DNA-methyltransferase activity	IDA	supported
net_new	P41438	Slc19a1	Mus musculus (Mouse)	GO:0022857	transmembrane transporter activity	ISO	GO:0140360	cyclic-GMP-AMP transmembrane transporter activity	IDA	supported
net_new	P47942	Dpysl2	Rattus norvegicus (Rat)	GO:0016787	hydrolase activity	IEA	GO:0004157	dihydropyrimidinase activity	IBA	UNSUPPORTED
net_new	P47942	Dpysl2	Rattus norvegicus (Rat)	GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	IEA	GO:0004157	dihydropyrimidinase activity	IBA	UNSUPPORTED
net_new	P57044	ILK	Cavia porcellus (Guinea pig)	GO:0004672	protein kinase activity	IEA	GO:0004674	protein serine/threonine kinase activity	ISS	UNSUPPORTED
net_new	P82281	TL29	Arabidopsis thaliana (Mouse-	GO:0004601	peroxidase activity	IEA	GO:0016688	L-ascorbate peroxidase activity	IDA	UNSUPPORTED
net_new	P83088	FucTC	Drosophila melanogaster (Fru	GO:0008417	fucosyltransferase activity	IEA	GO:0018392	glycoprotein 3-alpha-L-fucosyltransferase activity	IDA	UNSUPPORTED
net_new	P83088	FucTC	Drosophila melanogaster (Fru	GO:0008417	fucosyltransferase activity	IEA	GO:0046920	alpha-(1->3)-fucosyltransferase activity	IMP	UNSUPPORTED
net_new	P91938	Trxr1	Drosophila melanogaster (Fru	GO:0016209	antioxidant activity	NAS	GO:0004362	glutathione-disulfide reductase (NADPH) activity	IDA	supported
net_new	P91938	Trxr1	Drosophila melanogaster (Fru	GO:0016491	oxidoreductase activity	IEA	GO:0004362	glutathione-disulfide reductase (NADPH) activity	IDA	supported
net_new	P91938	Trxr1	Drosophila melanogaster (Fru	GO:0016668	oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor	IEA	GO:0004362	glutathione-disulfide reductase (NADPH) activity	IDA	supported
net_new	P92976	SSL11	Arabidopsis thaliana (Mouse-	GO:0016787	hydrolase activity	IBA	GO:0016844	strictosidine synthase activity	TAS	UNSUPPORTED
net_new	P97427	Crmp1	Mus musculus (Mouse)	GO:0016787	hydrolase activity	IEA	GO:0004157	dihydropyrimidinase activity	IBA	UNSUPPORTED
net_new	P97427	Crmp1	Mus musculus (Mouse)	GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	IEA	GO:0004157	dihydropyrimidinase activity	IBA	UNSUPPORTED
net_new	P97616	Adarb2	Rattus norvegicus (Rat)	GO:0019239	deaminase activity	IEA	GO:0003726	double-stranded RNA adenosine deaminase activity	ISS	UNSUPPORTED
net_new	P9WHH7	lpdA	Mycobacterium tuberculosis (	GO:0016491	oxidoreductase activity	IEA	GO:0016668	oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor	IDA	supported
net_new	P9WIS5	kgd	Mycobacterium tuberculosis (	GO:0016491	oxidoreductase activity	IDA	GO:0004591	oxoglutarate dehydrogenase (succinyl-transferring) activity	IDA	supported
net_new	P9WIS5	kgd	Mycobacterium tuberculosis (	GO:0016624	oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor	IEA	GO:0004591	oxoglutarate dehydrogenase (succinyl-transferring) activity	IDA	UNSUPPORTED
net_new	P9WN15	?	Mycobacterium tuberculosis (	GO:0003824	catalytic activity	IEA	GO:0004805	trehalose-phosphatase activity	IDA	UNSUPPORTED
net_new	P9WN15	?	Mycobacterium tuberculosis (	GO:0016791	phosphatase activity	IEA	GO:0004805	trehalose-phosphatase activity	IDA	UNSUPPORTED
net_new	Q01887	Ryk	Mus musculus (Mouse)	GO:0004888	transmembrane signaling receptor activity	IEA	GO:0004714	transmembrane receptor protein tyrosine kinase activity	IBA	supported
net_new	Q01973	ROR1	Homo sapiens (Human)	GO:0004672	protein kinase activity	IEA	GO:0004714	transmembrane receptor protein tyrosine kinase activity	IBA	UNSUPPORTED
net_new	Q01973	ROR1	Homo sapiens (Human)	GO:0038023	signaling receptor activity	IDA	GO:0004714	transmembrane receptor protein tyrosine kinase activity	IBA	supported
net_new	Q02908	ELP3	Saccharomyces cerevisiae (st	GO:0003824	catalytic activity	IEA	GO:0004402	histone acetyltransferase activity	IDA	supported
net_new	Q02908	ELP3	Saccharomyces cerevisiae (st	GO:0016747	acyltransferase activity, transferring groups other than amino-acyl groups	IEA	GO:0004402	histone acetyltransferase activity	IDA	supported
net_new	Q03468	ERCC6	Homo sapiens (Human)	GO:0008094	ATP-dependent activity, acting on DNA	IDA	GO:0003678	DNA helicase activity	IDA	supported
net_new	Q04344	HNT1	Saccharomyces cerevisiae (st	GO:0003824	catalytic activity	IEA	GO:0033699	DNA 5'-adenosine monophosphate hydrolase activity	IDA	supported
net_new	Q06429	ACS1	Arabidopsis thaliana (Mouse-	GO:0003824	catalytic activity	IEA	GO:0016847	1-aminocyclopropane-1-carboxylate synthase activity	IDA	UNSUPPORTED
net_new	Q10274	teb1	Schizosaccharomyces pombe (s	GO:0043565	sequence-specific DNA binding	IDA	GO:0042162	telomeric repeat DNA binding	IDA	supported
net_new	Q13418	ILK	Homo sapiens (Human)	GO:0004672	protein kinase activity	IEA	GO:0004674	protein serine/threonine kinase activity	IDA	UNSUPPORTED
net_new	Q13459	MYO9B	Homo sapiens (Human)	GO:0005515	protein binding	IPI	GO:0042803	protein homodimerization activity	IDA	supported
net_new	Q14194	CRMP1	Homo sapiens (Human)	GO:0016787	hydrolase activity	IEA	GO:0004157	dihydropyrimidinase activity	IBA	UNSUPPORTED
net_new	Q14194	CRMP1	Homo sapiens (Human)	GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	IEA	GO:0004157	dihydropyrimidinase activity	IBA	UNSUPPORTED
net_new	Q14195	DPYSL3	Homo sapiens (Human)	GO:0016787	hydrolase activity	IEA	GO:0004157	dihydropyrimidinase activity	IBA	UNSUPPORTED
net_new	Q14195	DPYSL3	Homo sapiens (Human)	GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	IEA	GO:0004157	dihydropyrimidinase activity	IBA	UNSUPPORTED
net_new	Q15646	OASL	Homo sapiens (Human)	GO:0016779	nucleotidyltransferase activity	IEA	GO:0001730	2'-5'-oligoadenylate synthetase activity	IDA	UNSUPPORTED
net_new	Q16555	DPYSL2	Homo sapiens (Human)	GO:0016787	hydrolase activity	IEA	GO:0004157	dihydropyrimidinase activity	IBA	UNSUPPORTED
net_new	Q16555	DPYSL2	Homo sapiens (Human)	GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	IEA	GO:0004157	dihydropyrimidinase activity	IBA	UNSUPPORTED
net_new	Q17QD8	GPR37L1	Bos taurus (Bovine)	GO:0004930	G protein-coupled receptor activity	IEA	GO:0036505	prosaposin receptor activity	ISS	supported
net_new	Q185C5	eam	Clostridioides difficile (st	GO:0003824	catalytic activity	IEA	GO:0050066	L-lysine 2,3-aminomutase activity	IDA	supported
net_new	Q185C5	eam	Clostridioides difficile (st	GO:0016869	intramolecular aminotransferase activity	IEA	GO:0050066	L-lysine 2,3-aminomutase activity	IDA	supported
net_new	Q23229	xol-1	Caenorhabditis elegans	GO:0003674	molecular_function	ND	GO:0005524	ATP binding	IDA	supported
net_new	Q3SWY2	ILK	Bos taurus (Bovine)	GO:0004672	protein kinase activity	IEA	GO:0004674	protein serine/threonine kinase activity	ISS	UNSUPPORTED
net_new	Q3TVP5	Otulinl	Mus musculus (Mouse)	GO:0003674	molecular_function	ND	GO:0019783	ubiquitin-like protein peptidase activity	ISS	supported
net_new	Q3TVP5	Otulinl	Mus musculus (Mouse)	GO:0003674	molecular_function	ND	GO:0043130	ubiquitin binding	ISS	supported
net_new	Q4KMQ2	ANO6	Homo sapiens (Human)	GO:0005254	chloride channel activity	IEA	GO:0005229	intracellularly calcium-gated chloride channel activity	IDA	supported
net_new	Q52PJ5	dpysl3	Danio rerio (Zebrafish) (Bra	GO:0016787	hydrolase activity	IEA	GO:0004157	dihydropyrimidinase activity	IBA	UNSUPPORTED
net_new	Q52PJ5	dpysl3	Danio rerio (Zebrafish) (Bra	GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	IEA	GO:0004157	dihydropyrimidinase activity	IBA	UNSUPPORTED
net_new	Q569C4	Hdac10	Rattus norvegicus (Rat)	GO:0019213	deacetylase activity	ISS	GO:0033558	protein lysine deacetylase activity	ISS	supported
net_new	Q5AU62	nmrA	Emericella nidulans (strain 	GO:0051287	NAD binding	IDA	GO:0070404	NADH binding	IDA	supported
net_new	Q5FVH2	Pld3	Rattus norvegicus (Rat)	GO:0003824	catalytic activity	IEA	GO:0004630	D-type glycerophospholipase activity	ISO	supported
net_new	Q5GAM9	Rnase11	Mus musculus (Mouse)	GO:0003674	molecular_function	ND	GO:0004540	RNA nuclease activity	IBA	supported
net_new	Q5IS35	SLC25A19	Macaca fascicularis (Crab-ea	GO:0015932	nucleobase-containing compound transmembrane transporter activity	IEA	GO:0030233	deoxynucleotide transmembrane transporter activity	ISS	UNSUPPORTED
net_new	Q5NVC1	SLC25A19	Pongo abelii (Sumatran orang	GO:0015932	nucleobase-containing compound transmembrane transporter activity	IEA	GO:0030233	deoxynucleotide transmembrane transporter activity	ISS	UNSUPPORTED
net_new	Q5R5V4	ILK	Pongo abelii (Sumatran orang	GO:0004672	protein kinase activity	IEA	GO:0004674	protein serine/threonine kinase activity	ISS	UNSUPPORTED
net_new	Q5RB09	SLC2A9	Pongo abelii (Sumatran orang	GO:0015149	hexose transmembrane transporter activity	IEA	GO:0055056	D-glucose transmembrane transporter activity	ISS	UNSUPPORTED
net_new	Q5RB09	SLC2A9	Pongo abelii (Sumatran orang	GO:0022857	transmembrane transporter activity	IEA	GO:0055056	D-glucose transmembrane transporter activity	ISS	supported
net_new	Q5TCH4	CYP4A22	Homo sapiens (Human)	GO:0004497	monooxygenase activity	IEA	GO:0052869	arachidonate omega-hydroxylase activity	IDA	supported
net_new	Q5TCH4	CYP4A22	Homo sapiens (Human)	GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	IEA	GO:0052869	arachidonate omega-hydroxylase activity	IDA	supported
net_new	Q5TCH4	CYP4A22	Homo sapiens (Human)	GO:0016712	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen	IEA	GO:0052869	arachidonate omega-hydroxylase activity	IDA	supported
net_new	Q5YD76	?	Loxosceles boneti (North Ame	GO:0008081	phosphoric diester hydrolase activity	IEA	GO:0050290	sphingomyelin phosphodiesterase D activity	NAS	UNSUPPORTED
net_new	Q62188	Dpysl3	Mus musculus (Mouse)	GO:0016787	hydrolase activity	IEA	GO:0004157	dihydropyrimidinase activity	IBA	UNSUPPORTED
net_new	Q62188	Dpysl3	Mus musculus (Mouse)	GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	IEA	GO:0004157	dihydropyrimidinase activity	IBA	UNSUPPORTED
net_new	Q62950	Crmp1	Rattus norvegicus (Rat)	GO:0016787	hydrolase activity	IEA	GO:0004157	dihydropyrimidinase activity	IBA	UNSUPPORTED
net_new	Q62950	Crmp1	Rattus norvegicus (Rat)	GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	IEA	GO:0004157	dihydropyrimidinase activity	IBA	UNSUPPORTED
net_new	Q62951	Dpysl4	Rattus norvegicus (Rat)	GO:0016787	hydrolase activity	IEA	GO:0004157	dihydropyrimidinase activity	IBA	UNSUPPORTED
net_new	Q62951	Dpysl4	Rattus norvegicus (Rat)	GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	IEA	GO:0004157	dihydropyrimidinase activity	IBA	UNSUPPORTED
net_new	Q62952	Dpysl3	Rattus norvegicus (Rat)	GO:0016787	hydrolase activity	IEA	GO:0004157	dihydropyrimidinase activity	IBA	UNSUPPORTED
net_new	Q62952	Dpysl3	Rattus norvegicus (Rat)	GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	IEA	GO:0004157	dihydropyrimidinase activity	IBA	UNSUPPORTED
net_new	Q63358	Myo9b	Rattus norvegicus (Rat)	GO:0005515	protein binding	IPI	GO:0042803	protein homodimerization activity	ISO	supported
net_new	Q640K6	dpysl3-b	Xenopus laevis (African claw	GO:0016787	hydrolase activity	IEA	GO:0004157	dihydropyrimidinase activity	IBA	UNSUPPORTED
net_new	Q640K6	dpysl3-b	Xenopus laevis (African claw	GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	IEA	GO:0004157	dihydropyrimidinase activity	IBA	UNSUPPORTED
net_new	Q640K6	dpysl3-b	Xenopus laevis (African claw	GO:0016812	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides	IEA	GO:0004157	dihydropyrimidinase activity	IBA	UNSUPPORTED
net_new	Q640N1	Aebp1	Mus musculus (Mouse)	GO:0004180	carboxypeptidase activity	IDA	GO:0004181	metallocarboxypeptidase activity	IBA	supported
net_new	Q66HG3	Cndp1	Rattus norvegicus (Rat)	GO:0016787	hydrolase activity	IEA	GO:0004177	aminopeptidase activity	ISO	supported
net_new	Q66HG3	Cndp1	Rattus norvegicus (Rat)	GO:0016787	hydrolase activity	IEA	GO:0004180	carboxypeptidase activity	ISO	supported
net_new	Q6GL72	dpysl3	Xenopus tropicalis (Western 	GO:0016787	hydrolase activity	IEA	GO:0004157	dihydropyrimidinase activity	IBA	UNSUPPORTED
net_new	Q6GL72	dpysl3	Xenopus tropicalis (Western 	GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	IEA	GO:0004157	dihydropyrimidinase activity	IBA	UNSUPPORTED
net_new	Q6IWH7	ANO7	Homo sapiens (Human)	GO:0005254	chloride channel activity	IEA	GO:0005229	intracellularly calcium-gated chloride channel activity	IDA	supported
net_new	Q6NXT4	SLC30A6	Homo sapiens (Human)	GO:0005385	zinc ion transmembrane transporter activity	IEA	GO:0140826	zinc:proton antiporter activity	IDA	supported
net_new	Q6NXT4	SLC30A6	Homo sapiens (Human)	GO:0008324	monoatomic cation transmembrane transporter activity	IEA	GO:0140826	zinc:proton antiporter activity	IDA	supported
net_new	Q6P3E7	Hdac10	Mus musculus (Mouse)	GO:0019213	deacetylase activity	ISS	GO:0033558	protein lysine deacetylase activity	ISS	supported
