mapping_file	subject_level	subject_code	curation_status	mapping_scope	target_go_id	target_go_label	target_aspect	flags	scrutiny_decision	rationale
autophagy_lysosome_pathway.yaml	type	Autophagy-Lysosome Pathway|Autophagophore initiation and elongation|Class 3 PI3K complex 1, direct|Localization of class 3 PI3K complex 1	context_only	too_broad_to_propagate	GO:0035032	phosphatidylinositol 3-kinase complex, class III		source_contains_domain_or_family_metadata;source_is_regulatory_or_contextual;too_broad_to_propagate	context_only_not_projected	Reviewed as a class-III PI3K complex context or regulator bucket. This node is useful for curator interpretation, but it should not project cellular-component membership; only explicit complex-component leaves propagate to GO complex terms.
autophagy_lysosome_pathway.yaml	type	Autophagy-Lysosome Pathway|Autophagophore initiation and elongation|Class 3 PI3K complex 1, direct|Modulator of class 3 PI3K complex 1 activity	context_only	too_broad_to_propagate	GO:0035032	phosphatidylinositol 3-kinase complex, class III		source_contains_domain_or_family_metadata;source_is_regulatory_or_contextual;too_broad_to_propagate	context_only_not_projected	Reviewed as a class-III PI3K complex context or regulator bucket. This node is useful for curator interpretation, but it should not project cellular-component membership; only explicit complex-component leaves propagate to GO complex terms.
autophagy_lysosome_pathway.yaml	type	Autophagy-Lysosome Pathway|Autophagophore initiation and elongation|Class 3 PI3K complex 1, direct|Modulator of class 3 PI3K complex 1 assembly	context_only	too_broad_to_propagate	GO:0035032	phosphatidylinositol 3-kinase complex, class III		source_contains_domain_or_family_metadata;source_is_regulatory_or_contextual;too_broad_to_propagate	context_only_not_projected	Reviewed as a class-III PI3K complex context or regulator bucket. This node is useful for curator interpretation, but it should not project cellular-component membership; only explicit complex-component leaves propagate to GO complex terms.
autophagy_lysosome_pathway.yaml	type	Autophagy-Lysosome Pathway|Autophagophore initiation and elongation|Class 3 PI3K complex 1, upstream|Class 3 PI3K complex 1 signal integration	context_only	too_broad_to_propagate	GO:0035032	phosphatidylinositol 3-kinase complex, class III		source_contains_domain_or_family_metadata;too_broad_to_propagate	context_only_not_projected	Reviewed as a class-III PI3K complex context or regulator bucket. This node is useful for curator interpretation, but it should not project cellular-component membership; only explicit complex-component leaves propagate to GO complex terms.
autophagy_lysosome_pathway.yaml	type	Autophagy-Lysosome Pathway|Autophagophore initiation and elongation|Class 3 PI3K complex 1, upstream|ER stress signaling pathway	context_only	too_broad_to_propagate	GO:0035032	phosphatidylinositol 3-kinase complex, class III		source_contains_domain_or_family_metadata;source_is_regulatory_or_contextual;too_broad_to_propagate	context_only_not_projected	Reviewed as a class-III PI3K complex context or regulator bucket. This node is useful for curator interpretation, but it should not project cellular-component membership; only explicit complex-component leaves propagate to GO complex terms.
autophagy_lysosome_pathway.yaml	type	Autophagy-Lysosome Pathway|Autophagophore initiation and elongation|Class 3 PI3K complex 1, upstream|Hypoxia signaling pathway	context_only	too_broad_to_propagate	GO:0035032	phosphatidylinositol 3-kinase complex, class III		source_contains_domain_or_family_metadata;source_is_regulatory_or_contextual;too_broad_to_propagate	context_only_not_projected	Reviewed as a class-III PI3K complex context or regulator bucket. This node is useful for curator interpretation, but it should not project cellular-component membership; only explicit complex-component leaves propagate to GO complex terms.
autophagy_lysosome_pathway.yaml	type	Autophagy-Lysosome Pathway|Autophagophore initiation and elongation|Class 3 PI3K complex 1, upstream|Insulin signaling pathway	context_only	too_broad_to_propagate	GO:0035032	phosphatidylinositol 3-kinase complex, class III		source_contains_domain_or_family_metadata;source_is_regulatory_or_contextual;too_broad_to_propagate	context_only_not_projected	Reviewed as a class-III PI3K complex context or regulator bucket. This node is useful for curator interpretation, but it should not project cellular-component membership; only explicit complex-component leaves propagate to GO complex terms.
autophagy_lysosome_pathway.yaml	type	Autophagy-Lysosome Pathway|Autophagophore initiation and elongation|Class 3 PI3K complex 1, upstream|MAPK8 signaling pathway	context_only	too_broad_to_propagate	GO:0035032	phosphatidylinositol 3-kinase complex, class III		source_contains_domain_or_family_metadata;source_is_regulatory_or_contextual;too_broad_to_propagate	context_only_not_projected	Reviewed as a class-III PI3K complex context or regulator bucket. This node is useful for curator interpretation, but it should not project cellular-component membership; only explicit complex-component leaves propagate to GO complex terms.
autophagy_lysosome_pathway.yaml	type	Autophagy-Lysosome Pathway|Autophagophore initiation and elongation|Class 3 PI3K complex 1, upstream|Modulator of class 3 PI3K complex 1 activity	context_only	too_broad_to_propagate	GO:0035032	phosphatidylinositol 3-kinase complex, class III		source_contains_domain_or_family_metadata;source_is_regulatory_or_contextual;too_broad_to_propagate	context_only_not_projected	Reviewed as a class-III PI3K complex context or regulator bucket. This node is useful for curator interpretation, but it should not project cellular-component membership; only explicit complex-component leaves propagate to GO complex terms.
autophagy_lysosome_pathway.yaml	type	Autophagy-Lysosome Pathway|Autophagophore initiation and elongation|Regulation of autophagophore membrane composition|ATG16L1-positive plasma membrane input	mapped	ok_for_propagation_to_go	GO:1905686	positive regulation of plasma membrane repair		source_is_regulatory_or_contextual;broad_or_context_loss_target	manual_gene_level_review_required_before_gene_review_change	This PN type captures the ATG16L1-linked plasma-membrane input to the autophagophore membrane pool. The source label is still centered on a membrane-repair / membrane-input mechanism, so propagation to positive regulation of plasma membrane repair is the safest supported GO target.
autophagy_lysosome_pathway.yaml	type	Autophagy-Lysosome Pathway|Autophagophore initiation and elongation|Regulation of autophagophore membrane composition|ATG2-WIPI complex component	mapped	ok_for_propagation_to_go	GO:0062079	ATG2-ATG18 complex		source_contains_domain_or_family_metadata;source_is_regulatory_or_contextual	manual_gene_level_review_required_before_gene_review_change	This PN component bucket corresponds to the ATG2-WIPI/ATG18 lipid-transfer complex used during autophagophore membrane expansion. The GO ATG2-ATG18 complex term is the closest component-level target.
autophagy_lysosome_pathway.yaml	type	Autophagy-Lysosome Pathway|Autophagophore initiation and elongation|Regulation of autophagophore membrane composition|ATG9 homolog	mapped	ok_for_propagation_to_go	GO:0017128	phospholipid scramblase activity		source_is_regulatory_or_contextual	manual_gene_level_review_required_before_gene_review_change	This PN leaf is restricted to the ATG9-family proteins, and both human members already support phospholipid scramblase activity in GOA. That MF is the clearest shared mechanistic target exposed by the current ontology.
autophagy_lysosome_pathway.yaml	type	Autophagy-Lysosome Pathway|Autophagophore initiation and elongation|Regulation of autophagophore membrane composition|ATG9 localization	context_only	too_broad_to_propagate	GO:0034497	protein localization to phagophore assembly site		source_is_regulatory_or_contextual;broad_or_context_loss_target;too_broad_to_propagate	context_only_not_projected	This PN leaf groups factors that help position ATG9 in the phagophore-initiation system. The closest available GO process term is protein localization to phagophore assembly site, but the current member set mixes direct trafficking regulators with broader upstream factors.
autophagy_lysosome_pathway.yaml	type	Autophagy-Lysosome Pathway|Autophagophore initiation and elongation|Regulation of autophagophore membrane composition|PI(3)P sequestration	mapped	ok_for_propagation_to_go	GO:0032266	phosphatidylinositol-3-phosphate binding		source_is_regulatory_or_contextual	manual_gene_level_review_required_before_gene_review_change	This PN leaf denotes sequestration of PI(3)P at the nascent autophagophore membrane. The current single-gene member, ZFYVE1, already supports phosphatidylinositol-3-phosphate binding, which is the clearest shared GO function exposed by the ontology.
autophagy_lysosome_pathway.yaml	type	Autophagy-Lysosome Pathway|Autophagophore initiation and elongation|Regulation of autophagophore membrane composition|PI(4)P production	mapped	ok_for_propagation_to_go	GO:0004430	1-phosphatidylinositol 4-kinase activity		source_is_regulatory_or_contextual	manual_gene_level_review_required_before_gene_review_change	This PN leaf denotes production of PI(4)P as a membrane-composition input to autophagophore formation. The member gene PI4KB already supports the matching catalytic GO molecular function 1-phosphatidylinositol 4-kinase activity.
autophagy_lysosome_pathway.yaml	type	Autophagy-Lysosome Pathway|Autophagophore initiation and elongation|Regulation of autophagophore membrane composition|Regulates cholesterol transfer to autophagophore	mapped	ok_for_propagation_to_go	GO:0120020	cholesterol transfer activity		source_is_regulatory_or_contextual	manual_gene_level_review_required_before_gene_review_change	This PN type is explicitly about cholesterol transfer into the autophagophore membrane system. The GO cholesterol transfer activity term preserves the core mechanism without overcommitting to a broader autophagy process term.
autophagy_lysosome_pathway.yaml	type	Autophagy-Lysosome Pathway|Autophagophore initiation and elongation|Regulation of autophagophore membrane composition|Regulation of PI(3)P levels	mapped	ok_for_propagation_to_go	GO:0046856	phosphatidylinositol dephosphorylation		source_is_regulatory_or_contextual	manual_gene_level_review_required_before_gene_review_change	This PN leaf groups MTMR-family factors that reduce PI(3)P levels during autophagophore membrane regulation. The strongest shared GO process signal across the member genes is phosphatidylinositol dephosphorylation.
autophagy_lysosome_pathway.yaml	type	Autophagy-Lysosome Pathway|Autophagophore initiation and elongation|ULK1 pathway, direct|Localization of ULK1 complex	context_only	too_broad_to_propagate	GO:0034497	protein localization to phagophore assembly site		source_contains_domain_or_family_metadata;source_is_regulatory_or_contextual;broad_or_context_loss_target;too_broad_to_propagate	context_only_not_projected	This PN leaf groups factors that position the ULK1 initiation complex at the nascent phagophore system. The closest current GO term is protein localization to phagophore assembly site, but the leaf mixes direct tethering or trafficking factors with broader membrane-contact and transport biology.
autophagy_lysosome_pathway.yaml	type	Autophagy-Lysosome Pathway|Autophagophore initiation and elongation|ULK1 pathway, direct|ULK1 complex component	mapped	ok_for_propagation_to_go	GO:1990316	Atg1/ULK1 kinase complex		source_contains_domain_or_family_metadata	manual_gene_level_review_required_before_gene_review_change	This PN leaf is a direct component class for the ULK1 initiation complex. The matching GO cellular-component term is Atg1/ULK1 kinase complex, and the core members already support that assignment in GOA.
autophagy_lysosome_pathway.yaml	type	Autophagy-Lysosome Pathway|Autophagosome closure maturation and lysosome fusion|Autophagosome-endosome docking|Lysosome-endosome SNARE complex	mapped	ok_for_propagation_to_go	GO:0031201	SNARE complex		source_contains_domain_or_family_metadata	manual_gene_level_review_required_before_gene_review_change	This leaf is a SNARE machinery bucket in the autophagosome-endosome docking context. The shared gene-level assertion is SNARE complex membership.
autophagy_lysosome_pathway.yaml	type	Autophagy-Lysosome Pathway|Autophagosome closure maturation and lysosome fusion|Autophagosome-lysosome docking|ATG8-LAMP1 interaction modulator	context_only	too_broad_to_propagate	GO:0061909	autophagosome-lysosome fusion		source_is_regulatory_or_contextual;too_broad_to_propagate	context_only_not_projected	Reviewed as a docking-interface modulator. It is relevant to autophagosome-lysosome fusion but should not project the full fusion process to all members without gene-level review.
autophagy_lysosome_pathway.yaml	type	Autophagy-Lysosome Pathway|Autophagosome closure maturation and lysosome fusion|Autophagosome-lysosome docking|ATG8-LAMP2 interaction modulator	context_only	too_broad_to_propagate	GO:0061909	autophagosome-lysosome fusion		source_is_regulatory_or_contextual;too_broad_to_propagate	context_only_not_projected	Reviewed as a docking-interface modulator. It is relevant to autophagosome-lysosome fusion but should not project the full fusion process to all members without gene-level review.
autophagy_lysosome_pathway.yaml	type	Autophagy-Lysosome Pathway|Autophagosome closure maturation and lysosome fusion|Autophagosome-lysosome docking|BORC complex component	mapped	ok_for_propagation_to_go	GO:0099078	BORC complex		source_contains_domain_or_family_metadata	manual_gene_level_review_required_before_gene_review_change	This leaf is restricted to BORC complex components, so the BORC complex cellular-component term is the direct propagation target.
autophagy_lysosome_pathway.yaml	type	Autophagy-Lysosome Pathway|Autophagosome closure maturation and lysosome fusion|Autophagosome-lysosome docking|HOPS complex component	mapped	ok_for_propagation_to_go	GO:0030897	HOPS complex		source_contains_domain_or_family_metadata	manual_gene_level_review_required_before_gene_review_change	This PN type groups genes that are components of the HOPS tethering complex in the autophagosome-lysosome docking step. That supports propagation to the GO cellular-component term for HOPS complex.
autophagy_lysosome_pathway.yaml	type	Autophagy-Lysosome Pathway|Autophagosome closure maturation and lysosome fusion|Autophagosome-lysosome docking|HOPS-BORC interaction mediator	context_only	too_broad_to_propagate	GO:0061909	autophagosome-lysosome fusion		too_broad_to_propagate	context_only_not_projected	Reviewed as an interaction-mediator bucket in autophagosome-lysosome docking. The relation to fusion is contextual and should not project generic fusion to all members.
autophagy_lysosome_pathway.yaml	type	Autophagy-Lysosome Pathway|Autophagosome closure maturation and lysosome fusion|Autophagosome-lysosome docking|Lysosome-autophagosome SNARE complex	mapped	ok_for_propagation_to_go	GO:0031201	SNARE complex		source_contains_domain_or_family_metadata	manual_gene_level_review_required_before_gene_review_change	This leaf is restricted to SNARE machinery for lysosome-autophagosome docking. The shared GO assertion is SNARE complex membership.
autophagy_lysosome_pathway.yaml	type	Autophagy-Lysosome Pathway|Autophagosome closure maturation and lysosome fusion|Autophagosome-lysosome docking|Lysosome-autophagosome interaction modulator	context_only	too_broad_to_propagate	GO:0061909	autophagosome-lysosome fusion		source_is_regulatory_or_contextual;too_broad_to_propagate	context_only_not_projected	Reviewed as a modulator bucket for the lysosome-autophagosome interface. The relation to fusion is contextual and too broad for direct propagation.
autophagy_lysosome_pathway.yaml	type	Autophagy-Lysosome Pathway|Autophagosome closure maturation and lysosome fusion|Autophagosome-lysosome docking|Recruitment of HOPS complex to autophagosome	context_only	too_broad_to_propagate	GO:0061909	autophagosome-lysosome fusion		source_contains_domain_or_family_metadata;source_is_regulatory_or_contextual;too_broad_to_propagate	context_only_not_projected	Reviewed as a HOPS-recruitment context. Specific child leaves map to autophagosome maturation; the parent should not project the full fusion process.
