interpro_id	n_reviewed	n_suspect	suspect_fraction	cached	action_breakdown	example_genes	go_term_labels
IPR000276	21	12	0.57	yes	ACCEPT:9, KEEP_AS_NON_CORE:9, MODIFY:3	OCTVU/CTR1; OCTVU/CTR2; OCTVU/OPR; SEPOF/RHO; human/ADRB2; human/GPR101; mouse/Agtr1a; mouse/Drd1	G protein-coupled receptor activity; G protein-coupled receptor signaling pathway; membrane
IPR008971	19	12	0.63	no	ACCEPT:7, KEEP_AS_NON_CORE:4, MODIFY:8	ECOLI/DnaJ; PSEPK/dnaJ; human/DNAJA2; human/DNAJA4; human/DNAJB1; human/DNAJB11; human/DNAJB13; human/DNAJB4	protein folding; unfolded protein binding
IPR002487	25	11	0.44	no	ACCEPT:14, KEEP_AS_NON_CORE:1, MODIFY:10	ARATH/AG; ARATH/AP1; ARATH/AP3; ARATH/FLC; ARATH/PI; ARATH/SEP3; ARATH/SOC1; ARATH/SVP	DNA-binding transcription factor activity; nucleus; regulation of DNA-templated transcription
IPR000943	17	11	0.65	no	ACCEPT:6, KEEP_AS_NON_CORE:2, MARK_AS_OVER_ANNOTATED:1, MODIFY:7, REMOVE:1	BACSU/sigE; BACSU/sigF; BACSU/sigG; BACSU/sigK; DESVH/Q726C4; DESVH/Q72B50; DESVH/Q72BQ0; PSEPK/fliA	DNA-binding transcription factor activity; DNA-templated transcription initiation; regulation of DNA-templated transcription
IPR007630	17	11	0.65	no	ACCEPT:6, KEEP_AS_NON_CORE:2, MARK_AS_OVER_ANNOTATED:1, MODIFY:7, REMOVE:1	BACSU/sigE; BACSU/sigF; BACSU/sigG; BACSU/sigK; DESVH/Q726C4; DESVH/Q72B50; DESVH/Q72BQ0; PSEPK/fliA	DNA-binding transcription factor activity; DNA-templated transcription initiation; regulation of DNA-templated transcription
IPR035979	12	11	0.92	no	ACCEPT:1, KEEP_AS_NON_CORE:3, MARK_AS_OVER_ANNOTATED:3, MODIFY:5	ARATH/RDR6; CALMI/A0A4W3GVU1; SCHPO/mei2; human/ACIN1; human/CNOT4; human/DNAJC17; human/ELAVL3; human/TARDBP	nucleic acid binding
IPR002100	19	10	0.53	no	ACCEPT:9, KEEP_AS_NON_CORE:2, MARK_AS_OVER_ANNOTATED:1, MODIFY:7	ARATH/AG; ARATH/AP1; ARATH/AP3; ARATH/FLC; ARATH/PI; ARATH/SEP3; ARATH/SOC1; ARATH/SVP	DNA binding; protein dimerization activity
IPR036879	19	10	0.53	no	ACCEPT:9, KEEP_AS_NON_CORE:2, MARK_AS_OVER_ANNOTATED:1, MODIFY:7	ARATH/AG; ARATH/AP1; ARATH/AP3; ARATH/FLC; ARATH/PI; ARATH/SEP3; ARATH/SOC1; ARATH/SVP	DNA binding; protein dimerization activity
IPR006424	16	10	0.62	no	ACCEPT:6, KEEP_AS_NON_CORE:2, MODIFY:3, REMOVE:5	PSEPK/gapA; SCHPO/gpd3; human/GAPDH; mouse/Gapdh	NAD binding; NADP binding; glucose metabolic process; oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor
IPR020849	15	10	0.67	no	ACCEPT:5, KEEP_AS_NON_CORE:1, MARK_AS_OVER_ANNOTATED:3, MODIFY:6	human/HRAS; human/KRAS; human/NRAS; mouse/Hras; mouse/Kras; yeast/RAS2	GTP binding; membrane; signal transduction
IPR012341	12	10	0.83	no	ACCEPT:2, MARK_AS_OVER_ANNOTATED:10	ACET2/celA; ACET2/celD; ACET2/celK; ACET2/celS; CLOCL/Q6DTY2; CLOCL/Q9RGE6; CLOCL/Q9RGE8; DROME/Edem2	carbohydrate metabolic process
IPR016166	12	10	0.83	no	ACCEPT:2, KEEP_AS_NON_CORE:2, MARK_AS_OVER_ANNOTATED:1, REMOVE:7	CUPNH/glcE; DANRE/ldhd; NICAT/NaBBL1_candidate_FOX1_0; NICAT/NaBBL2_candidate_FOX1_2; NICAT/NaBBL_candidate_FOX1_4; NICAT/NaBBL_candidate_FOX2_2; NICAT/NaBBL_candidate_FOX2_4; ORYSJ/CKX2	FAD binding
IPR036397	11	10	0.91	no	ACCEPT:1, MARK_AS_OVER_ANNOTATED:7, MODIFY:2, REMOVE:1	ARATH/AGO1; CALMI/A0A4W3GVU1; SCHPO/ago1; human/AGO1; human/AGO2; human/AGO3; human/AGO4; human/PIWIL1	nucleic acid binding
IPR020103	11	10	0.91	no	ACCEPT:1, KEEP_AS_NON_CORE:2, MARK_AS_OVER_ANNOTATED:5, MODIFY:3	COLLI/A0A2I0M3K7; human/PUS3; yeast/DEG1	RNA binding; RNA modification; pseudouridine synthase activity; pseudouridine synthesis
IPR006619	18	9	0.50	no	ACCEPT:9, REMOVE:7, UNDECIDED:2	ANOGA/PGRPLB; ANOGA/PGRPLC; ANOGA/PGRPLD; ANOGA/PGRPS1; ANOGA/PGRPS2; ANOGA/PGRPS3	N-acetylmuramoyl-L-alanine amidase activity; peptidoglycan catabolic process; zinc ion binding
IPR001305	14	9	0.64	no	ACCEPT:5, MARK_AS_OVER_ANNOTATED:2, MODIFY:7	ECOLI/DnaJ; PSEPK/dnaJ; human/DNAJA2; human/DNAJA4; mouse/Dnaja3; yeast/APJ1; yeast/MDJ1; yeast/YDJ1	heat shock protein binding; unfolded protein binding
IPR006638	9	9	1.00	no	KEEP_AS_NON_CORE:1, MARK_AS_OVER_ANNOTATED:1, MODIFY:7	BACSU/lipA; POPTR/LIP1; POPTR/LIP1P-1; POPTR/LIP1P-2; PSEPK/pqqE	catalytic activity; iron-sulfur cluster binding
IPR005024	12	8	0.67	no	ACCEPT:4, MODIFY:6, REMOVE:2	SCHPO/cmp7; human/CHMP1A; human/CHMP1B; human/CHMP2A; human/CHMP2B; human/CHMP3; human/CHMP4A; human/CHMP4B	vacuolar transport
IPR011701	11	8	0.73	no	ACCEPT:3, MARK_AS_OVER_ANNOTATED:3, MODIFY:5	DANRE/flvcr2a; DANRE/spns1; PSEPK/nasA; PSEPK/nicT; PSEPK/pcaK; human/SPNS1	transmembrane transport; transmembrane transporter activity
IPR001382	11	8	0.73	no	ACCEPT:3, KEEP_AS_NON_CORE:4, MARK_AS_OVER_ANNOTATED:4	DROME/Edem2; human/EDEM1; human/EDEM2; human/EDEM3; human/MAN1B1	calcium ion binding; mannosyl-oligosaccharide 1,2-alpha-mannosidase activity; membrane
IPR036026	11	8	0.73	no	ACCEPT:3, KEEP_AS_NON_CORE:4, MARK_AS_OVER_ANNOTATED:4	DROME/Edem2; human/EDEM1; human/EDEM2; human/EDEM3; human/MAN1B1	calcium ion binding; mannosyl-oligosaccharide 1,2-alpha-mannosidase activity; membrane
IPR006935	10	8	0.80	no	ACCEPT:2, KEEP_AS_NON_CORE:2, MARK_AS_OVER_ANNOTATED:4, MODIFY:1, REMOVE:1	ARATH/DCL1; PSEPK/uvrB; SCHPO/dcr1; human/UPF1	ATP binding; DNA binding; hydrolase activity
IPR003660	10	8	0.80	no	ACCEPT:2, KEEP_AS_NON_CORE:3, MARK_AS_OVER_ANNOTATED:4, MODIFY:1	METEA/mxbD; METEA/mxcQ; PSEPK/gacS; PSEPK/lapD; PSEPK/mcpS; PSEPK/pcaY	membrane; signal transduction
IPR003165	9	8	0.89	no	ACCEPT:1, MARK_AS_OVER_ANNOTATED:6, MODIFY:1, REMOVE:1	ARATH/AGO1; SCHPO/ago1; human/AGO1; human/AGO2; human/AGO3; human/AGO4; human/PIWIL1; worm/prg-1	nucleic acid binding
IPR006170	8	8	1.00	no	MODIFY:5, REMOVE:3	ANOGA/7DL3; ANOGA/D7L1; ANOGA/D7L2; ANOGA/D7r1; ANOGA/D7r2; ANOGA/D7r3; ANOGA/D7r4; ANOGA/D7r5	odorant binding
IPR036728	8	8	1.00	no	MODIFY:5, REMOVE:3	ANOGA/7DL3; ANOGA/D7L1; ANOGA/D7L2; ANOGA/D7r1; ANOGA/D7r2; ANOGA/D7r3; ANOGA/D7r4; ANOGA/D7r5	odorant binding
IPR002403	8	8	1.00	no	KEEP_AS_NON_CORE:4, MODIFY:4	DANRE/cyp26b1; DANRE/cyp51	heme binding; iron ion binding; monooxygenase activity; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
IPR033896	18	7	0.39	no	ACCEPT:11, KEEP_AS_NON_CORE:3, MARK_AS_OVER_ANNOTATED:1, MODIFY:3	ARATH/AG; ARATH/AP1; ARATH/AP3; ARATH/FLC; ARATH/PI; ARATH/SEP3; ARATH/SOC1; ARATH/SVP	RNA polymerase II transcription regulatory region sequence-specific DNA binding; positive regulation of transcription by RNA polymerase II
IPR003661	14	7	0.50	no	ACCEPT:7, KEEP_AS_NON_CORE:3, MARK_AS_OVER_ANNOTATED:2, MODIFY:2	ARATH/ETR1; ARATH/P14713; ARATH/PHYA; ARATH/PHYB; DESVH/Q725U0; METEA/mxbD; PSEPK/gacS; PSEPK/retS	phosphorelay sensor kinase activity; signal transduction
IPR016039	13	7	0.54	no	ACCEPT:6, MARK_AS_OVER_ANNOTATED:4, MODIFY:1, REMOVE:2	ARATH/FAE1; BACSU/spoVAD; METBS/Pks1; PSEAE/pqsB; PSEAE/pqsC; PSEPK/pcaF; SACEN/eryAI; SACEN/eryAII	acyltransferase activity
IPR000726	13	7	0.54	no	ACCEPT:6, KEEP_AS_NON_CORE:3, MODIFY:4	MAIZE/CHIB; POPTR/WIN6; POPTR/WIN6.2B; POPTR/WIN6.2C; POPTR/WIN8	cell wall macromolecule catabolic process; chitin catabolic process; chitinase activity
IPR017452	11	7	0.64	no	ACCEPT:4, KEEP_AS_NON_CORE:7	OCTVU/CTR1; OCTVU/CTR2; OCTVU/OPR; SEPOF/RHO; human/GPR101; mouse/Agtr1a; mouse/Drd1; mouse/Ednra	membrane
IPR004100	10	7	0.70	no	ACCEPT:3, KEEP_AS_NON_CORE:4, MARK_AS_OVER_ANNOTATED:3	POPTR/atpA; POPTR/atpB; human/ATP5F1A; human/ATP5F1B; human/ATP6V1A; human/ATP6V1B1; human/ATP6V1B2	ATP metabolic process; proton transmembrane transport
IPR007624	9	7	0.78	no	ACCEPT:2, KEEP_AS_NON_CORE:1, MARK_AS_OVER_ANNOTATED:1, MODIFY:5	BACSU/sigF; BACSU/sigG; DESVH/Q72B50; PSEPK/fliA; PSEPK/rpoD; PSEPK/rpoS	DNA-binding transcription factor activity; DNA-templated transcription initiation; regulation of DNA-templated transcription
IPR000182	9	7	0.78	no	ACCEPT:2, MARK_AS_OVER_ANNOTATED:3, MODIFY:4	DANRE/naa50; ECOLI/yjhQ; ENTCL/aac6-Ib; METEA/mllH; human/NAA10; human/NAA30; human/NAA40; rat/Nat8l	acyltransferase activity, transferring groups other than amino-acyl groups
IPR008266	9	7	0.78	no	ACCEPT:2, KEEP_AS_NON_CORE:1, MARK_AS_OVER_ANNOTATED:2, MODIFY:2, REMOVE:2	MEDTR/NFP; human/EGFR; human/FGFR2; human/JAK1; human/ROR1; mouse/Egfr; mouse/Jak1; rat/Egfr	protein kinase activity
IPR011059	7	7	1.00	no	KEEP_AS_NON_CORE:2, REMOVE:5	9ARCH/ureC1; 9ARCH/ureC2; human/CRMP1; human/DPYSL2; human/DPYSL3; human/DPYSL4; human/DPYSL5	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds
IPR016283	7	7	1.00	no	KEEP_AS_NON_CORE:2, MARK_AS_OVER_ANNOTATED:1, MODIFY:4	MAIZE/CHIB; POPTR/WIN6; POPTR/WIN6.2B; POPTR/WIN8	carbohydrate metabolic process; chitinase activity
IPR017441	40	6	0.15	no	ACCEPT:34, KEEP_AS_NON_CORE:5, MARK_AS_OVER_ANNOTATED:1	ARATH/BAK1; ARATH/BIK1; ARATH/CERK1; ARATH/CIPK24; ARATH/EFR; ARATH/FER; ARATH/MPK6; ARATH/NEK3	ATP binding
IPR001404	23	6	0.26	no	ACCEPT:17, KEEP_AS_NON_CORE:1, MODIFY:5	ARATH/AT5G52640; DROME/Hsp83; PSEPK/htpG; mouse/Hsp90aa1; worm/daf-21; worm/hsp-90; yeast/HSC82; yeast/HSP82	ATP hydrolysis activity; ATP-dependent protein folding chaperone; protein folding; unfolded protein binding
IPR006620	15	6	0.40	no	ACCEPT:9, KEEP_AS_NON_CORE:6	human/P3H1; human/P3H2; human/P4HA1; human/P4HA2; human/P4HA3	L-ascorbic acid binding; iron ion binding; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
IPR002502	12	6	0.50	no	ACCEPT:6, REMOVE:6	ANOGA/PGRPLB; ANOGA/PGRPLC; ANOGA/PGRPLD; ANOGA/PGRPS1; ANOGA/PGRPS2; ANOGA/PGRPS3	N-acetylmuramoyl-L-alanine amidase activity; peptidoglycan catabolic process
IPR036505	12	6	0.50	no	ACCEPT:6, REMOVE:6	ANOGA/PGRPLB; ANOGA/PGRPLC; ANOGA/PGRPLD; ANOGA/PGRPS1; ANOGA/PGRPS2; ANOGA/PGRPS3	N-acetylmuramoyl-L-alanine amidase activity; peptidoglycan catabolic process
IPR001135	9	6	0.67	no	KEEP_AS_NON_CORE:2, MODIFY:3, PENDING:3, REMOVE:1	DESVH/Q729Q8; POPTR/ndhH; human/NDUFS2	NAD binding; oxidoreductase activity, acting on NAD(P)H; quinone binding
IPR019818	9	6	0.67	no	ACCEPT:3, MARK_AS_OVER_ANNOTATED:3, MODIFY:1, REMOVE:2	METEA/icd; PSEPK/icd; human/IDH3B	NAD binding; magnesium ion binding; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
IPR002102	8	6	0.75	no	ACCEPT:2, KEEP_AS_NON_CORE:1, MODIFY:2, REMOVE:2, UNDECIDED:1	ACET2/P71143; ACET2/Q01866; ACET2/ancA; ACET2/cipA; CLOCL/P38058; CLOCL/Q9RGE7	carbohydrate binding; polysaccharide catabolic process
IPR008928	8	6	0.75	no	ACCEPT:2, MARK_AS_OVER_ANNOTATED:5, REMOVE:1	ACET2/celA; ACET2/celD; ACET2/celK; ACET2/celS; CLOCL/Q6DTY2; CLOCL/Q9RGE6; CLOCL/Q9RGE8; SOLLC/DET1	carbohydrate metabolic process
IPR017512	8	6	0.75	no	ACCEPT:2, KEEP_AS_NON_CORE:2, MARK_AS_OVER_ANNOTATED:1, REMOVE:3	METEA/mxaF; METEA/xoxF1; PSEPK/pedH; PSEPK/pede	membrane; oxidoreductase activity, acting on CH-OH group of donors
IPR000932	8	6	0.75	no	ACCEPT:2, MODIFY:6	POPTR/psbB; POPTR/psbC	membrane; photosynthesis, light reaction; photosynthetic electron transport chain; photosystem
IPR036001	8	6	0.75	no	ACCEPT:2, MODIFY:6	POPTR/psbB; POPTR/psbC	membrane; photosynthesis, light reaction; photosynthetic electron transport chain; photosystem
IPR001406	7	6	0.86	no	ACCEPT:1, MARK_AS_OVER_ANNOTATED:5, MODIFY:1	human/PUS3; yeast/DEG1	RNA binding; RNA modification; pseudouridine synthase activity; pseudouridine synthesis
IPR020097	7	6	0.86	no	ACCEPT:1, MARK_AS_OVER_ANNOTATED:5, MODIFY:1	human/PUS3; yeast/DEG1	RNA binding; RNA modification; pseudouridine synthase activity; pseudouridine synthesis
IPR000315	6	6	1.00	no	KEEP_AS_NON_CORE:6	ARATH/CO; human/MEFV; human/TRIM13; human/TRIM16; human/TRIM17; human/TRIM5	zinc ion binding
IPR003445	6	6	1.00	no	KEEP_AS_NON_CORE:1, MODIFY:5	ARATH/HKT1; DESVH/Q72F05	monoatomic cation transmembrane transporter activity; monoatomic cation transport; transmembrane transport
IPR008948	6	6	1.00	no	KEEP_AS_NON_CORE:1, MARK_AS_OVER_ANNOTATED:3, MODIFY:2	ARATH/PAL1; BRADI/LOC100829928; METEA/fumC; POPTR/PAL; PSEPK/fumC; PSEPK/pcaB	catalytic activity
IPR000866	6	6	1.00	no	KEEP_AS_NON_CORE:2, MARK_AS_OVER_ANNOTATED:3, MODIFY:1	ECOLI/bcp; PSEPK/PP_1084; PSEPK/ahpC	antioxidant activity; oxidoreductase activity
IPR011761	6	6	1.00	no	KEEP_AS_NON_CORE:5, MARK_AS_OVER_ANNOTATED:1	POPTR/ACCC1; POPTR/ACCC2; PSEPK/accC; PSEPK/sucC	ATP binding; metal ion binding
IPR015889	6	6	1.00	no	KEEP_AS_NON_CORE:1, MARK_AS_OVER_ANNOTATED:4, REMOVE:1	PSEPK/catA; PSEPK/pcaG; PSEPK/pcaH	iron ion binding; oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen
IPR004827	28	5	0.18	no	ACCEPT:23, MARK_AS_OVER_ANNOTATED:2, MODIFY:3	ARATH/ABI5; ARATH/HY5; SCHPO/atf1; SCHPO/pap1; human/ATF2; human/ATF3; human/ATF4; human/BACH2	DNA-binding transcription factor activity; regulation of DNA-templated transcription
IPR046347	24	5	0.21	no	ACCEPT:19, MARK_AS_OVER_ANNOTATED:2, MODIFY:3	ARATH/ABI5; ARATH/HY5; SCHPO/atf1; SCHPO/pap1; human/ATF2; human/ATF3; human/ATF4; human/BACH2	DNA-binding transcription factor activity; regulation of DNA-templated transcription
IPR002777	15	5	0.33	no	ACCEPT:10, MODIFY:5	human/PFDN1; human/PFDN2; human/PFDN4; human/PFDN6; yeast/PFD1	prefoldin complex; protein folding; unfolded protein binding
IPR001628	12	5	0.42	no	ACCEPT:7, MODIFY:2, REMOVE:3	human/RARA; worm/csr-1; worm/nhr-49; worm/nhr-80	DNA-binding transcription factor activity; regulation of DNA-templated transcription; sequence-specific DNA binding; zinc ion binding
IPR012129	11	5	0.45	no	ACCEPT:6, KEEP_AS_NON_CORE:3, MODIFY:2	ARATH/P14713; ARATH/PHYA; ARATH/PHYB	photoreceptor activity; protein homodimerization activity; protein-tetrapyrrole linkage; red, far-red light phototransduction; regulation of DNA-templated transcription
IPR005821	11	5	0.45	no	ACCEPT:6, KEEP_AS_NON_CORE:4, MARK_AS_OVER_ANNOTATED:1	DANRE/trpm7; human/SCN1A; human/SCN9A; worm/ocr-2	membrane; monoatomic ion channel activity; monoatomic ion transport; transmembrane transport
IPR001752	11	5	0.45	no	ACCEPT:6, KEEP_AS_NON_CORE:1, MODIFY:4	DORPE/P21613; SCHPO/cut7; human/KIF5B; worm/osm-3	ATP binding; microtubule binding; microtubule motor activity; microtubule-based movement
IPR012951	10	5	0.50	no	ACCEPT:5, MARK_AS_OVER_ANNOTATED:5	NICAT/NaBBL1_candidate_FOX1_0; NICAT/NaBBL2_candidate_FOX1_2; NICAT/NaBBL_candidate_FOX1_4; NICAT/NaBBL_candidate_FOX2_2; NICAT/NaBBL_candidate_FOX2_4	flavin adenine dinucleotide binding; oxidoreductase activity
IPR011545	9	5	0.56	no	ACCEPT:4, KEEP_AS_NON_CORE:2, MODIFY:2, REMOVE:1	PSEAE/rhlB; SCHPO/rqh1; human/ASCC3; worm/cgh-1; worm/glh-1; worm/glh-4; yeast/DBP5	ATP binding; nucleic acid binding
IPR001734	8	5	0.62	no	ACCEPT:3, MARK_AS_OVER_ANNOTATED:3, MODIFY:2	DANRE/slc5a12; mouse/Slc5a1; rat/Slc5a1	membrane; transmembrane transport; transmembrane transporter activity
IPR036121	8	5	0.62	no	ACCEPT:3, KEEP_AS_NON_CORE:4, MARK_AS_OVER_ANNOTATED:1	POPTR/atpA; POPTR/atpB; human/ATP5F1A; human/ATP5F1B; human/ATP6V1A	ATP metabolic process; proton transmembrane transport
IPR004358	7	5	0.71	no	ACCEPT:2, KEEP_AS_NON_CORE:1, MARK_AS_OVER_ANNOTATED:4	ARATH/ETR1; DESVH/Q725U0; METEA/mxbD; METEA/mxcQ; PSEPK/cheA; PSEPK/gacS; PSEPK/retS	transferase activity, transferring phosphorus-containing groups
IPR016164	7	5	0.71	no	ACCEPT:2, KEEP_AS_NON_CORE:1, MARK_AS_OVER_ANNOTATED:1, MODIFY:2, REMOVE:1	CUPNH/glcE; DANRE/ldhd; ORYSJ/CKX2; PSEPK/ydiJ	catalytic activity; flavin adenine dinucleotide binding
IPR001189	7	5	0.71	no	ACCEPT:2, KEEP_AS_NON_CORE:3, MODIFY:2	MISSI/MnSOD; PSEPK/sodB; RAMVA/RvY_01767; yeast/SOD2	metal ion binding; superoxide metabolic process
IPR019831	7	5	0.71	no	ACCEPT:2, KEEP_AS_NON_CORE:3, MODIFY:2	MISSI/MnSOD; PSEPK/sodB; RAMVA/RvY_01767; yeast/SOD2	metal ion binding; superoxide metabolic process
IPR019832	7	5	0.71	no	ACCEPT:2, KEEP_AS_NON_CORE:3, MODIFY:2	MISSI/MnSOD; PSEPK/sodB; RAMVA/RvY_01767; yeast/SOD2	metal ion binding; superoxide metabolic process
IPR019833	7	5	0.71	no	ACCEPT:2, KEEP_AS_NON_CORE:3, MODIFY:2	MISSI/MnSOD; PSEPK/sodB; RAMVA/RvY_01767; yeast/SOD2	metal ion binding; superoxide metabolic process
IPR001701	6	5	0.83	no	ACCEPT:1, KEEP_AS_NON_CORE:1, MARK_AS_OVER_ANNOTATED:4	ACET2/celD; ACET2/celK; CLOCL/Q6DTY2; CLOCL/Q9RGE6; CLOCL/Q9RGE8	carbohydrate metabolic process; hydrolase activity, hydrolyzing O-glycosyl compounds
IPR015955	6	5	0.83	no	ACCEPT:1, KEEP_AS_NON_CORE:3, MODIFY:2	METEA/mdh; PSEPK/mdh; rat/Ldhb	catalytic activity; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
IPR010131	6	5	0.83	no	ACCEPT:1, MARK_AS_OVER_ANNOTATED:5	PSEPK/opmQ; PSEPK/ttgC	membrane; transmembrane transport; transmembrane transporter activity
IPR016161	5	5	1.00	no	MARK_AS_OVER_ANNOTATED:3, MODIFY:2	9POAL/NCGR_LOCUS10166; PSEPK/hisD; PSEPK/pedI; mouse/aldh2; rat/Aldh1l1	oxidoreductase activity
